session,region,state,freq_hz,psd
dec4,dHPC,baseline,108.0625,119.73651
dec4,dHPC,baseline,108.125,135.13432
dec4,dHPC,baseline,108.1875,120.108116
dec4,dHPC,baseline,108.25,109.07054
dec4,dHPC,baseline,108.3125,114.71988
dec4,dHPC,baseline,108.375,96.20384
dec4,dHPC,baseline,108.4375,108.059586
dec4,dHPC,baseline,108.5,117.39621
dec4,dHPC,baseline,108.5625,130.38101
dec4,dHPC,baseline,108.625,126.23006
dec4,dHPC,baseline,108.6875,111.06422
dec4,dHPC,baseline,108.75,97.25304
dec4,dHPC,baseline,108.8125,104.7772
dec4,dHPC,baseline,108.875,127.5027
dec4,dHPC,baseline,108.9375,127.24264
dec4,dHPC,baseline,109.0,124.88457
dec4,dHPC,baseline,109.0625,110.35941
dec4,dHPC,baseline,109.125,95.20896
dec4,dHPC,baseline,109.1875,86.22031
dec4,dHPC,baseline,109.25,99.28422
dec4,dHPC,baseline,109.3125,113.09835
dec4,dHPC,baseline,109.375,128.446
dec4,dHPC,baseline,109.4375,126.616
dec4,dHPC,baseline,109.5,105.633995
dec4,dHPC,baseline,109.5625,107.98642
dec4,dHPC,baseline,109.625,100.99626
dec4,dHPC,baseline,109.6875,89.04285
dec4,dHPC,baseline,109.75,107.529655
dec4,dHPC,baseline,109.8125,122.84677
dec4,dHPC,baseline,109.875,109.01195
dec4,dHPC,baseline,109.9375,94.94051
dec4,dHPC,baseline,110.0,83.61222
dec4,dHPC,baseline,110.0625,90.65864
dec4,dHPC,baseline,110.125,96.89025
dec4,dHPC,baseline,110.1875,108.11457
dec4,dHPC,baseline,110.25,112.74531
dec4,dHPC,baseline,110.3125,90.87926
dec4,dHPC,baseline,110.375,85.90268
dec4,dHPC,baseline,110.4375,93.94637
dec4,dHPC,baseline,110.5,97.1241
dec4,dHPC,baseline,110.5625,101.38947
dec4,dHPC,baseline,110.625,108.146736
dec4,dHPC,baseline,110.6875,97.48202
dec4,dHPC,baseline,110.75,98.30967
dec4,dHPC,baseline,110.8125,102.57133
dec4,dHPC,baseline,110.875,107.52814
dec4,dHPC,baseline,110.9375,110.92412
dec4,dHPC,baseline,111.0,99.43855
dec4,dHPC,baseline,111.0625,80.19464
dec4,dHPC,baseline,111.125,94.02634
dec4,dHPC,baseline,111.1875,110.091385
dec4,dHPC,baseline,111.25,108.78402
dec4,dHPC,baseline,111.3125,99.40757
dec4,dHPC,baseline,111.375,87.21922
dec4,dHPC,baseline,111.4375,88.0048
dec4,dHPC,baseline,111.5,93.61789
dec4,dHPC,baseline,111.5625,95.11274
dec4,dHPC,baseline,111.625,87.50506
dec4,dHPC,baseline,111.6875,88.10184
dec4,dHPC,baseline,111.75,92.20923
dec4,dHPC,baseline,111.8125,84.44707
dec4,dHPC,baseline,111.875,87.83926
dec4,dHPC,baseline,111.9375,85.95271
dec4,dHPC,baseline,112.0,74.417435
dec4,dHPC,baseline,112.0625,89.19971
dec4,dHPC,baseline,112.125,92.966415
dec4,dHPC,baseline,112.1875,90.21995
dec4,dHPC,baseline,112.25,93.462494
dec4,dHPC,baseline,112.3125,99.138336
dec4,dHPC,baseline,112.375,88.23944
dec4,dHPC,baseline,112.4375,88.28029
dec4,dHPC,baseline,112.5,90.779945
dec4,dHPC,baseline,112.5625,87.20009
dec4,dHPC,baseline,112.625,87.5951
dec4,dHPC,baseline,112.6875,79.3897
dec4,dHPC,baseline,112.75,78.66162
dec4,dHPC,baseline,112.8125,86.12415
dec4,dHPC,baseline,112.875,72.89942
dec4,dHPC,baseline,112.9375,83.60035
dec4,dHPC,baseline,113.0,81.814545
dec4,dHPC,baseline,113.0625,94.14077
dec4,dHPC,baseline,113.125,90.487335
dec4,dHPC,baseline,113.1875,84.48843
dec4,dHPC,baseline,113.25,93.917755
dec4,dHPC,baseline,113.3125,89.31828
dec4,dHPC,baseline,113.375,85.079285
dec4,dHPC,baseline,113.4375,86.5306
dec4,dHPC,baseline,113.5,89.10945
dec4,dHPC,baseline,113.5625,76.804695
dec4,dHPC,baseline,113.625,82.56671
dec4,dHPC,baseline,113.6875,89.06186
dec4,dHPC,baseline,113.75,90.304535
dec4,dHPC,baseline,113.8125,80.38456
dec4,dHPC,baseline,113.875,71.13927
dec4,dHPC,baseline,113.9375,80.02673
dec4,dHPC,baseline,114.0,83.63273
dec4,dHPC,baseline,114.0625,76.50709
dec4,dHPC,baseline,114.125,79.11709
dec4,dHPC,baseline,114.1875,101.469
dec4,dHPC,baseline,114.25,104.60499
dec4,dHPC,baseline,114.3125,77.640854
dec4,dHPC,baseline,114.375,78.39261
dec4,dHPC,baseline,114.4375,80.916466
dec4,dHPC,baseline,114.5,88.474594
dec4,dHPC,baseline,114.5625,93.55064
dec4,dHPC,baseline,114.625,68.613556
dec4,dHPC,baseline,114.6875,77.5474
dec4,dHPC,baseline,114.75,76.46259
dec4,dHPC,baseline,114.8125,75.02368
dec4,dHPC,baseline,114.875,66.82875
dec4,dHPC,baseline,114.9375,78.27544
dec4,dHPC,baseline,115.0,80.18459
dec4,dHPC,baseline,115.0625,84.66082
dec4,dHPC,baseline,115.125,79.29909
dec4,dHPC,baseline,115.1875,65.652725
dec4,dHPC,baseline,115.25,64.38445
dec4,dHPC,baseline,115.3125,79.270355
dec4,dHPC,baseline,115.375,89.95709
dec4,dHPC,baseline,115.4375,72.98433
dec4,dHPC,baseline,115.5,71.24639
dec4,dHPC,baseline,115.5625,67.29338
dec4,dHPC,baseline,115.625,68.24404
dec4,dHPC,baseline,115.6875,74.91593
dec4,dHPC,baseline,115.75,67.41283
dec4,dHPC,baseline,115.8125,67.28154
dec4,dHPC,baseline,115.875,68.05676
dec4,dHPC,baseline,115.9375,61.978336
dec4,dHPC,baseline,116.0,67.75694
dec4,dHPC,baseline,116.0625,73.09776
dec4,dHPC,baseline,116.125,69.30823
dec4,dHPC,baseline,116.1875,69.808395
dec4,dHPC,baseline,116.25,73.74974
dec4,dHPC,baseline,116.3125,77.954216
dec4,dHPC,baseline,116.375,74.61475
dec4,dHPC,baseline,116.4375,61.916786
dec4,dHPC,baseline,116.5,67.855034
dec4,dHPC,baseline,116.5625,72.332565
dec4,dHPC,baseline,116.625,61.88258
dec4,dHPC,baseline,116.6875,72.24592
dec4,dHPC,baseline,116.75,76.280785
dec4,dHPC,baseline,116.8125,72.14985
dec4,dHPC,baseline,116.875,71.466125
dec4,dHPC,baseline,116.9375,74.47744
dec4,dHPC,baseline,117.0,72.000175
dec4,dHPC,baseline,117.0625,70.29454
dec4,dHPC,baseline,117.125,76.74617
dec4,dHPC,baseline,117.1875,64.34013
dec4,dHPC,baseline,117.25,62.727825
dec4,dHPC,baseline,117.3125,55.715775
dec4,dHPC,baseline,117.375,57.55132
dec4,dHPC,baseline,117.4375,63.03084
dec4,dHPC,baseline,117.5,66.20563
dec4,dHPC,baseline,117.5625,62.05528
dec4,dHPC,baseline,117.625,49.861534
dec4,dHPC,baseline,117.6875,62.850666
dec4,dHPC,baseline,117.75,59.609123
dec4,dHPC,baseline,117.8125,58.81305
dec4,dHPC,baseline,117.875,55.35696
dec4,dHPC,baseline,117.9375,60.334877
dec4,dHPC,baseline,118.0,57.01215
dec4,dHPC,baseline,118.0625,59.057976
dec4,dHPC,baseline,118.125,61.736034
dec4,dHPC,baseline,118.1875,66.63345
dec4,dHPC,baseline,118.25,58.984188
dec4,dHPC,baseline,118.3125,59.179962
dec4,dHPC,baseline,118.375,56.16788
dec4,dHPC,baseline,118.4375,55.939293
dec4,dHPC,baseline,118.5,55.26291
dec4,dHPC,baseline,118.5625,59.922447
dec4,dHPC,baseline,118.625,62.70314
dec4,dHPC,baseline,118.6875,57.901436
dec4,dHPC,baseline,118.75,52.32497
dec4,dHPC,baseline,118.8125,51.815594
dec4,dHPC,baseline,118.875,55.805473
dec4,dHPC,baseline,118.9375,53.845768
dec4,dHPC,baseline,119.0,50.934124
dec4,dHPC,baseline,119.0625,52.470287
dec4,dHPC,baseline,119.125,55.644604
dec4,dHPC,baseline,119.1875,61.178486
dec4,dHPC,baseline,119.25,50.532566
dec4,dHPC,baseline,119.3125,44.55072
dec4,dHPC,baseline,119.375,47.04704
dec4,dHPC,baseline,119.4375,51.445457
dec4,dHPC,baseline,119.5,52.614906
dec4,dHPC,baseline,119.5625,51.550255
dec4,dHPC,baseline,119.625,47.961544
dec4,dHPC,baseline,119.6875,46.31532
dec4,dHPC,baseline,119.75,55.908474
dec4,dHPC,baseline,119.8125,52.423004
dec4,dHPC,baseline,119.875,45.415504
dec4,dHPC,baseline,119.9375,49.678177
dec4,dHPC,baseline,120.0,46.27842
dec4,dHPC,baseline,120.0625,44.394398
dec4,dHPC,baseline,120.125,52.62279
dec4,dHPC,baseline,120.1875,52.65333
dec4,dHPC,baseline,120.25,47.346424
dec4,dHPC,baseline,120.3125,52.64554
dec4,dHPC,baseline,120.375,63.077133
dec4,dHPC,baseline,120.4375,54.2265
dec4,dHPC,baseline,120.5,45.739124
dec4,dHPC,baseline,120.5625,46.409935
dec4,dHPC,baseline,120.625,47.727352
dec4,dHPC,baseline,120.6875,50.25362
dec4,dHPC,baseline,120.75,52.541527
dec4,dHPC,baseline,120.8125,44.058987
dec4,dHPC,baseline,120.875,45.55975
dec4,dHPC,baseline,120.9375,47.98619
dec4,dHPC,baseline,121.0,43.731716
dec4,dHPC,baseline,121.0625,46.33626
dec4,dHPC,baseline,121.125,41.06146
dec4,dHPC,baseline,121.1875,37.964867
dec4,dHPC,baseline,121.25,47.47388
dec4,dHPC,baseline,121.3125,47.446648
dec4,dHPC,baseline,121.375,43.607723
dec4,dHPC,baseline,121.4375,39.536602
dec4,dHPC,baseline,121.5,43.721775
dec4,dHPC,baseline,121.5625,41.889988
dec4,dHPC,baseline,121.625,41.808365
dec4,dHPC,baseline,121.6875,45.540928
dec4,dHPC,baseline,121.75,43.42302
dec4,dHPC,baseline,121.8125,49.417587
dec4,dHPC,baseline,121.875,47.040268
dec4,dHPC,baseline,121.9375,44.291176
dec4,dHPC,baseline,122.0,41.22422
dec4,dHPC,baseline,122.0625,37.70657
dec4,dHPC,baseline,122.125,40.21288
dec4,dHPC,baseline,122.1875,40.72691
dec4,dHPC,baseline,122.25,45.702663
dec4,dHPC,baseline,122.3125,48.161133
dec4,dHPC,baseline,122.375,49.899403
dec4,dHPC,baseline,122.4375,43.880444
dec4,dHPC,baseline,122.5,36.87988
dec4,dHPC,baseline,122.5625,34.6228
dec4,dHPC,baseline,122.625,42.771152
dec4,dHPC,baseline,122.6875,49.356915
dec4,dHPC,baseline,122.75,40.778168
dec4,dHPC,baseline,122.8125,37.930664
dec4,dHPC,baseline,122.875,37.88932
dec4,dHPC,baseline,122.9375,41.662033
dec4,dHPC,baseline,123.0,39.818966
dec4,dHPC,baseline,123.0625,48.831654
dec4,dHPC,baseline,123.125,48.51872
dec4,dHPC,baseline,123.1875,41.02414
dec4,dHPC,baseline,123.25,40.298874
dec4,dHPC,baseline,123.3125,44.9465
dec4,dHPC,baseline,123.375,40.85775
dec4,dHPC,baseline,123.4375,43.009033
dec4,dHPC,baseline,123.5,45.39268
dec4,dHPC,baseline,123.5625,43.122925
dec4,dHPC,baseline,123.625,39.79514
dec4,dHPC,baseline,123.6875,41.038593
dec4,dHPC,baseline,123.75,37.192863
dec4,dHPC,baseline,123.8125,41.076035
dec4,dHPC,baseline,123.875,35.81683
dec4,dHPC,baseline,123.9375,34.148483
dec4,dHPC,baseline,124.0,41.616657
dec4,dHPC,baseline,124.0625,36.550106
dec4,dHPC,baseline,124.125,35.77884
dec4,dHPC,baseline,124.1875,34.83603
dec4,dHPC,baseline,124.25,34.64077
dec4,dHPC,baseline,124.3125,40.293427
dec4,dHPC,baseline,124.375,38.561523
dec4,dHPC,baseline,124.4375,37.150375
dec4,dHPC,baseline,124.5,39.038994
dec4,dHPC,baseline,124.5625,37.49366
dec4,dHPC,baseline,124.625,39.357025
dec4,dHPC,baseline,124.6875,38.1933
dec4,dHPC,baseline,124.75,36.313347
dec4,dHPC,baseline,124.8125,36.48801
dec4,dHPC,baseline,124.875,39.43182
dec4,dHPC,baseline,124.9375,38.3109
dec4,dHPC,baseline,125.0,16.96064
dec4,dHPC,post,0.0,707.10095
dec4,dHPC,post,0.0625,1687.7422
dec4,dHPC,post,0.125,4524.961
dec4,dHPC,post,0.1875,10973.347
dec4,dHPC,post,0.25,18743.867
dec4,dHPC,post,0.3125,34463.844
dec4,dHPC,post,0.375,45646.15
dec4,dHPC,post,0.4375,46938.01
dec4,dHPC,post,0.5,43525.54
dec4,dHPC,post,0.5625,51701.19
dec4,dHPC,post,0.625,64652.992
dec4,dHPC,post,0.6875,66338.27
dec4,dHPC,post,0.75,64096.0
dec4,dHPC,post,0.8125,57509.258
dec4,dHPC,post,0.875,78617.695
dec4,dHPC,post,0.9375,82010.164
dec4,dHPC,post,1.0,70782.62
dec4,dHPC,post,1.0625,67161.81
dec4,dHPC,post,1.125,74936.336
dec4,dHPC,post,1.1875,78568.06
dec4,dHPC,post,1.25,88816.14
dec4,dHPC,post,1.3125,93118.63
dec4,dHPC,post,1.375,81102.76
dec4,dHPC,post,1.4375,100305.45
dec4,dHPC,post,1.5,102133.336
dec4,dHPC,post,1.5625,91809.59
dec4,dHPC,post,1.625,94952.13
dec4,dHPC,post,1.6875,94654.65
dec4,dHPC,post,1.75,105835.836
dec4,dHPC,post,1.8125,109182.37
dec4,dHPC,post,1.875,92973.04
dec4,dHPC,post,1.9375,82706.25
dec4,dHPC,post,2.0,85183.414
dec4,dHPC,post,2.0625,85145.516
dec4,dHPC,post,2.125,91945.99
dec4,dHPC,post,2.1875,88591.55
dec4,dHPC,post,2.25,93307.055
dec4,dHPC,post,2.3125,93884.23
dec4,dHPC,post,2.375,110367.27
dec4,dHPC,post,2.4375,118228.07
dec4,dHPC,post,2.5,104222.766
dec4,dHPC,post,2.5625,84829.78
dec4,dHPC,post,2.625,89201.06
dec4,dHPC,post,2.6875,102989.8
dec4,dHPC,post,2.75,90968.03
dec4,dHPC,post,2.8125,93812.87
dec4,dHPC,post,2.875,90670.09
dec4,dHPC,post,2.9375,98051.766
dec4,dHPC,post,3.0,95367.94
dec4,dHPC,post,3.0625,90792.19
dec4,dHPC,post,3.125,80496.34
dec4,dHPC,post,3.1875,87146.38
dec4,dHPC,post,3.25,84690.37
dec4,dHPC,post,3.3125,90891.375
dec4,dHPC,post,3.375,97085.46
dec4,dHPC,post,3.4375,92047.15
dec4,dHPC,post,3.5,83350.086
dec4,dHPC,post,3.5625,80157.69
dec4,dHPC,post,3.625,84495.016
dec4,dHPC,post,3.6875,88952.984
dec4,dHPC,post,3.75,95742.36
dec4,dHPC,post,3.8125,87897.49
dec4,dHPC,post,3.875,88589.92
dec4,dHPC,post,3.9375,75808.49
dec4,dHPC,post,4.0,65793.17
dec4,dHPC,post,4.0625,71440.03
dec4,dHPC,post,4.125,75359.33
dec4,dHPC,post,4.1875,77707.21
dec4,dHPC,post,4.25,75743.06
dec4,dHPC,post,4.3125,74210.78
dec4,dHPC,post,4.375,74242.48
dec4,dHPC,post,4.4375,74026.36
dec4,dHPC,post,4.5,84065.56
dec4,dHPC,post,4.5625,83082.26
dec4,dHPC,post,4.625,79262.94
dec4,dHPC,post,4.6875,88602.14
dec4,dHPC,post,4.75,89467.21
dec4,dHPC,post,4.8125,74434.54
dec4,dHPC,post,4.875,82762.516
dec4,dHPC,post,4.9375,81000.914
dec4,dHPC,post,5.0,84391.414
dec4,dHPC,post,5.0625,83641.586
dec4,dHPC,post,5.125,77994.63
dec4,dHPC,post,5.1875,81774.16
dec4,dHPC,post,5.25,87943.984
dec4,dHPC,post,5.3125,86974.35
dec4,dHPC,post,5.375,70154.48
dec4,dHPC,post,5.4375,77236.305
dec4,dHPC,post,5.5,85738.42
dec4,dHPC,post,5.5625,83543.914
dec4,dHPC,post,5.625,69959.164
dec4,dHPC,post,5.6875,78951.95
dec4,dHPC,post,5.75,81136.46
dec4,dHPC,post,5.8125,80863.85
dec4,dHPC,post,5.875,89082.39
dec4,dHPC,post,5.9375,94002.48
dec4,dHPC,post,6.0,82635.66
dec4,dHPC,post,6.0625,91101.54
dec4,dHPC,post,6.125,88631.016
dec4,dHPC,post,6.1875,95013.24
dec4,dHPC,post,6.25,111546.03
dec4,dHPC,post,6.3125,99670.766
dec4,dHPC,post,6.375,88445.82
dec4,dHPC,post,6.4375,103887.6
dec4,dHPC,post,6.5,93581.79
dec4,dHPC,post,6.5625,90831.65
dec4,dHPC,post,6.625,87094.94
dec4,dHPC,post,6.6875,69350.46
dec4,dHPC,post,6.75,71944.734
dec4,dHPC,post,6.8125,83453.34
dec4,dHPC,post,6.875,84046.484
dec4,dHPC,post,6.9375,73467.56
dec4,dHPC,post,7.0,83637.24
dec4,dHPC,post,7.0625,79784.53
dec4,dHPC,post,7.125,77277.805
dec4,dHPC,post,7.1875,71326.08
dec4,dHPC,post,7.25,68407.69
dec4,dHPC,post,7.3125,70322.72
dec4,dHPC,post,7.375,57960.67
dec4,dHPC,post,7.4375,74283.48
dec4,dHPC,post,7.5,70089.69
dec4,dHPC,post,7.5625,61339.914
dec4,dHPC,post,7.625,49057.22
dec4,dHPC,post,7.6875,50215.605
dec4,dHPC,post,7.75,55580.727
dec4,dHPC,post,7.8125,53569.02
dec4,dHPC,post,7.875,53270.668
dec4,dHPC,post,7.9375,54394.113
dec4,dHPC,post,8.0,55227.96
dec4,dHPC,post,8.0625,58415.7
dec4,dHPC,post,8.125,51757.027
dec4,dHPC,post,8.1875,48224.59
dec4,dHPC,post,8.25,49831.625
dec4,dHPC,post,8.3125,43050.133
dec4,dHPC,post,8.375,43276.57
dec4,dHPC,post,8.4375,39549.7
dec4,dHPC,post,8.5,40693.516
dec4,dHPC,post,8.5625,49560.49
dec4,dHPC,post,8.625,45262.65
dec4,dHPC,post,8.6875,46516.96
dec4,dHPC,post,8.75,42201.992
dec4,dHPC,post,8.8125,39976.508
dec4,dHPC,post,8.875,41709.977
dec4,dHPC,post,8.9375,36483.047
dec4,dHPC,post,9.0,31866.309
dec4,dHPC,post,9.0625,29618.537
dec4,dHPC,post,9.125,35555.605
dec4,dHPC,post,9.1875,33580.297
dec4,dHPC,post,9.25,31199.924
dec4,dHPC,post,9.3125,33427.973
dec4,dHPC,post,9.375,30108.31
dec4,dHPC,post,9.4375,35336.637
dec4,dHPC,post,9.5,34000.176
dec4,dHPC,post,9.5625,32480.24
dec4,dHPC,post,9.625,33763.215
dec4,dHPC,post,9.6875,30425.094
dec4,dHPC,post,9.75,28076.332
dec4,dHPC,post,9.8125,31959.197
dec4,dHPC,post,9.875,33028.48
dec4,dHPC,post,9.9375,28161.684
dec4,dHPC,post,10.0,29348.922
dec4,dHPC,post,10.0625,29362.365
dec4,dHPC,post,10.125,23691.365
dec4,dHPC,post,10.1875,25980.207
dec4,dHPC,post,10.25,25173.57
dec4,dHPC,post,10.3125,24121.426
dec4,dHPC,post,10.375,23805.719
dec4,dHPC,post,10.4375,23634.123
dec4,dHPC,post,10.5,26656.912
dec4,dHPC,post,10.5625,27697.395
dec4,dHPC,post,10.625,22186.008
dec4,dHPC,post,10.6875,21832.518
dec4,dHPC,post,10.75,22822.19
dec4,dHPC,post,10.8125,19387.125
dec4,dHPC,post,10.875,21762.715
dec4,dHPC,post,10.9375,23701.846
dec4,dHPC,post,11.0,23164.566
dec4,dHPC,post,11.0625,21343.492
dec4,dHPC,post,11.125,21779.688
dec4,dHPC,post,11.1875,21912.244
dec4,dHPC,post,11.25,23938.402
dec4,dHPC,post,11.3125,23582.174
dec4,dHPC,post,11.375,26949.84
dec4,dHPC,post,11.4375,26069.768
dec4,dHPC,post,11.5,23693.596
dec4,dHPC,post,11.5625,18024.701
dec4,dHPC,post,11.625,16069.715
dec4,dHPC,post,11.6875,19480.93
dec4,dHPC,post,11.75,19169.512
dec4,dHPC,post,11.8125,18654.79
dec4,dHPC,post,11.875,22150.09
dec4,dHPC,post,11.9375,22300.87
dec4,dHPC,post,12.0,19483.559
dec4,dHPC,post,12.0625,18110.018
dec4,dHPC,post,12.125,23827.064
dec4,dHPC,post,12.1875,21321.668
dec4,dHPC,post,12.25,19922.19
dec4,dHPC,post,12.3125,21235.129
dec4,dHPC,post,12.375,22700.621
dec4,dHPC,post,12.4375,21898.46
dec4,dHPC,post,12.5,20851.041
dec4,dHPC,post,12.5625,19441.434
dec4,dHPC,post,12.625,21670.96
dec4,dHPC,post,12.6875,19911.174
dec4,dHPC,post,12.75,19873.283
dec4,dHPC,post,12.8125,15975.962
dec4,dHPC,post,12.875,19065.43
dec4,dHPC,post,12.9375,18991.328
dec4,dHPC,post,13.0,16611.934
dec4,dHPC,post,13.0625,15853.622
dec4,dHPC,post,13.125,16872.018
dec4,dHPC,post,13.1875,16595.498
dec4,dHPC,post,13.25,15160.098
dec4,dHPC,post,13.3125,12906.244
dec4,dHPC,post,13.375,15909.46
dec4,dHPC,post,13.4375,16986.5
dec4,dHPC,post,13.5,15842.27
dec4,dHPC,post,13.5625,14551.616
dec4,dHPC,post,13.625,16759.895
dec4,dHPC,post,13.6875,16990.979
dec4,dHPC,post,13.75,17410.635
dec4,dHPC,post,13.8125,17351.656
dec4,dHPC,post,13.875,16984.023
dec4,dHPC,post,13.9375,17664.07
dec4,dHPC,post,14.0,15974.861
dec4,dHPC,post,14.0625,14653.028
dec4,dHPC,post,14.125,16292.089
dec4,dHPC,post,14.1875,15621.92
dec4,dHPC,post,14.25,14722.46
dec4,dHPC,post,14.3125,13231.918
dec4,dHPC,post,14.375,14748.145
dec4,dHPC,post,14.4375,14936.849
dec4,dHPC,post,14.5,13666.016
dec4,dHPC,post,14.5625,15078.78
dec4,dHPC,post,14.625,15479.551
dec4,dHPC,post,14.6875,16939.023
dec4,dHPC,post,14.75,14730.924
dec4,dHPC,post,14.8125,12476.424
dec4,dHPC,post,14.875,13228.059
dec4,dHPC,post,14.9375,13286.683
dec4,dHPC,post,15.0,12079.173
dec4,dHPC,post,15.0625,13926.987
dec4,dHPC,post,15.125,13433.109
dec4,dHPC,post,15.1875,12726.377
dec4,dHPC,post,15.25,13278.157
dec4,dHPC,post,15.3125,12088.233
dec4,dHPC,post,15.375,13372.479
dec4,dHPC,post,15.4375,13379.821
dec4,dHPC,post,15.5,12104.638
dec4,dHPC,post,15.5625,11281.457
dec4,dHPC,post,15.625,13541.957
dec4,dHPC,post,15.6875,13060.639
dec4,dHPC,post,15.75,11837.662
dec4,dHPC,post,15.8125,10596.776
dec4,dHPC,post,15.875,11785.749
dec4,dHPC,post,15.9375,13746.745
dec4,dHPC,post,16.0,12719.826
dec4,dHPC,post,16.0625,11119.586
dec4,dHPC,post,16.125,11103.973
dec4,dHPC,post,16.1875,11741.831
dec4,dHPC,post,16.25,11693.812
dec4,dHPC,post,16.3125,10097.3125
dec4,dHPC,post,16.375,9950.041
dec4,dHPC,post,16.4375,9890.2
dec4,dHPC,post,16.5,11186.444
dec4,dHPC,post,16.5625,11053.716
dec4,dHPC,post,16.625,10053.913
dec4,dHPC,post,16.6875,8857.513
dec4,dHPC,post,16.75,9971.409
dec4,dHPC,post,16.8125,10333.287
dec4,dHPC,post,16.875,9081.418
dec4,dHPC,post,16.9375,8300.529
dec4,dHPC,post,17.0,9495.977
dec4,dHPC,post,17.0625,9942.115
dec4,dHPC,post,17.125,9416.438
dec4,dHPC,post,17.1875,9133.994
dec4,dHPC,post,17.25,8641.95
dec4,dHPC,post,17.3125,8058.6953
dec4,dHPC,post,17.375,8959.6045
dec4,dHPC,post,17.4375,8979.928
dec4,dHPC,post,17.5,9567.058
dec4,dHPC,post,17.5625,9954.771
dec4,dHPC,post,17.625,8179.415
dec4,dHPC,post,17.6875,8991.498
dec4,dHPC,post,17.75,10622.862
dec4,dHPC,post,17.8125,9965.484
dec4,dHPC,post,17.875,9596.778
dec4,dHPC,post,17.9375,8646.811
dec4,dHPC,post,18.0,7119.1895
dec4,dHPC,post,18.0625,7123.855
dec4,dHPC,post,18.125,8200.435
dec4,dHPC,post,18.1875,7433.922
dec4,dHPC,post,18.25,6454.2666
dec4,dHPC,post,18.3125,7237.0156
dec4,dHPC,post,18.375,9046.738
dec4,dHPC,post,18.4375,8025.3623
dec4,dHPC,post,18.5,7731.1836
dec4,dHPC,post,18.5625,8118.596
dec4,dHPC,post,18.625,7194.9854
dec4,dHPC,post,18.6875,8106.7495
dec4,dHPC,post,18.75,8169.1694
dec4,dHPC,post,18.8125,8243.194
dec4,dHPC,post,18.875,7401.687
dec4,dHPC,post,18.9375,7179.5923
dec4,dHPC,post,19.0,8439.888
dec4,dHPC,post,19.0625,7999.365
dec4,dHPC,post,19.125,7457.4487
dec4,dHPC,post,19.1875,7495.456
dec4,dHPC,post,19.25,7866.382
dec4,dHPC,post,19.3125,7137.9697
dec4,dHPC,post,19.375,6861.048
dec4,dHPC,post,19.4375,7435.4434
dec4,dHPC,post,19.5,6628.798
dec4,dHPC,post,19.5625,7120.8477
dec4,dHPC,post,19.625,7387.4204
dec4,dHPC,post,19.6875,7397.292
dec4,dHPC,post,19.75,7259.965
dec4,dHPC,post,19.8125,6576.0312
dec4,dHPC,post,19.875,6604.821
dec4,dHPC,post,19.9375,6488.9805
dec4,dHPC,post,20.0,6387.9062
dec4,dHPC,post,20.0625,6214.4297
dec4,dHPC,post,20.125,6535.6235
dec4,dHPC,post,20.1875,6190.3867
dec4,dHPC,post,20.25,6437.6826
dec4,dHPC,post,20.3125,6035.5977
dec4,dHPC,post,20.375,6233.7227
dec4,dHPC,post,20.4375,7061.7236
dec4,dHPC,post,20.5,6752.8364
dec4,dHPC,post,20.5625,6988.771
dec4,dHPC,post,20.625,7706.421
dec4,dHPC,post,20.6875,6399.491
dec4,dHPC,post,20.75,6091.323
dec4,dHPC,post,20.8125,6666.3945
dec4,dHPC,post,20.875,5757.9224
dec4,dHPC,post,20.9375,6779.1704
dec4,dHPC,post,21.0,6722.7056
dec4,dHPC,post,21.0625,5491.836
dec4,dHPC,post,21.125,4694.1587
dec4,dHPC,post,21.1875,5250.621
dec4,dHPC,post,21.25,5225.5166
dec4,dHPC,post,21.3125,6030.334
dec4,dHPC,post,21.375,6751.2485
dec4,dHPC,post,21.4375,5087.693
dec4,dHPC,post,21.5,4565.555
dec4,dHPC,post,21.5625,5761.8174
dec4,dHPC,post,21.625,6347.8687
dec4,dHPC,post,21.6875,6502.88
dec4,dHPC,post,21.75,6015.5635
dec4,dHPC,post,21.8125,6007.8525
dec4,dHPC,post,21.875,6861.2305
dec4,dHPC,post,21.9375,6014.145
dec4,dHPC,post,22.0,6054.6626
dec4,dHPC,post,22.0625,4869.736
dec4,dHPC,post,22.125,5655.952
dec4,dHPC,post,22.1875,5627.473
dec4,dHPC,post,22.25,5176.196
dec4,dHPC,post,22.3125,5461.071
dec4,dHPC,post,22.375,4321.0454
dec4,dHPC,post,22.4375,4384.48
dec4,dHPC,post,22.5,4372.1826
dec4,dHPC,post,22.5625,4605.697
dec4,dHPC,post,22.625,4702.301
dec4,dHPC,post,22.6875,4893.0083
dec4,dHPC,post,22.75,4505.608
dec4,dHPC,post,22.8125,4675.9287
dec4,dHPC,post,22.875,5155.1084
dec4,dHPC,post,22.9375,4920.8223
dec4,dHPC,post,23.0,5327.378
dec4,dHPC,post,23.0625,5270.9507
dec4,dHPC,post,23.125,4727.356
dec4,dHPC,post,23.1875,4987.469
dec4,dHPC,post,23.25,5310.545
dec4,dHPC,post,23.3125,5510.9146
dec4,dHPC,post,23.375,5034.8364
dec4,dHPC,post,23.4375,5092.146
dec4,dHPC,post,23.5,4790.327
dec4,dHPC,post,23.5625,4580.9097
dec4,dHPC,post,23.625,4562.847
dec4,dHPC,post,23.6875,4867.036
dec4,dHPC,post,23.75,5653.9307
