session,region,state,event_type,time_s,amplitude_z
dec4,dHPC,baseline,negative_slow_deflection,518.496,-2.8493593426191532
dec4,dHPC,baseline,negative_slow_deflection,518.976,-2.0192318447525666
dec4,dHPC,baseline,negative_slow_deflection,519.264,-1.5883269739713135
dec4,dHPC,baseline,positive_slow_deflection,519.692,1.8025595349491998
dec4,dHPC,baseline,negative_slow_deflection,520.152,-1.7539607680815053
dec4,dHPC,baseline,negative_slow_deflection,520.428,-3.632004522310296
dec4,dHPC,baseline,positive_slow_deflection,520.964,1.915419756674557
dec4,dHPC,baseline,negative_slow_deflection,521.604,-2.263701441370889
dec4,dHPC,baseline,positive_slow_deflection,522.356,1.658522883504621
dec4,dHPC,baseline,positive_slow_deflection,522.7,1.8370982005585887
dec4,dHPC,baseline,negative_slow_deflection,523.464,-2.123700510999715
dec4,dHPC,baseline,negative_slow_deflection,524.372,-2.0957545777770714
dec4,dHPC,baseline,positive_slow_deflection,524.612,1.8204759090509153
dec4,dHPC,baseline,negative_slow_deflection,524.948,-2.711325232764407
dec4,dHPC,baseline,positive_slow_deflection,525.104,2.325451082531344
dec4,dHPC,baseline,negative_slow_deflection,525.436,-2.220582730588355
dec4,dHPC,baseline,positive_slow_deflection,525.652,3.0593559265655266
dec4,dHPC,baseline,negative_slow_deflection,525.872,-1.8955898991694717
dec4,dHPC,baseline,positive_slow_deflection,526.084,3.6207995108557354
dec4,dHPC,baseline,negative_slow_deflection,526.308,-2.0731787642867685
dec4,dHPC,baseline,negative_slow_deflection,527.08,-1.55198244516578
dec4,dHPC,baseline,positive_slow_deflection,527.236,1.7158538315175258
dec4,dHPC,baseline,negative_slow_deflection,527.828,-1.9653766191624407
dec4,dHPC,baseline,positive_slow_deflection,528.312,1.5305635268067508
dec4,dHPC,baseline,negative_slow_deflection,528.48,-3.1779151459358914
dec4,dHPC,baseline,positive_slow_deflection,528.804,1.840279588441491
dec4,dHPC,baseline,positive_slow_deflection,530.704,2.0619066833558057
dec4,dHPC,baseline,negative_slow_deflection,530.884,-2.1966810886732264
dec4,dHPC,baseline,positive_slow_deflection,531.348,2.341016808567624
dec4,dHPC,baseline,negative_slow_deflection,531.544,-2.480789719021827
dec4,dHPC,baseline,negative_slow_deflection,532.076,-2.2334974723203955
dec4,dHPC,baseline,negative_slow_deflection,532.464,-1.9946508973678159
dec4,dHPC,baseline,positive_slow_deflection,532.692,2.6619503713992105
dec4,dHPC,baseline,positive_slow_deflection,533.732,1.696564649161373
dec4,dHPC,baseline,negative_slow_deflection,533.94,-2.0999587086164073
dec4,dHPC,baseline,positive_slow_deflection,534.216,1.8597097811685286
dec4,dHPC,baseline,negative_slow_deflection,534.988,-2.0920843979340566
dec4,dHPC,baseline,positive_slow_deflection,535.172,2.038442502433811
dec4,dHPC,baseline,positive_slow_deflection,537.168,1.816494669773464
dec4,dHPC,baseline,negative_slow_deflection,537.68,-3.1157754566363676
dec4,dHPC,baseline,positive_slow_deflection,537.964,1.860498143716501
dec4,dHPC,baseline,positive_slow_deflection,540.228,1.7580789109210861
dec4,dHPC,baseline,negative_slow_deflection,540.676,-1.796472075670474
dec4,dHPC,baseline,positive_slow_deflection,541.104,1.8997351035826902
dec4,dHPC,baseline,positive_slow_deflection,542.088,1.573151322507375
dec4,dHPC,baseline,negative_slow_deflection,542.292,-2.577258961208608
dec4,dHPC,baseline,negative_slow_deflection,544.416,-2.1241178961257545
dec4,dHPC,baseline,negative_slow_deflection,544.732,-2.759574872773686
dec4,dHPC,baseline,positive_slow_deflection,545.228,2.020285157463354
dec4,dHPC,baseline,negative_slow_deflection,545.636,-2.81591479092164
dec4,dHPC,baseline,negative_slow_deflection,546.056,-2.2192145793039884
dec4,dHPC,baseline,positive_slow_deflection,546.608,2.44002197801067
dec4,dHPC,baseline,negative_slow_deflection,547.296,-3.6475234344017844
dec4,dHPC,baseline,positive_slow_deflection,547.48,1.8589956140076718
dec4,dHPC,baseline,negative_slow_deflection,547.94,-1.7775750580709082
dec4,dHPC,baseline,positive_slow_deflection,548.116,2.540664810287745
dec4,dHPC,baseline,negative_slow_deflection,548.28,-3.5072057749624856
dec4,dHPC,baseline,positive_slow_deflection,548.444,2.9939565533902126
dec4,dHPC,baseline,negative_slow_deflection,548.624,-2.2120369511680265
dec4,dHPC,baseline,positive_slow_deflection,548.804,1.8252600489437434
dec4,dHPC,baseline,negative_slow_deflection,549.2,-1.678923520770202
dec4,dHPC,baseline,positive_slow_deflection,549.816,2.832656739277366
dec4,dHPC,baseline,positive_slow_deflection,550.336,2.379142950896406
dec4,dHPC,baseline,negative_slow_deflection,550.504,-1.873478163541473
dec4,dHPC,baseline,negative_slow_deflection,551.424,-2.16976170658299
dec4,dHPC,baseline,negative_slow_deflection,553.22,-1.5029781313506372
dec4,dHPC,baseline,positive_slow_deflection,553.736,1.9332473029658497
dec4,dHPC,baseline,negative_slow_deflection,554.168,-3.9082892659854926
dec4,dHPC,baseline,positive_slow_deflection,554.344,1.637371012435274
dec4,dHPC,baseline,negative_slow_deflection,555.284,-1.9038149501498733
dec4,dHPC,baseline,negative_slow_deflection,555.752,-1.614052568478833
dec4,dHPC,baseline,negative_slow_deflection,556.556,-1.5085137537795508
dec4,dHPC,baseline,negative_slow_deflection,557.016,-2.4117696820750965
dec4,dHPC,baseline,positive_slow_deflection,557.224,1.6278129814343194
dec4,dHPC,baseline,negative_slow_deflection,557.9,-2.444779894700985
dec4,dHPC,baseline,positive_slow_deflection,558.064,1.5733448777921275
dec4,dHPC,baseline,negative_slow_deflection,558.232,-2.6506007585132827
dec4,dHPC,baseline,positive_slow_deflection,558.408,2.0479345046512685
dec4,dHPC,baseline,positive_slow_deflection,559.22,1.949351531002904
dec4,dHPC,baseline,negative_slow_deflection,559.42,-1.9897611493879988
dec4,dHPC,baseline,negative_slow_deflection,560.204,-3.0688812758990256
dec4,dHPC,baseline,positive_slow_deflection,560.56,3.327926080396148
dec4,dHPC,baseline,negative_slow_deflection,560.764,-2.160595756495394
dec4,dHPC,baseline,negative_slow_deflection,562.104,-2.097276722174419
dec4,dHPC,baseline,positive_slow_deflection,562.564,1.9744947670869049
dec4,dHPC,baseline,negative_slow_deflection,563.376,-2.1290726738235426
dec4,dHPC,baseline,positive_slow_deflection,564.076,2.173211143436205
dec4,dHPC,baseline,negative_slow_deflection,564.428,-1.689229215995999
dec4,dHPC,baseline,positive_slow_deflection,565.42,2.465537794859307
dec4,dHPC,baseline,positive_slow_deflection,566.172,1.5995102243748274
dec4,dHPC,baseline,negative_slow_deflection,566.332,-1.8202196470922918
dec4,dHPC,baseline,positive_slow_deflection,566.54,1.6562651874112095
dec4,dHPC,baseline,negative_slow_deflection,566.804,-2.3464447681359952
dec4,dHPC,baseline,positive_slow_deflection,566.98,3.061942645324521
dec4,dHPC,baseline,negative_slow_deflection,567.128,-1.900731428531869
dec4,dHPC,baseline,positive_slow_deflection,567.284,1.6022649765467725
dec4,dHPC,baseline,negative_slow_deflection,568.132,-1.5369659377080063
dec4,dHPC,baseline,negative_slow_deflection,569.28,-1.8716566852643017
dec4,dHPC,baseline,negative_slow_deflection,569.768,-1.7517004016884066
dec4,dHPC,baseline,positive_slow_deflection,569.908,2.049819943287012
dec4,dHPC,baseline,negative_slow_deflection,570.076,-2.4941759776660977
dec4,dHPC,baseline,positive_slow_deflection,570.24,2.270982024208832
dec4,dHPC,baseline,negative_slow_deflection,570.436,-1.5519230848965213
dec4,dHPC,baseline,positive_slow_deflection,570.584,1.543592048515336
dec4,dHPC,baseline,negative_slow_deflection,570.732,-1.5580980386426801
dec4,dHPC,baseline,positive_slow_deflection,571.252,2.24581399835792
dec4,dHPC,baseline,negative_slow_deflection,571.536,-2.230828134898204
dec4,dHPC,baseline,positive_slow_deflection,571.92,2.7841613343527594
dec4,dHPC,baseline,negative_slow_deflection,572.092,-2.1941023738481293
dec4,dHPC,baseline,positive_slow_deflection,574.208,1.9183901487638986
dec4,dHPC,baseline,negative_slow_deflection,574.528,-4.792234989655596
dec4,dHPC,baseline,positive_slow_deflection,574.908,2.7866927374403585
dec4,dHPC,baseline,positive_slow_deflection,576.22,2.7474173935058905
dec4,dHPC,baseline,negative_slow_deflection,576.676,-3.6513662554705943
dec4,dHPC,baseline,positive_slow_deflection,577.124,1.9729003285553501
dec4,dHPC,baseline,negative_slow_deflection,577.564,-3.1741698225938784
dec4,dHPC,baseline,positive_slow_deflection,578.244,2.009632326517703
dec4,dHPC,baseline,negative_slow_deflection,578.412,-3.0287296843252984
dec4,dHPC,baseline,positive_slow_deflection,578.9,1.5249279508443911
dec4,dHPC,baseline,negative_slow_deflection,579.604,-1.5658714897569266
dec4,dHPC,baseline,positive_slow_deflection,580.236,2.3843841460858237
dec4,dHPC,baseline,negative_slow_deflection,580.464,-2.481331418151459
dec4,dHPC,baseline,positive_slow_deflection,580.916,1.6525089825084904
dec4,dHPC,baseline,negative_slow_deflection,581.28,-2.2826077417446706
dec4,dHPC,baseline,positive_slow_deflection,583.072,2.0088211274967893
dec4,dHPC,baseline,negative_slow_deflection,583.48,-3.7967572162173227
dec4,dHPC,baseline,negative_slow_deflection,585.604,-1.8777970424676917
dec4,dHPC,baseline,positive_slow_deflection,585.956,3.8161898506383727
dec4,dHPC,baseline,negative_slow_deflection,586.292,-3.379798973522093
dec4,dHPC,baseline,positive_slow_deflection,586.468,1.9128919006773373
dec4,dHPC,baseline,negative_slow_deflection,586.624,-1.8557426201592948
dec4,dHPC,baseline,positive_slow_deflection,586.9,1.6051048274275082
dec4,dHPC,baseline,negative_slow_deflection,587.032,-1.5308709840468815
dec4,dHPC,baseline,negative_slow_deflection,590.252,-1.5369720352947516
dec4,dHPC,baseline,positive_slow_deflection,590.776,3.0002306408810284
dec4,dHPC,baseline,negative_slow_deflection,590.94,-2.6336434107895568
dec4,dHPC,baseline,negative_slow_deflection,591.64,-2.2858324852594127
dec4,dHPC,baseline,positive_slow_deflection,592.888,1.7368807567190663
dec4,dHPC,baseline,negative_slow_deflection,593.496,-2.4691926903489017
dec4,dHPC,baseline,positive_slow_deflection,594.036,1.5910405332596542
dec4,dHPC,baseline,negative_slow_deflection,594.468,-1.7839127785996602
dec4,dHPC,baseline,negative_slow_deflection,595.204,-2.4101010000528995
dec4,dHPC,baseline,positive_slow_deflection,595.364,2.33011791339512
dec4,dHPC,baseline,negative_slow_deflection,597.04,-3.2962414747799684
dec4,dHPC,baseline,positive_slow_deflection,597.264,1.6850646393275737
dec4,dHPC,baseline,positive_slow_deflection,598.316,1.8620720839827931
dec4,dHPC,baseline,positive_slow_deflection,598.828,1.614798808560398
dec4,dHPC,baseline,negative_slow_deflection,598.976,-2.203975686189684
dec4,dHPC,baseline,negative_slow_deflection,599.912,-2.703060826758949
dec4,dHPC,baseline,positive_slow_deflection,600.156,3.2988401858005902
dec4,dHPC,baseline,negative_slow_deflection,600.964,-2.360275886246891
dec4,dHPC,baseline,positive_slow_deflection,601.552,1.880238979376245
dec4,dHPC,baseline,negative_slow_deflection,602.896,-2.7037020180823688
dec4,dHPC,baseline,positive_slow_deflection,603.324,2.035913861203596
dec4,dHPC,baseline,negative_slow_deflection,606.712,-1.9754309373117285
dec4,dHPC,baseline,positive_slow_deflection,607.332,1.9526070794532653
dec4,dHPC,baseline,negative_slow_deflection,607.948,-1.567961191981425
dec4,dHPC,baseline,negative_slow_deflection,608.2,-1.9493540610077658
dec4,dHPC,baseline,positive_slow_deflection,608.668,1.9401425515852198
dec4,dHPC,baseline,negative_slow_deflection,609.204,-1.9609256200551828
dec4,dHPC,baseline,negative_slow_deflection,610.656,-2.3202715669481067
dec4,dHPC,baseline,positive_slow_deflection,610.896,2.4421332764191064
dec4,dHPC,baseline,negative_slow_deflection,611.504,-2.126921796289839
dec4,dHPC,baseline,positive_slow_deflection,611.72,2.8859583349037297
dec4,dHPC,baseline,negative_slow_deflection,612.004,-5.31118863451962
dec4,dHPC,baseline,positive_slow_deflection,612.224,2.6248282396165257
dec4,dHPC,baseline,negative_slow_deflection,613.364,-1.5840883557842618
dec4,dHPC,baseline,positive_slow_deflection,613.572,2.2532995320876696
dec4,dHPC,baseline,negative_slow_deflection,613.732,-1.7460343266560725
dec4,dHPC,baseline,positive_slow_deflection,614.076,1.7683288055574296
dec4,dHPC,baseline,negative_slow_deflection,614.552,-3.9196146972099166
dec4,dHPC,baseline,positive_slow_deflection,614.772,1.6360762034455576
dec4,dHPC,baseline,negative_slow_deflection,616.36,-2.027586371524603
dec4,dHPC,baseline,negative_slow_deflection,616.904,-1.5818933086709321
dec4,dHPC,baseline,positive_slow_deflection,617.068,2.2403390899559783
dec4,dHPC,baseline,positive_slow_deflection,617.484,1.6573577781248163
dec4,dHPC,baseline,negative_slow_deflection,617.656,-3.2946672722658983
dec4,dHPC,baseline,positive_slow_deflection,617.808,1.7560515213363082
dec4,dHPC,baseline,negative_slow_deflection,618.6,-1.5575504696959661
dec4,dHPC,baseline,positive_slow_deflection,619.448,1.8369893502156651
dec4,dHPC,baseline,negative_slow_deflection,619.596,-2.2884468898245136
dec4,dHPC,baseline,positive_slow_deflection,619.756,1.9066914314139787
dec4,dHPC,baseline,negative_slow_deflection,619.992,-1.6719137612671482
dec4,dHPC,baseline,positive_slow_deflection,620.14,1.5180254776439677
dec4,dHPC,baseline,negative_slow_deflection,620.28,-3.4936042032051104
dec4,dHPC,baseline,positive_slow_deflection,620.428,2.4807691176491153
dec4,dHPC,baseline,negative_slow_deflection,621.224,-1.6398387491045048
dec4,dHPC,baseline,positive_slow_deflection,621.724,2.318535218017122
dec4,dHPC,baseline,negative_slow_deflection,621.92,-1.5020439320423395
dec4,dHPC,baseline,negative_slow_deflection,622.168,-1.9326697488147684
dec4,dHPC,baseline,positive_slow_deflection,622.512,2.130677500496857
dec4,dHPC,baseline,negative_slow_deflection,624.156,-1.6388433398947073
dec4,dHPC,baseline,positive_slow_deflection,624.5,1.8692155220335103
dec4,dHPC,baseline,negative_slow_deflection,624.84,-2.0801465406598205
dec4,dHPC,baseline,positive_slow_deflection,625.68,2.2485568763466994
dec4,dHPC,baseline,negative_slow_deflection,626.208,-2.2369854255076533
dec4,dHPC,baseline,positive_slow_deflection,627.064,1.7870074201184871
dec4,dHPC,baseline,positive_slow_deflection,627.36,2.8713096300527945
dec4,dHPC,baseline,negative_slow_deflection,627.564,-4.184775707000089
dec4,dHPC,baseline,positive_slow_deflection,627.712,1.6466197330962302
dec4,dHPC,baseline,negative_slow_deflection,627.852,-2.9074483675899314
dec4,dHPC,baseline,positive_slow_deflection,628.04,1.8101291310303116
dec4,dHPC,baseline,negative_slow_deflection,628.888,-1.5300721955613867
dec4,dHPC,baseline,positive_slow_deflection,629.344,1.6817216497255794
dec4,dHPC,baseline,negative_slow_deflection,629.852,-2.253362804100672
dec4,dHPC,baseline,positive_slow_deflection,630.48,2.3465686663516454
dec4,dHPC,baseline,negative_slow_deflection,630.708,-2.2912324064572154
dec4,dHPC,baseline,positive_slow_deflection,631.096,2.2860992743469866
dec4,dHPC,baseline,negative_slow_deflection,631.268,-3.145261210393416
dec4,dHPC,baseline,positive_slow_deflection,631.42,2.326004355045849
dec4,dHPC,baseline,negative_slow_deflection,631.604,-2.4071216401302133
dec4,dHPC,baseline,negative_slow_deflection,632.664,-1.8608421313288217
dec4,dHPC,baseline,negative_slow_deflection,638.192,-1.6358828116638047
dec4,dHPC,baseline,negative_slow_deflection,639.444,-1.5801419757445065
dec4,dHPC,baseline,positive_slow_deflection,640.524,1.657921751009712
dec4,dHPC,baseline,negative_slow_deflection,646.952,-1.5146800738442698
dec4,dHPC,baseline,positive_slow_deflection,647.12,2.2196629918793365
dec4,dHPC,baseline,negative_slow_deflection,647.296,-1.7955778922652674
dec4,dHPC,baseline,negative_slow_deflection,648.444,-2.0967709433280537
dec4,dHPC,baseline,positive_slow_deflection,649.12,2.082266709196504
dec4,dHPC,baseline,positive_slow_deflection,650.748,2.0640902508596217
dec4,dHPC,baseline,negative_slow_deflection,650.896,-1.6523732292797215
dec4,dHPC,baseline,positive_slow_deflection,651.592,1.536911064330314
dec4,dHPC,baseline,negative_slow_deflection,651.98,-1.7926051355989383
dec4,dHPC,baseline,negative_slow_deflection,653.324,-1.5806390794433791
dec4,dHPC,baseline,positive_slow_deflection,656.676,1.777085278718498
dec4,dHPC,baseline,negative_slow_deflection,657.352,-2.8502867668954006
dec4,dHPC,baseline,negative_slow_deflection,657.628,-1.8595140037934261
dec4,dHPC,baseline,positive_slow_deflection,657.776,1.868282991624517
dec4,dHPC,baseline,positive_slow_deflection,658.096,1.5720113959027617
dec4,dHPC,baseline,negative_slow_deflection,658.52,-2.510000558179278
dec4,dHPC,baseline,positive_slow_deflection,659.056,1.9545034815269655
dec4,dHPC,baseline,negative_slow_deflection,659.576,-2.297084978020153
dec4,dHPC,baseline,negative_slow_deflection,659.984,-2.3775763906427527
dec4,dHPC,baseline,positive_slow_deflection,660.704,2.3180186959949074
dec4,dHPC,baseline,negative_slow_deflection,661.256,-4.430699466902158
dec4,dHPC,baseline,positive_slow_deflection,661.468,3.522103561565112
dec4,dHPC,baseline,negative_slow_deflection,661.644,-3.0677466169187855
dec4,dHPC,baseline,positive_slow_deflection,661.832,3.038005130398925
dec4,dHPC,baseline,positive_slow_deflection,662.16,1.908030178682211
dec4,dHPC,baseline,negative_slow_deflection,662.356,-2.322256532439782
dec4,dHPC,baseline,positive_slow_deflection,662.84,1.8400690135013837
dec4,dHPC,baseline,negative_slow_deflection,663.076,-1.5056757738116695
dec4,dHPC,baseline,positive_slow_deflection,663.324,2.1862833291036656
dec4,dHPC,baseline,negative_slow_deflection,663.484,-2.813599538595186
dec4,dHPC,baseline,negative_slow_deflection,664.82,-1.6200721323333802
dec4,dHPC,baseline,positive_slow_deflection,665.068,1.781373990973623
dec4,dHPC,baseline,negative_slow_deflection,665.988,-1.5265258197102796
dec4,dHPC,baseline,positive_slow_deflection,666.244,1.991642390260528
dec4,dHPC,baseline,negative_slow_deflection,666.656,-2.4613984378159763
dec4,dHPC,baseline,negative_slow_deflection,666.988,-1.5708016857662646
dec4,dHPC,baseline,positive_slow_deflection,667.472,1.5385954961533685
dec4,dHPC,baseline,negative_slow_deflection,670.828,-3.105630249428656
dec4,dHPC,baseline,positive_slow_deflection,671.044,1.8243859273454308
dec4,dHPC,baseline,positive_slow_deflection,671.58,1.6880210275760397
dec4,dHPC,baseline,negative_slow_deflection,672.052,-3.108609834981154
dec4,dHPC,baseline,positive_slow_deflection,672.876,1.5534135003437286
dec4,dHPC,baseline,negative_slow_deflection,673.172,-2.0643202577874855
dec4,dHPC,baseline,positive_slow_deflection,673.872,1.6659510936065456
dec4,dHPC,baseline,negative_slow_deflection,674.36,-1.6613983168138813
dec4,dHPC,baseline,positive_slow_deflection,678.884,1.5084970532815882
dec4,dHPC,baseline,positive_slow_deflection,682.564,1.946769011893243
dec4,dHPC,baseline,negative_slow_deflection,682.868,-1.8768628753153327
dec4,dHPC,baseline,negative_slow_deflection,683.944,-2.004170547516219
dec4,dHPC,baseline,negative_slow_deflection,684.916,-2.77067329741413
dec4,dHPC,baseline,positive_slow_deflection,685.2,1.7213015444623103
dec4,dHPC,baseline,negative_slow_deflection,689.264,-2.5291395276217172
dec4,dHPC,baseline,positive_slow_deflection,689.452,2.6829359785096605
dec4,dHPC,baseline,negative_slow_deflection,689.952,-3.6676011983107992
dec4,dHPC,baseline,positive_slow_deflection,690.212,1.6292004270148912
dec4,dHPC,baseline,negative_slow_deflection,690.668,-2.1873779595274483
dec4,dHPC,baseline,positive_slow_deflection,690.9,2.684179463869015
dec4,dHPC,baseline,negative_slow_deflection,691.068,-1.8933753942795517
dec4,dHPC,baseline,negative_slow_deflection,692.364,-1.7174923135018343
dec4,dHPC,baseline,positive_slow_deflection,692.72,1.8553611757430168
dec4,dHPC,baseline,positive_slow_deflection,693.388,1.737450511827779
dec4,dHPC,baseline,negative_slow_deflection,693.9,-1.7114195147161417
dec4,dHPC,baseline,positive_slow_deflection,694.784,1.639859115493784
dec4,dHPC,baseline,negative_slow_deflection,695.18,-2.157787051466368
dec4,dHPC,baseline,positive_slow_deflection,695.664,3.035226701248237
dec4,dHPC,baseline,negative_slow_deflection,695.888,-3.6445711840858213
dec4,dHPC,baseline,negative_slow_deflection,697.492,-1.689070261371253
dec4,dHPC,baseline,positive_slow_deflection,698.056,1.5558125666943374
dec4,dHPC,baseline,negative_slow_deflection,701.928,-2.174507499082533
dec4,dHPC,baseline,positive_slow_deflection,703.76,1.517985938288457
dec4,dHPC,baseline,positive_slow_deflection,705.824,1.5425366849631683
dec4,dHPC,baseline,negative_slow_deflection,706.404,-3.129056661076407
dec4,dHPC,baseline,positive_slow_deflection,706.556,1.7841675634784977
dec4,dHPC,baseline,negative_slow_deflection,706.732,-1.8202566755958092
dec4,dHPC,baseline,positive_slow_deflection,706.976,2.5118338992793428
dec4,dHPC,baseline,negative_slow_deflection,707.468,-3.650434274975575
dec4,dHPC,baseline,positive_slow_deflection,707.624,1.8477001985494501
dec4,dHPC,baseline,positive_slow_deflection,707.884,2.9119009108021476
dec4,dHPC,baseline,negative_slow_deflection,708.232,-1.6219004136749655
dec4,dHPC,baseline,positive_slow_deflection,708.6,1.9831126746771712
dec4,dHPC,baseline,negative_slow_deflection,708.756,-1.6878335823230777
dec4,dHPC,baseline,positive_slow_deflection,709.58,1.5443337213545403
dec4,dHPC,baseline,negative_slow_deflection,710.176,-1.7680639448897901
dec4,dHPC,baseline,positive_slow_deflection,710.376,1.68783242411693
dec4,dHPC,baseline,negative_slow_deflection,710.872,-2.292268503192285
dec4,dHPC,baseline,positive_slow_deflection,711.036,2.4112736881153927
dec4,dHPC,baseline,negative_slow_deflection,711.6,-2.1039545151003503
dec4,dHPC,baseline,positive_slow_deflection,712.704,2.281508026761236
dec4,dHPC,baseline,positive_slow_deflection,713.18,2.016636802027194
dec4,dHPC,baseline,negative_slow_deflection,713.44,-1.7346790190351555
dec4,dHPC,baseline,positive_slow_deflection,714.612,1.9628623523974968
dec4,dHPC,baseline,negative_slow_deflection,714.788,-1.9799917230577975
dec4,dHPC,baseline,positive_slow_deflection,716.044,2.398024072262093
dec4,dHPC,baseline,positive_slow_deflection,716.644,2.694827252613786
dec4,dHPC,baseline,negative_slow_deflection,716.848,-4.187359761256896
dec4,dHPC,baseline,positive_slow_deflection,717.612,1.7981499813057693
dec4,dHPC,baseline,negative_slow_deflection,718.872,-3.1380032758319203
dec4,dHPC,baseline,positive_slow_deflection,719.056,1.882415590734571
dec4,dHPC,baseline,negative_slow_deflection,722.792,-3.9264785078933726
dec4,dHPC,baseline,positive_slow_deflection,723.404,3.423687104000838
dec4,dHPC,baseline,negative_slow_deflection,723.564,-2.635025704039186
dec4,dHPC,baseline,negative_slow_deflection,724.096,-2.3150966530569415
dec4,dHPC,baseline,positive_slow_deflection,724.34,1.5242787636210198
dec4,dHPC,baseline,positive_slow_deflection,726.156,2.089920534780508
dec4,dHPC,baseline,negative_slow_deflection,726.596,-2.760083463752193
dec4,dHPC,baseline,positive_slow_deflection,726.74,1.9951639526668983
dec4,dHPC,baseline,negative_slow_deflection,728.624,-1.9782283501405449
dec4,dHPC,baseline,positive_slow_deflection,728.788,1.5665623861297626
dec4,dHPC,baseline,negative_slow_deflection,730.792,-1.8605255544549697
dec4,dHPC,baseline,negative_slow_deflection,731.756,-2.1131289945826803
dec4,dHPC,baseline,negative_slow_deflection,732.8,-2.00585989195438
dec4,dHPC,baseline,positive_slow_deflection,732.984,2.0783016408827093
dec4,dHPC,baseline,negative_slow_deflection,733.168,-2.2308898890826763
dec4,dHPC,baseline,positive_slow_deflection,733.792,2.571176894701252
dec4,dHPC,baseline,negative_slow_deflection,734.552,-2.335028046699216
dec4,dHPC,baseline,positive_slow_deflection,734.892,3.243912950822306
dec4,dHPC,baseline,negative_slow_deflection,735.208,-2.2124685201793617
dec4,dHPC,baseline,positive_slow_deflection,735.428,1.7265666352836027
dec4,dHPC,baseline,negative_slow_deflection,735.748,-2.6836345486627278
dec4,dHPC,baseline,positive_slow_deflection,735.948,2.643195483688369
dec4,dHPC,baseline,positive_slow_deflection,736.944,1.9131405107100694
dec4,dHPC,baseline,negative_slow_deflection,737.132,-2.0973316990205304
dec4,dHPC,baseline,positive_slow_deflection,737.5,1.739421606763076
dec4,dHPC,baseline,negative_slow_deflection,738.028,-1.6362655878582963
dec4,dHPC,baseline,positive_slow_deflection,738.252,1.820153020589195
dec4,dHPC,baseline,negative_slow_deflection,738.576,-4.571566930188429
dec4,dHPC,baseline,positive_slow_deflection,738.768,1.5187778025741459
dec4,dHPC,baseline,positive_slow_deflection,739.44,1.5642919261390396
dec4,dHPC,baseline,negative_slow_deflection,739.584,-2.286001701522486
dec4,dHPC,baseline,negative_slow_deflection,739.856,-1.8994176306404187
dec4,dHPC,baseline,positive_slow_deflection,740.376,2.8286741769368584
dec4,dHPC,baseline,negative_slow_deflection,740.792,-2.9475079059763516
dec4,dHPC,baseline,negative_slow_deflection,741.768,-1.8431607159984247
dec4,dHPC,baseline,negative_slow_deflection,742.108,-1.531058508110184
dec4,dHPC,baseline,positive_slow_deflection,742.476,2.7783178481836917
dec4,dHPC,baseline,negative_slow_deflection,743.232,-1.547918397349791
dec4,dHPC,baseline,negative_slow_deflection,744.188,-1.9778426493142227
dec4,dHPC,baseline,negative_slow_deflection,744.712,-1.8895858612017
dec4,dHPC,baseline,positive_slow_deflection,745.264,3.3270688899857754
dec4,dHPC,baseline,negative_slow_deflection,745.456,-2.8615555621787827
dec4,dHPC,baseline,negative_slow_deflection,746.272,-2.005651943266421
dec4,dHPC,baseline,positive_slow_deflection,746.816,1.5246160039985532
dec4,dHPC,baseline,negative_slow_deflection,746.98,-2.424990731409779
dec4,dHPC,baseline,positive_slow_deflection,748.392,1.5085935664048542
dec4,dHPC,baseline,negative_slow_deflection,749.12,-2.184234389457927
dec4,dHPC,baseline,positive_slow_deflection,749.644,1.6245202462524908
dec4,dHPC,baseline,negative_slow_deflection,749.92,-4.006987662105054
dec4,dHPC,baseline,positive_slow_deflection,750.528,1.7418107548774382
dec4,dHPC,baseline,negative_slow_deflection,751.316,-1.8691268343987542
dec4,dHPC,baseline,positive_slow_deflection,751.504,3.3988536706132333
dec4,dHPC,baseline,negative_slow_deflection,751.904,-2.466026637912833
dec4,dHPC,baseline,positive_slow_deflection,752.076,1.6999468185261202
dec4,dHPC,baseline,negative_slow_deflection,752.48,-1.7915635841999638
dec4,dHPC,baseline,positive_slow_deflection,752.628,1.5257931540200327
dec4,dHPC,baseline,negative_slow_deflection,753.452,-1.8815393959276832
dec4,dHPC,baseline,positive_slow_deflection,753.836,2.1110754511329852
dec4,dHPC,baseline,negative_slow_deflection,754.28,-3.054218897589448
dec4,dHPC,baseline,positive_slow_deflection,754.492,3.3809763690544257
dec4,dHPC,baseline,negative_slow_deflection,754.664,-2.161269059738105
dec4,dHPC,baseline,positive_slow_deflection,754.956,2.447396362756915
dec4,dHPC,baseline,negative_slow_deflection,755.1,-2.7074895221930175
dec4,dHPC,baseline,positive_slow_deflection,755.248,3.7278027637776727
dec4,dHPC,baseline,negative_slow_deflection,755.4,-3.118728707151087
dec4,dHPC,baseline,positive_slow_deflection,755.54,3.0903490586460967
dec4,dHPC,baseline,negative_slow_deflection,755.7,-4.496413336103258
dec4,dHPC,baseline,positive_slow_deflection,755.896,2.515576149310119
dec4,dHPC,baseline,negative_slow_deflection,756.78,-1.9351180346319063
dec4,dHPC,baseline,negative_slow_deflection,757.156,-1.5878821583055729
dec4,dHPC,baseline,positive_slow_deflection,757.308,1.8657246013589452
dec4,dHPC,baseline,negative_slow_deflection,757.952,-2.8072573364866895
dec4,dHPC,baseline,positive_slow_deflection,758.14,1.5865274235666602
