channel,mean_stim_minus_pre_abs_lfp,max_stim_minus_pre_abs_lfp,mean_pre_abs_lfp,mean_stim_abs_lfp
255,405.8279622395833,533.021484375,12397.155680338541,12802.983642578125
128,363.326904296875,424.3359375,13205.494873046875,13568.82177734375
129,335.2233072916667,486.9990234375,10830.087727864584,11165.31103515625
254,288.7422688802083,429.87890625,7735.374104817708,8024.116373697917
130,265.8736165364583,391.775390625,8278.338216145834,8544.211832682291
131,217.93798828125,322.45263671875,6790.0527750651045,7007.9907633463545
253,195.06844075520834,299.7236328125,5395.1103515625,5590.178792317708
132,186.6907958984375,273.31494140625,5841.9527587890625,6028.6435546875
251,175.15055338541666,259.236328125,6313.004801432292,6488.155354817708
133,163.34598795572916,238.5205078125,5128.7306722005205,5292.07666015625
134,141.49853515625,205.810546875,4417.722493489583,4559.221028645833
252,121.65071614583333,232.50732421875,4760.9599609375,4882.610677083333
250,115.08036295572917,197.6171875,5520.7760009765625,5635.856363932292
135,101.8963623046875,153.1259765625,3167.383992513021,3269.2803548177085
138,83.03224690755208,123.64794921875,2552.4281209309897,2635.4603678385415
249,82.44258626302083,164.59619140625,4569.720377604167,4652.1629638671875
139,79.05934651692708,117.202392578125,2471.8262329101562,2550.8855794270835
248,77.51784261067708,160.002197265625,3750.095174153646,3827.6130167643228
243,75.54752604166667,137.5283203125,4058.0828450520835,4133.63037109375
234,75.29347737630208,272.676025390625,2868.7211100260415,2944.0145874023438
140,71.10024007161458,108.04931640625,2304.6724243164062,2375.772664388021
244,67.87502034505208,130.571044921875,4024.7314656575522,4092.606486002604
245,67.01947021484375,134.470458984375,3918.627726236979,3985.6471964518228
137,66.4661356608073,99.56982421875,2011.9244283040364,2078.3905639648438
246,65.499267578125,135.120361328125,3910.4167277018228,3975.9159952799478
233,64.90791829427083,174.589111328125,2893.170450846354,2958.078369140625
247,62.2672119140625,129.29296875,3933.4867146809897,3995.7539265950522
240,61.750569661458336,143.67236328125,3864.5744425455728,3926.3250122070312
230,58.454935709635414,180.025390625,2967.8612060546875,3026.3161417643228
232,56.630025227864586,142.86669921875,2834.3228556315103,2890.952880859375
236,55.9248046875,100.485595703125,2759.633056640625,2815.557861328125
239,53.817484537760414,109.3193359375,3318.1592407226562,3371.9767252604165
141,52.466959635416664,77.857666015625,1759.1025695800781,1811.5695292154949
229,42.74951171875,108.8916015625,2776.8871866861978,2819.6366984049478
235,38.9246826171875,117.3203125,2824.4083862304688,2863.3330688476562
142,38.530314127604164,56.3189697265625,1270.4601643880208,1308.990478515625
238,36.3636474609375,196.250732421875,2509.3327026367188,2545.6963500976562
228,28.91424560546875,62.75146484375,2487.7413126627603,2516.655558268229
143,28.832931518554688,43.56463623046875,911.4399820963541,940.2729136149088
226,27.658528645833332,85.450927734375,2860.7246907552085,2888.3832194010415
153,23.966827392578125,37.7479248046875,782.1232045491537,806.0900319417318
152,23.310012817382812,39.1650390625,760.2288106282552,783.5388234456381
75,22.530174255371094,53.23895263671875,575.391367594401,597.9215418497721
144,21.739644368489582,36.40179443359375,710.4364115397135,732.1760559082031
154,21.419535319010418,33.13861083984375,731.6591339111328,753.0786692301432
74,20.662823994954426,48.7843017578125,553.7118631998698,574.3746871948242
227,19.906880696614582,113.613037109375,2497.7299601236978,2517.6368408203125
145,19.811757405598957,29.9761962890625,596.319580078125,616.131337483724
151,19.779190063476562,32.6878662109375,689.3031209309896,709.0823109944662
69,18.329752604166668,45.0848388671875,603.5755411783854,621.9052937825521
155,18.305287679036457,29.8359375,648.6431274414062,666.9484151204427
146,18.065536499023438,27.9730224609375,534.1241404215494,552.1896769205729
147,17.52331288655599,25.40692138671875,493.9824574788411,511.50577036539715
241,17.1036376953125,148.7900390625,2635.7217000325522,2652.8253377278647
156,16.901346842447918,27.15948486328125,577.177480061849,594.0788269042969
70,16.669090270996094,40.71929931640625,571.3898264567057,588.0589167277018
150,16.20922342936198,25.552734375,585.0681915283203,601.2774149576823
157,15.685663859049479,25.186248779296875,512.1568349202474,527.8424987792969
149,15.548967997233072,23.19598388671875,514.399030049642,529.947998046875
158,14.882680257161459,25.286468505859375,440.06226857503253,454.94494883219403
148,14.396430969238281,21.367034912109375,490.2028223673503,504.59925333658856
224,13.039006551106771,31.35003662109375,1023.8268686930338,1036.8658752441406
76,12.1473388671875,60.471435546875,796.8152262369791,808.9625651041666
221,12.13470204671224,20.36688232421875,334.4189860026042,346.5536880493164
160,11.368169148763021,22.896209716796875,305.99644470214844,317.36461385091144
159,11.241198221842447,19.965240478515625,366.34349314371747,377.5846913655599
218,11.067047119140625,24.4486083984375,343.1639633178711,354.2310104370117
192,10.943613688151041,23.5400390625,329.97789510091144,340.9215087890625
223,10.909627278645834,22.886749267578125,333.03170013427734,343.94132741292316
219,10.756706237792969,23.353057861328125,340.3614196777344,351.11812591552734
217,10.754020690917969,24.080047607421875,340.55274709065753,351.3067677815755
91,10.706802368164062,24.3372802734375,249.0859743754069,259.792776743571
213,10.705121358235678,25.227203369140625,337.0525182088216,347.7576395670573
214,10.672192891438803,25.16448974609375,338.3079833984375,348.9801762898763
215,10.606946309407553,24.313446044921875,339.1499760945638,349.7569224039714
222,10.548566182454428,19.930389404296875,306.62647755940753,317.175043741862
