channel,mean_stim_minus_pre_abs_lfp,max_stim_minus_pre_abs_lfp,mean_pre_abs_lfp,mean_stim_abs_lfp
212,10.471748352050781,26.338653564453125,334.2921549479167,344.76390329996747
196,10.439374287923178,23.359161376953125,278.02737681070965,288.4667510986328
90,10.18429692586263,22.01751708984375,207.80547078450522,217.98976771036783
211,10.114397684733072,25.580474853515625,330.5011952718099,340.61559295654297
166,10.05923080444336,14.550460815429688,228.23707580566406,238.29630661010742
208,9.637092590332031,27.17095947265625,317.1899592081706,326.8270517985026
92,9.60033925374349,29.48956298828125,331.1901550292969,340.79049428304035
210,9.596370697021484,21.295928955078125,162.20038350423178,171.79675420125326
220,9.253807067871094,18.2303466796875,278.8244883219401,288.0782953898112
167,9.205273946126303,16.156814575195312,230.23399353027344,239.43926747639975
165,9.145816802978516,16.584182739257812,237.506472269694,246.65228907267252
136,8.987032572428385,29.084197998046875,309.63660939534503,318.62364196777344
172,8.915607452392578,19.592697143554688,169.04303105672201,177.9586385091146
68,8.594365437825521,48.57012939453125,875.6548309326172,884.2491963704427
193,8.513158162434896,17.527511596679688,156.61190923055014,165.12506739298502
187,8.491666793823242,16.213638305664062,125.10617446899414,133.59784126281738
163,8.47451400756836,14.455078125,229.0116933186849,237.48620732625326
188,8.453041712443033,12.383033752441406,116.60313733418782,125.05617904663086
161,8.337455749511719,14.656219482421875,268.8195978800456,277.1570536295573
231,8.25604248046875,161.182373046875,2667.384521484375,2675.6405639648438
242,8.234130859375,98.794189453125,2615.353515625,2623.587646484375
164,8.10781224568685,16.777801513671875,225.74212265014648,233.84993489583334
201,8.10324732462565,11.320228576660156,107.16656875610352,115.26981608072917
89,8.083237965901693,19.848480224609375,191.58683395385742,199.67007191975912
191,8.04809824625651,15.046142578125,138.37565104166666,146.4237492879232
200,8.01194699605306,15.688011169433594,105.69671249389648,113.70865948994954
216,7.981025695800781,18.959213256835938,257.1322555541992,265.11328125
205,7.971227645874023,12.921157836914062,126.82486152648926,134.79608917236328
203,7.938311258951823,12.364601135253906,116.8522580464681,124.79056930541992
190,7.867692311604817,14.776283264160156,106.56113878885905,114.42883110046387
209,7.852864583333333,15.980804443359375,155.9613176981608,163.81418228149414
189,7.840003967285156,14.531814575195312,105.11427688598633,112.95428085327148
168,7.827486673990886,17.235687255859375,213.49798202514648,221.32546869913736
197,7.775718688964844,13.869224548339844,105.38930447896321,113.16502316792806
171,7.742012023925781,14.5687255859375,168.209108988444,175.95112101236978
225,7.675821940104167,121.340576171875,2458.8171183268228,2466.4929402669272
199,7.633714040120442,10.1014404296875,103.39170773824056,111.02542177836101
207,7.517464955647786,17.931549072265625,167.43061447143555,174.94807942708334
162,7.473452250162761,12.1785888671875,235.8716138203939,243.34506607055664
194,7.459441502888997,14.575515747070312,99.4430783589681,106.9025198618571
186,7.455980936686198,15.49609375,179.44661458333334,186.90259552001953
73,7.4354248046875,41.41229248046875,750.9436238606771,758.3790486653646
195,7.261090596516927,15.037094116210938,146.79756037394205,154.05865097045898
204,7.218847274780273,11.255233764648438,121.64886792500813,128.86771519978842
206,7.202452341715495,12.862846374511719,126.24120903015137,133.44366137186685
170,7.109574635823567,12.288803100585938,181.36721420288086,188.47678883870444
71,7.014068603515625,40.134765625,760.5303090413412,767.5443776448568
183,6.796658833821614,31.829254150390625,394.9891306559245,401.7857894897461
169,6.703441619873047,14.082244873046875,197.37420527140299,204.07764689127603
179,6.586692810058594,30.26751708984375,396.7815297444661,403.3682225545247
173,6.537366231282552,31.956207275390625,383.790283203125,390.32764943440753
184,6.517036437988281,31.80914306640625,391.3169860839844,397.83402252197266
185,6.390042622884114,31.5916748046875,389.4248758951823,395.8149185180664
174,6.323862711588542,31.124114990234375,383.1793975830078,389.5032602945964
180,6.279050191243489,30.67889404296875,398.1196975708008,404.39874776204425
175,6.247042338053386,30.5887451171875,377.81788380940753,384.06492614746094
11,6.2096608479817705,93.2432861328125,966.0788981119791,972.2885589599609
198,6.200547536214192,10.224136352539062,102.51884778340657,108.71939531962077
178,6.177436828613281,29.924346923828125,396.1014684041341,402.2789052327474
182,6.149782816569011,31.1849365234375,393.69395446777344,399.84373728434247
202,6.0496565500895185,10.605560302734375,111.53622563680013,117.58588218688965
181,5.9716440836588545,30.93701171875,397.3499577840169,403.3216018676758
176,5.692586263020833,29.873199462890625,398.8529586791992,404.54554494222003
177,5.678148905436198,29.590087890625,398.77124277750653,404.4493916829427
12,4.5127410888671875,72.03692626953125,838.0416412353516,842.5543823242188
15,4.4470367431640625,50.37982177734375,750.0597381591797,754.5067749023438
13,4.3885752360026045,60.436767578125,785.6427001953125,790.0312754313151
10,4.294677734375,122.4453125,1177.3981831868489,1181.6928609212239
14,4.1273854573567705,54.89178466796875,760.7254028320312,764.8527882893881
9,3.8429768880208335,146.5125732421875,1403.5360514322917,1407.3790283203125
88,3.1182543436686196,17.137481689453125,244.2400105794271,247.3582649230957
93,2.7940190633138022,36.058197021484375,502.4668248494466,505.26084391276044
123,2.1327972412109375,18.588226318359375,350.84642283121747,352.9792200724284
124,1.6954930623372395,20.1705322265625,339.81038157145184,341.50587463378906
122,1.319292704264323,20.3416748046875,404.1971689860026,405.5164616902669
114,1.2646382649739583,26.045684814453125,433.6630274454753,434.9276657104492
119,0.9228439331054688,29.26300048828125,551.6717732747396,552.5946172078451
8,0.7884419759114584,154.2869873046875,1610.67138671875,1611.4598286946614
121,0.7481714884440104,23.79608154296875,489.45628356933594,490.20445505777997
79,0.7317454020182291,42.09417724609375,547.2232615152994,547.9550069173177
120,0.4006703694661458,27.36260986328125,537.3399759928385,537.7406463623047
118,0.10304005940755208,29.9974365234375,560.6631317138672,560.7661717732748
125,0.058319091796875,23.639404296875,359.31188201904297,359.37020111083984
112,-0.044382731119791664,32.0841064453125,568.2672780354818,568.2228953043619
80,-0.3800252278645833,23.019378662109375,313.63949330647785,313.2594680786133
117,-0.46928151448567706,30.91473388671875,565.2444915771484,564.7752100626627
48,-0.6959584554036459,38.2799072265625,637.9481252034506,637.2521667480469
47,-0.7855936686197916,59.76422119140625,755.5654144287109,754.7798207600912
113,-0.8008677164713541,31.322021484375,573.8519236246744,573.0510559082031
49,-0.885772705078125,35.76300048828125,571.1892395019531,570.303466796875
116,-0.9179585774739584,31.142578125,572.7707926432291,571.8528340657552
115,-1.2000071207682292,31.8665771484375,576.6985626220703,575.4985555013021
29,-1.7342427571614583,61.1771240234375,1469.0151774088542,1467.2809346516926
27,-1.77093505859375,49.240966796875,1142.3591817220051,1140.5882466634114
26,-2.19171142578125,49.27685546875,1145.651835123698,1143.4601236979167
24,-2.2636922200520835,48.9830322265625,1145.7348531087239,1143.4711608886719
50,-2.2675933837890625,31.11065673828125,515.6487019856771,513.3811086018881
28,-2.5877176920572915,48.9110107421875,1147.6207784016926,1145.0330607096355
25,-2.6501973470052085,48.572998046875,1145.0220438639324,1142.371846516927
81,-2.6826578776041665,36.1268310546875,648.1152954101562,645.4326375325521
84,-2.7053070068359375,33.47418212890625,578.2887115478516,575.5834045410156
51,-2.7273356119791665,29.018310546875,487.5500233968099,484.82268778483075
82,-2.9947052001953125,35.69903564453125,634.2520751953125,631.2573699951172
83,-3.045873006184896,35.44378662109375,621.6826527913412,618.6367797851562
85,-3.1008478800455728,28.377349853515625,494.8994649251302,491.79861704508465
86,-3.2628377278645835,25.16595458984375,459.8916778564453,456.62884012858075
87,-3.6516393025716147,24.920623779296875,446.23624928792316,442.58460998535156
16,-3.810882568359375,35.213623046875,604.1088714599609,600.2979888916016
52,-3.9033584594726562,27.939666748046875,474.52675374348956,470.6233952840169
53,-4.2251841227213545,28.71942138671875,472.7860794067383,468.5608952840169
127,-4.880605061848958,35.22637939453125,511.42637125651044,506.54576619466144
54,-4.997365315755208,31.57098388671875,489.21161397298175,484.21424865722656
17,-5.2645721435546875,37.36932373046875,601.347412109375,596.0828399658203
19,-5.3591766357421875,44.6873779296875,627.0134938557943,621.6543172200521
7,-5.440775553385417,146.398193359375,1740.1255594889324,1734.6847839355469
55,-5.550933837890625,34.839141845703125,515.1599197387695,509.6089859008789
46,-5.6365203857421875,71.42822265625,944.5912068684896,938.9546864827474
111,-6.0903981526692705,53.08441162109375,794.2210235595703,788.130625406901
30,-6.124989827473958,57.1256103515625,1490.2496643066406,1484.1246744791667
56,-6.3183135986328125,37.9947509765625,559.0560963948568,552.737782796224
18,-6.3357187906901045,40.03948974609375,612.2062174479166,605.8704986572266
57,-6.595001220703125,42.15570068359375,622.241709391276,615.6467081705729
96,-6.971506754557292,43.54010009765625,634.1231028238932,627.1515960693359
126,-7.3801625569661455,34.9400634765625,551.2240702311198,543.8439076741537
20,-7.4901784261067705,44.63623046875,651.7572682698568,644.26708984375
21,-7.9053090413411455,45.75469970703125,694.0055440266927,686.1002349853516
6,-7.969512939453125,129.13720703125,1771.6381734212239,1763.6686604817708
58,-8.255513509114584,44.216552734375,707.7473398844401,699.4918263753256
22,-8.389104207356771,45.3660888671875,742.0903574625651,733.7012532552084
31,-8.753957112630209,51.8779296875,1464.9213155110676,1456.1673583984375
23,-8.914647420247396,42.5546875,810.8103179931641,801.8956705729166
110,-9.004765828450521,56.19580078125,886.5916493733724,877.5868835449219
59,-9.539937337239584,47.95904541015625,813.1683044433594,803.6283671061198
97,-9.655792236328125,48.7884521484375,757.7051340738932,748.0493418375651
45,-10.278462727864584,85.6632080078125,1226.6340942382812,1216.3556315104167
0,-10.464304606119791,46.23388671875,1460.1167805989583,1449.6524759928386
60,-10.499445597330729,53.07781982421875,979.725087483724,969.2256418863932
98,-11.071141560872396,56.23321533203125,911.3613535563151,900.2902119954427
109,-11.574559529622396,59.7532958984375,982.3867746988932,970.8122151692709
1,-11.85748291015625,40.2620849609375,1424.5536804199219,1412.6961975097656
78,-12.212249755859375,82.748291015625,1206.2152099609375,1194.0029602050781
63,-12.273701985677084,76.776123046875,1438.6607157389324,1426.3870137532551
5,-12.279530843098959,97.114501953125,1715.3424682617188,1703.0629374186199
94,-12.285578409830729,55.36505126953125,941.9542185465494,929.6686401367188
61,-12.785970052083334,59.03662109375,1151.8120930989583,1139.026123046875
44,-12.906209309895834,91.695556640625,1507.6390380859375,1494.7328287760417
95,-13.048441569010416,63.6973876953125,1113.7101542154949,1100.6617126464844
2,-13.069478352864584,40.6754150390625,1443.683349609375,1430.6138712565105
3,-13.753763834635416,46.588134765625,1486.189676920573,1472.4359130859375
99,-13.841822306315104,62.4249267578125,1072.2525329589844,1058.4107106526692
4,-14.305653889973959,65.9031982421875,1591.1138509114583,1576.8081970214844
62,-14.32012939453125,74.5509033203125,1438.5125427246094,1424.1924133300781
43,-14.401316324869791,84.2059326171875,1592.1602071126301,1577.7588907877605
108,-14.535934448242188,63.8436279296875,1123.5533243815105,1109.0173899332683
64,-15.043813069661459,73.586181640625,1435.5517171223958,1420.5079040527344
237,-15.191609700520834,110.3544921875,2616.4937947591147,2601.3021850585938
77,-15.284779866536459,93.3056640625,1491.7415161132812,1476.4567362467449
42,-15.459086100260416,71.6278076171875,1554.1378479003906,1538.6787618001301
100,-15.630859375,66.3089599609375,1193.502950032552,1177.872090657552
65,-16.692108154296875,82.21728515625,1633.6218973795574,1616.9297892252605
40,-16.751261393229168,47.596435546875,1466.9913940429688,1450.2401326497395
66,-16.798868815104168,79.215576171875,1753.8226013183594,1737.0237325032551
38,-17.011189778645832,36.482177734375,1466.6332702636719,1449.6220804850261
41,-17.081064860026043,57.2359619140625,1495.3245442708333,1478.2434794108074
37,-17.127268473307293,34.9169921875,1499.9684549967449,1482.8411865234375
101,-17.131561279296875,70.3004150390625,1300.9254760742188,1283.7939147949219
107,-17.178181966145832,67.5655517578125,1256.2252502441406,1239.0470682779949
39,-17.209615071614582,40.2894287109375,1454.513692220052,1437.3040771484375
106,-17.514139811197918,70.97412109375,1339.9722086588542,1322.4580688476562
105,-18.531331380208332,71.73193359375,1375.7939554850261,1357.2626241048176
72,-18.674896240234375,53.2066650390625,1513.3173421223958,1494.6424458821614
32,-19.04351806640625,71.48095703125,1734.5655924479167,1715.5220743815105
36,-19.0765380859375,37.0384521484375,1553.5751647949219,1534.4986267089844
103,-19.210581461588543,72.9410400390625,1402.405517578125,1383.1949361165364
102,-19.240183512369793,70.6549072265625,1368.5819396972656,1349.3417561848958
67,-19.355204264322918,67.6451416015625,1764.4799296061199,1745.1247253417969
35,-19.95819091796875,42.21728515625,1622.873758951823,1602.9155680338542
104,-20.338734944661457,71.7332763671875,1403.1083882649739,1382.7696533203125
34,-20.414815266927082,52.0523681640625,1719.3818664550781,1698.9670511881511
33,-20.422373453776043,63.56884765625,1783.0844217936199,1762.6620483398438
