condition,amplitude,frequency,analysis_group,n_trials,sustained_broadband_delta_mean,sustained_broadband_delta_ci_low,sustained_broadband_delta_ci_high,offset_broadband_delta_mean,offset_broadband_delta_ci_low,offset_broadband_delta_ci_high,driven_power_log2_delta_mean,driven_power_log2_delta_ci_low,driven_power_log2_delta_ci_high
amp100_freq5,100,5,Group 0-31,200,3.3978774642944334,-3.213258794784546,9.766498302459713,6.692817916870117,-4.200838409423828,17.038948949813832,1.8949667430313042,1.6366009345713186,2.1526401311102883
amp100_freq5,100,5,Group 32-63,200,1.9557442855834961,-3.424419490814209,7.008285901069639,5.718845901489257,-3.142125615119934,14.6670643825531,1.6700962263870947,1.4251560179131588,1.9164338744437308
amp100_freq5,100,5,Group 64-95,200,0.42450775146484376,-4.364530690193177,5.042307923316955,3.836004753112793,-3.391132564544678,11.504628468036652,1.6994695121917018,1.4896508778322926,1.913146424852666
amp100_freq5,100,5,Group 96-127,200,0.6111045837402344,-2.7877292823791504,3.938997637748717,3.4349711418151854,-2.2456079416275023,9.121840061664578,1.6339423171737284,1.4202635687719498,1.8494460467840055
amp180_freq5,180,5,Group 0-31,200,-1.1737831878662108,-8.393418083190918,5.272675231933593,1.0028868865966798,-9.205341527938844,12.142840747833244,1.5844831780273707,1.3337661682823525,1.8294553986392375
amp180_freq5,180,5,Group 32-63,200,-1.0520961380004883,-6.122405621528625,4.2727548589706394,1.385142593383789,-6.847154819488525,9.403659478187562,1.637675806987587,1.384558739492444,1.890545219545568
amp180_freq5,180,5,Group 64-95,200,1.1875179672241212,-3.4946847715377807,5.5824801549911465,2.9403135108947756,-4.737167174816132,10.839488615512845,1.6639694589417535,1.4258299606547808,1.90069156321991
amp180_freq5,180,5,Group 96-127,200,-0.32351978302001955,-3.69575984954834,3.0741827001571616,3.5841189765930177,-2.1673839468955993,9.377216999530788,1.6815851780418705,1.4576217623597183,1.9029063919269702
amp250_freq5,250,5,Group 0-31,200,0.23683780670166016,-6.320723986625671,6.939854519844054,-1.2680036926269531,-11.952153227806091,9.41780428123474,1.5958982253195986,1.3537767820790152,1.8504695303759997
amp250_freq5,250,5,Group 32-63,200,2.4959124755859374,-2.816981739044189,7.5235763607025135,-3.279547538757324,-11.828934460639955,5.117396402359009,1.8012968292327871,1.5414381554290633,2.058875676501925
amp250_freq5,250,5,Group 64-95,200,0.1590994644165039,-4.463194733619689,4.617553067207333,2.7939857864379882,-5.852984350204467,11.502728615760804,1.57160064784131,1.3944001178868866,1.7555979034137923
amp250_freq5,250,5,Group 96-127,200,-0.5738524627685547,-3.6550040979385376,2.4703679218292223,0.6421800804138184,-4.3876861758232115,5.574134526729581,1.7054552520821014,1.4717414122346304,1.9291285865771521
amp100_freq26,100,26,Group 0-31,200,5.361889114379883,-1.056340019226074,11.773814739227292,-0.25830074310302736,-10.510025535583496,10.561308680534362,1.5351090017178535,1.3164590622294916,1.7597915051008786
amp100_freq26,100,26,Group 32-63,200,4.859096031188965,-0.14731365966796875,10.08164681148529,6.699368267059326,-1.6314725918769837,15.391449329376211,1.785255529871991,1.5484942736441991,2.026715796416634
amp100_freq26,100,26,Group 64-95,200,2.2973312377929687,-2.119354006767273,6.717814888000485,1.5853763580322267,-5.990291288375855,10.009694428443906,1.7530613980999294,1.5467626499531197,1.9654495707269295
amp100_freq26,100,26,Group 96-127,200,0.5564120483398437,-2.8610900430679322,4.218619762420654,-2.7199278450012208,-8.01592661857605,2.420543783187864,1.5196576057686675,1.2754057534853251,1.7524505494879654
amp180_freq26,180,26,Group 0-31,200,10.12865333557129,4.764943033218384,15.382460792541503,17.20575210571289,6.835731831550598,28.711333665847768,1.7606138007308472,1.5449477656514954,1.973857492773254
amp180_freq26,180,26,Group 32-63,200,7.4674203491210935,2.890028462409973,11.794856683731078,12.582957763671875,4.1380348281860355,20.935831062316876,1.71738477544175,1.4997454489259199,1.9475361521381516
amp180_freq26,180,26,Group 64-95,200,5.031173629760742,0.7897332668304443,9.430877701759337,12.144244308471679,3.1033746280670167,21.41235300922394,1.6454995518755533,1.4321372334375178,1.8527247638156152
amp180_freq26,180,26,Group 96-127,200,3.979777145385742,0.924276294708252,6.954067252159118,8.387027473449708,3.2013364272117615,13.722346648216247,1.5666474846373724,1.357653231215384,1.7752736514153402
amp250_freq26,250,26,Group 0-31,200,0.9597353363037109,-5.197173398971558,6.903707563400254,7.904623794555664,-2.367414916992187,18.13793206977844,1.4673492021955967,1.2410323693752687,1.7043551091448779
amp250_freq26,250,26,Group 32-63,200,2.0293611526489257,-2.646745141983032,6.441469613075255,7.85654312133789,-0.20983786964416504,15.778989243507382,1.7803580049587842,1.5524839773373238,2.022001740546373
amp250_freq26,250,26,Group 64-95,200,0.7428691101074218,-3.7246461448669437,5.118775981903072,11.794930114746094,3.803044174194336,20.348219239234925,1.597762639577325,1.3759706012573583,1.832781723100294
amp250_freq26,250,26,Group 96-127,200,0.19703433990478517,-2.8809988899230956,3.219250832557676,3.2100362968444824,-1.9960078921318054,8.674072141170502,1.574788536636515,1.345245278511814,1.790467988021171
