condition,channel,n_trials,mean_abs_lfp,pre_abs_lfp,stim_abs_lfp,recovery_abs_lfp,stim_minus_pre_abs_lfp
amp100_freq26,125,50,370.2914123535156,378.4521484375,368.42578125,367.7259521484375,-10.0263671875
amp100_freq26,126,50,575.7548828125,580.2955322265625,573.1828002929688,578.9141235351562,-7.11273193359375
amp100_freq26,127,50,528.4484252929688,530.125,526.6788940429688,532.0791015625,-3.44610595703125
amp100_freq5,0,50,1506.98974609375,1477.276611328125,1514.876953125,1513.037109375,37.600341796875
amp100_freq5,1,50,1476.580810546875,1452.7108154296875,1483.6058349609375,1479.3548583984375,30.89501953125
amp100_freq5,2,50,1476.742919921875,1458.641845703125,1482.88720703125,1476.38330078125,24.245361328125
amp100_freq5,3,50,1534.296142578125,1518.7392578125,1539.968017578125,1532.795654296875,21.228759765625
amp100_freq5,4,50,1639.7552490234375,1616.284423828125,1647.7432861328125,1639.28564453125,31.4588623046875
amp100_freq5,5,50,1771.165283203125,1724.9620361328125,1784.6817626953125,1776.8427734375,59.7197265625
amp100_freq5,6,50,1809.3809814453125,1744.6556396484375,1828.0748291015625,1818.02392578125,83.419189453125
amp100_freq5,7,50,1755.36083984375,1687.3009033203125,1774.974609375,1764.5084228515625,87.6737060546875
amp100_freq5,8,50,1567.367431640625,1504.92822265625,1588.329833984375,1566.9417724609375,83.401611328125
amp100_freq5,9,50,1326.4364013671875,1277.1715087890625,1344.65234375,1321.0592041015625,67.4808349609375
amp100_freq5,10,50,1101.884765625,1070.8477783203125,1112.7938232421875,1100.197021484375,41.946044921875
amp100_freq5,11,50,933.056396484375,913.533935546875,938.032958984375,937.6107177734375,24.4990234375
amp100_freq5,12,50,816.382568359375,804.7584228515625,816.2621459960938,828.3472900390625,11.50372314453125
amp100_freq5,13,50,766.5932006835938,756.1748657226562,765.5332641601562,780.1819458007812,9.3583984375
amp100_freq5,14,50,747.2174072265625,736.1782836914062,746.04833984375,761.7677612304688,9.87005615234375
amp100_freq5,15,50,746.5118408203125,732.781982421875,746.1810302734375,761.2147216796875,13.3990478515625
amp100_freq5,16,50,597.9666137695312,579.6839599609375,598.3847045898438,614.9700927734375,18.70074462890625
amp100_freq5,17,50,599.6248779296875,580.9405517578125,600.7080688476562,615.0367431640625,19.76751708984375
amp100_freq5,18,50,619.8381958007812,601.9137573242188,620.8536987304688,634.7207641601562,18.93994140625
amp100_freq5,19,50,638.9689331054688,621.6715698242188,640.274658203125,652.3600463867188,18.60308837890625
amp100_freq5,20,50,671.259521484375,655.7947387695312,672.4298095703125,683.217041015625,16.63507080078125
amp100_freq5,21,50,715.8885498046875,700.7537231445312,717.8909912109375,725.0143432617188,17.13726806640625
amp100_freq5,22,50,767.8931274414062,753.1142578125,770.9119873046875,773.595703125,17.7977294921875
amp100_freq5,23,50,839.8515625,826.076416015625,843.8073120117188,841.7489624023438,17.73089599609375
amp100_freq5,24,50,1198.387451171875,1169.8199462890625,1206.677490234375,1202.07373046875,36.8575439453125
amp100_freq5,25,50,1197.2220458984375,1169.0380859375,1205.291748046875,1201.1834716796875,36.253662109375
