condition,amplitude,frequency,n_trials,on_delta_mean,on_delta_ci_low,on_delta_ci_high,off_delta_mean,off_delta_ci_low,off_delta_ci_high,on_minus_off_mean,on_minus_off_ci_low,on_minus_off_ci_high
amp100_freq5,100,5,200,1.5973085212707518,-2.9842968015670777,6.170834578037262,2.7831483840942384,-1.6964254357814788,7.335396449089046,-1.1858398628234863,-4.773993060827255,2.7908380281925136
amp180_freq5,180,5,200,-0.3404702663421631,-4.798744559049606,3.981054280996313,1.6730866432189941,-3.1119224750995635,6.898578736305237,-2.0135569095611574,-5.277497370004654,1.3882435960769641
amp250_freq5,250,5,200,0.5794992828369141,-4.090469259023666,4.804941940784452,0.6581295204162597,-4.488086888551712,5.3900812175273884,-0.0786302375793457,-3.235737862348557,2.9262530868053416
amp100_freq26,100,26,200,3.268682107925415,-1.2309143013954162,7.7247051301002445,2.2140865898132325,-2.815221268415451,7.082809443712233,1.0545955181121827,-2.240535273075104,4.400428302526474
amp180_freq26,180,26,200,6.651756114959717,2.9267859139442445,10.707368690729142,8.788615894317626,4.8221685786247255,12.869853983163834,-2.13685977935791,-5.395951152563095,1.0852621326446488
amp250_freq26,250,26,200,0.982249984741211,-3.333335217475891,5.024326155662532,2.051669187545776,-2.771154685497284,6.635626819372177,-1.0694192028045655,-4.449266959428788,2.2962731547355637
