trial_number,condition,amplitude,frequency,analysis_group,n_channels_used,pre_abs,on_abs,off_abs,on_delta,off_delta,on_minus_off
97,amp250_freq5,250,5,Group 0-31,29,267.5172119140625,222.83685302734375,240.70803833007812,-44.68035888671875,-26.809173583984375,-17.871185302734375
98,amp250_freq5,250,5,Group 96-127,32,138.6254425048828,99.93257141113281,102.91404724121094,-38.69287109375,-35.711395263671875,-2.981475830078125
98,amp250_freq5,250,5,Group 64-95,30,191.33299255371094,153.96238708496094,155.74456787109375,-37.37060546875,-35.58842468261719,-1.7821807861328125
98,amp250_freq5,250,5,Group 32-63,28,198.8813934326172,145.657958984375,129.91944885253906,-53.22343444824219,-68.96194458007812,15.738510131835938
98,amp250_freq5,250,5,Group 0-31,29,267.40301513671875,211.66481018066406,197.47378540039062,-55.73820495605469,-69.92922973632812,14.191024780273438
99,amp100_freq5,100,5,Group 96-127,32,96.59558868408203,131.17929077148438,93.22654724121094,34.583702087402344,-3.3690414428710938,37.95274353027344
99,amp100_freq5,100,5,Group 64-95,30,141.89854431152344,162.19464111328125,124.505615234375,20.296096801757812,-17.392929077148438,37.68902587890625
99,amp100_freq5,100,5,Group 32-63,28,125.24396514892578,168.45242309570312,132.79183959960938,43.208457946777344,7.547874450683594,35.66058349609375
99,amp100_freq5,100,5,Group 0-31,29,198.1916046142578,222.51559448242188,162.2747344970703,24.323989868164062,-35.9168701171875,60.24085998535156
100,amp250_freq5,250,5,Group 96-127,32,94.7858657836914,142.66366577148438,93.78894805908203,47.87779998779297,-0.996917724609375,48.874717712402344
100,amp250_freq5,250,5,Group 64-95,30,96.42582702636719,174.7136993408203,146.5889129638672,78.28787231445312,50.1630859375,28.124786376953125
100,amp250_freq5,250,5,Group 32-63,28,113.15192413330078,178.90989685058594,124.70484924316406,65.75797271728516,11.552925109863281,54.205047607421875
100,amp250_freq5,250,5,Group 0-31,29,164.1186981201172,256.72344970703125,182.79812622070312,92.60475158691406,18.679428100585938,73.92532348632812
101,amp180_freq26,180,26,Group 96-127,32,110.76042175292969,110.945068359375,104.86148071289062,0.1846466064453125,-5.8989410400390625,6.083587646484375
101,amp180_freq26,180,26,Group 64-95,30,123.66480255126953,155.706787109375,145.52491760253906,32.04198455810547,21.86011505126953,10.181869506835938
101,amp180_freq26,180,26,Group 32-63,28,124.31562805175781,152.0104217529297,157.67025756835938,27.694793701171875,33.35462951660156,-5.6598358154296875
101,amp180_freq26,180,26,Group 0-31,29,196.36322021484375,212.20310974121094,222.1909637451172,15.839889526367188,25.827743530273438,-9.98785400390625
102,amp100_freq5,100,5,Group 96-127,32,94.95637512207031,97.99832916259766,110.44513702392578,3.0419540405273438,15.488761901855469,-12.446807861328125
102,amp100_freq5,100,5,Group 64-95,30,123.76380157470703,135.793212890625,164.2277374267578,12.029411315917969,40.46393585205078,-28.434524536132812
102,amp100_freq5,100,5,Group 32-63,28,135.7385711669922,130.04893493652344,136.06016540527344,-5.68963623046875,0.32159423828125,-6.01123046875
102,amp100_freq5,100,5,Group 0-31,29,210.02220153808594,195.87380981445312,219.16534423828125,-14.148391723632812,9.143142700195312,-23.291534423828125
103,amp100_freq26,100,26,Group 96-127,32,105.38532257080078,94.0421142578125,92.74296569824219,-11.343208312988281,-12.642356872558594,1.2991485595703125
103,amp100_freq26,100,26,Group 64-95,30,146.6044464111328,113.7775650024414,109.03021240234375,-32.826881408691406,-37.57423400878906,4.747352600097656
103,amp100_freq26,100,26,Group 32-63,28,120.81488800048828,131.8291473388672,118.22592163085938,11.014259338378906,-2.5889663696289062,13.603225708007812
103,amp100_freq26,100,26,Group 0-31,29,178.2243194580078,206.32350158691406,189.54981994628906,28.09918212890625,11.32550048828125,16.773681640625
104,amp100_freq26,100,26,Group 96-127,32,103.59132385253906,108.75587463378906,130.9510955810547,5.16455078125,27.359771728515625,-22.195220947265625
104,amp100_freq26,100,26,Group 64-95,30,124.0500259399414,145.8896026611328,124.27265167236328,21.839576721191406,0.222625732421875,21.61695098876953
104,amp100_freq26,100,26,Group 32-63,28,125.91699981689453,137.17782592773438,141.90972900390625,11.260826110839844,15.992729187011719,-4.731903076171875
104,amp100_freq26,100,26,Group 0-31,29,200.85610961914062,211.75003051757812,201.82704162597656,10.8939208984375,0.9709320068359375,9.922988891601562
105,amp100_freq26,100,26,Group 96-127,32,131.1255645751953,117.24563598632812,113.47406768798828,-13.879928588867188,-17.65149688720703,3.7715682983398438
105,amp100_freq26,100,26,Group 64-95,30,130.17820739746094,133.38491821289062,142.8986053466797,3.2067108154296875,12.72039794921875,-9.513687133789062
105,amp100_freq26,100,26,Group 32-63,28,134.0624237060547,138.7444610595703,132.59974670410156,4.682037353515625,-1.462677001953125,6.14471435546875
105,amp100_freq26,100,26,Group 0-31,29,207.64505004882812,206.2464141845703,200.4496307373047,-1.3986358642578125,-7.1954193115234375,5.796783447265625
106,amp180_freq26,180,26,Group 96-127,32,107.9345474243164,111.77458190917969,116.39171600341797,3.8400344848632812,8.457168579101562,-4.617134094238281
106,amp180_freq26,180,26,Group 64-95,30,114.128173828125,131.9307861328125,136.8128204345703,17.8026123046875,22.684646606445312,-4.8820343017578125
106,amp180_freq26,180,26,Group 32-63,28,130.40374755859375,147.67587280273438,152.1934051513672,17.272125244140625,21.789657592773438,-4.5175323486328125
106,amp180_freq26,180,26,Group 0-31,29,220.9644012451172,205.89651489257812,201.56320190429688,-15.067886352539062,-19.401199340820312,4.33331298828125
107,amp250_freq5,250,5,Group 96-127,32,98.37464904785156,104.0174789428711,97.3185806274414,5.642829895019531,-1.0560684204101562,6.6988983154296875
107,amp250_freq5,250,5,Group 64-95,30,128.45716857910156,138.72805786132812,126.51439666748047,10.270889282226562,-1.9427719116210938,12.213661193847656
107,amp250_freq5,250,5,Group 32-63,28,159.05712890625,131.4794921875,138.1818084716797,-27.57763671875,-20.875320434570312,-6.7023162841796875
107,amp250_freq5,250,5,Group 0-31,29,208.3584747314453,175.8060760498047,212.87014770507812,-32.552398681640625,4.5116729736328125,-37.06407165527344
108,amp180_freq5,180,5,Group 96-127,32,93.10810089111328,101.65965270996094,105.72663116455078,8.551551818847656,12.6185302734375,-4.066978454589844
108,amp180_freq5,180,5,Group 64-95,30,133.23109436035156,111.90803527832031,119.0182876586914,-21.32305908203125,-14.212806701660156,-7.110252380371094
108,amp180_freq5,180,5,Group 32-63,28,145.33168029785156,138.05657958984375,123.02227020263672,-7.2751007080078125,-22.309410095214844,15.034309387207031
108,amp180_freq5,180,5,Group 0-31,29,213.5458221435547,193.50296020507812,185.10931396484375,-20.042861938476562,-28.436508178710938,8.393646240234375
109,amp250_freq5,250,5,Group 96-127,32,107.42132568359375,107.43408966064453,110.39954376220703,0.01276397705078125,2.9782180786132812,-2.9654541015625
109,amp250_freq5,250,5,Group 64-95,30,122.03807830810547,140.09304809570312,140.19630432128906,18.054969787597656,18.158226013183594,-0.1032562255859375
109,amp250_freq5,250,5,Group 32-63,28,127.7583999633789,140.4590301513672,129.4467010498047,12.700630187988281,1.6883010864257812,11.0123291015625
109,amp250_freq5,250,5,Group 0-31,29,195.55763244628906,184.49154663085938,207.75100708007812,-11.066085815429688,12.193374633789062,-23.25946044921875
110,amp100_freq26,100,26,Group 96-127,32,116.30650329589844,102.43440246582031,105.92585754394531,-13.872100830078125,-10.380645751953125,-3.491455078125
110,amp100_freq26,100,26,Group 64-95,30,121.25792694091797,125.30055236816406,113.07862854003906,4.042625427246094,-8.179298400878906,12.221923828125
110,amp100_freq26,100,26,Group 32-63,28,117.03517150878906,104.30641174316406,127.51482391357422,-12.728759765625,10.479652404785156,-23.208412170410156
110,amp100_freq26,100,26,Group 0-31,29,188.9750518798828,192.6502685546875,191.8431396484375,3.6752166748046875,2.8680877685546875,0.80712890625
111,amp250_freq5,250,5,Group 96-127,32,96.11327362060547,86.07477569580078,99.4298095703125,-10.038497924804688,3.3165359497070312,-13.355033874511719
111,amp250_freq5,250,5,Group 64-95,30,105.23127746582031,109.61717224121094,124.52950286865234,4.385894775390625,19.29822540283203,-14.912330627441406
111,amp250_freq5,250,5,Group 32-63,28,132.2688446044922,112.16983795166016,129.9035186767578,-20.09900665283203,-2.365325927734375,-17.733680725097656
111,amp250_freq5,250,5,Group 0-31,29,217.77459716796875,186.63787841796875,208.14146423339844,-31.13671875,-9.633132934570312,-21.503585815429688
112,amp250_freq5,250,5,Group 96-127,32,100.16754913330078,101.78936767578125,121.8564224243164,1.6218185424804688,21.688873291015625,-20.067054748535156
112,amp250_freq5,250,5,Group 64-95,30,133.94122314453125,140.3706817626953,176.44532775878906,6.4294586181640625,42.50410461425781,-36.07464599609375
112,amp250_freq5,250,5,Group 32-63,28,138.4653778076172,144.31582641601562,167.23068237304688,5.8504486083984375,28.765304565429688,-22.91485595703125
112,amp250_freq5,250,5,Group 0-31,29,218.68006896972656,215.5169219970703,249.89093017578125,-3.16314697265625,31.210861206054688,-34.37400817871094
113,amp100_freq5,100,5,Group 96-127,32,115.53684997558594,106.80916595458984,84.97728729248047,-8.727684020996094,-30.55956268310547,21.831878662109375
113,amp100_freq5,100,5,Group 64-95,30,179.37075805664062,130.55763244628906,98.26248168945312,-48.81312561035156,-81.1082763671875,32.29515075683594
113,amp100_freq5,100,5,Group 32-63,28,158.09230041503906,129.89479064941406,110.99891662597656,-28.197509765625,-47.0933837890625,18.8958740234375
113,amp100_freq5,100,5,Group 0-31,29,246.9469757080078,198.7428436279297,179.92660522460938,-48.204132080078125,-67.02037048339844,18.816238403320312
114,amp250_freq5,250,5,Group 96-127,32,89.91075897216797,84.42948150634766,96.0408935546875,-5.4812774658203125,6.130134582519531,-11.611412048339844
114,amp250_freq5,250,5,Group 64-95,30,103.9612808227539,106.75713348388672,128.15106201171875,2.7958526611328125,24.189781188964844,-21.39392852783203
114,amp250_freq5,250,5,Group 32-63,28,112.56719970703125,105.4014663696289,122.92504119873047,-7.165733337402344,10.357841491699219,-17.523574829101562
114,amp250_freq5,250,5,Group 0-31,29,192.35699462890625,183.82867431640625,194.24411010742188,-8.5283203125,1.887115478515625,-10.415435791015625
115,amp250_freq5,250,5,Group 96-127,32,94.78044128417969,110.1224136352539,128.50238037109375,15.341972351074219,33.72193908691406,-18.379966735839844
115,amp250_freq5,250,5,Group 64-95,30,141.8983154296875,175.01507568359375,177.55018615722656,33.11676025390625,35.65187072753906,-2.5351104736328125
115,amp250_freq5,250,5,Group 32-63,28,154.05409240722656,167.7550048828125,164.9640350341797,13.700912475585938,10.909942626953125,2.7909698486328125
115,amp250_freq5,250,5,Group 0-31,29,247.70391845703125,226.83175659179688,246.79864501953125,-20.872161865234375,-0.9052734375,-19.966888427734375
116,amp100_freq26,100,26,Group 96-127,32,153.53921508789062,97.41934204101562,102.15834045410156,-56.119873046875,-51.38087463378906,-4.7389984130859375
116,amp100_freq26,100,26,Group 64-95,30,201.27920532226562,147.9954071044922,140.90121459960938,-53.28379821777344,-60.37799072265625,7.0941925048828125
116,amp100_freq26,100,26,Group 32-63,28,182.81016540527344,148.2404327392578,146.2784423828125,-34.569732666015625,-36.53172302246094,1.9619903564453125
116,amp100_freq26,100,26,Group 0-31,29,275.2718505859375,203.8184814453125,234.7287139892578,-71.453369140625,-40.54313659667969,-30.910232543945312
117,amp100_freq5,100,5,Group 96-127,32,93.77606201171875,92.6822509765625,98.4715805053711,-1.09381103515625,4.695518493652344,-5.789329528808594
117,amp100_freq5,100,5,Group 64-95,30,160.2198944091797,141.51657104492188,128.4226531982422,-18.703323364257812,-31.7972412109375,13.093917846679688
117,amp100_freq5,100,5,Group 32-63,28,144.20750427246094,129.68736267089844,127.1563949584961,-14.5201416015625,-17.051109313964844,2.5309677124023438
117,amp100_freq5,100,5,Group 0-31,29,203.20394897460938,206.4987030029297,201.0258026123047,3.2947540283203125,-2.1781463623046875,5.472900390625
118,amp250_freq26,250,26,Group 96-127,32,101.57312774658203,106.19596099853516,100.38134765625,4.622833251953125,-1.1917800903320312,5.814613342285156
118,amp250_freq26,250,26,Group 64-95,30,137.79425048828125,127.18466186523438,125.88243103027344,-10.609588623046875,-11.911819458007812,1.3022308349609375
118,amp250_freq26,250,26,Group 32-63,28,141.64540100097656,142.7974090576172,139.07017517089844,1.152008056640625,-2.575225830078125,3.72723388671875
118,amp250_freq26,250,26,Group 0-31,29,204.56591796875,227.84786987304688,191.60189819335938,23.281951904296875,-12.964019775390625,36.2459716796875
119,amp250_freq26,250,26,Group 96-127,32,111.71997833251953,116.93255615234375,108.80029296875,5.212577819824219,-2.9196853637695312,8.13226318359375
119,amp250_freq26,250,26,Group 64-95,30,124.34882354736328,142.1453399658203,145.45396423339844,17.79651641845703,21.105140686035156,-3.308624267578125
119,amp250_freq26,250,26,Group 32-63,28,154.87088012695312,151.04795837402344,158.314697265625,-3.8229217529296875,3.443817138671875,-7.2667388916015625
119,amp250_freq26,250,26,Group 0-31,29,188.95152282714844,202.048828125,217.71163940429688,13.097305297851562,28.760116577148438,-15.662811279296875
120,amp100_freq5,100,5,Group 96-127,32,96.51654815673828,93.775146484375,105.02584075927734,-2.7414016723632812,8.509292602539062,-11.250694274902344
120,amp100_freq5,100,5,Group 64-95,30,121.59825897216797,127.16509246826172,148.8838653564453,5.56683349609375,27.285606384277344,-21.718772888183594
120,amp100_freq5,100,5,Group 32-63,28,121.0040283203125,113.69361877441406,133.82005310058594,-7.3104095458984375,12.816024780273438,-20.126434326171875
120,amp100_freq5,100,5,Group 0-31,29,180.75877380371094,194.2026824951172,209.2226104736328,13.44390869140625,28.463836669921875,-15.019927978515625
121,amp250_freq5,250,5,Group 96-127,32,98.5822982788086,96.75900268554688,107.70500946044922,-1.8232955932617188,9.122711181640625,-10.946006774902344
121,amp250_freq5,250,5,Group 64-95,30,150.61756896972656,134.3834228515625,137.46170043945312,-16.234146118164062,-13.155868530273438,-3.078277587890625
121,amp250_freq5,250,5,Group 32-63,28,111.04509735107422,132.2012176513672,132.46856689453125,21.15612030029297,21.42346954345703,-0.2673492431640625
121,amp250_freq5,250,5,Group 0-31,29,182.74008178710938,202.68421936035156,197.9163360595703,19.944137573242188,15.176254272460938,4.76788330078125
122,amp100_freq26,100,26,Group 96-127,32,100.39312744140625,100.20526885986328,95.9468994140625,-0.18785858154296875,-4.44622802734375,4.258369445800781
122,amp100_freq26,100,26,Group 64-95,30,126.34122467041016,135.58018493652344,143.2693328857422,9.238960266113281,16.92810821533203,-7.68914794921875
122,amp100_freq26,100,26,Group 32-63,28,108.64348602294922,123.5160903930664,137.52110290527344,14.872604370117188,28.87761688232422,-14.005012512207031
122,amp100_freq26,100,26,Group 0-31,29,190.27330017089844,170.4810028076172,201.78042602539062,-19.79229736328125,11.507125854492188,-31.299423217773438
123,amp250_freq5,250,5,Group 96-127,32,92.29515075683594,99.42024993896484,99.15127563476562,7.125099182128906,6.8561248779296875,0.26897430419921875
123,amp250_freq5,250,5,Group 64-95,30,147.47938537597656,120.9703369140625,134.17105102539062,-26.509048461914062,-13.308334350585938,-13.200714111328125
123,amp250_freq5,250,5,Group 32-63,28,138.51638793945312,142.74652099609375,123.9984130859375,4.230133056640625,-14.517974853515625,18.74810791015625
123,amp250_freq5,250,5,Group 0-31,29,225.56887817382812,180.93687438964844,187.11940002441406,-44.63200378417969,-38.44947814941406,-6.182525634765625
124,amp180_freq26,180,26,Group 96-127,32,104.49674987792969,98.46550750732422,99.46678924560547,-6.031242370605469,-5.029960632324219,-1.00128173828125
124,amp180_freq26,180,26,Group 64-95,30,132.58599853515625,139.74488830566406,132.7923583984375,7.1588897705078125,0.20635986328125,6.9525299072265625
124,amp180_freq26,180,26,Group 32-63,28,102.74523162841797,127.00187683105469,112.60099792480469,24.25664520263672,9.855766296386719,14.40087890625
124,amp180_freq26,180,26,Group 0-31,29,176.118896484375,182.10903930664062,180.3689422607422,5.990142822265625,4.2500457763671875,1.7400970458984375
125,amp250_freq5,250,5,Group 96-127,32,102.88414764404297,97.11588287353516,103.51451873779297,-5.7682647705078125,0.63037109375,-6.3986358642578125
125,amp250_freq5,250,5,Group 64-95,30,134.53958129882812,140.40365600585938,127.20574951171875,5.86407470703125,-7.333831787109375,13.197906494140625
125,amp250_freq5,250,5,Group 32-63,28,110.07537841796875,131.56646728515625,108.27826690673828,21.4910888671875,-1.7971115112304688,23.28820037841797
125,amp250_freq5,250,5,Group 0-31,29,203.84112548828125,198.76150512695312,165.8817138671875,-5.079620361328125,-37.95941162109375,32.879791259765625
126,amp100_freq5,100,5,Group 96-127,32,114.90174102783203,108.86771392822266,115.2944107055664,-6.034027099609375,0.392669677734375,-6.42669677734375
126,amp100_freq5,100,5,Group 64-95,30,96.95079040527344,133.79225158691406,151.99014282226562,36.841461181640625,55.03935241699219,-18.197891235351562
126,amp100_freq5,100,5,Group 32-63,28,98.36434173583984,141.7877197265625,136.21124267578125,43.423377990722656,37.846900939941406,5.57647705078125
126,amp100_freq5,100,5,Group 0-31,29,125.69002532958984,202.6840362548828,219.42518615722656,76.99401092529297,93.73516082763672,-16.74114990234375
127,amp180_freq26,180,26,Group 96-127,32,104.78572845458984,114.64607238769531,110.70103454589844,9.860343933105469,5.915306091308594,3.945037841796875
127,amp180_freq26,180,26,Group 64-95,30,141.22763061523438,171.73764038085938,155.07778930664062,30.510009765625,13.85015869140625,16.65985107421875
127,amp180_freq26,180,26,Group 32-63,28,135.8405303955078,153.71511840820312,159.4921417236328,17.874588012695312,23.651611328125,-5.7770233154296875
127,amp180_freq26,180,26,Group 0-31,29,197.7117462158203,226.85934448242188,214.88499450683594,29.147598266601562,17.173248291015625,11.974349975585938
128,amp100_freq5,100,5,Group 96-127,32,125.95469665527344,86.61135864257812,109.43389892578125,-39.34333801269531,-16.520797729492188,-22.822540283203125
128,amp100_freq5,100,5,Group 64-95,30,184.21226501464844,121.55821228027344,142.5631561279297,-62.654052734375,-41.64910888671875,-21.00494384765625
128,amp100_freq5,100,5,Group 32-63,28,196.31019592285156,122.53794860839844,154.55392456054688,-73.77224731445312,-41.75627136230469,-32.01597595214844
128,amp100_freq5,100,5,Group 0-31,29,241.00694274902344,183.04864501953125,204.6980743408203,-57.95829772949219,-36.308868408203125,-21.649429321289062
129,amp180_freq26,180,26,Group 96-127,32,106.79803466796875,97.87689971923828,100.3952407836914,-8.921134948730469,-6.402793884277344,-2.518341064453125
129,amp180_freq26,180,26,Group 64-95,30,162.51087951660156,134.67556762695312,114.3459701538086,-27.835311889648438,-48.16490936279297,20.32959747314453
129,amp180_freq26,180,26,Group 32-63,28,148.61520385742188,161.25662231445312,109.39093017578125,12.64141845703125,-39.224273681640625,51.865692138671875
129,amp180_freq26,180,26,Group 0-31,29,193.15162658691406,228.8262176513672,159.22256469726562,35.674591064453125,-33.92906188964844,69.60365295410156
130,amp250_freq5,250,5,Group 96-127,32,110.18893432617188,91.6638412475586,112.9144287109375,-18.52509307861328,2.725494384765625,-21.250587463378906
130,amp250_freq5,250,5,Group 64-95,30,130.76426696777344,128.39276123046875,153.88555908203125,-2.3715057373046875,23.121292114257812,-25.4927978515625
130,amp250_freq5,250,5,Group 32-63,28,111.20977783203125,125.05863952636719,159.64666748046875,13.848861694335938,48.4368896484375,-34.58802795410156
130,amp250_freq5,250,5,Group 0-31,29,151.84654235839844,195.0708770751953,210.89596557617188,43.224334716796875,59.04942321777344,-15.825088500976562
131,amp250_freq26,250,26,Group 96-127,32,118.22332763671875,108.9535903930664,99.1274642944336,-9.269737243652344,-19.095863342285156,9.826126098632812
131,amp250_freq26,250,26,Group 64-95,30,174.71514892578125,135.8625946044922,141.28884887695312,-38.85255432128906,-33.426300048828125,-5.4262542724609375
131,amp250_freq26,250,26,Group 32-63,28,151.6092987060547,137.23329162597656,138.464111328125,-14.376007080078125,-13.145187377929688,-1.2308197021484375
131,amp250_freq26,250,26,Group 0-31,29,220.90072631835938,200.29803466796875,201.06985473632812,-20.602691650390625,-19.83087158203125,-0.771820068359375
132,amp250_freq26,250,26,Group 96-127,32,88.12722778320312,105.74097442626953,117.87333679199219,17.613746643066406,29.746109008789062,-12.132362365722656
132,amp250_freq26,250,26,Group 64-95,30,122.97746276855469,143.34832763671875,159.19097900390625,20.370864868164062,36.21351623535156,-15.8426513671875
132,amp250_freq26,250,26,Group 32-63,28,95.92211151123047,135.17176818847656,132.0265655517578,39.249656677246094,36.104454040527344,3.14520263671875
132,amp250_freq26,250,26,Group 0-31,29,159.5311737060547,200.57994079589844,214.9109344482422,41.04876708984375,55.3797607421875,-14.33099365234375
133,amp250_freq5,250,5,Group 96-127,32,86.23011016845703,107.72210693359375,113.26354217529297,21.49199676513672,27.033432006835938,-5.541435241699219
133,amp250_freq5,250,5,Group 64-95,30,147.9271697998047,140.74661254882812,166.171875,-7.1805572509765625,18.244705200195312,-25.425262451171875
133,amp250_freq5,250,5,Group 32-63,28,120.9651107788086,176.85794067382812,167.76075744628906,55.89282989501953,46.79564666748047,9.097183227539062
133,amp250_freq5,250,5,Group 0-31,29,193.83486938476562,247.49612426757812,226.87185668945312,53.6612548828125,33.0369873046875,20.624267578125
134,amp180_freq26,180,26,Group 96-127,32,102.92680358886719,105.0144271850586,111.99681854248047,2.0876235961914062,9.070014953613281,-6.982391357421875
134,amp180_freq26,180,26,Group 64-95,30,154.43161010742188,146.6818389892578,134.85191345214844,-7.7497711181640625,-19.579696655273438,11.829925537109375
134,amp180_freq26,180,26,Group 32-63,28,127.71405029296875,148.31838989257812,146.84793090820312,20.604339599609375,19.133880615234375,1.470458984375
134,amp180_freq26,180,26,Group 0-31,29,209.41490173339844,217.83392333984375,199.92459106445312,8.419021606445312,-9.490310668945312,17.909332275390625
135,amp180_freq5,180,5,Group 96-127,32,80.17972564697266,111.53881072998047,119.86431884765625,31.359085083007812,39.684593200683594,-8.325508117675781
135,amp180_freq5,180,5,Group 64-95,30,110.3136215209961,145.46876525878906,152.21278381347656,35.15514373779297,41.89916229248047,-6.7440185546875
135,amp180_freq5,180,5,Group 32-63,28,109.06988525390625,154.14065551757812,148.73277282714844,45.070770263671875,39.66288757324219,5.4078826904296875
135,amp180_freq5,180,5,Group 0-31,29,165.26437377929688,204.48635864257812,229.4932861328125,39.22198486328125,64.22891235351562,-25.006927490234375
136,amp250_freq26,250,26,Group 96-127,32,113.67933654785156,100.07482147216797,98.03324890136719,-13.604515075683594,-15.646087646484375,2.0415725708007812
136,amp250_freq26,250,26,Group 64-95,30,155.79039001464844,144.63211059570312,149.94769287109375,-11.158279418945312,-5.8426971435546875,-5.315582275390625
136,amp250_freq26,250,26,Group 32-63,28,142.5819549560547,129.1354522705078,138.6310577392578,-13.446502685546875,-3.950897216796875,-9.49560546875
136,amp250_freq26,250,26,Group 0-31,29,257.5701904296875,183.4077911376953,202.3539581298828,-74.16239929199219,-55.21623229980469,-18.9461669921875
137,amp100_freq26,100,26,Group 96-127,32,96.1078109741211,97.74421691894531,78.94536590576172,1.6364059448242188,-17.162445068359375,18.798851013183594
137,amp100_freq26,100,26,Group 64-95,30,163.52008056640625,110.9219970703125,99.66564178466797,-52.59808349609375,-63.85443878173828,11.256355285644531
137,amp100_freq26,100,26,Group 32-63,28,148.15463256835938,100.90924835205078,104.0662841796875,-47.245384216308594,-44.088348388671875,-3.1570358276367188
137,amp100_freq26,100,26,Group 0-31,29,235.2094268798828,171.94219970703125,185.16781616210938,-63.26722717285156,-50.04161071777344,-13.225616455078125
138,amp180_freq5,180,5,Group 96-127,32,76.67780303955078,77.99510192871094,97.21989440917969,1.3172988891601562,20.542091369628906,-19.22479248046875
138,amp180_freq5,180,5,Group 64-95,30,100.08301544189453,106.15389251708984,119.93651580810547,6.0708770751953125,19.853500366210938,-13.782623291015625
138,amp180_freq5,180,5,Group 32-63,28,100.97377014160156,107.8992691040039,125.35664367675781,6.925498962402344,24.38287353515625,-17.457374572753906
138,amp180_freq5,180,5,Group 0-31,29,197.9146728515625,183.44308471679688,190.46505737304688,-14.471588134765625,-7.449615478515625,-7.02197265625
139,amp180_freq5,180,5,Group 96-127,32,98.96510314941406,97.94331359863281,103.9112777709961,-1.02178955078125,4.946174621582031,-5.967964172363281
139,amp180_freq5,180,5,Group 64-95,30,103.73619079589844,165.9964141845703,136.0111541748047,62.260223388671875,32.27496337890625,29.985260009765625
139,amp180_freq5,180,5,Group 32-63,28,134.15977478027344,141.85643005371094,151.3155517578125,7.6966552734375,17.155776977539062,-9.459121704101562
139,amp180_freq5,180,5,Group 0-31,29,196.0185089111328,214.3562469482422,204.80372619628906,18.337738037109375,8.78521728515625,9.552520751953125
140,amp100_freq26,100,26,Group 96-127,32,97.3040771484375,109.0989761352539,150.55499267578125,11.794898986816406,53.25091552734375,-41.456016540527344
140,amp100_freq26,100,26,Group 64-95,30,122.29205322265625,142.77662658691406,181.5726776123047,20.484573364257812,59.28062438964844,-38.796051025390625
140,amp100_freq26,100,26,Group 32-63,28,138.4320068359375,128.3685302734375,164.51231384277344,-10.0634765625,26.080307006835938,-36.14378356933594
140,amp100_freq26,100,26,Group 0-31,29,197.69052124023438,208.25323486328125,212.96865844726562,10.562713623046875,15.27813720703125,-4.715423583984375
141,amp250_freq26,250,26,Group 96-127,32,97.66905212402344,142.73155212402344,112.8498764038086,45.0625,15.180824279785156,29.881675720214844
141,amp250_freq26,250,26,Group 64-95,30,147.64480590820312,166.96176147460938,129.99049377441406,19.31695556640625,-17.654312133789062,36.97126770019531
141,amp250_freq26,250,26,Group 32-63,28,116.97547149658203,164.13662719726562,140.92161560058594,47.161155700683594,23.946144104003906,23.215011596679688
141,amp250_freq26,250,26,Group 0-31,29,191.21083068847656,243.12120056152344,228.1077117919922,51.910369873046875,36.896881103515625,15.01348876953125
142,amp250_freq26,250,26,Group 96-127,32,92.09957122802734,118.47796630859375,84.51288604736328,26.378395080566406,-7.5866851806640625,33.96508026123047
142,amp250_freq26,250,26,Group 64-95,30,119.479736328125,171.65982055664062,106.54934692382812,52.180084228515625,-12.930389404296875,65.1104736328125
142,amp250_freq26,250,26,Group 32-63,28,127.8696517944336,175.24771118164062,107.85110473632812,47.37805938720703,-20.01854705810547,67.3966064453125
142,amp250_freq26,250,26,Group 0-31,29,191.14163208007812,232.33985900878906,161.7831573486328,41.19822692871094,-29.358474731445312,70.55670166015625
143,amp180_freq26,180,26,Group 96-127,32,78.4299087524414,81.10874938964844,88.34468078613281,2.6788406372070312,9.914772033691406,-7.235931396484375
143,amp180_freq26,180,26,Group 64-95,30,103.83517456054688,105.03622436523438,110.70375061035156,1.2010498046875,6.8685760498046875,-5.6675262451171875
143,amp180_freq26,180,26,Group 32-63,28,102.78646087646484,100.10396575927734,113.87946319580078,-2.6824951171875,11.093002319335938,-13.775497436523438
143,amp180_freq26,180,26,Group 0-31,29,161.71202087402344,175.7845001220703,176.5726318359375,14.072479248046875,14.860610961914062,-0.7881317138671875
144,amp250_freq26,250,26,Group 96-127,32,90.61837768554688,87.04057312011719,98.445068359375,-3.5778045654296875,7.826690673828125,-11.404495239257812
144,amp250_freq26,250,26,Group 64-95,30,109.60124969482422,111.72503662109375,121.2973403930664,2.1237869262695312,11.696090698242188,-9.572303771972656
144,amp250_freq26,250,26,Group 32-63,28,129.1516876220703,115.19779205322266,129.59832763671875,-13.953895568847656,0.4466400146484375,-14.400535583496094
144,amp250_freq26,250,26,Group 0-31,29,196.2405548095703,180.6583251953125,170.41964721679688,-15.582229614257812,-25.820907592773438,10.238677978515625
145,amp180_freq5,180,5,Group 96-127,32,106.9198226928711,109.17411041259766,99.93851470947266,2.2542877197265625,-6.9813079833984375,9.235595703125
145,amp180_freq5,180,5,Group 64-95,30,145.82882690429688,136.27166748046875,138.86402893066406,-9.557159423828125,-6.9647979736328125,-2.5923614501953125
