trial_number,condition,amplitude,frequency,recording_start_time_s,movement
164,amp100_freq26,100,26,3764.780025,52.702008218775134
165,amp180_freq10,180,10,3770.780025,54.13173764621209
166,amp180_freq50,180,50,3776.780025,46.8140466033755
167,amp180_freq10,180,10,3782.780025,50.77822568210665
168,amp100_freq5,100,5,3788.780025,49.7290290452611
169,amp180_freq26,180,26,3794.780025,56.619514851537424
170,amp100_freq10,100,10,3800.780025,71.62235450948184
171,amp100_freq5,100,5,3806.780025,48.28208564785831
172,amp100_freq5,100,5,3812.780025,50.56808844427442
173,amp100_freq50,100,50,3818.780025,47.738087642614566
174,amp100_freq26,100,26,3824.780025,49.869087046815885
175,amp250_freq10,250,10,3830.780025,48.831921633012904
176,amp250_freq10,250,10,3836.780025,48.96914550656072
177,amp180_freq10,180,10,3842.780025,46.37455883456848
178,amp250_freq50,250,50,3848.780025,52.66068779508769
179,amp180_freq50,180,50,3854.780025,47.69471435830251
180,amp180_freq10,180,10,3860.780025,52.726441683729334
181,amp250_freq50,250,50,3866.780025,87.76622542122749
182,amp250_freq10,250,10,3872.780025,55.51081029096722
183,amp250_freq5,250,5,3878.780025,50.083513121418704
184,amp100_freq50,100,50,3884.780025,46.594269718382975
185,amp180_freq50,180,50,3890.780025,48.003622564160324
186,amp250_freq5,250,5,3896.780025,51.19411581983343
187,amp250_freq5,250,5,3902.780025,50.38081152269454
188,amp250_freq26,250,26,3908.780025,49.0856708622121
189,amp180_freq10,180,10,3914.780025,49.845258031217
190,amp180_freq10,180,10,3920.780025,52.2421199529278
191,amp180_freq10,180,10,3926.780025,88.68855544317226
192,amp180_freq50,180,50,3932.780025,58.1628805223001
193,amp250_freq26,250,26,3938.780025,52.850247458155934
194,amp100_freq5,100,5,3944.780025,50.627002398752786
195,amp250_freq5,250,5,3950.780025,55.41937262710495
196,amp250_freq5,250,5,3956.780025,51.87909542666089
197,amp250_freq10,250,10,3962.780025,115.71231950892324
198,amp180_freq26,180,26,3968.780025,80.39108000886266
199,amp180_freq10,180,10,3974.780025,57.09183529488059
200,amp250_freq5,250,5,3980.780025,55.001321601826014
201,amp100_freq50,100,50,3986.780025,49.343413539197684
202,amp180_freq50,180,50,3992.780025,47.23562489445081
203,amp250_freq50,250,50,3998.780025,53.94945338111288
204,amp180_freq50,180,50,4004.780025,54.32518914520608
205,amp180_freq26,180,26,4010.780025,53.07519321206757
206,amp250_freq50,250,50,4016.780025,65.43786497312826
207,amp100_freq10,100,10,4022.780025,61.386933085753306
208,amp100_freq50,100,50,4028.780025,106.55950711541263
209,amp180_freq5,180,5,4034.780025,51.015193848590506
210,amp100_freq5,100,5,4040.780025,52.5784202672249
211,amp100_freq5,100,5,4046.780025,93.38761695858608
212,amp250_freq50,250,50,4052.780025,88.2199345801597
213,amp180_freq5,180,5,4058.780025,48.596944855661775
214,amp180_freq5,180,5,4064.780025,51.59696856165951
215,amp250_freq5,250,5,4070.780025,54.14051794577725
216,amp180_freq10,180,10,4076.780025,50.51246455494365
217,amp180_freq10,180,10,4082.780025,61.17701415437373
218,amp180_freq50,180,50,4088.780025,74.66759811510417
219,amp100_freq26,100,26,4094.780025,54.20305218684116
220,amp180_freq5,180,5,4100.780025,130.41261005801846
221,amp180_freq5,180,5,4106.780025,57.33770937310135
222,amp100_freq5,100,5,4112.780025,56.75176620265227
223,amp180_freq10,180,10,4118.780025,53.1921571545561
224,amp100_freq50,100,50,4124.780025,51.07611667285457
225,amp100_freq26,100,26,4130.780025,49.402406826507224
226,amp100_freq26,100,26,4136.780025,51.444272201478675
227,amp180_freq50,180,50,4142.780025,65.22919409203664
228,amp100_freq10,100,10,4148.780025,53.08179451053762
229,amp180_freq50,180,50,4154.780025,50.30881463404841
230,amp250_freq50,250,50,4160.780025,97.26157308767016
231,amp250_freq50,250,50,4166.780025,48.0846472041841
232,amp180_freq26,180,26,4172.780025,50.68998508903897
233,amp100_freq26,100,26,4178.780025,50.64453788846382
234,amp250_freq26,250,26,4184.780025,43.546966906969
235,amp250_freq10,250,10,4190.780025,49.50704215082273
236,amp100_freq5,100,5,4196.780025,50.049496323780545
237,amp180_freq5,180,5,4202.780025,46.98125827958469
238,amp250_freq5,250,5,4208.780025,46.37029404965593
239,amp100_freq50,100,50,4214.780025,49.7005690604674
240,amp180_freq26,180,26,4220.780025,57.19331338164572
241,amp180_freq10,180,10,4226.780025,46.859069483549405
242,amp100_freq26,100,26,4232.780025,54.613653142191716
243,amp180_freq10,180,10,4238.780025,47.626806242287174
244,amp250_freq10,250,10,4244.780025,45.92826157168217
245,amp180_freq26,180,26,4250.780025,55.24927021840843
246,amp250_freq26,250,26,4256.780025,47.203045620566215
247,amp100_freq5,100,5,4262.780025,43.497142228286
248,amp180_freq26,180,26,4268.780025,47.935000916913594
249,amp180_freq26,180,26,4274.780025,144.70053139351646
250,amp250_freq50,250,50,4280.780025,98.37061648719593
251,amp250_freq50,250,50,4286.780025,49.77847297171154
252,amp250_freq10,250,10,4292.780025,48.63981955692394
253,amp180_freq26,180,26,4298.780025,55.7906654117874
254,amp180_freq50,180,50,4304.780025,52.35347094098263
255,amp250_freq5,250,5,4310.780025,100.5585420726185
256,amp180_freq5,180,5,4316.780025,48.32600825119278
257,amp100_freq26,100,26,4322.780025,52.45301381583148
258,amp250_freq5,250,5,4328.780025,45.72064544930106
259,amp250_freq10,250,10,4334.780025,52.566081664503606
260,amp180_freq50,180,50,4340.780025,44.11009629580704
261,amp100_freq10,100,10,4346.780025,54.197511458685035
262,amp180_freq50,180,50,4352.780025,67.64556182839414
263,amp180_freq10,180,10,4358.780025,50.96415645464413
264,amp250_freq5,250,5,4364.780025,56.65930245836704
265,amp100_freq50,100,50,4370.780025,52.60131164362655
266,amp180_freq10,180,10,4376.780025,52.849362206795156
267,amp100_freq10,100,10,4382.780025,50.15011269559471
268,amp250_freq10,250,10,4388.780025,49.42257887827872
269,amp250_freq10,250,10,4394.780025,50.34575267598923
270,amp100_freq10,100,10,4400.780025,44.00146939615195
271,amp250_freq50,250,50,4406.780025,53.358843772326026
272,amp100_freq10,100,10,4412.780025,49.28684540123835
273,amp180_freq50,180,50,4418.780025,60.46276006503935
274,amp180_freq10,180,10,4424.780025,47.857513314030726
275,amp250_freq10,250,10,4430.780025,53.091708599599535
276,amp250_freq50,250,50,4436.780025,82.63863612781361
277,amp100_freq26,100,26,4442.780025,48.10552295881619
278,amp100_freq10,100,10,4448.780025,49.49227718543418
279,amp100_freq5,100,5,4454.780025,47.546358868437665
280,amp180_freq50,180,50,4460.780025,50.22111272309735
281,amp100_freq10,100,10,4466.780025,48.917418826786566
282,amp100_freq50,100,50,4472.780025,51.34659447520644
283,amp100_freq26,100,26,4478.780025,49.56875040173412
284,amp250_freq5,250,5,4484.780025,47.69567370968916
285,amp180_freq10,180,10,4490.780025,56.55119940234469
286,amp180_freq10,180,10,4496.780025,53.28664047896324
287,amp250_freq50,250,50,4502.780025,55.81152874813532
288,amp180_freq10,180,10,4508.780025,51.97348342601452
289,amp100_freq50,100,50,4514.780025,51.95303035337433
290,amp180_freq5,180,5,4520.780025,51.97651627397673
291,amp250_freq10,250,10,4526.780025,46.41081219900721
292,amp180_freq10,180,10,4532.780025,50.30725079088897
293,amp180_freq10,180,10,4538.780025,46.08435745625285
294,amp250_freq26,250,26,4544.780025,62.33565174913131
295,amp180_freq50,180,50,4550.780025,93.65761921151373
296,amp100_freq10,100,10,4556.780025,44.051056671602886
297,amp180_freq26,180,26,4562.780025,50.2955030125711
298,amp250_freq5,250,5,4568.780025,51.120715310415896
299,amp250_freq26,250,26,4574.780025,50.674590639562076
300,amp100_freq5,100,5,4580.780025,65.07374900510851
301,amp250_freq26,250,26,4586.780025,47.6359301564571
302,amp100_freq10,100,10,4592.780025,52.456982291954176
303,amp250_freq5,250,5,4598.780025,47.336331512381285
304,amp100_freq26,100,26,4604.780025,53.752826485199435
305,amp100_freq5,100,5,4610.780025,51.01416887316125
306,amp180_freq10,180,10,4616.780025,53.65221852371488
307,amp180_freq50,180,50,4622.780025,53.100489980496334
308,amp100_freq50,100,50,4628.780025,48.623192832725294
309,amp180_freq10,180,10,4634.780025,119.25203012866656
310,amp100_freq50,100,50,4640.780025,47.66056964445725
311,amp100_freq10,100,10,4646.780025,51.84999073330137
312,amp180_freq5,180,5,4652.780025,49.681404357545816
313,amp250_freq50,250,50,4658.780025,59.84747447262687
314,amp250_freq10,250,10,4664.780025,48.29366417217081
315,amp100_freq5,100,5,4670.780025,52.35687993783386
316,amp180_freq5,180,5,4676.780025,47.124877370863636
317,amp250_freq26,250,26,4682.780025,48.750474846259905
318,amp180_freq5,180,5,4688.780025,48.471252204463404
319,amp100_freq5,100,5,4694.780025,45.51920980915746
320,amp180_freq50,180,50,4700.780025,48.079857059727146
321,amp180_freq5,180,5,4706.780025,50.969627901604525
322,amp100_freq50,100,50,4712.780025,51.34923663196407
323,amp180_freq50,180,50,4718.780025,44.98398459798229
324,amp250_freq26,250,26,4724.780025,120.50174499050095
325,amp180_freq5,180,5,4730.780025,45.34775207671736
326,amp180_freq50,180,50,4736.780025,93.06621554634222
327,amp250_freq50,250,50,4742.780025,53.40146115523325
328,amp250_freq26,250,26,4748.780025,48.97401750752938
329,amp180_freq26,180,26,4754.780025,53.134709921558674
330,amp180_freq26,180,26,4760.780025,51.412336974670346
331,amp100_freq26,100,26,4766.780025,53.53799898660917
332,amp180_freq5,180,5,4772.780025,50.46194111959513
333,amp100_freq26,100,26,4778.780025,50.200698011290946
334,amp250_freq10,250,10,4784.780025,49.284851200994915
335,amp250_freq26,250,26,4790.780025,48.20748399875651
336,amp250_freq5,250,5,4796.780025,51.1412551176066
337,amp100_freq10,100,10,4802.780025,51.991234645242564
338,amp180_freq50,180,50,4808.780025,48.23673403447385
339,amp250_freq5,250,5,4814.780025,49.0937084668179
340,amp250_freq26,250,26,4820.780025,46.89198341084235
341,amp250_freq5,250,5,4826.780025,104.67744321430656
342,amp250_freq50,250,50,4832.780025,46.17607705909664
343,amp100_freq50,100,50,4838.780025,53.235781878770496
344,amp180_freq26,180,26,4844.780025,45.65812116467355
345,amp100_freq50,100,50,4850.780025,49.4236496336199
346,amp100_freq10,100,10,4856.780025,56.65417577066147
347,amp250_freq5,250,5,4862.780025,50.122317700716835
348,amp250_freq10,250,10,4868.780025,48.442339394615715
349,amp250_freq10,250,10,4874.780025,47.64467410920415
350,amp100_freq5,100,5,4880.780025,46.03239737509061
351,amp100_freq5,100,5,4886.780025,48.01171462845213
352,amp180_freq10,180,10,4892.780025,49.68684150482864
353,amp180_freq10,180,10,4898.780025,109.2609337311018
354,amp100_freq10,100,10,4904.780025,53.70838705647723
355,amp100_freq10,100,10,4910.780025,48.49810707786781
356,amp180_freq26,180,26,4916.780025,48.170581127073696
357,amp250_freq10,250,10,4922.780025,92.08851567700874
358,amp180_freq10,180,10,4928.780025,45.82059804223505
359,amp180_freq5,180,5,4934.780025,47.53161402086337
360,amp100_freq26,100,26,4940.780025,49.535548586672846
361,amp250_freq5,250,5,4946.780025,50.72960789953639
362,amp100_freq50,100,50,4952.780025,49.701911721448575
363,amp180_freq50,180,50,4958.780025,50.421593297647384
364,amp100_freq50,100,50,4964.780025,50.92834549295869
365,amp100_freq5,100,5,4970.780025,47.07772215262079
366,amp100_freq5,100,5,4976.780025,45.1512456206256
367,amp100_freq10,100,10,4982.780025,54.663532685135856
368,amp100_freq10,100,10,4988.780025,49.87037560388761
369,amp250_freq10,250,10,4994.780025,47.80740168706542
370,amp250_freq10,250,10,5000.780025,47.870540238622155
371,amp100_freq50,100,50,5006.780025,49.28884275441681
372,amp250_freq10,250,10,5012.780025,44.546066628957114
373,amp180_freq26,180,26,5018.780025,79.50796664402314
374,amp250_freq26,250,26,5024.780025,51.361932495572795
375,amp100_freq10,100,10,5030.780025,53.1602041262207
376,amp100_freq5,100,5,5036.780025,46.38075013647957
377,amp100_freq5,100,5,5042.780025,51.525490583723474
378,amp250_freq50,250,50,5048.780025,50.84185208419683
379,amp180_freq10,180,10,5054.780025,47.58831258125736
380,amp100_freq10,100,10,5060.780025,46.31926141750619
381,amp250_freq26,250,26,5066.780025,89.74264502226072
382,amp180_freq26,180,26,5072.780025,46.043747261574275
383,amp100_freq5,100,5,5078.780025,44.691108436835314
384,amp100_freq10,100,10,5084.780025,55.98627856866013
385,amp180_freq5,180,5,5090.780025,78.34661634505494
386,amp180_freq26,180,26,5096.780025,48.98766122115381
387,amp100_freq50,100,50,5102.780025,46.53322411084976
388,amp180_freq5,180,5,5108.780025,51.71090105186038
389,amp180_freq10,180,10,5114.780025,85.86154856913384
390,amp180_freq10,180,10,5120.780025,50.925658713093355
391,amp100_freq26,100,26,5126.780025,51.43903337658865
392,amp250_freq50,250,50,5132.780025,52.67541612968558
393,amp180_freq5,180,5,5138.780025,46.29871001221119
394,amp250_freq5,250,5,5144.780025,49.557236732073264
395,amp250_freq50,250,50,5150.780025,101.93101380821108
396,amp250_freq26,250,26,5156.780025,47.40020861763922
397,amp100_freq50,100,50,5162.780025,48.451315128595326
398,amp250_freq10,250,10,5168.780025,46.13339826126903
399,amp180_freq50,180,50,5174.780025,50.23133140333197
400,amp180_freq10,180,10,5180.780025,46.2789821954715
401,amp100_freq5,100,5,5186.780025,49.015714439317804
402,amp250_freq26,250,26,5192.780025,46.149997124480045
403,amp250_freq26,250,26,5198.780025,50.217532527236514
404,amp250_freq5,250,5,5204.780025,49.16258445618445
405,amp180_freq5,180,5,5210.780025,48.03691308003593
406,amp180_freq26,180,26,5216.780025,69.11047148795055
407,amp100_freq10,100,10,5222.780025,47.238485792548374
408,amp100_freq26,100,26,5228.780025,47.887304604507
409,amp100_freq10,100,10,5234.780025,45.968959560739734
410,amp250_freq10,250,10,5240.780025,43.308052361284204
411,amp180_freq50,180,50,5246.780025,49.895434367280515
412,amp250_freq50,250,50,5252.780025,62.79171523786899
413,amp180_freq10,180,10,5258.780025,52.60551893246802
414,amp180_freq26,180,26,5264.780025,88.37630314407942
415,amp180_freq50,180,50,5270.780025,50.038175378336504
416,amp180_freq26,180,26,5276.780025,59.109809502728595
417,amp100_freq5,100,5,5282.780025,45.60074866380508
418,amp250_freq26,250,26,5288.780025,51.187585568596546
419,amp250_freq10,250,10,5294.780025,144.46468496526637
420,amp100_freq5,100,5,5300.780025,46.87806245919856
421,amp250_freq50,250,50,5306.780025,58.17031024914759
422,amp250_freq26,250,26,5312.780025,64.76932761206038
423,amp100_freq5,100,5,5318.780025,50.075444633861345
424,amp100_freq5,100,5,5324.780025,48.0719436648822
425,amp180_freq5,180,5,5330.780025,47.564234396102094
426,amp250_freq10,250,10,5336.780025,45.151253457976004
427,amp100_freq5,100,5,5342.780025,49.39469280251796
428,amp250_freq10,250,10,5348.780025,55.07701646170792
429,amp180_freq50,180,50,5354.780025,66.62473616889915
430,amp180_freq5,180,5,5360.780025,83.18340597872297
431,amp250_freq26,250,26,5366.780025,67.9423329916262
432,amp100_freq5,100,5,5372.780025,57.44199182400909
433,amp180_freq10,180,10,5378.780025,51.2271929181672
434,amp100_freq10,100,10,5384.780025,48.08226441486209
435,amp250_freq26,250,26,5390.780025,46.776429795432726
436,amp100_freq26,100,26,5396.780025,52.70906247893528
437,amp180_freq10,180,10,5402.780025,84.98686327964411
438,amp180_freq26,180,26,5408.780025,108.12686029344047
439,amp250_freq10,250,10,5414.780025,75.81882975280011
440,amp180_freq50,180,50,5420.780025,71.11914737245696
441,amp100_freq10,100,10,5426.780025,74.83280042066819
442,amp100_freq26,100,26,5432.780025,74.73501833642977
443,amp250_freq26,250,26,5438.780025,46.21545471433917
444,amp250_freq26,250,26,5444.780025,47.4143866044169
445,amp100_freq26,100,26,5450.780025,56.160190643266546
446,amp250_freq26,250,26,5456.780025,49.64701485025031
447,amp250_freq10,250,10,5462.780025,44.428534073545464
448,amp100_freq50,100,50,5468.780025,65.81939309965856
449,amp180_freq50,180,50,5474.780025,63.626313272321546
450,amp100_freq50,100,50,5480.780025,46.11210714361031
451,amp250_freq10,250,10,5486.780025,54.107118386422975
452,amp250_freq10,250,10,5492.780025,48.152930088816824
453,amp100_freq10,100,10,5498.780025,46.30332937116417
454,amp100_freq5,100,5,5504.780025,48.275454463104694
455,amp180_freq50,180,50,5510.780025,92.78256785651661
456,amp180_freq10,180,10,5516.780025,77.28854224518716
457,amp250_freq5,250,5,5522.780025,47.19918465548031
458,amp180_freq50,180,50,5528.780025,54.42477692079055
459,amp250_freq26,250,26,5534.780025,47.60462046688919
460,amp180_freq26,180,26,5540.780025,42.929302649644974
461,amp180_freq50,180,50,5546.780025,47.23145325409703
462,amp100_freq10,100,10,5552.780025,43.75106136186983
463,amp180_freq5,180,5,5558.780025,50.22380749943973
464,amp100_freq5,100,5,5564.780025,50.68495431498801
465,amp250_freq10,250,10,5570.780025,47.24893160991801
466,amp180_freq10,180,10,5576.780025,47.498559328470535
467,amp180_freq5,180,5,5582.780025,42.14438502997223
468,amp250_freq26,250,26,5588.780025,44.50743945001102
469,amp100_freq10,100,10,5594.780025,50.8197150927445
470,amp100_freq10,100,10,5600.780025,101.16513220435013
471,amp100_freq26,100,26,5606.780025,51.451073725327646
472,amp100_freq10,100,10,5612.780025,41.981581582537125
473,amp250_freq5,250,5,5618.780025,42.93464903890227
474,amp180_freq10,180,10,5624.780025,38.36278520399403
475,amp100_freq26,100,26,5630.780025,47.706655445910364
476,amp180_freq50,180,50,5636.780025,46.73721445267181
477,amp100_freq10,100,10,5642.780025,49.19939063256416
478,amp100_freq26,100,26,5648.780025,52.994068645252035
479,amp180_freq26,180,26,5654.780025,47.36807517429076
480,amp180_freq10,180,10,5660.780025,51.42118320507139
481,amp180_freq26,180,26,5666.780025,109.53662858813782
482,amp100_freq50,100,50,5672.780025,49.62528314043227
483,amp180_freq50,180,50,5678.780025,45.95363213824515
484,amp250_freq50,250,50,5684.780025,53.94131955063929
485,amp180_freq26,180,26,5690.780025,47.082922997062305
486,amp180_freq26,180,26,5696.780025,45.558875481415924
487,amp100_freq26,100,26,5702.780025,52.13584583248979
488,amp180_freq50,180,50,5708.780025,78.44117082902129
489,amp250_freq26,250,26,5714.780025,51.089235530151235
490,amp250_freq10,250,10,5720.780025,51.94273200895983
491,amp250_freq26,250,26,5726.780025,64.49380571005479
492,amp100_freq26,100,26,5732.780025,45.81391938139663
493,amp250_freq5,250,5,5738.780025,45.89697195547774
494,amp250_freq50,250,50,5744.780025,105.31445394125397
495,amp250_freq10,250,10,5750.780025,47.606552394356086
496,amp100_freq26,100,26,5756.780025,44.38844176387102
497,amp100_freq10,100,10,5762.780025,92.48188265891622
498,amp250_freq26,250,26,5768.780025,52.58876875533941
499,amp250_freq5,250,5,5774.780025,47.20406793728925
500,amp250_freq10,250,10,5780.780025,47.97573095672422
501,amp180_freq26,180,26,5786.780025,44.09275548855252
502,amp250_freq5,250,5,5792.780025,47.975697132409486
503,amp100_freq26,100,26,5798.780025,47.61682084933611
504,amp250_freq50,250,50,5804.780025,109.94929805095478
505,amp100_freq5,100,5,5810.780025,44.75774313444498
506,amp250_freq50,250,50,5816.780025,51.54701387965206
507,amp180_freq5,180,5,5822.780025,48.32895922060721
508,amp100_freq10,100,10,5828.780025,47.65763997492412
509,amp100_freq10,100,10,5834.780025,45.16391130566667
510,amp180_freq50,180,50,5840.780025,59.610403791141515
511,amp180_freq50,180,50,5846.780025,51.44867477582821
512,amp180_freq50,180,50,5852.780025,50.459902842483686
513,amp180_freq50,180,50,5858.780025,48.601371003205855
514,amp180_freq5,180,5,5864.780025,56.255094410282645
515,amp180_freq5,180,5,5870.780025,57.07513504499362
516,amp250_freq26,250,26,5876.780025,51.41818831103723
517,amp100_freq26,100,26,5882.780025,59.72246909932093
518,amp250_freq50,250,50,5888.780025,66.67246585676214
519,amp250_freq10,250,10,5894.780025,52.54982811396718
520,amp100_freq10,100,10,5900.780025,58.54898462443564
521,amp100_freq10,100,10,5906.780025,51.99410262251249
522,amp180_freq5,180,5,5912.780025,53.197066728706034
523,amp180_freq10,180,10,5918.780025,50.453141266734775
524,amp180_freq5,180,5,5924.780025,57.397883819111556
525,amp100_freq5,100,5,5930.780025,45.20364029417478
526,amp180_freq50,180,50,5936.780025,58.51970664248434
527,amp100_freq50,100,50,5942.780025,50.78071132652869
528,amp100_freq26,100,26,5948.780025,47.72898379208807
529,amp100_freq26,100,26,5954.780025,53.36780385970974
530,amp100_freq5,100,5,5960.780025,46.37541494851136
531,amp180_freq26,180,26,5966.780025,48.077593055542856
532,amp250_freq5,250,5,5972.780025,47.312386533231575
533,amp250_freq5,250,5,5978.780025,52.18135364909554
534,amp180_freq50,180,50,5984.780025,47.49075794266253
535,amp100_freq10,100,10,5990.780025,53.30877748763081
536,amp100_freq50,100,50,5996.780025,44.20024385799938
537,amp100_freq26,100,26,6002.780025,108.2442233057093
538,amp100_freq26,100,26,6008.780025,48.48086477059589
539,amp250_freq10,250,10,6014.780025,42.440951768149205
540,amp250_freq50,250,50,6020.780025,58.76761887447365
541,amp180_freq50,180,50,6026.780025,83.2750991793022
542,amp180_freq26,180,26,6032.780025,61.33540549289266
543,amp180_freq26,180,26,6038.780025,50.82309947875093
544,amp250_freq10,250,10,6044.780025,133.20825322798433
545,amp250_freq5,250,5,6050.780025,44.42012346345783
546,amp100_freq50,100,50,6056.780025,52.575443304381814
547,amp180_freq5,180,5,6062.780025,46.680618820119406
548,amp250_freq10,250,10,6068.780025,44.652219464517835
549,amp100_freq10,100,10,6074.780025,47.650203085665396
550,amp180_freq5,180,5,6080.780025,46.325587047236745
551,amp100_freq10,100,10,6086.780025,45.24842604125707
552,amp180_freq50,180,50,6092.780025,45.8040230489231
553,amp180_freq50,180,50,6098.780025,47.48328443661353
554,amp180_freq5,180,5,6104.780025,102.957368921417
555,amp180_freq50,180,50,6110.780025,54.429340898296594
556,amp180_freq26,180,26,6116.780025,49.907671636549615
557,amp250_freq10,250,10,6122.780025,44.79143824123221
558,amp250_freq26,250,26,6128.780025,44.19449131999654
559,amp180_freq10,180,10,6134.780025,46.43126850554048
560,amp250_freq10,250,10,6140.780025,48.095795037847004
561,amp180_freq26,180,26,6146.780025,50.09613982814044
562,amp180_freq5,180,5,6152.780025,47.50609769578695
563,amp250_freq10,250,10,6158.780025,45.14713523990006
564,amp180_freq10,180,10,6164.780025,53.35255880691929
565,amp100_freq50,100,50,6170.780025,49.03217744187822
566,amp250_freq10,250,10,6176.780025,46.9887541946386
567,amp250_freq5,250,5,6182.780025,42.12771127342908
568,amp180_freq10,180,10,6188.780025,55.68542274013331
569,amp180_freq26,180,26,6194.780025,88.40627383454
570,amp100_freq5,100,5,6200.780025,69.82109463982316
571,amp180_freq5,180,5,6206.780025,61.61126942753492
572,amp250_freq10,250,10,6212.780025,52.71865436646815
573,amp250_freq50,250,50,6218.780025,61.5876247884301
574,amp250_freq50,250,50,6224.780025,62.33559923315372
575,amp180_freq50,180,50,6230.780025,71.03402402000594
576,amp100_freq10,100,10,6236.780025,49.545193771266916
577,amp100_freq26,100,26,6242.780025,56.469539647857765
578,amp250_freq5,250,5,6248.780025,49.63907476174314
579,amp100_freq5,100,5,6254.780025,51.06410838671935
580,amp250_freq26,250,26,6260.780025,56.4307089634902
581,amp100_freq50,100,50,6266.780025,56.3265599354978
582,amp180_freq5,180,5,6272.780025,47.589107937369896
583,amp250_freq50,250,50,6278.780025,87.6684847229212
584,amp100_freq50,100,50,6284.780025,45.33812607745086
585,amp100_freq10,100,10,6290.780025,64.05919540990935
586,amp100_freq5,100,5,6296.780025,69.96946524159365
587,amp180_freq50,180,50,6302.780025,47.238599049427464
588,amp100_freq26,100,26,6308.780025,43.32755935607707
589,amp250_freq5,250,5,6314.780025,99.509743287247
590,amp100_freq10,100,10,6320.780025,77.5312170935114
591,amp100_freq26,100,26,6326.780025,51.6935305493901
592,amp100_freq50,100,50,6332.780025,49.48652123040589
593,amp180_freq10,180,10,6338.780025,148.89407717826595
594,amp180_freq10,180,10,6344.780025,56.1102518982946
595,amp180_freq5,180,5,6350.780025,44.34733741824314
596,amp250_freq10,250,10,6356.780025,45.544525374485005
597,amp250_freq26,250,26,6362.780025,44.462446271478804
598,amp180_freq50,180,50,6368.780025,45.09867123963196
599,amp250_freq26,250,26,6374.780025,45.131348633757945
600,amp180_freq5,180,5,6380.780025,45.15603285316293
601,amp250_freq26,250,26,6386.780025,46.546846890282076
602,amp250_freq50,250,50,6392.780025,77.90817360484753
603,amp100_freq10,100,10,6398.780025,49.342013087154264
604,amp250_freq10,250,10,6404.780025,46.46910915476178
605,amp250_freq10,250,10,6410.780025,49.17999909156133
606,amp180_freq50,180,50,6416.780025,54.40729998464385
607,amp100_freq5,100,5,6422.780025,51.3308899328598
608,amp250_freq50,250,50,6428.780025,52.88579212863006
609,amp100_freq5,100,5,6434.780025,43.249884974958526
610,amp180_freq26,180,26,6440.780025,43.18256665744071
611,amp100_freq5,100,5,6446.780025,43.47609495246476
612,amp250_freq10,250,10,6452.780025,113.00559032313247
613,amp180_freq50,180,50,6458.780025,55.58156633106051
614,amp180_freq26,180,26,6464.780025,46.22263508911022
615,amp180_freq26,180,26,6470.780025,45.78081847530839
616,amp180_freq26,180,26,6476.780025,148.04439878845676
617,amp250_freq10,250,10,6482.780025,53.46937157438192
618,amp180_freq50,180,50,6488.780025,83.97835944221382
619,amp180_freq10,180,10,6494.780025,49.55450132130321
620,amp250_freq26,250,26,6500.780025,52.613995039186065
621,amp180_freq10,180,10,6506.780025,52.20249509288039
622,amp100_freq26,100,26,6512.780025,51.19180422935119
623,amp250_freq5,250,5,6518.780025,45.05949682239388
624,amp100_freq50,100,50,6524.780025,45.22875191150825
625,amp100_freq50,100,50,6530.780025,50.69473616634487
626,amp250_freq50,250,50,6536.780025,71.52567570595897
627,amp100_freq5,100,5,6542.780025,54.30375221978998
628,amp180_freq5,180,5,6548.780025,53.95227252100655
629,amp250_freq5,250,5,6554.780025,48.81786413091983
630,amp180_freq50,180,50,6560.780025,58.000756587368684
631,amp100_freq50,100,50,6566.780025,62.329455430632905
632,amp100_freq10,100,10,6572.780025,49.78776057073253
633,amp250_freq26,250,26,6578.780025,55.675469861579934
634,amp180_freq26,180,26,6584.780025,46.58190086784496
635,amp180_freq10,180,10,6590.780025,53.02792975135688
636,amp100_freq50,100,50,6596.780025,47.68306386381549
637,amp250_freq10,250,10,6602.780025,60.100063484159925
638,amp100_freq50,100,50,6608.780025,51.722384060649695
639,amp180_freq26,180,26,6614.780025,59.33587410270999
640,amp100_freq5,100,5,6620.780025,62.277253671755695
641,amp250_freq50,250,50,6626.780025,139.49075931368327
642,amp100_freq5,100,5,6632.780025,65.78103176076274
643,amp250_freq5,250,5,6638.780025,55.863475196239435
644,amp180_freq50,180,50,6644.780025,52.44902452035271
645,amp250_freq50,250,50,6650.780025,168.35189860164743
646,amp100_freq10,100,10,6656.780025,100.29802896519324
647,amp180_freq50,180,50,6662.780025,48.426605090067376
648,amp100_freq26,100,26,6668.780025,48.54884452992577
649,amp100_freq26,100,26,6674.780025,50.835746345399855
650,amp180_freq50,180,50,6680.780025,51.2559829645451
651,amp180_freq26,180,26,6686.780025,44.458391654145004
652,amp100_freq50,100,50,6692.780025,51.590553894082504
653,amp250_freq10,250,10,6698.780025,45.31798631840896
654,amp100_freq50,100,50,6704.780025,49.91568687931367
655,amp180_freq5,180,5,6710.780025,46.0782827685682
656,amp250_freq10,250,10,6716.780025,45.79558368431205
657,amp180_freq26,180,26,6722.780025,45.254185868383914
658,amp100_freq26,100,26,6728.780025,49.1775407263929
659,amp250_freq10,250,10,6734.780025,46.47942957769137
660,amp250_freq5,250,5,6740.780025,44.661993373725714
661,amp100_freq10,100,10,6746.780025,50.064383801727274
662,amp100_freq50,100,50,6752.780025,68.97765864967417
