trial_number,condition,amplitude,frequency,recording_start_time_s,movement
663,amp250_freq5,250,5,6758.780025,47.515754167072714
664,amp250_freq10,250,10,6764.780025,49.553482117931786
665,amp250_freq50,250,50,6770.780025,113.3442072803462
666,amp250_freq26,250,26,6776.780025,41.98151418176763
667,amp180_freq50,180,50,6782.780025,53.01821832383085
668,amp250_freq26,250,26,6788.780025,49.42257259463774
669,amp180_freq26,180,26,6794.780025,46.89659100182405
670,amp180_freq26,180,26,6800.780025,44.55956431304694
671,amp180_freq26,180,26,6806.780025,79.30561960061317
672,amp250_freq50,250,50,6812.780025,56.05141582107366
673,amp250_freq50,250,50,6818.780025,90.93293488512006
674,amp180_freq26,180,26,6824.780025,49.13544372693425
675,amp100_freq10,100,10,6830.780025,64.97836370187046
676,amp250_freq50,250,50,6836.780025,58.20935054924404
677,amp180_freq26,180,26,6842.780025,52.89167951934003
678,amp250_freq26,250,26,6848.780025,127.57436282804711
679,amp250_freq5,250,5,6854.780025,52.38898388719415
680,amp100_freq50,100,50,6860.780025,45.012722156331705
681,amp250_freq50,250,50,6866.780025,69.9573154350072
682,amp180_freq5,180,5,6872.780025,55.31396322677698
683,amp250_freq5,250,5,6878.780025,75.91009376891934
684,amp250_freq5,250,5,6884.780025,51.864774615242155
685,amp100_freq50,100,50,6890.780025,48.690628641175195
686,amp250_freq26,250,26,6896.780025,46.52141628326765
687,amp250_freq50,250,50,6902.780025,56.442463160923445
688,amp180_freq10,180,10,6908.780025,175.1514258689033
689,amp250_freq10,250,10,6914.780025,43.72944178720934
690,amp180_freq50,180,50,6920.780025,88.6706095866336
691,amp100_freq5,100,5,6926.780025,96.32841965827964
692,amp100_freq10,100,10,6932.780025,46.110446795870665
693,amp100_freq50,100,50,6938.780025,48.694189071308394
694,amp180_freq5,180,5,6944.780025,45.21485252280006
695,amp180_freq50,180,50,6950.780025,58.31582425448735
696,amp250_freq50,250,50,6956.780025,52.18137485123925
697,amp250_freq10,250,10,6962.780025,49.400216578687825
698,amp250_freq10,250,10,6968.780025,55.93228152273422
699,amp100_freq50,100,50,6974.780025,47.87654964016812
700,amp180_freq10,180,10,6980.780025,55.9105034531618
701,amp180_freq10,180,10,6986.780025,45.23553556933612
702,amp250_freq5,250,5,6992.780025,49.24534485937114
703,amp100_freq10,100,10,6998.780025,46.16344912443917
704,amp100_freq26,100,26,7004.780025,47.62467413608406
705,amp100_freq26,100,26,7010.780025,49.78795044569454
706,amp250_freq10,250,10,7016.780025,46.73282743854787
707,amp180_freq5,180,5,7022.780025,46.73390245490491
708,amp100_freq26,100,26,7028.780025,44.69824847333164
709,amp100_freq10,100,10,7034.780025,62.835846654708426
710,amp100_freq26,100,26,7040.780025,47.41775169932906
711,amp180_freq26,180,26,7046.780025,53.69501814362297
712,amp180_freq50,180,50,7052.780025,61.90944623905195
713,amp180_freq50,180,50,7058.780025,51.902468927300255
714,amp250_freq5,250,5,7064.780025,48.773714314789714
715,amp180_freq26,180,26,7070.780025,48.88757610577317
716,amp250_freq10,250,10,7076.780025,51.07895814257546
717,amp250_freq50,250,50,7082.780025,84.91846611627453
718,amp180_freq10,180,10,7088.780025,53.47884154241444
719,amp250_freq5,250,5,7094.780025,48.863593123462884
720,amp180_freq5,180,5,7100.780025,49.94452118538589
721,amp100_freq26,100,26,7106.780025,54.479306878462125
722,amp250_freq5,250,5,7112.780025,62.34286432077349
723,amp100_freq5,100,5,7118.780025,50.60700565895698
724,amp100_freq10,100,10,7124.780025,45.66424245074088
725,amp180_freq5,180,5,7130.780025,49.29465890651505
726,amp100_freq10,100,10,7136.780025,43.99437609904158
727,amp250_freq10,250,10,7142.780025,51.933384078027
728,amp180_freq26,180,26,7148.780025,51.081012598600815
729,amp250_freq10,250,10,7154.780025,44.72931266978408
730,amp180_freq26,180,26,7160.780025,111.94710624988834
731,amp250_freq26,250,26,7166.780025,45.655934615196635
732,amp250_freq5,250,5,7172.780025,46.590370002932545
733,amp100_freq50,100,50,7178.780025,48.13788562738712
734,amp250_freq26,250,26,7184.780025,44.09270699083103
735,amp180_freq26,180,26,7190.780025,86.61773322805097
736,amp100_freq10,100,10,7196.780025,48.242949303550745
737,amp100_freq26,100,26,7202.780025,50.47972901606702
738,amp100_freq26,100,26,7208.780025,53.03000326649824
739,amp180_freq5,180,5,7214.780025,48.379350913214296
740,amp180_freq26,180,26,7220.780025,51.32095434284676
741,amp100_freq5,100,5,7226.780025,41.811411197477156
742,amp250_freq50,250,50,7232.780025,58.96677282651091
743,amp180_freq50,180,50,7238.780025,50.09198191914978
744,amp180_freq5,180,5,7244.780025,47.90629444909095
745,amp100_freq5,100,5,7250.780025,51.81423390376585
746,amp100_freq5,100,5,7256.780025,69.18630876721319
747,amp180_freq5,180,5,7262.780025,48.60826387743021
748,amp100_freq26,100,26,7268.780025,50.72205225934351
749,amp250_freq26,250,26,7274.780025,48.35972669581932
750,amp100_freq10,100,10,7280.780025,47.70639054405058
751,amp250_freq50,250,50,7286.780025,55.99407114072527
752,amp250_freq50,250,50,7292.780025,53.87061101630581
753,amp180_freq26,180,26,7298.780025,50.41212007417096
754,amp180_freq26,180,26,7304.780025,49.37123434175851
755,amp180_freq50,180,50,7310.780025,49.31078935468278
756,amp180_freq5,180,5,7316.780025,45.117992571599004
757,amp180_freq50,180,50,7322.780025,46.987611056640496
758,amp250_freq5,250,5,7328.780025,55.71358467758148
759,amp250_freq50,250,50,7334.780025,57.76046677176151
760,amp180_freq10,180,10,7340.780025,43.877842060855635
761,amp180_freq50,180,50,7346.780025,60.96265322410734
762,amp100_freq26,100,26,7352.780025,47.07317480967692
763,amp100_freq50,100,50,7358.780025,55.34547722213576
764,amp250_freq5,250,5,7364.780025,54.49738363089269
765,amp250_freq26,250,26,7370.780025,51.10983310674408
766,amp100_freq10,100,10,7376.780025,50.05575432413182
767,amp250_freq26,250,26,7382.780025,50.9632198012022
768,amp250_freq26,250,26,7388.780025,47.55154169041614
769,amp100_freq5,100,5,7394.780025,55.77067754044199
770,amp250_freq5,250,5,7400.780025,106.77474955476282
771,amp100_freq5,100,5,7406.780025,98.35616918757431
772,amp180_freq26,180,26,7412.780025,50.36584795039009
773,amp180_freq10,180,10,7418.780025,49.09969699620964
774,amp180_freq10,180,10,7424.780025,51.91154750893694
775,amp100_freq5,100,5,7430.780025,49.72658203378407
776,amp250_freq26,250,26,7436.780025,53.22224417199786
777,amp250_freq5,250,5,7442.780025,54.51965810939534
778,amp180_freq26,180,26,7448.780025,50.52066034201002
779,amp250_freq50,250,50,7454.780025,70.27434856898654
780,amp250_freq5,250,5,7460.780025,48.88070257757831
781,amp100_freq5,100,5,7466.780025,50.056538976839576
782,amp180_freq26,180,26,7472.780025,48.079864334969926
783,amp100_freq5,100,5,7478.780025,47.53789656526202
784,amp100_freq50,100,50,7484.780025,49.31443170646622
785,amp250_freq10,250,10,7490.780025,50.39906510575575
786,amp180_freq26,180,26,7496.780025,51.28799887933281
787,amp100_freq50,100,50,7502.780025,50.38597152777749
788,amp100_freq26,100,26,7508.780025,48.04729612570127
789,amp250_freq5,250,5,7514.780025,47.8662299216979
790,amp180_freq26,180,26,7520.780025,44.330467746686345
791,amp180_freq5,180,5,7526.780025,48.096037494880164
792,amp100_freq10,100,10,7532.780025,46.98890822305313
793,amp180_freq26,180,26,7538.780025,76.78682083127579
794,amp250_freq50,250,50,7544.780025,51.06533214210049
795,amp180_freq5,180,5,7550.780025,48.00792799936143
796,amp250_freq26,250,26,7556.780025,49.23776169614322
797,amp180_freq50,180,50,7562.780025,63.17543306669408
798,amp180_freq50,180,50,7568.780025,54.87647774191924
799,amp250_freq5,250,5,7574.780025,49.13695494755842
800,amp100_freq5,100,5,7580.780025,51.413511260206874
801,amp180_freq50,180,50,7586.780025,47.84499064477851
802,amp180_freq26,180,26,7592.780025,50.00476545995679
803,amp180_freq10,180,10,7598.780025,47.42576794444748
804,amp250_freq5,250,5,7604.780025,44.68208715699718
805,amp180_freq10,180,10,7610.780025,44.42536082013765
806,amp100_freq50,100,50,7616.780025,110.0575665968422
807,amp180_freq10,180,10,7622.780025,50.124209731306365
808,amp250_freq10,250,10,7628.780025,54.15048355434797
809,amp100_freq26,100,26,7634.780025,49.83240049646301
810,amp100_freq50,100,50,7640.780025,46.07024102179408
811,amp180_freq50,180,50,7646.780025,137.3752102171489
812,amp180_freq26,180,26,7652.780025,51.98045709160571
813,amp180_freq5,180,5,7658.780025,54.7799748146473
814,amp180_freq10,180,10,7664.780025,50.65462325662552
815,amp250_freq5,250,5,7670.780025,53.175720198926086
816,amp100_freq50,100,50,7676.780025,47.11688778190739
817,amp100_freq5,100,5,7682.780025,48.87812396531522
818,amp180_freq50,180,50,7688.780025,71.21940251608964
819,amp180_freq26,180,26,7694.780025,52.54438185029394
820,amp180_freq5,180,5,7700.780025,48.870188422847384
821,amp180_freq50,180,50,7706.780025,53.729033366263195
822,amp180_freq50,180,50,7712.780025,51.87002175564176
823,amp180_freq50,180,50,7718.780025,50.75276667057593
824,amp250_freq5,250,5,7724.780025,49.959472776808624
825,amp180_freq50,180,50,7730.780025,109.82592421395105
826,amp250_freq10,250,10,7736.780025,93.10989021769777
827,amp250_freq26,250,26,7742.780025,50.76240801482143
828,amp250_freq50,250,50,7748.780025,99.70671284621821
829,amp100_freq26,100,26,7754.780025,53.04923178838506
830,amp180_freq5,180,5,7760.780025,45.626965116535075
831,amp250_freq26,250,26,7766.780025,46.661886354332616
832,amp250_freq26,250,26,7772.780025,75.77493110037811
833,amp180_freq50,180,50,7778.780025,98.74315953670713
834,amp100_freq10,100,10,7784.780025,42.006639828706916
835,amp250_freq50,250,50,7790.780025,58.00561809082712
836,amp250_freq26,250,26,7796.780025,50.53091775348161
837,amp100_freq5,100,5,7802.780025,49.93138046275171
838,amp180_freq10,180,10,7808.780025,51.666656730294946
839,amp180_freq10,180,10,7814.780025,50.51839742671457
840,amp180_freq50,180,50,7820.780025,69.09916858196901
841,amp100_freq5,100,5,7826.780025,55.37105684826107
842,amp180_freq50,180,50,7832.780025,56.851301552730376
843,amp100_freq10,100,10,7838.780025,49.62312085502402
844,amp180_freq5,180,5,7844.780025,52.7425212499126
845,amp100_freq50,100,50,7850.780025,48.54204604922195
846,amp100_freq10,100,10,7856.780025,89.22211053497246
847,amp250_freq26,250,26,7862.780025,119.24393171013804
848,amp180_freq50,180,50,7868.780025,83.84894810403499
849,amp100_freq50,100,50,7874.780025,62.07374174082838
850,amp250_freq10,250,10,7880.780025,42.47345095452298
851,amp180_freq5,180,5,7886.780025,43.205834917604555
852,amp100_freq50,100,50,7892.780025,82.76099736723025
853,amp180_freq10,180,10,7898.780025,60.615127225340444
854,amp250_freq5,250,5,7904.780025,52.47357591191107
855,amp180_freq50,180,50,7910.780025,52.83653101764478
856,amp100_freq50,100,50,7916.780025,51.87785404324087
857,amp100_freq10,100,10,7922.780025,47.610397725901365
858,amp100_freq5,100,5,7928.780025,47.29337268398971
859,amp100_freq5,100,5,7934.780025,49.88931747681223
860,amp250_freq10,250,10,7940.780025,49.41556366996699
861,amp100_freq10,100,10,7946.780025,88.21078860587342
862,amp180_freq26,180,26,7952.780025,59.104226123439425
863,amp100_freq50,100,50,7958.780025,51.43185230312832
864,amp100_freq10,100,10,7964.780025,50.177214240897904
865,amp180_freq5,180,5,7970.780025,76.79047375834233
866,amp250_freq10,250,10,7976.780025,51.61210488872314
867,amp100_freq50,100,50,7982.780025,53.196939240903525
868,amp250_freq26,250,26,7988.780025,50.17354478278801
869,amp180_freq5,180,5,7994.780025,64.66089528787666
870,amp250_freq5,250,5,8000.780025,48.00199722922851
871,amp100_freq10,100,10,8006.780025,49.542926341300905
872,amp100_freq26,100,26,8012.780025,52.34851135464896
873,amp100_freq10,100,10,8018.780025,46.529048330632584
874,amp180_freq10,180,10,8024.780025,47.882029991609336
875,amp180_freq26,180,26,8030.780025,52.97763108987389
876,amp250_freq10,250,10,8036.780025,54.95289191586678
877,amp250_freq10,250,10,8042.780025,118.02672833984462
878,amp180_freq10,180,10,8048.780025,50.07391986769743
879,amp250_freq10,250,10,8054.780025,43.079114852432106
880,amp180_freq50,180,50,8060.780025,94.5579400894898
881,amp180_freq26,180,26,8066.780025,136.68046986912924
882,amp250_freq50,250,50,8072.780025,102.78305742634863
883,amp250_freq26,250,26,8078.780025,57.58900867733322
884,amp250_freq50,250,50,8084.780025,66.86695868570442
885,amp100_freq26,100,26,8090.780025,62.845663180992325
886,amp100_freq50,100,50,8096.780025,68.06076831547071
887,amp100_freq5,100,5,8102.780025,54.26201412496406
888,amp250_freq50,250,50,8108.780025,86.75818870003711
889,amp250_freq5,250,5,8114.780025,93.04897496411516
890,amp250_freq50,250,50,8120.780025,50.83388874518164
891,amp100_freq5,100,5,8126.780025,57.287812972713915
892,amp180_freq5,180,5,8132.780025,48.89515746403311
893,amp100_freq10,100,10,8138.780025,48.0042796898653
894,amp250_freq10,250,10,8144.780025,48.590803342903705
895,amp100_freq50,100,50,8150.780025,50.986080799220254
896,amp180_freq26,180,26,8156.780025,49.19106994248604
897,amp100_freq50,100,50,8162.780025,51.13603237589974
898,amp250_freq5,250,5,8168.780025,88.31814772734872
899,amp250_freq26,250,26,8174.780025,54.438499193293204
900,amp100_freq26,100,26,8180.780025,66.18843994889141
901,amp250_freq5,250,5,8186.780025,118.12914391269405
902,amp100_freq10,100,10,8192.780025,44.81056236413387
903,amp100_freq26,100,26,8198.780025,150.48865371431646
904,amp180_freq50,180,50,8204.780025,55.90773366327149
905,amp100_freq26,100,26,8210.780025,51.7237831661274
906,amp180_freq10,180,10,8216.780025,52.91790989347381
907,amp100_freq26,100,26,8222.780025,62.06423946612611
908,amp180_freq26,180,26,8228.780025,149.8946543968823
909,amp250_freq10,250,10,8234.780025,51.737585295798745
910,amp100_freq50,100,50,8240.780025,51.50678842390222
911,amp100_freq10,100,10,8246.780025,55.44912494790493
912,amp100_freq26,100,26,8252.780025,46.97213062026673
913,amp180_freq26,180,26,8258.780025,51.315360623455675
914,amp100_freq26,100,26,8264.780025,47.02508367836601
915,amp180_freq50,180,50,8270.780025,51.31965444763606
916,amp250_freq50,250,50,8276.780025,51.79397410007329
917,amp100_freq50,100,50,8282.780025,53.12004766835972
918,amp180_freq26,180,26,8288.780025,51.219401102997104
919,amp100_freq26,100,26,8294.780025,55.08534740380087
920,amp180_freq50,180,50,8300.780025,60.28453104060819
921,amp100_freq10,100,10,8306.780025,51.68616205854331
922,amp180_freq26,180,26,8312.780025,51.431001591542575
923,amp180_freq26,180,26,8318.780025,51.80491211452772
924,amp100_freq5,100,5,8324.780025,50.51778534704394
925,amp180_freq5,180,5,8330.780025,49.96561729132718
926,amp250_freq10,250,10,8336.780025,52.92701112818214
927,amp250_freq5,250,5,8342.780025,48.43978735550199
928,amp250_freq50,250,50,8348.780025,83.27852507920649
929,amp180_freq26,180,26,8354.780025,53.92831815258658
930,amp100_freq26,100,26,8360.780025,53.22365216062465
931,amp250_freq26,250,26,8366.780025,48.021837461504965
932,amp250_freq10,250,10,8372.780025,53.13982327575797
933,amp250_freq5,250,5,8378.780025,80.62691929211758
934,amp250_freq10,250,10,8384.780025,66.21832457475041
935,amp250_freq26,250,26,8390.780025,51.091288537458325
936,amp100_freq50,100,50,8396.780025,47.325282967907604
937,amp100_freq50,100,50,8402.780025,60.08988297195563
938,amp100_freq50,100,50,8408.780025,54.852435939681875
939,amp100_freq10,100,10,8414.780025,50.096052548659515
940,amp100_freq50,100,50,8420.780025,51.20444850682921
941,amp180_freq10,180,10,8426.780025,67.17304767565055
942,amp180_freq50,180,50,8432.780025,54.10511122392913
943,amp180_freq50,180,50,8438.780025,53.36208473812039
944,amp100_freq50,100,50,8444.780025,51.532544834042476
945,amp250_freq5,250,5,8450.780025,45.971063305656806
946,amp250_freq5,250,5,8456.780025,51.59769955818942
947,amp180_freq10,180,10,8462.780025,47.304621850324345
948,amp180_freq50,180,50,8468.780025,50.14677717184264
949,amp100_freq26,100,26,8474.780025,49.526826516457355
950,amp250_freq10,250,10,8480.780025,48.54375369603336
951,amp250_freq50,250,50,8486.780025,73.12593176769352
952,amp250_freq5,250,5,8492.780025,55.61785849476719
953,amp250_freq5,250,5,8498.780025,49.019961602970056
954,amp100_freq10,100,10,8504.780025,48.714246036102566
955,amp180_freq5,180,5,8510.780025,52.173836926399424
956,amp180_freq26,180,26,8516.780025,49.9853093677895
957,amp100_freq5,100,5,8522.780025,54.09092156950713
958,amp100_freq50,100,50,8528.780025,124.47769066806573
959,amp250_freq10,250,10,8534.780025,73.96751434395556
960,amp250_freq26,250,26,8540.780025,46.69467038543446
961,amp180_freq10,180,10,8546.780025,52.9728802072402
962,amp100_freq5,100,5,8552.780025,50.56910438135859
963,amp100_freq50,100,50,8558.780025,46.004837007148964
964,amp180_freq26,180,26,8564.780025,49.79582840176428
965,amp180_freq5,180,5,8570.780025,46.946188120034904
966,amp250_freq26,250,26,8576.780025,49.320407226064376
967,amp100_freq26,100,26,8582.780025,47.305481134314896
968,amp180_freq26,180,26,8588.780025,54.02243876429852
969,amp180_freq26,180,26,8594.780025,47.96803972323555
970,amp100_freq26,100,26,8600.780025,55.772019441899786
971,amp100_freq5,100,5,8606.780025,52.307002598975615
972,amp180_freq26,180,26,8612.780025,51.331593449066126
973,amp250_freq10,250,10,8618.780025,52.1694036949164
974,amp180_freq5,180,5,8624.780025,48.323427899577034
975,amp180_freq50,180,50,8630.780025,60.452094776187764
976,amp100_freq5,100,5,8636.780025,46.74648517706371
977,amp180_freq50,180,50,8642.780025,56.642932670063125
978,amp180_freq10,180,10,8648.780025,45.54280003745908
979,amp100_freq10,100,10,8654.780025,52.78834120482935
980,amp180_freq26,180,26,8660.780025,51.539830345457425
981,amp100_freq10,100,10,8666.780025,51.411547360481514
982,amp100_freq50,100,50,8672.780025,51.752442640964894
983,amp250_freq26,250,26,8678.780025,56.730131510033175
984,amp100_freq26,100,26,8684.780025,48.402078012377814
985,amp250_freq5,250,5,8690.780025,81.8129854481133
986,amp250_freq50,250,50,8696.780025,56.57077604850494
987,amp180_freq10,180,10,8702.780025,56.03090360491967
988,amp180_freq10,180,10,8708.780025,51.208687844285585
989,amp180_freq5,180,5,8714.780025,49.25045652152255
990,amp250_freq50,250,50,8720.780025,60.49153547054908
991,amp250_freq26,250,26,8726.780025,51.65880547529065
992,amp250_freq26,250,26,8732.780025,53.39495436441271
993,amp180_freq26,180,26,8738.780025,60.932417844512514
994,amp100_freq26,100,26,8744.780025,81.91064740878618
995,amp100_freq26,100,26,8750.780025,54.32265271444432
996,amp100_freq5,100,5,8756.780025,58.05866121871175
997,amp180_freq5,180,5,8762.780025,144.69167057637904
998,amp250_freq10,250,10,8768.780025,57.37805972358364
999,amp180_freq5,180,5,8774.780025,77.80592108953249
1000,amp100_freq10,100,10,8780.780025,94.17142224212787
1001,amp250_freq10,250,10,8786.780025,100.83321635400635
1002,amp100_freq5,100,5,8792.780025,103.03278778296904
1003,amp250_freq26,250,26,8798.780025,58.47146212462877
1004,amp100_freq26,100,26,8804.780025,55.94310931339485
1005,amp180_freq26,180,26,8810.780025,111.4156398095888
1006,amp250_freq10,250,10,8816.780025,74.79785571526801
1007,amp100_freq50,100,50,8822.780025,82.03907582612055
1008,amp100_freq26,100,26,8828.780025,69.07107488638246
1009,amp250_freq26,250,26,8834.780025,57.568451412587734
1010,amp100_freq50,100,50,8840.780025,50.58850646363406
1011,amp100_freq26,100,26,8846.780025,67.12391797816792
1012,amp100_freq50,100,50,8852.780025,66.40218116844365
1013,amp180_freq10,180,10,8858.780025,56.877387972436544
1014,amp250_freq5,250,5,8864.780025,62.6146164709863
1015,amp250_freq10,250,10,8870.780025,58.821200478326375
1016,amp180_freq10,180,10,8876.780025,117.18013402138557
1017,amp180_freq5,180,5,8882.780025,253.92816502351323
1018,amp100_freq5,100,5,8888.780025,72.67360213834814
1019,amp100_freq5,100,5,8894.780025,54.96757490837823
1020,amp100_freq10,100,10,8900.780025,133.82728307999653
1021,amp180_freq5,180,5,8906.780025,61.43043889337356
1022,amp250_freq5,250,5,8912.780025,49.12385517208038
1023,amp180_freq26,180,26,8918.780025,92.52037055693424
1024,amp250_freq26,250,26,8924.780025,49.67236419528677
1025,amp250_freq10,250,10,8930.780025,58.382042948858555
1026,amp180_freq50,180,50,8936.780025,74.21155713702686
1027,amp180_freq5,180,5,8942.780025,52.54359754474602
1028,amp250_freq5,250,5,8948.780025,52.111397073457155
1029,amp180_freq5,180,5,8954.780025,85.58201432860423
1030,amp250_freq26,250,26,8960.780025,55.19317584530742
1031,amp250_freq26,250,26,8966.780025,55.30737802372401
1032,amp180_freq5,180,5,8972.780025,53.21665157112697
1033,amp100_freq5,100,5,8978.780025,48.6966348458233
1034,amp180_freq50,180,50,8984.780025,114.41383848572696
1035,amp100_freq10,100,10,8990.780025,81.28307868039923
1036,amp180_freq26,180,26,8996.780025,51.611734867229806
1037,amp180_freq5,180,5,9002.780025,50.50849614895899
1038,amp100_freq10,100,10,9008.780025,48.844622525617886
1039,amp100_freq5,100,5,9014.780025,52.32421566165174
1040,amp100_freq5,100,5,9020.780025,61.45657576903491
1041,amp100_freq26,100,26,9026.780025,56.66922730278085
1042,amp180_freq50,180,50,9032.780025,97.16007430655804
1043,amp100_freq10,100,10,9038.780025,56.24145778098808
1044,amp100_freq10,100,10,9044.780025,71.65209302384436
1045,amp180_freq10,180,10,9050.780025,54.57190810690708
1046,amp100_freq10,100,10,9056.780025,49.12646575752981
1047,amp250_freq26,250,26,9062.780025,56.310522077255925
1048,amp100_freq50,100,50,9068.780025,49.68620821275149
1049,amp180_freq5,180,5,9074.780025,54.99519244645052
1050,amp100_freq50,100,50,9080.780025,75.9507549480004
1051,amp180_freq50,180,50,9086.780025,219.21577934268217
1052,amp250_freq26,250,26,9092.780025,51.674456773157154
1053,amp180_freq26,180,26,9098.780025,61.74894494247135
1054,amp100_freq10,100,10,9104.780025,156.63843104052896
1055,amp100_freq26,100,26,9110.780025,52.628173863013494
1056,amp180_freq10,180,10,9116.780025,58.75175022220219
1057,amp100_freq50,100,50,9122.780025,107.14043464571557
1058,amp180_freq5,180,5,9128.780025,52.898744999519096
1059,amp180_freq10,180,10,9134.780025,53.326838439213894
1060,amp180_freq5,180,5,9140.780025,59.44151569145561
1061,amp250_freq50,250,50,9146.780025,89.82526273582488
1062,amp100_freq50,100,50,9152.780025,101.904355032259
1063,amp180_freq5,180,5,9158.780025,55.297002791053195
1064,amp250_freq5,250,5,9164.780025,61.58968142541803
1065,amp180_freq50,180,50,9170.780025,75.14820655111775
1066,amp100_freq26,100,26,9176.780025,58.3331025470369
1067,amp100_freq50,100,50,9182.780025,55.58392977133536
1068,amp250_freq50,250,50,9188.780025,90.70135854860482
1069,amp180_freq26,180,26,9194.780025,121.24703161721968
1070,amp180_freq26,180,26,9200.780025,57.93074645283387
1071,amp100_freq10,100,10,9206.780025,53.01648434736123
1072,amp180_freq50,180,50,9212.780025,112.94997745684708
1073,amp180_freq26,180,26,9218.780025,130.77144520379665
1074,amp180_freq5,180,5,9224.780025,58.503018435384604
1075,amp100_freq26,100,26,9230.780025,61.48911993028978
1076,amp250_freq5,250,5,9236.780025,54.57103266922986
1077,amp100_freq50,100,50,9242.780025,58.162246115399554
1078,amp100_freq5,100,5,9248.780025,53.06569269625312
1079,amp250_freq5,250,5,9254.780025,60.194096302581336
1080,amp250_freq5,250,5,9260.780025,60.1518396489029
1081,amp250_freq26,250,26,9266.780025,67.30728584226486
1082,amp250_freq10,250,10,9272.780025,55.219499696591456
1083,amp100_freq5,100,5,9278.780025,147.02640668009403
1084,amp180_freq26,180,26,9284.780025,51.56688313530318
1085,amp100_freq26,100,26,9290.780025,58.011553962072426
1086,amp180_freq26,180,26,9296.780025,59.33556966156535
1087,amp250_freq26,250,26,9302.780025,60.722752203152986
1088,amp100_freq26,100,26,9308.780025,53.982034749728975
1089,amp250_freq10,250,10,9314.780025,50.62815725947551
1090,amp100_freq5,100,5,9320.780025,57.45596445236982
1091,amp100_freq5,100,5,9326.780025,50.57208502408634
1092,amp250_freq50,250,50,9332.780025,70.93568253454872
1093,amp100_freq26,100,26,9338.780025,53.40656083212721
1094,amp250_freq26,250,26,9344.780025,60.42832019285228
1095,amp100_freq5,100,5,9350.780025,54.16590905429564
1096,amp100_freq50,100,50,9356.780025,64.37605040443599
1097,amp180_freq50,180,50,9362.780025,51.44594313657474
1098,amp250_freq10,250,10,9368.780025,53.22209176229672
1099,amp100_freq5,100,5,9374.780025,72.35150540046664
1100,amp100_freq26,100,26,9380.780025,67.3456036566522
1101,amp250_freq10,250,10,9386.780025,56.24797325356662
1102,amp250_freq10,250,10,9392.780025,97.28789166277112
1103,amp250_freq50,250,50,9398.780025,80.51002478933631
1104,amp180_freq26,180,26,9404.780025,58.836186103527986
1105,amp250_freq50,250,50,9410.780025,57.94257920322103
1106,amp180_freq10,180,10,9416.780025,54.65604820110129
1107,amp180_freq5,180,5,9422.780025,49.86217625050263
1108,amp250_freq5,250,5,9428.780025,57.6578950728953
1109,amp180_freq50,180,50,9434.780025,74.25461937112657
1110,amp250_freq10,250,10,9440.780025,159.0891310737215
1111,amp250_freq50,250,50,9446.780025,56.580652134008886
1112,amp180_freq50,180,50,9452.780025,52.51423162624177
1113,amp250_freq26,250,26,9458.780025,52.46382216850233
1114,amp100_freq5,100,5,9464.780025,49.87672924482382
1115,amp100_freq50,100,50,9470.780025,46.21514485546961
1116,amp250_freq10,250,10,9476.780025,47.32327895897139
1117,amp250_freq10,250,10,9482.780025,51.893652446029044
1118,amp180_freq26,180,26,9488.780025,50.10935680526666
1119,amp180_freq5,180,5,9494.780025,44.024488915055954
1120,amp250_freq50,250,50,9500.780025,64.14677374678719
1121,amp100_freq26,100,26,9506.780025,51.62377245576027
1122,amp180_freq50,180,50,9512.780025,54.430139135363326
1123,amp100_freq26,100,26,9518.780025,51.287188804530345
1124,amp180_freq10,180,10,9524.780025,51.292732132183275
1125,amp250_freq5,250,5,9530.780025,47.81066032178856
1126,amp100_freq50,100,50,9536.780025,58.70481204421489
1127,amp250_freq10,250,10,9542.780025,51.9190788537334
1128,amp250_freq50,250,50,9548.780025,71.02296589169764
1129,amp100_freq26,100,26,9554.780025,50.174965325040866
1130,amp180_freq10,180,10,9560.780025,54.03831286460092
1131,amp180_freq10,180,10,9566.780025,55.17993198451384
1132,amp250_freq26,250,26,9572.780025,52.37009636541077
1133,amp180_freq26,180,26,9578.780025,50.70217030201649
1134,amp180_freq26,180,26,9584.780025,48.63747358270852
1135,amp250_freq26,250,26,9590.780025,51.81193330795212
1136,amp250_freq26,250,26,9596.780025,51.79505439608032
1137,amp180_freq5,180,5,9602.780025,50.01418925510145
1138,amp180_freq50,180,50,9608.780025,51.457224421996635
1139,amp250_freq5,250,5,9614.780025,51.11857957979588
1140,amp100_freq5,100,5,9620.780025,50.13253442052189
1141,amp100_freq50,100,50,9626.780025,48.50974535335014
1142,amp100_freq26,100,26,9632.780025,48.45390733603426
1143,amp180_freq26,180,26,9638.780025,46.24407888722606
1144,amp180_freq10,180,10,9644.780025,56.32494672110234
1145,amp100_freq5,100,5,9650.780025,49.23115824184389
1146,amp250_freq26,250,26,9656.780025,66.82062106775349
1147,amp100_freq50,100,50,9662.780025,75.07395877695465
1148,amp100_freq5,100,5,9668.780025,45.335288816565885
1149,amp180_freq10,180,10,9674.780025,42.020452039295925
1150,amp100_freq50,100,50,9680.780025,48.78103832565372
1151,amp180_freq10,180,10,9686.780025,54.47239382161385
1152,amp180_freq10,180,10,9692.780025,52.98693275720665
1153,amp180_freq26,180,26,9698.780025,47.73169873507477
1154,amp180_freq50,180,50,9704.780025,72.14145254991479
1155,amp250_freq50,250,50,9710.780025,96.23834723786105
