trial_number,condition,amplitude,frequency,analysis_group,n_channels_used,sustained_broadband_delta,offset_broadband_delta,driven_power_log2_delta
497,amp100_freq10,100,10,B_LEC_128-191,51,4.500572204589844,-0.6401290893554688,0.1068544668727923
497,amp100_freq10,100,10,B_LEC_192-255,32,6.945228576660156,34.58570861816406,-0.7791550860646546
498,amp250_freq26,250,26,A_dHPC_0-31,32,-34.98103332519531,-7.5772552490234375,-3.3049087510326784
498,amp250_freq26,250,26,A_dHPC_32-63,32,-37.76396179199219,60.52732849121094,-0.37941871520692183
498,amp250_freq26,250,26,A_dHPC_64-95,32,-24.026016235351562,87.92366027832031,-1.1882381079922761
498,amp250_freq26,250,26,A_dHPC_96-127,31,-21.924713134765625,-18.233428955078125,-1.9776966094978197
498,amp250_freq26,250,26,B_LEC_128-191,51,0.675079345703125,4.430931091308594,0.3563499597126661
498,amp250_freq26,250,26,B_LEC_192-255,32,-10.462593078613281,-24.133323669433594,0.48818970480197627
499,amp250_freq5,250,5,A_dHPC_0-31,32,16.242218017578125,91.33493041992188,0.28853305093345055
499,amp250_freq5,250,5,A_dHPC_32-63,32,29.006500244140625,36.42047119140625,-0.09403441295982172
499,amp250_freq5,250,5,A_dHPC_64-95,32,31.526657104492188,208.6389617919922,1.0895273294391408
499,amp250_freq5,250,5,A_dHPC_96-127,31,5.4817962646484375,137.13804626464844,0.5442736601607401
499,amp250_freq5,250,5,B_LEC_128-191,51,-10.128181457519531,-24.08498764038086,1.0490513754903605
499,amp250_freq5,250,5,B_LEC_192-255,32,-2.1814041137695312,9.082977294921875,-0.2634173655955247
500,amp250_freq10,250,10,A_dHPC_0-31,32,-8.655197143554688,5.9924468994140625,-0.7652622376959812
500,amp250_freq10,250,10,A_dHPC_32-63,32,30.1644287109375,11.972335815429688,-0.512380400340398
500,amp250_freq10,250,10,A_dHPC_64-95,32,40.04412841796875,61.708587646484375,-0.5355544031566999
500,amp250_freq10,250,10,A_dHPC_96-127,31,29.629798889160156,45.82384490966797,-1.3666761472057225
500,amp250_freq10,250,10,B_LEC_128-191,51,0.9558868408203125,0.7527923583984375,-0.10563975506116023
500,amp250_freq10,250,10,B_LEC_192-255,32,-21.03499984741211,-38.13825035095215,0.03865317773535611
501,amp180_freq26,180,26,A_dHPC_0-31,32,5.659088134765625,-83.43215942382812,-3.1821221245847453
501,amp180_freq26,180,26,A_dHPC_32-63,32,6.36383056640625,-89.00611114501953,-1.5201085458169787
501,amp180_freq26,180,26,A_dHPC_64-95,32,-15.126876831054688,-89.46959686279297,-0.24239527670644304
501,amp180_freq26,180,26,A_dHPC_96-127,31,2.3593978881835938,-50.151222229003906,0.17995945552334763
501,amp180_freq26,180,26,B_LEC_128-191,51,-4.1345672607421875,-12.539543151855469,1.2080083705115465
