cluster_id,condition,n_trials,mean_on_hz,mean_off_hz,mean_delta_hz,sem_delta_hz,median_delta_hz,t_stat,p_value,q_value_bh,KSLabel,ContamPct,Amplitude,is_ks_good,direction,responsive_q05
90,amp180_freq26,200,11.03,6.5683333333333325,4.461666666666667,2.427782932902136,0.0,1.837753534799446,0.06758968115404598,0.4721556787969243,mua,115.9,21.2,False,ON>OFF,False
90,amp180_freq5,200,5.271666666666667,8.52,-3.2483333333333335,2.061287370879899,0.0,-1.5758760176882673,0.11664276875569711,0.5211477931972954,mua,115.9,21.2,False,ON<OFF,False
129,amp180_freq26,200,10.815,7.73,3.085,1.1424747045717312,0.33333333333333337,2.7002786036794095,0.007524954576395311,0.213659981228394,mua,49.2,16.5,False,ON>OFF,False
89,amp180_freq26,200,11.778333333333334,8.773333333333333,3.005,1.183415260098336,0.5,2.5392608168246023,0.011873185606096678,0.24246294816660582,mua,61.4,10.2,False,ON>OFF,False
127,amp180_freq26,200,8.236666666666668,5.251666666666666,2.985,1.5629581137466968,0.0,1.9098400486526208,0.05759193617489875,0.45762219350490935,mua,113.3,15.8,False,ON>OFF,False
126,amp180_freq26,200,7.15,4.376666666666667,2.773333333333334,1.4321988420507163,0.0,1.9364164052543802,0.054233055265571886,0.4551787846961917,mua,120.0,13.0,False,ON>OFF,False
128,amp180_freq26,200,8.121666666666666,5.75,2.371666666666667,1.0196373861419135,0.0,2.325990297041322,0.021026098447349952,0.32435420188724,mua,78.8,14.9,False,ON>OFF,False
127,amp180_freq5,200,4.516666666666667,6.843333333333333,-2.3266666666666667,1.3896963906077175,0.0,-1.674226602581309,0.0956569890323917,0.5026912273959456,mua,113.3,15.8,False,ON<OFF,False
93,amp180_freq26,200,6.911666666666666,4.713333333333333,2.1983333333333333,1.0061039213234946,0.16666666666666652,2.1849962878998648,0.030057090491778973,0.3644422222128201,mua,95.8,12.2,False,ON>OFF,False
100,amp250_freq26,200,22.20666666666667,24.211666666666666,-2.005,0.8823110531599366,-2.333333333333333,-2.2724412131291225,0.02412869133549789,0.330421137817877,mua,30.6,10.1,False,ON<OFF,False
126,amp180_freq5,200,3.42,5.405,-1.985,1.214601049357797,0.0,-1.6342814795438725,0.10378071650815181,0.5075661933423895,mua,120.0,13.0,False,ON<OFF,False
62,amp250_freq26,200,14.508333333333333,16.333333333333336,-1.825,0.5144638158968163,-2.0,-3.547382621688659,0.00048522687305016537,0.08157024915786815,mua,103.6,11.0,False,ON<OFF,False
163,amp180_freq26,200,4.943333333333333,3.191666666666667,1.751666666666667,0.843849880867762,0.0,2.075803654632698,0.03919734881433496,0.4153086919941598,mua,56.0,13.5,False,ON>OFF,False
90,amp100_freq26,200,5.221666666666667,6.956666666666666,-1.7350000000000003,1.5118539568803175,0.0,-1.1475976182118413,0.2525124810085266,0.6588001313462876,mua,115.9,21.2,False,ON<OFF,False
100,amp250_freq5,200,21.64166666666667,23.36666666666667,-1.7250000000000003,0.8692637209311567,-2.166666666666666,-1.9844380462032598,0.04858116072042607,0.4516149882173972,mua,30.6,10.1,False,ON<OFF,False
9,amp180_freq5,200,22.51,24.16333333333333,-1.653333333333333,0.5761635957887549,-2.333333333333332,-2.8695553579187125,0.004554474946243686,0.16064875264932274,good,9.0,12.6,True,ON<OFF,False
9,amp100_freq5,200,22.37666666666667,24.003333333333334,-1.6266666666666665,0.6320385247889724,-1.3333333333333321,-2.5736827786087644,0.01078936769963459,0.22834225458863022,good,9.0,12.6,True,ON<OFF,False
100,amp100_freq26,200,23.68666666666667,25.31,-1.623333333333333,0.8608726241679869,-2.333333333333333,-1.8856835352410546,0.06079449976400977,0.4625150178124665,mua,30.6,10.1,False,ON<OFF,False
90,amp100_freq5,200,6.863333333333333,5.291666666666668,1.5716666666666668,1.3695120469676427,0.0,1.1476106910827344,0.25250709467361326,0.6588001313462876,mua,115.9,21.2,False,ON>OFF,False
89,amp180_freq5,200,8.041666666666666,9.601666666666665,-1.56,1.2498727126704865,0.0,-1.2481270966120173,0.21345105819970733,0.6373676964123528,mua,61.4,10.2,False,ON<OFF,False
161,amp180_freq26,200,3.9,2.3533333333333335,1.5466666666666666,0.9419559820006457,0.0,1.6419734002661777,0.10217484777016558,0.5075661933423895,mua,114.5,13.4,False,ON>OFF,False
162,amp180_freq26,200,4.045000000000001,2.533333333333333,1.5116666666666665,0.8184905197231092,0.0,1.8468957553449183,0.0662470409306175,0.470192412458773,mua,110.6,12.6,False,ON>OFF,False
128,amp180_freq5,200,5.275,6.776666666666667,-1.5016666666666665,1.068797592741031,0.0,-1.4050056595051852,0.16157868536246706,0.5829799615472961,mua,78.8,14.9,False,ON<OFF,False
100,amp180_freq5,200,21.915,23.36,-1.445,0.8913295281487428,-1.6666666666666679,-1.6211737122646546,0.10656377030407606,0.5125629282394403,mua,30.6,10.1,False,ON<OFF,False
177,amp250_freq26,200,13.525,14.92,-1.395,0.43778844682841705,-1.333333333333333,-3.1864705661059713,0.0016723934241294717,0.10245610240456342,good,0.1,27.8,True,ON<OFF,False
