condition,amplitude,frequency,channel,shank,n_trials,pre_abs_lfp,onset_abs_lfp,sustained_abs_lfp,offset_abs_lfp,recovery_abs_lfp,onset_minus_pre_abs_lfp,sustained_minus_pre_abs_lfp,offset_minus_pre_abs_lfp,recovery_minus_pre_abs_lfp
amp100_freq26,100,26,39,Section 3 (32-63),100,1531.2142333984375,1576.2138671875,1546.027099609375,1585.222412109375,1564.8282470703125,44.9996337890625,14.8128662109375,54.0081787109375,33.614013671875
amp100_freq26,100,26,40,Section 3 (32-63),100,1540.0064697265625,1590.466552734375,1557.6898193359375,1606.090087890625,1575.4158935546875,50.4600830078125,17.683349609375,66.0836181640625,35.409423828125
amp100_freq26,100,26,41,Section 3 (32-63),100,1566.8699951171875,1625.0361328125,1585.9091796875,1640.69189453125,1600.8828125,58.1661376953125,19.0391845703125,73.8218994140625,34.0128173828125
amp100_freq26,100,26,42,Section 3 (32-63),100,1617.1827392578125,1687.146240234375,1641.1600341796875,1709.9305419921875,1653.6181640625,69.9635009765625,23.977294921875,92.747802734375,36.4354248046875
amp100_freq26,100,26,43,Section 3 (32-63),100,1648.5411376953125,1733.2745361328125,1676.474365234375,1759.5341796875,1685.4815673828125,84.7333984375,27.9332275390625,110.9930419921875,36.9404296875
amp100_freq26,100,26,44,Section 3 (32-63),100,1512.5462646484375,1601.485107421875,1541.1092529296875,1619.99267578125,1547.4720458984375,88.9388427734375,28.56298828125,107.4464111328125,34.92578125
amp100_freq26,100,26,45,Section 3 (32-63),100,1239.1373291015625,1313.5633544921875,1264.3890380859375,1321.9732666015625,1269.0810546875,74.426025390625,25.251708984375,82.8359375,29.9437255859375
amp100_freq26,100,26,46,Section 3 (32-63),100,956.4956665039062,1020.750732421875,977.1814575195312,1009.7711791992188,981.6253051757812,64.25506591796875,20.685791015625,53.2755126953125,25.129638671875
amp100_freq26,100,26,47,Section 3 (32-63),100,768.1153564453125,825.5070190429688,785.3399658203125,802.22509765625,789.4837036132812,57.39166259765625,17.224609375,34.1097412109375,21.36834716796875
amp100_freq26,100,26,48,Section 3 (32-63),100,643.3995971679688,673.070068359375,667.2816162109375,648.9376831054688,666.780029296875,29.67047119140625,23.88201904296875,5.5380859375,23.38043212890625
amp100_freq26,100,26,49,Section 3 (32-63),100,571.2700805664062,590.728515625,591.7897338867188,577.620849609375,593.78173828125,19.45843505859375,20.5196533203125,6.35076904296875,22.51165771484375
amp100_freq26,100,26,50,Section 3 (32-63),100,512.20654296875,515.9727172851562,529.0015258789062,512.2525634765625,532.2152099609375,3.76617431640625,16.79498291015625,0.0460205078125,20.0086669921875
amp100_freq26,100,26,51,Section 3 (32-63),100,486.853515625,483.0906066894531,500.7541809082031,479.2989501953125,504.4294128417969,-3.762908935546875,13.900665283203125,-7.5545654296875,17.575897216796875
amp100_freq26,100,26,52,Section 3 (32-63),100,474.69281005859375,472.3912658691406,487.325927734375,459.02471923828125,489.96600341796875,-2.301544189453125,12.63311767578125,-15.6680908203125,15.273193359375
amp100_freq26,100,26,53,Section 3 (32-63),100,474.50732421875,473.1551208496094,486.2956848144531,453.47119140625,490.09326171875,-1.352203369140625,11.788360595703125,-21.0361328125,15.5859375
amp100_freq26,100,26,54,Section 3 (32-63),100,489.3892517089844,488.5321350097656,500.2513732910156,463.98858642578125,505.73779296875,-0.85711669921875,10.86212158203125,-25.400665283203125,16.348541259765625
amp100_freq26,100,26,55,Section 3 (32-63),100,521.2236328125,516.4072265625,530.7220458984375,493.46966552734375,538.6217651367188,-4.81640625,9.4984130859375,-27.75396728515625,17.39813232421875
amp100_freq26,100,26,56,Section 3 (32-63),100,571.430419921875,564.6838989257812,579.9049682617188,545.3801879882812,589.5309448242188,-6.74652099609375,8.47454833984375,-26.05023193359375,18.10052490234375
amp100_freq26,100,26,57,Section 3 (32-63),100,636.5023803710938,628.92138671875,645.0791625976562,617.9658813476562,654.86376953125,-7.58099365234375,8.5767822265625,-18.5364990234375,18.36138916015625
amp100_freq26,100,26,58,Section 3 (32-63),100,709.3698120117188,703.9910278320312,716.9276733398438,698.401123046875,727.4136352539062,-5.3787841796875,7.557861328125,-10.96868896484375,18.0438232421875
amp100_freq26,100,26,59,Section 3 (32-63),100,821.3758544921875,822.2499389648438,828.6640625,821.9415283203125,839.6458740234375,0.87408447265625,7.2882080078125,0.565673828125,18.27001953125
amp100_freq26,100,26,60,Section 3 (32-63),100,968.5476684570312,980.0851440429688,977.4674072265625,984.4302368164062,988.22314453125,11.5374755859375,8.91973876953125,15.882568359375,19.67547607421875
amp100_freq26,100,26,61,Section 3 (32-63),100,1145.7691650390625,1169.16650390625,1156.8665771484375,1178.392578125,1166.5130615234375,23.3973388671875,11.097412109375,32.6234130859375,20.743896484375
amp100_freq26,100,26,62,Section 3 (32-63),100,1501.399169921875,1554.674560546875,1520.0543212890625,1576.655029296875,1527.9166259765625,53.275390625,18.6551513671875,75.255859375,26.5174560546875
amp100_freq26,100,26,63,Section 3 (32-63),100,1501.253662109375,1557.0201416015625,1522.1011962890625,1579.9105224609375,1530.2294921875,55.7664794921875,20.8475341796875,78.6568603515625,28.975830078125
amp100_freq26,100,26,64,Section 2 (64-95),100,1498.6324462890625,1552.29150390625,1516.623291015625,1573.16748046875,1524.115478515625,53.6590576171875,17.9908447265625,74.5350341796875,25.4830322265625
amp100_freq26,100,26,65,Section 2 (64-95),100,1697.5654296875,1762.551025390625,1715.630859375,1788.919677734375,1723.8319091796875,64.985595703125,18.0654296875,91.354248046875,26.2664794921875
amp100_freq26,100,26,66,Section 2 (64-95),100,1814.6837158203125,1885.5238037109375,1838.475341796875,1913.328369140625,1848.950927734375,70.840087890625,23.7916259765625,98.6446533203125,34.2672119140625
amp100_freq26,100,26,67,Section 2 (64-95),100,1828.29931640625,1893.4375,1850.62890625,1915.1661376953125,1864.1685791015625,65.13818359375,22.32958984375,86.8668212890625,35.8692626953125
amp100_freq26,100,26,68,Section 2 (64-95),100,855.8126220703125,925.4537353515625,888.8206787109375,935.3663330078125,887.2722778320312,69.64111328125,33.008056640625,79.5537109375,31.45965576171875
amp100_freq26,100,26,69,Section 2 (64-95),100,559.2228393554688,601.4718017578125,596.9230346679688,630.59130859375,599.71630859375,42.24896240234375,37.7001953125,71.36846923828125,40.49346923828125
amp100_freq26,100,26,70,Section 2 (64-95),100,529.2910766601562,579.116943359375,561.27490234375,589.1591796875,562.4200439453125,49.82586669921875,31.98382568359375,59.86810302734375,33.12896728515625
amp100_freq26,100,26,71,Section 2 (64-95),100,744.6443481445312,804.7504272460938,767.563232421875,806.5103759765625,768.3984985351562,60.1060791015625,22.91888427734375,61.86602783203125,23.754150390625
amp100_freq26,100,26,72,Section 2 (64-95),100,1578.15966796875,1636.51025390625,1589.56201171875,1635.6661376953125,1602.0849609375,58.3505859375,11.40234375,57.5064697265625,23.92529296875
amp100_freq26,100,26,73,Section 2 (64-95),100,736.9911499023438,798.6715087890625,763.3140258789062,796.9738159179688,761.3348388671875,61.68035888671875,26.3228759765625,59.982666015625,24.34368896484375
amp100_freq26,100,26,74,Section 2 (64-95),100,516.15869140625,571.8187866210938,553.1610107421875,583.1904907226562,549.6873168945312,55.66009521484375,37.0023193359375,67.03179931640625,33.52862548828125
amp100_freq26,100,26,75,Section 2 (64-95),100,542.7644653320312,608.8927001953125,582.4716186523438,621.81982421875,580.5139770507812,66.12823486328125,39.7071533203125,79.05535888671875,37.74951171875
amp100_freq26,100,26,76,Section 2 (64-95),100,791.66162109375,878.7625732421875,830.8185424804688,883.0131225585938,823.7088012695312,87.1009521484375,39.15692138671875,91.35150146484375,32.04718017578125
amp100_freq26,100,26,77,Section 2 (64-95),100,1592.724365234375,1692.1270751953125,1619.855224609375,1708.1944580078125,1622.4017333984375,99.4027099609375,27.130859375,115.4700927734375,29.6773681640625
amp100_freq26,100,26,78,Section 2 (64-95),100,1293.3736572265625,1375.38427734375,1317.24267578125,1378.4246826171875,1319.3995361328125,82.0106201171875,23.8690185546875,85.051025390625,26.02587890625
amp100_freq26,100,26,79,Section 2 (64-95),100,560.8604125976562,594.9006958007812,576.4215087890625,620.281982421875,577.6709594726562,34.040283203125,15.56109619140625,59.42156982421875,16.810546875
amp100_freq26,100,26,80,Section 2 (64-95),100,308.7918395996094,327.48016357421875,322.6771240234375,322.1546936035156,319.0171813964844,18.688323974609375,13.885284423828125,13.36285400390625,10.225341796875
amp100_freq26,100,26,81,Section 2 (64-95),100,646.2252807617188,681.7672729492188,673.8836669921875,654.1002197265625,669.0419311523438,35.5419921875,27.65838623046875,7.87493896484375,22.816650390625
amp100_freq26,100,26,82,Section 2 (64-95),100,635.405029296875,672.6068115234375,661.0805053710938,645.2510986328125,657.62060546875,37.2017822265625,25.67547607421875,9.8460693359375,22.215576171875
amp100_freq26,100,26,83,Section 2 (64-95),100,623.6368408203125,659.586181640625,646.4761352539062,636.5020751953125,644.1732177734375,35.9493408203125,22.83929443359375,12.865234375,20.536376953125
amp100_freq26,100,26,84,Section 2 (64-95),100,584.5054931640625,615.21337890625,604.53515625,595.1679077148438,603.0394897460938,30.7078857421875,20.0296630859375,10.66241455078125,18.53399658203125
amp100_freq26,100,26,85,Section 2 (64-95),100,516.1201782226562,531.0170288085938,531.1058959960938,518.7122192382812,531.8246459960938,14.8968505859375,14.9857177734375,2.592041015625,15.7044677734375
amp100_freq26,100,26,86,Section 2 (64-95),100,469.3365478515625,469.363525390625,479.2730407714844,459.71527099609375,482.04046630859375,0.0269775390625,9.936492919921875,-9.62127685546875,12.70391845703125
amp100_freq26,100,26,87,Section 2 (64-95),100,455.8518981933594,453.2104797363281,464.9443054199219,438.19873046875,467.8012390136719,-2.64141845703125,9.0924072265625,-17.653167724609375,11.9493408203125
amp100_freq26,100,26,88,Section 2 (64-95),100,241.09478759765625,243.5758056640625,249.42958068847656,233.4600830078125,249.00384521484375,2.48101806640625,8.334793090820312,-7.63470458984375,7.9090576171875
amp100_freq26,100,26,89,Section 2 (64-95),100,188.2720947265625,187.7696075439453,197.96258544921875,193.9510040283203,196.8241729736328,-0.5024871826171875,9.69049072265625,5.6789093017578125,8.552078247070312
amp100_freq26,100,26,90,Section 2 (64-95),100,200.9298858642578,202.5211944580078,213.02349853515625,214.55303955078125,214.43246459960938,1.59130859375,12.093612670898438,13.623153686523438,13.502578735351562
amp100_freq26,100,26,91,Section 2 (64-95),100,238.25747680664062,248.82452392578125,253.48800659179688,263.3836669921875,253.58053588867188,10.567047119140625,15.23052978515625,25.126190185546875,15.32305908203125
amp100_freq26,100,26,92,Section 2 (64-95),100,317.86328125,337.1122131347656,332.6404724121094,347.3712463378906,333.5649108886719,19.248931884765625,14.777191162109375,29.507965087890625,15.701629638671875
amp100_freq26,100,26,93,Section 2 (64-95),100,496.8160705566406,523.501708984375,509.4109802246094,523.3587036132812,510.7452392578125,26.685638427734375,12.59490966796875,26.542633056640625,13.929168701171875
amp100_freq26,100,26,94,Section 2 (64-95),100,966.558349609375,981.7891235351562,974.7852783203125,983.4520263671875,985.4759521484375,15.23077392578125,8.2269287109375,16.8936767578125,18.9176025390625
amp100_freq26,100,26,95,Section 2 (64-95),100,1167.868896484375,1196.5933837890625,1178.5767822265625,1206.240478515625,1187.438232421875,28.7244873046875,10.7078857421875,38.37158203125,19.5693359375
amp100_freq26,100,26,96,Section 1 (96-127),100,624.055419921875,636.8267822265625,632.0328979492188,637.9464111328125,641.3522338867188,12.7713623046875,7.97747802734375,13.8909912109375,17.29681396484375
amp100_freq26,100,26,97,Section 1 (96-127),100,761.3279418945312,778.2695922851562,769.9012451171875,784.7160034179688,779.8910522460938,16.941650390625,8.57330322265625,23.3880615234375,18.5631103515625
amp100_freq26,100,26,98,Section 1 (96-127),100,916.5994262695312,941.4091186523438,926.6588134765625,950.1642456054688,935.7711181640625,24.8096923828125,10.05938720703125,33.5648193359375,19.17169189453125
amp100_freq26,100,26,99,Section 1 (96-127),100,1057.7877197265625,1088.6632080078125,1067.6121826171875,1096.853759765625,1076.8431396484375,30.87548828125,9.824462890625,39.0660400390625,19.055419921875
amp100_freq26,100,26,100,Section 1 (96-127),100,1198.0146484375,1235.38818359375,1208.104736328125,1242.095458984375,1216.5489501953125,37.37353515625,10.090087890625,44.080810546875,18.5343017578125
amp100_freq26,100,26,101,Section 1 (96-127),100,1324.3157958984375,1366.157958984375,1335.509033203125,1372.966064453125,1344.401611328125,41.8421630859375,11.1932373046875,48.6502685546875,20.0858154296875
amp100_freq26,100,26,102,Section 1 (96-127),100,1425.4764404296875,1471.8585205078125,1436.87548828125,1478.99365234375,1447.1241455078125,46.382080078125,11.3990478515625,53.5172119140625,21.647705078125
amp100_freq26,100,26,103,Section 1 (96-127),100,1447.030517578125,1495.9366455078125,1459.2322998046875,1502.47314453125,1469.2154541015625,48.9061279296875,12.2017822265625,55.442626953125,22.1849365234375
amp100_freq26,100,26,104,Section 1 (96-127),100,1427.040771484375,1474.3255615234375,1438.7703857421875,1478.493896484375,1448.21875,47.2847900390625,11.7296142578125,51.453125,21.177978515625
amp100_freq26,100,26,105,Section 1 (96-127),100,1402.8590087890625,1452.84912109375,1416.0560302734375,1456.8466796875,1423.894287109375,49.9901123046875,13.197021484375,53.9876708984375,21.0352783203125
amp100_freq26,100,26,106,Section 1 (96-127),100,1343.4376220703125,1391.72607421875,1356.3817138671875,1394.45263671875,1363.3458251953125,48.2884521484375,12.944091796875,51.0150146484375,19.908203125
amp100_freq26,100,26,107,Section 1 (96-127),100,1253.6943359375,1299.6605224609375,1265.686767578125,1298.4493408203125,1272.0439453125,45.9661865234375,11.992431640625,44.7550048828125,18.349609375
amp100_freq26,100,26,108,Section 1 (96-127),100,1145.073974609375,1189.36962890625,1157.1343994140625,1183.873291015625,1162.4573974609375,44.295654296875,12.0604248046875,38.79931640625,17.3834228515625
amp100_freq26,100,26,109,Section 1 (96-127),100,1015.4019165039062,1060.681640625,1027.48193359375,1048.480712890625,1032.8592529296875,45.27972412109375,12.08001708984375,33.07879638671875,17.45733642578125
amp100_freq26,100,26,110,Section 1 (96-127),100,856.9896240234375,903.8978271484375,869.4471435546875,882.0258178710938,874.5372314453125,46.908203125,12.45751953125,25.03619384765625,17.547607421875
amp100_freq26,100,26,111,Section 1 (96-127),100,737.3558959960938,781.8355102539062,749.01904296875,755.4666137695312,753.35888671875,44.4796142578125,11.66314697265625,18.1107177734375,16.00299072265625
amp100_freq26,100,26,112,Section 1 (96-127),100,560.74951171875,606.4290161132812,586.3574829101562,581.9254150390625,579.5809326171875,45.67950439453125,25.60797119140625,21.1759033203125,18.8314208984375
amp100_freq26,100,26,113,Section 1 (96-127),100,566.7784423828125,611.97265625,592.4779663085938,591.1018676757812,585.8084716796875,45.1942138671875,25.69952392578125,24.32342529296875,19.030029296875
amp100_freq26,100,26,114,Section 1 (96-127),100,411.56695556640625,450.8382263183594,436.5079650878906,427.4149475097656,427.7091064453125,39.271270751953125,24.941009521484375,15.847991943359375,16.14215087890625
amp100_freq26,100,26,115,Section 1 (96-127),100,574.6860961914062,622.7625732421875,599.9896240234375,602.3226318359375,593.5224609375,48.07647705078125,25.30352783203125,27.63653564453125,18.83636474609375
amp100_freq26,100,26,116,Section 1 (96-127),100,568.9000244140625,615.6030883789062,592.5136108398438,597.03466796875,585.9583740234375,46.70306396484375,23.61358642578125,28.1346435546875,17.058349609375
amp100_freq26,100,26,117,Section 1 (96-127),100,565.0532836914062,611.1660766601562,586.1090698242188,592.8736572265625,579.5015869140625,46.11279296875,21.0557861328125,27.82037353515625,14.44830322265625
amp100_freq26,100,26,118,Section 1 (96-127),100,565.2769165039062,608.7028198242188,583.0419921875,592.4725952148438,576.8880615234375,43.4259033203125,17.76507568359375,27.1956787109375,11.61114501953125
amp100_freq26,100,26,119,Section 1 (96-127),100,562.669189453125,601.2794189453125,578.1993408203125,589.7766723632812,572.6449584960938,38.6102294921875,15.5301513671875,27.10748291015625,9.97576904296875
amp100_freq26,100,26,120,Section 1 (96-127),100,551.9217529296875,589.2962036132812,564.1199340820312,576.591064453125,559.1436157226562,37.37445068359375,12.19818115234375,24.6693115234375,7.22186279296875
amp100_freq26,100,26,121,Section 1 (96-127),100,490.8962707519531,520.3748168945312,499.7895202636719,510.1937561035156,496.3758239746094,29.478546142578125,8.89324951171875,19.2974853515625,5.47955322265625
amp100_freq26,100,26,122,Section 1 (96-127),100,406.84490966796875,426.64208984375,411.7759094238281,415.7880859375,411.2327880859375,19.79718017578125,4.930999755859375,8.94317626953125,4.38787841796875
amp100_freq26,100,26,123,Section 1 (96-127),100,356.0076599121094,368.21856689453125,359.4548034667969,356.8629455566406,361.7005615234375,12.210906982421875,3.4471435546875,0.85528564453125,5.692901611328125
amp100_freq26,100,26,124,Section 1 (96-127),100,341.93035888671875,351.8709716796875,344.77545166015625,338.5396423339844,349.0801086425781,9.94061279296875,2.8450927734375,-3.390716552734375,7.149749755859375
amp100_freq26,100,26,125,Section 1 (96-127),100,360.5497741699219,371.7345275878906,363.7754211425781,354.76251220703125,369.5871276855469,11.18475341796875,3.22564697265625,-5.787261962890625,9.037353515625
amp100_freq26,100,26,126,Section 1 (96-127),100,563.741943359375,564.2158813476562,570.3955078125,566.2183837890625,579.5383911132812,0.47393798828125,6.653564453125,2.4764404296875,15.79644775390625
amp100_freq26,100,26,127,Section 1 (96-127),100,514.0076904296875,523.544189453125,520.0336303710938,520.6491088867188,528.9564208984375,9.5364990234375,6.02593994140625,6.64141845703125,14.94873046875
amp100_freq5,100,5,0,Section 4 (0-31),100,1529.3055419921875,1578.313720703125,1526.2529296875,1569.8533935546875,1529.6468505859375,49.0081787109375,-3.0526123046875,40.5478515625,0.34130859375
amp100_freq5,100,5,1,Section 4 (0-31),100,1501.3651123046875,1548.9315185546875,1495.093994140625,1544.4344482421875,1496.8974609375,47.56640625,-6.2711181640625,43.0693359375,-4.4676513671875
amp100_freq5,100,5,2,Section 4 (0-31),100,1504.4722900390625,1547.554443359375,1494.8013916015625,1552.10693359375,1494.7791748046875,43.0821533203125,-9.6708984375,47.6346435546875,-9.693115234375
amp100_freq5,100,5,3,Section 4 (0-31),100,1563.888671875,1596.0159912109375,1552.6292724609375,1622.1781005859375,1550.4422607421875,32.1273193359375,-11.2593994140625,58.2894287109375,-13.4464111328125
amp100_freq5,100,5,4,Section 4 (0-31),100,1668.0089111328125,1679.5465087890625,1662.81201171875,1742.6358642578125,1655.494873046875,11.53759765625,-5.1968994140625,74.626953125,-12.5140380859375
amp100_freq5,100,5,5,Section 4 (0-31),100,1792.44287109375,1771.602294921875,1796.9044189453125,1886.1043701171875,1784.5079345703125,-20.840576171875,4.4615478515625,93.6614990234375,-7.9349365234375
amp100_freq5,100,5,6,Section 4 (0-31),100,1820.6597900390625,1774.464599609375,1836.210693359375,1920.3331298828125,1823.0167236328125,-46.1951904296875,15.5509033203125,99.67333984375,2.35693359375
amp100_freq5,100,5,7,Section 4 (0-31),100,1761.93310546875,1707.297119140625,1782.17529296875,1855.5184326171875,1770.625732421875,-54.635986328125,20.2421875,93.5853271484375,8.692626953125
amp100_freq5,100,5,8,Section 4 (0-31),100,1559.4508056640625,1515.5364990234375,1591.683349609375,1639.31103515625,1581.86962890625,-43.914306640625,32.2325439453125,79.8602294921875,22.4188232421875
amp100_freq5,100,5,9,Section 4 (0-31),100,1308.1378173828125,1283.647216796875,1344.646484375,1372.798828125,1336.697998046875,-24.4906005859375,36.5086669921875,64.6610107421875,28.5601806640625
amp100_freq5,100,5,10,Section 4 (0-31),100,1083.81787109375,1066.7100830078125,1113.741943359375,1138.8443603515625,1103.2662353515625,-17.1077880859375,29.924072265625,55.0264892578125,19.4483642578125
amp100_freq5,100,5,11,Section 4 (0-31),100,922.5927124023438,896.2255859375,939.9791259765625,951.2628784179688,930.97021484375,-26.36712646484375,17.38641357421875,28.670166015625,8.37750244140625
amp100_freq5,100,5,12,Section 4 (0-31),100,817.7255249023438,771.7191162109375,821.8777465820312,828.9714965820312,815.971923828125,-46.00640869140625,4.1522216796875,11.2459716796875,-1.75360107421875
amp100_freq5,100,5,13,Section 4 (0-31),100,773.1044921875,721.1116943359375,772.81982421875,776.703125,767.413330078125,-51.9927978515625,-0.28466796875,3.5986328125,-5.691162109375
amp100_freq5,100,5,14,Section 4 (0-31),100,756.8063354492188,702.4291381835938,754.1834716796875,758.30517578125,749.7925415039062,-54.377197265625,-2.62286376953125,1.49884033203125,-7.0137939453125
amp100_freq5,100,5,15,Section 4 (0-31),100,757.359130859375,700.302734375,753.0624389648438,758.324462890625,750.3302612304688,-57.056396484375,-4.29669189453125,0.96533203125,-7.02886962890625
amp100_freq5,100,5,16,Section 4 (0-31),100,599.2966918945312,556.7924194335938,609.3870239257812,630.9078979492188,607.6146240234375,-42.5042724609375,10.09033203125,31.6112060546875,8.31793212890625
amp100_freq5,100,5,17,Section 4 (0-31),100,600.2440185546875,554.60595703125,608.1174926757812,630.9078979492188,607.98779296875,-45.6380615234375,7.87347412109375,30.66387939453125,7.7437744140625
amp100_freq5,100,5,18,Section 4 (0-31),100,620.7132568359375,569.4122924804688,625.1956787109375,649.9016723632812,626.8795776367188,-51.30096435546875,4.482421875,29.18841552734375,6.16632080078125
amp100_freq5,100,5,19,Section 4 (0-31),100,640.1463012695312,589.7665405273438,643.29345703125,665.7257690429688,646.8632202148438,-50.3797607421875,3.14715576171875,25.5794677734375,6.7169189453125
amp100_freq5,100,5,20,Section 4 (0-31),100,674.4185180664062,630.9507446289062,675.5470581054688,697.7098999023438,681.3590087890625,-43.4677734375,1.1285400390625,23.2913818359375,6.94049072265625
amp100_freq5,100,5,21,Section 4 (0-31),100,720.20166015625,687.6256103515625,720.3763427734375,741.9415893554688,727.6281127929688,-32.5760498046875,0.1746826171875,21.73992919921875,7.42645263671875
amp100_freq5,100,5,22,Section 4 (0-31),100,773.7518310546875,754.467529296875,773.3040161132812,796.7081298828125,780.79296875,-19.2843017578125,-0.44781494140625,22.956298828125,7.0411376953125
amp100_freq5,100,5,23,Section 4 (0-31),100,850.0230102539062,849.7741088867188,848.10595703125,873.2742309570312,854.9240112304688,-0.2489013671875,-1.91705322265625,23.251220703125,4.9010009765625
amp100_freq5,100,5,24,Section 4 (0-31),100,1210.824462890625,1254.93115234375,1213.065673828125,1244.52734375,1217.228759765625,44.106689453125,2.2412109375,33.702880859375,6.404296875
amp100_freq5,100,5,25,Section 4 (0-31),100,1210.20263671875,1253.044189453125,1211.8646240234375,1244.608642578125,1216.1966552734375,42.841552734375,1.6619873046875,34.406005859375,5.9940185546875
amp100_freq5,100,5,26,Section 4 (0-31),100,1210.857177734375,1254.90234375,1212.9678955078125,1244.6324462890625,1217.158447265625,44.045166015625,2.1107177734375,33.7752685546875,6.30126953125
amp100_freq5,100,5,27,Section 4 (0-31),100,1207.054931640625,1250.8765869140625,1209.624267578125,1240.918701171875,1213.443603515625,43.8216552734375,2.5693359375,33.86376953125,6.388671875
amp100_freq5,100,5,28,Section 4 (0-31),100,1212.643310546875,1256.295166015625,1214.4544677734375,1247.2724609375,1218.684814453125,43.65185546875,1.8111572265625,34.629150390625,6.04150390625
amp100_freq5,100,5,29,Section 4 (0-31),100,1534.5501708984375,1577.1507568359375,1538.4764404296875,1575.8865966796875,1543.2288818359375,42.6005859375,3.92626953125,41.33642578125,8.6787109375
amp100_freq5,100,5,30,Section 4 (0-31),100,1560.7330322265625,1604.234619140625,1562.283935546875,1603.1893310546875,1567.0745849609375,43.5015869140625,1.5509033203125,42.456298828125,6.341552734375
amp100_freq5,100,5,31,Section 4 (0-31),100,1536.3756103515625,1581.647705078125,1535.728515625,1576.9107666015625,1540.3533935546875,45.2720947265625,-0.6470947265625,40.53515625,3.977783203125
amp100_freq5,100,5,32,Section 3 (32-63),100,1819.950439453125,1795.6463623046875,1815.4990234375,1897.710205078125,1813.396728515625,-24.3040771484375,-4.451416015625,77.759765625,-6.5537109375
amp100_freq5,100,5,33,Section 3 (32-63),100,1865.8912353515625,1849.8397216796875,1858.1165771484375,1939.95263671875,1857.4827880859375,-16.051513671875,-7.774658203125,74.0614013671875,-8.408447265625
amp100_freq5,100,5,34,Section 3 (32-63),100,1812.4085693359375,1814.1280517578125,1802.80224609375,1880.4747314453125,1802.882080078125,1.719482421875,-9.6063232421875,68.066162109375,-9.5264892578125
amp100_freq5,100,5,35,Section 3 (32-63),100,1733.7305908203125,1751.4517822265625,1722.34716796875,1794.5654296875,1724.2041015625,17.72119140625,-11.3834228515625,60.8348388671875,-9.5264892578125
amp100_freq5,100,5,36,Section 3 (32-63),100,1656.4407958984375,1684.024658203125,1645.022216796875,1712.4793701171875,1646.79443359375,27.5838623046875,-11.4185791015625,56.03857421875,-9.6463623046875
amp100_freq5,100,5,37,Section 3 (32-63),100,1593.1998291015625,1626.15966796875,1583.89794921875,1647.034912109375,1584.5433349609375,32.9598388671875,-9.3018798828125,53.8350830078125,-8.656494140625
amp100_freq5,100,5,38,Section 3 (32-63),100,1560.5634765625,1595.2193603515625,1551.7584228515625,1613.90625,1551.9989013671875,34.6558837890625,-8.8050537109375,53.3427734375,-8.5645751953125
amp100_freq5,100,5,39,Section 3 (32-63),100,1549.307861328125,1578.247314453125,1541.1817626953125,1604.7645263671875,1541.8072509765625,28.939453125,-8.1260986328125,55.4566650390625,-7.5006103515625
amp100_freq5,100,5,40,Section 3 (32-63),100,1558.4454345703125,1581.6285400390625,1552.1641845703125,1616.4144287109375,1552.600830078125,23.18310546875,-6.28125,57.968994140625,-5.8446044921875
amp100_freq5,100,5,41,Section 3 (32-63),100,1584.5924072265625,1593.4915771484375,1578.6929931640625,1644.43408203125,1580.69775390625,8.899169921875,-5.8994140625,59.8416748046875,-3.8946533203125
amp100_freq5,100,5,42,Section 3 (32-63),100,1633.880859375,1623.8294677734375,1630.3472900390625,1700.0205078125,1633.512451171875,-10.0513916015625,-3.5335693359375,66.1396484375,-0.368408203125
amp100_freq5,100,5,43,Section 3 (32-63),100,1663.1201171875,1628.983154296875,1660.95263671875,1735.6563720703125,1662.8973388671875,-34.136962890625,-2.16748046875,72.5362548828125,-0.2227783203125
amp100_freq5,100,5,44,Section 3 (32-63),100,1522.9219970703125,1482.6217041015625,1522.76220703125,1592.247802734375,1524.6783447265625,-40.30029296875,-0.1597900390625,69.3258056640625,1.75634765625
amp100_freq5,100,5,45,Section 3 (32-63),100,1244.8341064453125,1221.1229248046875,1244.351318359375,1299.9805908203125,1247.051513671875,-23.711181640625,-0.4827880859375,55.146484375,2.2174072265625
amp100_freq5,100,5,46,Section 3 (32-63),100,960.4568481445312,950.7183837890625,959.1492309570312,997.45166015625,959.3893432617188,-9.73846435546875,-1.3076171875,36.99481201171875,-1.0675048828125
amp100_freq5,100,5,47,Section 3 (32-63),100,771.2505493164062,764.093505859375,768.306396484375,795.1893310546875,766.0546875,-7.15704345703125,-2.94415283203125,23.93878173828125,-5.19586181640625
amp100_freq5,100,5,48,Section 3 (32-63),100,633.2780151367188,611.7813720703125,646.333740234375,669.509033203125,637.6837158203125,-21.49664306640625,13.05572509765625,36.23101806640625,4.40570068359375
amp100_freq5,100,5,49,Section 3 (32-63),100,563.8650512695312,539.2942504882812,575.22607421875,598.5305786132812,568.84423828125,-24.57080078125,11.36102294921875,34.66552734375,4.97918701171875
amp100_freq5,100,5,50,Section 3 (32-63),100,507.66796875,480.81781005859375,517.3257446289062,538.0048217773438,512.2302856445312,-26.85015869140625,9.65777587890625,30.33685302734375,4.56231689453125
amp100_freq5,100,5,51,Section 3 (32-63),100,484.1108093261719,452.18475341796875,491.04901123046875,513.12939453125,486.94769287109375,-31.926055908203125,6.938201904296875,29.018585205078125,2.836883544921875
