condition,amplitude,frequency,trial_number,on_delta,off_delta,on_minus_off,condition_repeat_index,condition_repeat_fraction,epoch
amp100_freq5,100,5,45,33.708922704060875,-5.886646906534831,39.5955696105957,7,0.03015075376884422,early
amp100_freq10,100,10,46,48.73683547973633,40.614020029703774,8.122815450032553,6,0.02512562814070352,early
amp250_freq10,250,10,47,16.345404307047527,-18.021481196085613,34.36688550313314,6,0.02512562814070352,early
amp100_freq26,100,26,48,-45.40935961405436,-43.53049278259277,-1.8788668314615886,5,0.020100502512562814,early
amp100_freq10,100,10,49,-14.931606928507486,-24.541550318400066,9.609943389892578,7,0.03015075376884422,early
amp100_freq5,100,5,50,7.029808680216472,13.457484563191732,-6.427675882975261,8,0.035175879396984924,early
amp100_freq10,100,10,51,13.481901168823242,14.055185953776041,-0.5732847849527994,8,0.035175879396984924,early
amp250_freq26,250,26,52,0.5916035970052084,7.418080647786458,-6.82647705078125,4,0.01507537688442211,early
amp180_freq50,180,50,53,-26.25949541727702,-0.07516098022460908,-26.18433443705241,3,0.010050251256281407,early
amp100_freq50,100,50,54,-24.82556915283203,-30.996312459309895,6.170743306477864,5,0.020100502512562814,early
amp250_freq5,250,5,55,-6.949326197306315,-1.1004352569580078,-5.848890940348308,2,0.005025125628140704,early
amp180_freq26,180,26,56,-0.014483133951822916,-14.266468048095703,14.25198491414388,4,0.01507537688442211,early
amp250_freq50,250,50,57,4.776516596476237,5.396586100260417,-0.6200695037841797,3,0.010050251256281407,early
amp100_freq26,100,26,58,-10.943056106567383,-5.878208160400391,-5.064847946166991,6,0.02512562814070352,early
amp100_freq5,100,5,59,-17.508875528971355,-29.072622934977215,11.56374740600586,9,0.04020100502512563,early
amp180_freq50,180,50,60,-13.960152943929037,10.610440572102865,-24.570593516031902,4,0.01507537688442211,early
amp100_freq26,100,26,61,-14.586235046386719,-3.8599370320638027,-10.726298014322916,7,0.03015075376884422,early
amp180_freq50,180,50,62,-3.1128648122151694,-11.786261240641275,8.673396428426107,5,0.020100502512562814,early
amp100_freq10,100,10,63,24.785793940226238,16.785043080647785,8.000750859578451,9,0.04020100502512563,early
amp100_freq10,100,10,64,-0.5575281778971348,3.5507418314615884,-4.108270009358724,10,0.04522613065326633,early
amp100_freq10,100,10,65,-13.614588419596354,-4.45908800760905,-9.155500411987305,11,0.05025125628140704,early
amp180_freq5,180,5,66,22.917983373006184,23.19729741414388,-0.2793140411376953,4,0.01507537688442211,early
