trial_number,condition,amplitude,freq,recording_start_time_s,recording_end_time_s,on_start_s,on_end_s,off_start_s,off_end_s
638,amp100_freq50,100,50,6608.780025,6611.780025,6608.780025,6611.780025,6611.780025,6614.780025
639,amp180_freq26,180,26,6614.780025,6617.780025,6614.780025,6617.780025,6617.780025,6620.780025
640,amp100_freq5,100,5,6620.780025,6623.780025,6620.780025,6623.780025,6623.780025,6626.780025
641,amp250_freq50,250,50,6626.780025,6629.780025,6626.780025,6629.780025,6629.780025,6632.780025
642,amp100_freq5,100,5,6632.780025,6635.780025,6632.780025,6635.780025,6635.780025,6638.780025
643,amp250_freq5,250,5,6638.780025,6641.780025,6638.780025,6641.780025,6641.780025,6644.780025
644,amp180_freq50,180,50,6644.780025,6647.780025,6644.780025,6647.780025,6647.780025,6650.780025
645,amp250_freq50,250,50,6650.780025,6653.780025,6650.780025,6653.780025,6653.780025,6656.780025
646,amp100_freq10,100,10,6656.780025,6659.780025,6656.780025,6659.780025,6659.780025,6662.780025
647,amp180_freq50,180,50,6662.780025,6665.780025,6662.780025,6665.780025,6665.780025,6668.780025
648,amp100_freq26,100,26,6668.780025,6671.780025,6668.780025,6671.780025,6671.780025,6674.780025
649,amp100_freq26,100,26,6674.780025,6677.780025,6674.780025,6677.780025,6677.780025,6680.780025
650,amp180_freq50,180,50,6680.780025,6683.780025,6680.780025,6683.780025,6683.780025,6686.780025
651,amp180_freq26,180,26,6686.780025,6689.780025,6686.780025,6689.780025,6689.780025,6692.780025
652,amp100_freq50,100,50,6692.780025,6695.780025,6692.780025,6695.780025,6695.780025,6698.780025
653,amp250_freq10,250,10,6698.780025,6701.780025,6698.780025,6701.780025,6701.780025,6704.780025
654,amp100_freq50,100,50,6704.780025,6707.780025,6704.780025,6707.780025,6707.780025,6710.780025
655,amp180_freq5,180,5,6710.780025,6713.780025,6710.780025,6713.780025,6713.780025,6716.780025
656,amp250_freq10,250,10,6716.780025,6719.780025,6716.780025,6719.780025,6719.780025,6722.780025
657,amp180_freq26,180,26,6722.780025,6725.780025,6722.780025,6725.780025,6725.780025,6728.780025
658,amp100_freq26,100,26,6728.780025,6731.780025,6728.780025,6731.780025,6731.780025,6734.780025
659,amp250_freq10,250,10,6734.780025,6737.780025,6734.780025,6737.780025,6737.780025,6740.780025
660,amp250_freq5,250,5,6740.780025,6743.780025,6740.780025,6743.780025,6743.780025,6746.780025
661,amp100_freq10,100,10,6746.780025,6749.780025,6746.780025,6749.780025,6749.780025,6752.780025
662,amp100_freq50,100,50,6752.780025,6755.780025,6752.780025,6755.780025,6755.780025,6758.780025
663,amp250_freq5,250,5,6758.780025,6761.780025,6758.780025,6761.780025,6761.780025,6764.780025
664,amp250_freq10,250,10,6764.780025,6767.780025,6764.780025,6767.780025,6767.780025,6770.780025
665,amp250_freq50,250,50,6770.780025,6773.780025,6770.780025,6773.780025,6773.780025,6776.780025
666,amp250_freq26,250,26,6776.780025,6779.780025,6776.780025,6779.780025,6779.780025,6782.780025
667,amp180_freq50,180,50,6782.780025,6785.780025,6782.780025,6785.780025,6785.780025,6788.780025
668,amp250_freq26,250,26,6788.780025,6791.780025,6788.780025,6791.780025,6791.780025,6794.780025
669,amp180_freq26,180,26,6794.780025,6797.780025,6794.780025,6797.780025,6797.780025,6800.780025
670,amp180_freq26,180,26,6800.780025,6803.780025,6800.780025,6803.780025,6803.780025,6806.780025
671,amp180_freq26,180,26,6806.780025,6809.780025,6806.780025,6809.780025,6809.780025,6812.780025
672,amp250_freq50,250,50,6812.780025,6815.780025,6812.780025,6815.780025,6815.780025,6818.780025
673,amp250_freq50,250,50,6818.780025,6821.780025,6818.780025,6821.780025,6821.780025,6824.780025
674,amp180_freq26,180,26,6824.780025,6827.780025,6824.780025,6827.780025,6827.780025,6830.780025
675,amp100_freq10,100,10,6830.780025,6833.780025,6830.780025,6833.780025,6833.780025,6836.780025
676,amp250_freq50,250,50,6836.780025,6839.780025,6836.780025,6839.780025,6839.780025,6842.780025
677,amp180_freq26,180,26,6842.780025,6845.780025,6842.780025,6845.780025,6845.780025,6848.780025
678,amp250_freq26,250,26,6848.780025,6851.780025,6848.780025,6851.780025,6851.780025,6854.780025
679,amp250_freq5,250,5,6854.780025,6857.780025,6854.780025,6857.780025,6857.780025,6860.780025
680,amp100_freq50,100,50,6860.780025,6863.780025,6860.780025,6863.780025,6863.780025,6866.780025
681,amp250_freq50,250,50,6866.780025,6869.780025,6866.780025,6869.780025,6869.780025,6872.780025
682,amp180_freq5,180,5,6872.780025,6875.780025,6872.780025,6875.780025,6875.780025,6878.780025
683,amp250_freq5,250,5,6878.780025,6881.780025,6878.780025,6881.780025,6881.780025,6884.780025
684,amp250_freq5,250,5,6884.780025,6887.780025,6884.780025,6887.780025,6887.780025,6890.780025
685,amp100_freq50,100,50,6890.780025,6893.780025,6890.780025,6893.780025,6893.780025,6896.780025
686,amp250_freq26,250,26,6896.780025,6899.780025,6896.780025,6899.780025,6899.780025,6902.780025
687,amp250_freq50,250,50,6902.780025,6905.780025,6902.780025,6905.780025,6905.780025,6908.780025
688,amp180_freq10,180,10,6908.780025,6911.780025,6908.780025,6911.780025,6911.780025,6914.780025
689,amp250_freq10,250,10,6914.780025,6917.780025,6914.780025,6917.780025,6917.780025,6920.780025
690,amp180_freq50,180,50,6920.780025,6923.780025,6920.780025,6923.780025,6923.780025,6926.780025
691,amp100_freq5,100,5,6926.780025,6929.780025,6926.780025,6929.780025,6929.780025,6932.780025
692,amp100_freq10,100,10,6932.780025,6935.780025,6932.780025,6935.780025,6935.780025,6938.780025
693,amp100_freq50,100,50,6938.780025,6941.780025,6938.780025,6941.780025,6941.780025,6944.780025
694,amp180_freq5,180,5,6944.780025,6947.780025,6944.780025,6947.780025,6947.780025,6950.780025
695,amp180_freq50,180,50,6950.780025,6953.780025,6950.780025,6953.780025,6953.780025,6956.780025
696,amp250_freq50,250,50,6956.780025,6959.780025,6956.780025,6959.780025,6959.780025,6962.780025
697,amp250_freq10,250,10,6962.780025,6965.780025,6962.780025,6965.780025,6965.780025,6968.780025
698,amp250_freq10,250,10,6968.780025,6971.780025,6968.780025,6971.780025,6971.780025,6974.780025
699,amp100_freq50,100,50,6974.780025,6977.780025,6974.780025,6977.780025,6977.780025,6980.780025
700,amp180_freq10,180,10,6980.780025,6983.780025,6980.780025,6983.780025,6983.780025,6986.780025
701,amp180_freq10,180,10,6986.780025,6989.780025,6986.780025,6989.780025,6989.780025,6992.780025
702,amp250_freq5,250,5,6992.780025,6995.780025,6992.780025,6995.780025,6995.780025,6998.780025
703,amp100_freq10,100,10,6998.780025,7001.780025,6998.780025,7001.780025,7001.780025,7004.780025
704,amp100_freq26,100,26,7004.780025,7007.780025,7004.780025,7007.780025,7007.780025,7010.780025
705,amp100_freq26,100,26,7010.780025,7013.780025,7010.780025,7013.780025,7013.780025,7016.780025
706,amp250_freq10,250,10,7016.780025,7019.780025,7016.780025,7019.780025,7019.780025,7022.780025
707,amp180_freq5,180,5,7022.780025,7025.780025,7022.780025,7025.780025,7025.780025,7028.780025
708,amp100_freq26,100,26,7028.780025,7031.780025,7028.780025,7031.780025,7031.780025,7034.780025
709,amp100_freq10,100,10,7034.780025,7037.780025,7034.780025,7037.780025,7037.780025,7040.780025
710,amp100_freq26,100,26,7040.780025,7043.780025,7040.780025,7043.780025,7043.780025,7046.780025
711,amp180_freq26,180,26,7046.780025,7049.780025,7046.780025,7049.780025,7049.780025,7052.780025
712,amp180_freq50,180,50,7052.780025,7055.780025,7052.780025,7055.780025,7055.780025,7058.780025
713,amp180_freq50,180,50,7058.780025,7061.780025,7058.780025,7061.780025,7061.780025,7064.780025
714,amp250_freq5,250,5,7064.780025,7067.780025,7064.780025,7067.780025,7067.780025,7070.780025
715,amp180_freq26,180,26,7070.780025,7073.780025,7070.780025,7073.780025,7073.780025,7076.780025
716,amp250_freq10,250,10,7076.780025,7079.780025,7076.780025,7079.780025,7079.780025,7082.780025
717,amp250_freq50,250,50,7082.780025,7085.780025,7082.780025,7085.780025,7085.780025,7088.780025
718,amp180_freq10,180,10,7088.780025,7091.780025,7088.780025,7091.780025,7091.780025,7094.780025
719,amp250_freq5,250,5,7094.780025,7097.780025,7094.780025,7097.780025,7097.780025,7100.780025
720,amp180_freq5,180,5,7100.780025,7103.780025,7100.780025,7103.780025,7103.780025,7106.780025
721,amp100_freq26,100,26,7106.780025,7109.780025,7106.780025,7109.780025,7109.780025,7112.780025
722,amp250_freq5,250,5,7112.780025,7115.780025,7112.780025,7115.780025,7115.780025,7118.780025
723,amp100_freq5,100,5,7118.780025,7121.780025,7118.780025,7121.780025,7121.780025,7124.780025
724,amp100_freq10,100,10,7124.780025,7127.780025,7124.780025,7127.780025,7127.780025,7130.780025
725,amp180_freq5,180,5,7130.780025,7133.780025,7130.780025,7133.780025,7133.780025,7136.780025
726,amp100_freq10,100,10,7136.780025,7139.780025,7136.780025,7139.780025,7139.780025,7142.780025
727,amp250_freq10,250,10,7142.780025,7145.780025,7142.780025,7145.780025,7145.780025,7148.780025
728,amp180_freq26,180,26,7148.780025,7151.780025,7148.780025,7151.780025,7151.780025,7154.780025
729,amp250_freq10,250,10,7154.780025,7157.780025,7154.780025,7157.780025,7157.780025,7160.780025
730,amp180_freq26,180,26,7160.780025,7163.780025,7160.780025,7163.780025,7163.780025,7166.780025
731,amp250_freq26,250,26,7166.780025,7169.780025,7166.780025,7169.780025,7169.780025,7172.780025
732,amp250_freq5,250,5,7172.780025,7175.780025,7172.780025,7175.780025,7175.780025,7178.780025
733,amp100_freq50,100,50,7178.780025,7181.780025,7178.780025,7181.780025,7181.780025,7184.780025
734,amp250_freq26,250,26,7184.780025,7187.780025,7184.780025,7187.780025,7187.780025,7190.780025
735,amp180_freq26,180,26,7190.780025,7193.780025,7190.780025,7193.780025,7193.780025,7196.780025
736,amp100_freq10,100,10,7196.780025,7199.780025,7196.780025,7199.780025,7199.780025,7202.780025
737,amp100_freq26,100,26,7202.780025,7205.780025,7202.780025,7205.780025,7205.780025,7208.780025
738,amp100_freq26,100,26,7208.780025,7211.780025,7208.780025,7211.780025,7211.780025,7214.780025
739,amp180_freq5,180,5,7214.780025,7217.780025,7214.780025,7217.780025,7217.780025,7220.780025
740,amp180_freq26,180,26,7220.780025,7223.780025,7220.780025,7223.780025,7223.780025,7226.780025
741,amp100_freq5,100,5,7226.780025,7229.780025,7226.780025,7229.780025,7229.780025,7232.780025
742,amp250_freq50,250,50,7232.780025,7235.780025,7232.780025,7235.780025,7235.780025,7238.780025
743,amp180_freq50,180,50,7238.780025,7241.780025,7238.780025,7241.780025,7241.780025,7244.780025
744,amp180_freq5,180,5,7244.780025,7247.780025,7244.780025,7247.780025,7247.780025,7250.780025
745,amp100_freq5,100,5,7250.780025,7253.780025,7250.780025,7253.780025,7253.780025,7256.780025
746,amp100_freq5,100,5,7256.780025,7259.780025,7256.780025,7259.780025,7259.780025,7262.780025
747,amp180_freq5,180,5,7262.780025,7265.780025,7262.780025,7265.780025,7265.780025,7268.780025
748,amp100_freq26,100,26,7268.780025,7271.780025,7268.780025,7271.780025,7271.780025,7274.780025
749,amp250_freq26,250,26,7274.780025,7277.780025,7274.780025,7277.780025,7277.780025,7280.780025
750,amp100_freq10,100,10,7280.780025,7283.780025,7280.780025,7283.780025,7283.780025,7286.780025
751,amp250_freq50,250,50,7286.780025,7289.780025,7286.780025,7289.780025,7289.780025,7292.780025
752,amp250_freq50,250,50,7292.780025,7295.780025,7292.780025,7295.780025,7295.780025,7298.780025
753,amp180_freq26,180,26,7298.780025,7301.780025,7298.780025,7301.780025,7301.780025,7304.780025
754,amp180_freq26,180,26,7304.780025,7307.780025,7304.780025,7307.780025,7307.780025,7310.780025
755,amp180_freq50,180,50,7310.780025,7313.780025,7310.780025,7313.780025,7313.780025,7316.780025
756,amp180_freq5,180,5,7316.780025,7319.780025,7316.780025,7319.780025,7319.780025,7322.780025
757,amp180_freq50,180,50,7322.780025,7325.780025,7322.780025,7325.780025,7325.780025,7328.780025
758,amp250_freq5,250,5,7328.780025,7331.780025,7328.780025,7331.780025,7331.780025,7334.780025
759,amp250_freq50,250,50,7334.780025,7337.780025,7334.780025,7337.780025,7337.780025,7340.780025
760,amp180_freq10,180,10,7340.780025,7343.780025,7340.780025,7343.780025,7343.780025,7346.780025
761,amp180_freq50,180,50,7346.780025,7349.780025,7346.780025,7349.780025,7349.780025,7352.780025
762,amp100_freq26,100,26,7352.780025,7355.780025,7352.780025,7355.780025,7355.780025,7358.780025
763,amp100_freq50,100,50,7358.780025,7361.780025,7358.780025,7361.780025,7361.780025,7364.780025
764,amp250_freq5,250,5,7364.780025,7367.780025,7364.780025,7367.780025,7367.780025,7370.780025
765,amp250_freq26,250,26,7370.780025,7373.780025,7370.780025,7373.780025,7373.780025,7376.780025
766,amp100_freq10,100,10,7376.780025,7379.780025,7376.780025,7379.780025,7379.780025,7382.780025
767,amp250_freq26,250,26,7382.780025,7385.780025,7382.780025,7385.780025,7385.780025,7388.780025
768,amp250_freq26,250,26,7388.780025,7391.780025,7388.780025,7391.780025,7391.780025,7394.780025
769,amp100_freq5,100,5,7394.780025,7397.780025,7394.780025,7397.780025,7397.780025,7400.780025
770,amp250_freq5,250,5,7400.780025,7403.780025,7400.780025,7403.780025,7403.780025,7406.780025
771,amp100_freq5,100,5,7406.780025,7409.780025,7406.780025,7409.780025,7409.780025,7412.780025
772,amp180_freq26,180,26,7412.780025,7415.780025,7412.780025,7415.780025,7415.780025,7418.780025
773,amp180_freq10,180,10,7418.780025,7421.780025,7418.780025,7421.780025,7421.780025,7424.780025
774,amp180_freq10,180,10,7424.780025,7427.780025,7424.780025,7427.780025,7427.780025,7430.780025
775,amp100_freq5,100,5,7430.780025,7433.780025,7430.780025,7433.780025,7433.780025,7436.780025
776,amp250_freq26,250,26,7436.780025,7439.780025,7436.780025,7439.780025,7439.780025,7442.780025
777,amp250_freq5,250,5,7442.780025,7445.780025,7442.780025,7445.780025,7445.780025,7448.780025
778,amp180_freq26,180,26,7448.780025,7451.780025,7448.780025,7451.780025,7451.780025,7454.780025
779,amp250_freq50,250,50,7454.780025,7457.780025,7454.780025,7457.780025,7457.780025,7460.780025
780,amp250_freq5,250,5,7460.780025,7463.780025,7460.780025,7463.780025,7463.780025,7466.780025
781,amp100_freq5,100,5,7466.780025,7469.780025,7466.780025,7469.780025,7469.780025,7472.780025
782,amp180_freq26,180,26,7472.780025,7475.780025,7472.780025,7475.780025,7475.780025,7478.780025
783,amp100_freq5,100,5,7478.780025,7481.780025,7478.780025,7481.780025,7481.780025,7484.780025
784,amp100_freq50,100,50,7484.780025,7487.780025,7484.780025,7487.780025,7487.780025,7490.780025
785,amp250_freq10,250,10,7490.780025,7493.780025,7490.780025,7493.780025,7493.780025,7496.780025
786,amp180_freq26,180,26,7496.780025,7499.780025,7496.780025,7499.780025,7499.780025,7502.780025
787,amp100_freq50,100,50,7502.780025,7505.780025,7502.780025,7505.780025,7505.780025,7508.780025
788,amp100_freq26,100,26,7508.780025,7511.780025,7508.780025,7511.780025,7511.780025,7514.780025
789,amp250_freq5,250,5,7514.780025,7517.780025,7514.780025,7517.780025,7517.780025,7520.780025
790,amp180_freq26,180,26,7520.780025,7523.780025,7520.780025,7523.780025,7523.780025,7526.780025
791,amp180_freq5,180,5,7526.780025,7529.780025,7526.780025,7529.780025,7529.780025,7532.780025
792,amp100_freq10,100,10,7532.780025,7535.780025,7532.780025,7535.780025,7535.780025,7538.780025
793,amp180_freq26,180,26,7538.780025,7541.780025,7538.780025,7541.780025,7541.780025,7544.780025
794,amp250_freq50,250,50,7544.780025,7547.780025,7544.780025,7547.780025,7547.780025,7550.780025
795,amp180_freq5,180,5,7550.780025,7553.780025,7550.780025,7553.780025,7553.780025,7556.780025
796,amp250_freq26,250,26,7556.780025,7559.780025,7556.780025,7559.780025,7559.780025,7562.780025
797,amp180_freq50,180,50,7562.780025,7565.780025,7562.780025,7565.780025,7565.780025,7568.780025
798,amp180_freq50,180,50,7568.780025,7571.780025,7568.780025,7571.780025,7571.780025,7574.780025
799,amp250_freq5,250,5,7574.780025,7577.780025,7574.780025,7577.780025,7577.780025,7580.780025
800,amp100_freq5,100,5,7580.780025,7583.780025,7580.780025,7583.780025,7583.780025,7586.780025
801,amp180_freq50,180,50,7586.780025,7589.780025,7586.780025,7589.780025,7589.780025,7592.780025
802,amp180_freq26,180,26,7592.780025,7595.780025,7592.780025,7595.780025,7595.780025,7598.780025
803,amp180_freq10,180,10,7598.780025,7601.780025,7598.780025,7601.780025,7601.780025,7604.780025
804,amp250_freq5,250,5,7604.780025,7607.780025,7604.780025,7607.780025,7607.780025,7610.780025
805,amp180_freq10,180,10,7610.780025,7613.780025,7610.780025,7613.780025,7613.780025,7616.780025
806,amp100_freq50,100,50,7616.780025,7619.780025,7616.780025,7619.780025,7619.780025,7622.780025
807,amp180_freq10,180,10,7622.780025,7625.780025,7622.780025,7625.780025,7625.780025,7628.780025
808,amp250_freq10,250,10,7628.780025,7631.780025,7628.780025,7631.780025,7631.780025,7634.780025
809,amp100_freq26,100,26,7634.780025,7637.780025,7634.780025,7637.780025,7637.780025,7640.780025
810,amp100_freq50,100,50,7640.780025,7643.780025,7640.780025,7643.780025,7643.780025,7646.780025
811,amp180_freq50,180,50,7646.780025,7649.780025,7646.780025,7649.780025,7649.780025,7652.780025
812,amp180_freq26,180,26,7652.780025,7655.780025,7652.780025,7655.780025,7655.780025,7658.780025
813,amp180_freq5,180,5,7658.780025,7661.780025,7658.780025,7661.780025,7661.780025,7664.780025
814,amp180_freq10,180,10,7664.780025,7667.780025,7664.780025,7667.780025,7667.780025,7670.780025
815,amp250_freq5,250,5,7670.780025,7673.780025,7670.780025,7673.780025,7673.780025,7676.780025
816,amp100_freq50,100,50,7676.780025,7679.780025,7676.780025,7679.780025,7679.780025,7682.780025
817,amp100_freq5,100,5,7682.780025,7685.780025,7682.780025,7685.780025,7685.780025,7688.780025
818,amp180_freq50,180,50,7688.780025,7691.780025,7688.780025,7691.780025,7691.780025,7694.780025
819,amp180_freq26,180,26,7694.780025,7697.780025,7694.780025,7697.780025,7697.780025,7700.780025
820,amp180_freq5,180,5,7700.780025,7703.780025,7700.780025,7703.780025,7703.780025,7706.780025
821,amp180_freq50,180,50,7706.780025,7709.780025,7706.780025,7709.780025,7709.780025,7712.780025
822,amp180_freq50,180,50,7712.780025,7715.780025,7712.780025,7715.780025,7715.780025,7718.780025
823,amp180_freq50,180,50,7718.780025,7721.780025,7718.780025,7721.780025,7721.780025,7724.780025
824,amp250_freq5,250,5,7724.780025,7727.780025,7724.780025,7727.780025,7727.780025,7730.780025
825,amp180_freq50,180,50,7730.780025,7733.780025,7730.780025,7733.780025,7733.780025,7736.780025
826,amp250_freq10,250,10,7736.780025,7739.780025,7736.780025,7739.780025,7739.780025,7742.780025
827,amp250_freq26,250,26,7742.780025,7745.780025,7742.780025,7745.780025,7745.780025,7748.780025
828,amp250_freq50,250,50,7748.780025,7751.780025,7748.780025,7751.780025,7751.780025,7754.780025
829,amp100_freq26,100,26,7754.780025,7757.780025,7754.780025,7757.780025,7757.780025,7760.780025
830,amp180_freq5,180,5,7760.780025,7763.780025,7760.780025,7763.780025,7763.780025,7766.780025
831,amp250_freq26,250,26,7766.780025,7769.780025,7766.780025,7769.780025,7769.780025,7772.780025
832,amp250_freq26,250,26,7772.780025,7775.780025,7772.780025,7775.780025,7775.780025,7778.780025
833,amp180_freq50,180,50,7778.780025,7781.780025,7778.780025,7781.780025,7781.780025,7784.780025
834,amp100_freq10,100,10,7784.780025,7787.780025,7784.780025,7787.780025,7787.780025,7790.780025
835,amp250_freq50,250,50,7790.780025,7793.780025,7790.780025,7793.780025,7793.780025,7796.780025
836,amp250_freq26,250,26,7796.780025,7799.780025,7796.780025,7799.780025,7799.780025,7802.780025
837,amp100_freq5,100,5,7802.780025,7805.780025,7802.780025,7805.780025,7805.780025,7808.780025
838,amp180_freq10,180,10,7808.780025,7811.780025,7808.780025,7811.780025,7811.780025,7814.780025
839,amp180_freq10,180,10,7814.780025,7817.780025,7814.780025,7817.780025,7817.780025,7820.780025
840,amp180_freq50,180,50,7820.780025,7823.780025,7820.780025,7823.780025,7823.780025,7826.780025
841,amp100_freq5,100,5,7826.780025,7829.780025,7826.780025,7829.780025,7829.780025,7832.780025
842,amp180_freq50,180,50,7832.780025,7835.780025,7832.780025,7835.780025,7835.780025,7838.780025
843,amp100_freq10,100,10,7838.780025,7841.780025,7838.780025,7841.780025,7841.780025,7844.780025
844,amp180_freq5,180,5,7844.780025,7847.780025,7844.780025,7847.780025,7847.780025,7850.780025
845,amp100_freq50,100,50,7850.780025,7853.780025,7850.780025,7853.780025,7853.780025,7856.780025
846,amp100_freq10,100,10,7856.780025,7859.780025,7856.780025,7859.780025,7859.780025,7862.780025
847,amp250_freq26,250,26,7862.780025,7865.780025,7862.780025,7865.780025,7865.780025,7868.780025
848,amp180_freq50,180,50,7868.780025,7871.780025,7868.780025,7871.780025,7871.780025,7874.780025
849,amp100_freq50,100,50,7874.780025,7877.780025,7874.780025,7877.780025,7877.780025,7880.780025
850,amp250_freq10,250,10,7880.780025,7883.780025,7880.780025,7883.780025,7883.780025,7886.780025
851,amp180_freq5,180,5,7886.780025,7889.780025,7886.780025,7889.780025,7889.780025,7892.780025
852,amp100_freq50,100,50,7892.780025,7895.780025,7892.780025,7895.780025,7895.780025,7898.780025
853,amp180_freq10,180,10,7898.780025,7901.780025,7898.780025,7901.780025,7901.780025,7904.780025
854,amp250_freq5,250,5,7904.780025,7907.780025,7904.780025,7907.780025,7907.780025,7910.780025
855,amp180_freq50,180,50,7910.780025,7913.780025,7910.780025,7913.780025,7913.780025,7916.780025
856,amp100_freq50,100,50,7916.780025,7919.780025,7916.780025,7919.780025,7919.780025,7922.780025
857,amp100_freq10,100,10,7922.780025,7925.780025,7922.780025,7925.780025,7925.780025,7928.780025
858,amp100_freq5,100,5,7928.780025,7931.780025,7928.780025,7931.780025,7931.780025,7934.780025
859,amp100_freq5,100,5,7934.780025,7937.780025,7934.780025,7937.780025,7937.780025,7940.780025
860,amp250_freq10,250,10,7940.780025,7943.780025,7940.780025,7943.780025,7943.780025,7946.780025
861,amp100_freq10,100,10,7946.780025,7949.780025,7946.780025,7949.780025,7949.780025,7952.780025
862,amp180_freq26,180,26,7952.780025,7955.780025,7952.780025,7955.780025,7955.780025,7958.780025
863,amp100_freq50,100,50,7958.780025,7961.780025,7958.780025,7961.780025,7961.780025,7964.780025
864,amp100_freq10,100,10,7964.780025,7967.780025,7964.780025,7967.780025,7967.780025,7970.780025
865,amp180_freq5,180,5,7970.780025,7973.780025,7970.780025,7973.780025,7973.780025,7976.780025
866,amp250_freq10,250,10,7976.780025,7979.780025,7976.780025,7979.780025,7979.780025,7982.780025
867,amp100_freq50,100,50,7982.780025,7985.780025,7982.780025,7985.780025,7985.780025,7988.780025
868,amp250_freq26,250,26,7988.780025,7991.780025,7988.780025,7991.780025,7991.780025,7994.780025
869,amp180_freq5,180,5,7994.780025,7997.780025,7994.780025,7997.780025,7997.780025,8000.780025
870,amp250_freq5,250,5,8000.780025,8003.780025,8000.780025,8003.780025,8003.780025,8006.780025
871,amp100_freq10,100,10,8006.780025,8009.780025,8006.780025,8009.780025,8009.780025,8012.780025
872,amp100_freq26,100,26,8012.780025,8015.780025,8012.780025,8015.780025,8015.780025,8018.780025
873,amp100_freq10,100,10,8018.780025,8021.780025,8018.780025,8021.780025,8021.780025,8024.780025
874,amp180_freq10,180,10,8024.780025,8027.780025,8024.780025,8027.780025,8027.780025,8030.780025
875,amp180_freq26,180,26,8030.780025,8033.780025,8030.780025,8033.780025,8033.780025,8036.780025
876,amp250_freq10,250,10,8036.780025,8039.780025,8036.780025,8039.780025,8039.780025,8042.780025
877,amp250_freq10,250,10,8042.780025,8045.780025,8042.780025,8045.780025,8045.780025,8048.780025
878,amp180_freq10,180,10,8048.780025,8051.780025,8048.780025,8051.780025,8051.780025,8054.780025
879,amp250_freq10,250,10,8054.780025,8057.780025,8054.780025,8057.780025,8057.780025,8060.780025
880,amp180_freq50,180,50,8060.780025,8063.780025,8060.780025,8063.780025,8063.780025,8066.780025
881,amp180_freq26,180,26,8066.780025,8069.780025,8066.780025,8069.780025,8069.780025,8072.780025
882,amp250_freq50,250,50,8072.780025,8075.780025,8072.780025,8075.780025,8075.780025,8078.780025
883,amp250_freq26,250,26,8078.780025,8081.780025,8078.780025,8081.780025,8081.780025,8084.780025
884,amp250_freq50,250,50,8084.780025,8087.780025,8084.780025,8087.780025,8087.780025,8090.780025
885,amp100_freq26,100,26,8090.780025,8093.780025,8090.780025,8093.780025,8093.780025,8096.780025
886,amp100_freq50,100,50,8096.780025,8099.780025,8096.780025,8099.780025,8099.780025,8102.780025
887,amp100_freq5,100,5,8102.780025,8105.780025,8102.780025,8105.780025,8105.780025,8108.780025
888,amp250_freq50,250,50,8108.780025,8111.780025,8108.780025,8111.780025,8111.780025,8114.780025
889,amp250_freq5,250,5,8114.780025,8117.780025,8114.780025,8117.780025,8117.780025,8120.780025
890,amp250_freq50,250,50,8120.780025,8123.780025,8120.780025,8123.780025,8123.780025,8126.780025
891,amp100_freq5,100,5,8126.780025,8129.780025,8126.780025,8129.780025,8129.780025,8132.780025
892,amp180_freq5,180,5,8132.780025,8135.780025,8132.780025,8135.780025,8135.780025,8138.780025
893,amp100_freq10,100,10,8138.780025,8141.780025,8138.780025,8141.780025,8141.780025,8144.780025
894,amp250_freq10,250,10,8144.780025,8147.780025,8144.780025,8147.780025,8147.780025,8150.780025
895,amp100_freq50,100,50,8150.780025,8153.780025,8150.780025,8153.780025,8153.780025,8156.780025
896,amp180_freq26,180,26,8156.780025,8159.780025,8156.780025,8159.780025,8159.780025,8162.780025
897,amp100_freq50,100,50,8162.780025,8165.780025,8162.780025,8165.780025,8165.780025,8168.780025
898,amp250_freq5,250,5,8168.780025,8171.780025,8168.780025,8171.780025,8171.780025,8174.780025
899,amp250_freq26,250,26,8174.780025,8177.780025,8174.780025,8177.780025,8177.780025,8180.780025
900,amp100_freq26,100,26,8180.780025,8183.780025,8180.780025,8183.780025,8183.780025,8186.780025
901,amp250_freq5,250,5,8186.780025,8189.780025,8186.780025,8189.780025,8189.780025,8192.780025
902,amp100_freq10,100,10,8192.780025,8195.780025,8192.780025,8195.780025,8195.780025,8198.780025
903,amp100_freq26,100,26,8198.780025,8201.780025,8198.780025,8201.780025,8201.780025,8204.780025
904,amp180_freq50,180,50,8204.780025,8207.780025,8204.780025,8207.780025,8207.780025,8210.780025
905,amp100_freq26,100,26,8210.780025,8213.780025,8210.780025,8213.780025,8213.780025,8216.780025
906,amp180_freq10,180,10,8216.780025,8219.780025,8216.780025,8219.780025,8219.780025,8222.780025
907,amp100_freq26,100,26,8222.780025,8225.780025,8222.780025,8225.780025,8225.780025,8228.780025
908,amp180_freq26,180,26,8228.780025,8231.780025,8228.780025,8231.780025,8231.780025,8234.780025
909,amp250_freq10,250,10,8234.780025,8237.780025,8234.780025,8237.780025,8237.780025,8240.780025
910,amp100_freq50,100,50,8240.780025,8243.780025,8240.780025,8243.780025,8243.780025,8246.780025
911,amp100_freq10,100,10,8246.780025,8249.780025,8246.780025,8249.780025,8249.780025,8252.780025
912,amp100_freq26,100,26,8252.780025,8255.780025,8252.780025,8255.780025,8255.780025,8258.780025
913,amp180_freq26,180,26,8258.780025,8261.780025,8258.780025,8261.780025,8261.780025,8264.780025
914,amp100_freq26,100,26,8264.780025,8267.780025,8264.780025,8267.780025,8267.780025,8270.780025
915,amp180_freq50,180,50,8270.780025,8273.780025,8270.780025,8273.780025,8273.780025,8276.780025
