trial_number,condition,amplitude,freq,recording_start_time_s,recording_end_time_s,on_start_s,on_end_s,off_start_s,off_end_s
1197,amp250_freq26,250,26,9962.780025,9965.780025,9962.780025,9965.780025,9965.780025,9968.780025
1198,amp180_freq50,180,50,9968.780025,9971.780025,9968.780025,9971.780025,9971.780025,9974.780025
1199,amp180_freq26,180,26,9974.780025,9977.780025,9974.780025,9977.780025,9977.780025,9980.780025
1200,amp180_freq50,180,50,9980.780025,9983.780025,9980.780025,9983.780025,9983.780025,9986.780025
1201,amp100_freq10,100,10,9986.780025,9989.780025,9986.780025,9989.780025,9989.780025,9992.780025
1202,amp100_freq5,100,5,9992.780025,9995.780025,9992.780025,9995.780025,9995.780025,9998.780025
1203,amp100_freq5,100,5,9998.780025,10001.780025,9998.780025,10001.780025,10001.780025,10004.780025
1204,amp100_freq5,100,5,10004.780025,10007.780025,10004.780025,10007.780025,10007.780025,10010.780025
1205,amp180_freq26,180,26,10010.780025,10013.780025,10010.780025,10013.780025,10013.780025,10016.780025
1206,amp180_freq26,180,26,10016.780025,10019.780025,10016.780025,10019.780025,10019.780025,10022.780025
1207,amp250_freq5,250,5,10022.780025,10025.780025,10022.780025,10025.780025,10025.780025,10028.780025
1208,amp250_freq10,250,10,10028.780025,10031.780025,10028.780025,10031.780025,10031.780025,10034.780025
1209,amp100_freq5,100,5,10034.780025,10037.780025,10034.780025,10037.780025,10037.780025,10040.780025
1210,amp100_freq26,100,26,10040.780025,10043.780025,10040.780025,10043.780025,10043.780025,10046.780025
1211,amp180_freq50,180,50,10046.780025,10049.780025,10046.780025,10049.780025,10049.780025,10052.780025
1212,amp180_freq10,180,10,10052.780025,10055.780025,10052.780025,10055.780025,10055.780025,10058.780025
1213,amp100_freq10,100,10,10058.780025,10061.780025,10058.780025,10061.780025,10061.780025,10064.780025
1214,amp100_freq26,100,26,10064.780025,10067.780025,10064.780025,10067.780025,10067.780025,10070.780025
1215,amp180_freq50,180,50,10070.780025,10073.780025,10070.780025,10073.780025,10073.780025,10076.780025
1216,amp250_freq50,250,50,10076.780025,10079.780025,10076.780025,10079.780025,10079.780025,10082.780025
1217,amp100_freq26,100,26,10082.780025,10085.780025,10082.780025,10085.780025,10085.780025,10088.780025
1218,amp100_freq5,100,5,10088.780025,10091.780025,10088.780025,10091.780025,10091.780025,10094.780025
1219,amp100_freq26,100,26,10094.780025,10097.780025,10094.780025,10097.780025,10097.780025,10100.780025
1220,amp100_freq10,100,10,10100.780025,10103.780025,10100.780025,10103.780025,10103.780025,10106.780025
1221,amp180_freq50,180,50,10106.780025,10109.780025,10106.780025,10109.780025,10109.780025,10112.780025
1222,amp100_freq50,100,50,10112.780025,10115.780025,10112.780025,10115.780025,10115.780025,10118.780025
1223,amp250_freq26,250,26,10118.780025,10121.780025,10118.780025,10121.780025,10121.780025,10124.780025
1224,amp100_freq26,100,26,10124.780025,10127.780025,10124.780025,10127.780025,10127.780025,10130.780025
1225,amp180_freq5,180,5,10130.780025,10133.780025,10130.780025,10133.780025,10133.780025,10136.780025
1226,amp100_freq50,100,50,10136.780025,10139.780025,10136.780025,10139.780025,10139.780025,10142.780025
1227,amp250_freq26,250,26,10142.780025,10145.780025,10142.780025,10145.780025,10145.780025,10148.780025
1228,amp250_freq50,250,50,10148.780025,10151.780025,10148.780025,10151.780025,10151.780025,10154.780025
1229,amp180_freq5,180,5,10154.780025,10157.780025,10154.780025,10157.780025,10157.780025,10160.780025
1230,amp180_freq50,180,50,10160.780025,10163.780025,10160.780025,10163.780025,10163.780025,10166.780025
1231,amp100_freq5,100,5,10166.780025,10169.780025,10166.780025,10169.780025,10169.780025,10172.780025
1232,amp180_freq26,180,26,10172.780025,10175.780025,10172.780025,10175.780025,10175.780025,10178.780025
1233,amp100_freq26,100,26,10178.780025,10181.780025,10178.780025,10181.780025,10181.780025,10184.780025
1234,amp180_freq5,180,5,10184.780025,10187.780025,10184.780025,10187.780025,10187.780025,10190.780025
1235,amp250_freq50,250,50,10190.780025,10193.780025,10190.780025,10193.780025,10193.780025,10196.780025
1236,amp250_freq10,250,10,10196.780025,10199.780025,10196.780025,10199.780025,10199.780025,10202.780025
1237,amp180_freq50,180,50,10202.780025,10205.780025,10202.780025,10205.780025,10205.780025,10208.780025
1238,amp250_freq5,250,5,10208.780025,10211.780025,10208.780025,10211.780025,10211.780025,10214.780025
1239,amp250_freq5,250,5,10214.780025,10217.780025,10214.780025,10217.780025,10217.780025,10220.780025
1240,amp250_freq5,250,5,10220.780025,10223.780025,10220.780025,10223.780025,10223.780025,10226.780025
1241,amp250_freq10,250,10,10226.780025,10229.780025,10226.780025,10229.780025,10229.780025,10232.780025
1242,amp180_freq50,180,50,10232.780025,10235.780025,10232.780025,10235.780025,10235.780025,10238.780025
1243,amp180_freq50,180,50,10238.780025,10241.780025,10238.780025,10241.780025,10241.780025,10244.780025
1244,amp250_freq10,250,10,10244.780025,10247.780025,10244.780025,10247.780025,10247.780025,10250.780025
1245,amp180_freq50,180,50,10250.780025,10253.780025,10250.780025,10253.780025,10253.780025,10256.780025
1246,amp180_freq5,180,5,10256.780025,10259.780025,10256.780025,10259.780025,10259.780025,10262.780025
1247,amp180_freq26,180,26,10262.780025,10265.780025,10262.780025,10265.780025,10265.780025,10268.780025
1248,amp100_freq26,100,26,10268.780025,10271.780025,10268.780025,10271.780025,10271.780025,10274.780025
1249,amp180_freq26,180,26,10274.780025,10277.780025,10274.780025,10277.780025,10277.780025,10280.780025
1250,amp250_freq50,250,50,10280.780025,10283.780025,10280.780025,10283.780025,10283.780025,10286.780025
1251,amp250_freq5,250,5,10286.780025,10289.780025,10286.780025,10289.780025,10289.780025,10292.780025
1252,amp100_freq5,100,5,10292.780025,10295.780025,10292.780025,10295.780025,10295.780025,10298.780025
1253,amp180_freq5,180,5,10298.780025,10301.780025,10298.780025,10301.780025,10301.780025,10304.780025
1254,amp100_freq10,100,10,10304.780025,10307.780025,10304.780025,10307.780025,10307.780025,10310.780025
1255,amp250_freq5,250,5,10310.780025,10313.780025,10310.780025,10313.780025,10313.780025,10316.780025
1256,amp250_freq26,250,26,10316.780025,10319.780025,10316.780025,10319.780025,10319.780025,10322.780025
1257,amp180_freq26,180,26,10322.780025,10325.780025,10322.780025,10325.780025,10325.780025,10328.780025
1258,amp180_freq5,180,5,10328.780025,10331.780025,10328.780025,10331.780025,10331.780025,10334.780025
1259,amp250_freq26,250,26,10334.780025,10337.780025,10334.780025,10337.780025,10337.780025,10340.780025
1260,amp180_freq50,180,50,10340.780025,10343.780025,10340.780025,10343.780025,10343.780025,10346.780025
1261,amp100_freq50,100,50,10346.780025,10349.780025,10346.780025,10349.780025,10349.780025,10352.780025
1262,amp100_freq5,100,5,10352.780025,10355.780025,10352.780025,10355.780025,10355.780025,10358.780025
1263,amp180_freq26,180,26,10358.780025,10361.780025,10358.780025,10361.780025,10361.780025,10364.780025
1264,amp100_freq5,100,5,10364.780025,10367.780025,10364.780025,10367.780025,10367.780025,10370.780025
1265,amp100_freq10,100,10,10370.780025,10373.780025,10370.780025,10373.780025,10373.780025,10376.780025
1266,amp100_freq26,100,26,10376.780025,10379.780025,10376.780025,10379.780025,10379.780025,10382.780025
1267,amp180_freq50,180,50,10382.780025,10385.780025,10382.780025,10385.780025,10385.780025,10388.780025
1268,amp250_freq26,250,26,10388.780025,10391.780025,10388.780025,10391.780025,10391.780025,10394.780025
1269,amp250_freq50,250,50,10394.780025,10397.780025,10394.780025,10397.780025,10397.780025,10400.780025
1270,amp180_freq26,180,26,10400.780025,10403.780025,10400.780025,10403.780025,10403.780025,10406.780025
1271,amp100_freq26,100,26,10406.780025,10409.780025,10406.780025,10409.780025,10409.780025,10412.780025
1272,amp100_freq50,100,50,10412.780025,10415.780025,10412.780025,10415.780025,10415.780025,10418.780025
1273,amp100_freq26,100,26,10418.780025,10421.780025,10418.780025,10421.780025,10421.780025,10424.780025
1274,amp180_freq5,180,5,10424.780025,10427.780025,10424.780025,10427.780025,10427.780025,10430.780025
1275,amp250_freq10,250,10,10430.780025,10433.780025,10430.780025,10433.780025,10433.780025,10436.780025
1276,amp100_freq26,100,26,10436.780025,10439.780025,10436.780025,10439.780025,10439.780025,10442.780025
1277,amp100_freq5,100,5,10442.780025,10445.780025,10442.780025,10445.780025,10445.780025,10448.780025
1278,amp100_freq50,100,50,10448.780025,10451.780025,10448.780025,10451.780025,10451.780025,10454.780025
1279,amp100_freq10,100,10,10454.780025,10457.780025,10454.780025,10457.780025,10457.780025,10460.780025
1280,amp250_freq50,250,50,10460.780025,10463.780025,10460.780025,10463.780025,10463.780025,10466.780025
1281,amp100_freq26,100,26,10466.780025,10469.780025,10466.780025,10469.780025,10469.780025,10472.780025
1282,amp180_freq10,180,10,10472.780025,10475.780025,10472.780025,10475.780025,10475.780025,10478.780025
1283,amp100_freq26,100,26,10478.780025,10481.780025,10478.780025,10481.780025,10481.780025,10484.780025
1284,amp180_freq50,180,50,10484.780025,10487.780025,10484.780025,10487.780025,10487.780025,10490.780025
1285,amp180_freq10,180,10,10490.780025,10493.780025,10490.780025,10493.780025,10493.780025,10496.780025
1286,amp250_freq5,250,5,10496.780025,10499.780025,10496.780025,10499.780025,10499.780025,10502.780025
1287,amp250_freq50,250,50,10502.780025,10505.780025,10502.780025,10505.780025,10505.780025,10508.780025
1288,amp250_freq10,250,10,10508.780025,10511.780025,10508.780025,10511.780025,10511.780025,10514.780025
1289,amp100_freq10,100,10,10514.780025,10517.780025,10514.780025,10517.780025,10517.780025,10520.780025
1290,amp100_freq26,100,26,10520.780025,10523.780025,10520.780025,10523.780025,10523.780025,10526.780025
1291,amp100_freq10,100,10,10526.780025,10529.780025,10526.780025,10529.780025,10529.780025,10532.780025
1292,amp180_freq50,180,50,10532.780025,10535.780025,10532.780025,10535.780025,10535.780025,10538.780025
1293,amp250_freq5,250,5,10538.780025,10541.780025,10538.780025,10541.780025,10541.780025,10544.780025
1294,amp180_freq26,180,26,10544.780025,10547.780025,10544.780025,10547.780025,10547.780025,10550.780025
1295,amp100_freq5,100,5,10550.780025,10553.780025,10550.780025,10553.780025,10553.780025,10556.780025
1296,amp100_freq5,100,5,10556.780025,10559.780025,10556.780025,10559.780025,10559.780025,10562.780025
1297,amp250_freq50,250,50,10562.780025,10565.780025,10562.780025,10565.780025,10565.780025,10568.780025
1298,amp250_freq5,250,5,10568.780025,10571.780025,10568.780025,10571.780025,10571.780025,10574.780025
1299,amp250_freq26,250,26,10574.780025,10577.780025,10574.780025,10577.780025,10577.780025,10580.780025
1300,amp100_freq26,100,26,10580.780025,10583.780025,10580.780025,10583.780025,10583.780025,10586.780025
1301,amp250_freq50,250,50,10586.780025,10589.780025,10586.780025,10589.780025,10589.780025,10592.780025
1302,amp250_freq5,250,5,10592.780025,10595.780025,10592.780025,10595.780025,10595.780025,10598.780025
1303,amp180_freq10,180,10,10598.780025,10601.780025,10598.780025,10601.780025,10601.780025,10604.780025
1304,amp180_freq10,180,10,10604.780025,10607.780025,10604.780025,10607.780025,10607.780025,10610.780025
1305,amp250_freq5,250,5,10610.780025,10613.780025,10610.780025,10613.780025,10613.780025,10616.780025
1306,amp250_freq26,250,26,10616.780025,10619.780025,10616.780025,10619.780025,10619.780025,10622.780025
1307,amp250_freq50,250,50,10622.780025,10625.780025,10622.780025,10625.780025,10625.780025,10628.780025
1308,amp180_freq26,180,26,10628.780025,10631.780025,10628.780025,10631.780025,10631.780025,10634.780025
1309,amp100_freq26,100,26,10634.780025,10637.780025,10634.780025,10637.780025,10637.780025,10640.780025
1310,amp100_freq10,100,10,10640.780025,10643.780025,10640.780025,10643.780025,10643.780025,10646.780025
1311,amp250_freq50,250,50,10646.780025,10649.780025,10646.780025,10649.780025,10649.780025,10652.780025
1312,amp180_freq5,180,5,10652.780025,10655.780025,10652.780025,10655.780025,10655.780025,10658.780025
1313,amp100_freq26,100,26,10658.780025,10661.780025,10658.780025,10661.780025,10661.780025,10664.780025
1314,amp250_freq5,250,5,10664.780025,10667.780025,10664.780025,10667.780025,10667.780025,10670.780025
1315,amp250_freq50,250,50,10670.780025,10673.780025,10670.780025,10673.780025,10673.780025,10676.780025
1316,amp180_freq5,180,5,10676.780025,10679.780025,10676.780025,10679.780025,10679.780025,10682.780025
1317,amp250_freq26,250,26,10682.780025,10685.780025,10682.780025,10685.780025,10685.780025,10688.780025
1318,amp100_freq26,100,26,10688.780025,10691.780025,10688.780025,10691.780025,10691.780025,10694.780025
1319,amp100_freq5,100,5,10694.780025,10697.780025,10694.780025,10697.780025,10697.780025,10700.780025
1320,amp180_freq26,180,26,10700.780025,10703.780025,10700.780025,10703.780025,10703.780025,10706.780025
1321,amp100_freq5,100,5,10706.780025,10709.780025,10706.780025,10709.780025,10709.780025,10712.780025
1322,amp100_freq50,100,50,10712.780025,10715.780025,10712.780025,10715.780025,10715.780025,10718.780025
1323,amp250_freq5,250,5,10718.780025,10721.780025,10718.780025,10721.780025,10721.780025,10724.780025
1324,amp250_freq26,250,26,10724.780025,10727.780025,10724.780025,10727.780025,10727.780025,10730.780025
1325,amp250_freq26,250,26,10730.780025,10733.780025,10730.780025,10733.780025,10733.780025,10736.780025
1326,amp250_freq5,250,5,10736.780025,10739.780025,10736.780025,10739.780025,10739.780025,10742.780025
1327,amp100_freq26,100,26,10742.780025,10745.780025,10742.780025,10745.780025,10745.780025,10748.780025
1328,amp180_freq26,180,26,10748.780025,10751.780025,10748.780025,10751.780025,10751.780025,10754.780025
1329,amp100_freq26,100,26,10754.780025,10757.780025,10754.780025,10757.780025,10757.780025,10760.780025
1330,amp180_freq5,180,5,10760.780025,10763.780025,10760.780025,10763.780025,10763.780025,10766.780025
1331,amp250_freq5,250,5,10766.780025,10769.780025,10766.780025,10769.780025,10769.780025,10772.780025
1332,amp100_freq5,100,5,10772.780025,10775.780025,10772.780025,10775.780025,10775.780025,10778.780025
1333,amp100_freq26,100,26,10778.780025,10781.780025,10778.780025,10781.780025,10781.780025,10784.780025
1334,amp180_freq5,180,5,10784.780025,10787.780025,10784.780025,10787.780025,10787.780025,10790.780025
1335,amp100_freq5,100,5,10790.780025,10793.780025,10790.780025,10793.780025,10793.780025,10796.780025
1336,amp250_freq50,250,50,10796.780025,10799.780025,10796.780025,10799.780025,10799.780025,10802.780025
1337,amp100_freq50,100,50,10802.780025,10805.780025,10802.780025,10805.780025,10805.780025,10808.780025
1338,amp250_freq26,250,26,10808.780025,10811.780025,10808.780025,10811.780025,10811.780025,10814.780025
1339,amp100_freq26,100,26,10814.780025,10817.780025,10814.780025,10817.780025,10817.780025,10820.780025
1340,amp250_freq5,250,5,10820.780025,10823.780025,10820.780025,10823.780025,10823.780025,10826.780025
1341,amp180_freq50,180,50,10826.780025,10829.780025,10826.780025,10829.780025,10829.780025,10832.780025
1342,amp100_freq5,100,5,10832.780025,10835.780025,10832.780025,10835.780025,10835.780025,10838.780025
1343,amp100_freq5,100,5,10838.780025,10841.780025,10838.780025,10841.780025,10841.780025,10844.780025
1344,amp250_freq10,250,10,10844.780025,10847.780025,10844.780025,10847.780025,10847.780025,10850.780025
1345,amp250_freq26,250,26,10850.780025,10853.780025,10850.780025,10853.780025,10853.780025,10856.780025
1346,amp250_freq5,250,5,10856.780025,10859.780025,10856.780025,10859.780025,10859.780025,10862.780025
1347,amp100_freq50,100,50,10862.780025,10865.780025,10862.780025,10865.780025,10865.780025,10868.780025
1348,amp250_freq26,250,26,10868.780025,10871.780025,10868.780025,10871.780025,10871.780025,10874.780025
1349,amp100_freq10,100,10,10874.780025,10877.780025,10874.780025,10877.780025,10877.780025,10880.780025
1350,amp180_freq50,180,50,10880.780025,10883.780025,10880.780025,10883.780025,10883.780025,10886.780025
1351,amp180_freq26,180,26,10886.780025,10889.780025,10886.780025,10889.780025,10889.780025,10892.780025
1352,amp250_freq50,250,50,10892.780025,10895.780025,10892.780025,10895.780025,10895.780025,10898.780025
1353,amp100_freq26,100,26,10898.780025,10901.780025,10898.780025,10901.780025,10901.780025,10904.780025
1354,amp250_freq50,250,50,10904.780025,10907.780025,10904.780025,10907.780025,10907.780025,10910.780025
1355,amp250_freq26,250,26,10910.780025,10913.780025,10910.780025,10913.780025,10913.780025,10916.780025
1356,amp100_freq10,100,10,10916.780025,10919.780025,10916.780025,10919.780025,10919.780025,10922.780025
1357,amp180_freq26,180,26,10922.780025,10925.780025,10922.780025,10925.780025,10925.780025,10928.780025
1358,amp250_freq5,250,5,10928.780025,10931.780025,10928.780025,10931.780025,10931.780025,10934.780025
1359,amp100_freq50,100,50,10934.780025,10937.780025,10934.780025,10937.780025,10937.780025,10940.780025
1360,amp180_freq50,180,50,10940.780025,10943.780025,10940.780025,10943.780025,10943.780025,10946.780025
1361,amp100_freq10,100,10,10946.780025,10949.780025,10946.780025,10949.780025,10949.780025,10952.780025
1362,amp180_freq26,180,26,10952.780025,10955.780025,10952.780025,10955.780025,10955.780025,10958.780025
1363,amp250_freq26,250,26,10958.780025,10961.780025,10958.780025,10961.780025,10961.780025,10964.780025
1364,amp180_freq10,180,10,10964.780025,10967.780025,10964.780025,10967.780025,10967.780025,10970.780025
1365,amp180_freq10,180,10,10970.780025,10973.780025,10970.780025,10973.780025,10973.780025,10976.780025
1366,amp180_freq50,180,50,10976.780025,10979.780025,10976.780025,10979.780025,10979.780025,10982.780025
1367,amp100_freq5,100,5,10982.780025,10985.780025,10982.780025,10985.780025,10985.780025,10988.780025
1368,amp250_freq10,250,10,10988.780025,10991.780025,10988.780025,10991.780025,10991.780025,10994.780025
1369,amp100_freq5,100,5,10994.780025,10997.780025,10994.780025,10997.780025,10997.780025,11000.780025
1370,amp100_freq10,100,10,11000.780025,11003.780025,11000.780025,11003.780025,11003.780025,11006.780025
1371,amp100_freq50,100,50,11006.780025,11009.780025,11006.780025,11009.780025,11009.780025,11012.780025
1372,amp100_freq26,100,26,11012.780025,11015.780025,11012.780025,11015.780025,11015.780025,11018.780025
1373,amp180_freq10,180,10,11018.780025,11021.780025,11018.780025,11021.780025,11021.780025,11024.780025
1374,amp180_freq50,180,50,11024.780025,11027.780025,11024.780025,11027.780025,11027.780025,11030.780025
1375,amp180_freq5,180,5,11030.780025,11033.780025,11030.780025,11033.780025,11033.780025,11036.780025
1376,amp100_freq50,100,50,11036.780025,11039.780025,11036.780025,11039.780025,11039.780025,11042.780025
1377,amp250_freq10,250,10,11042.780025,11045.780025,11042.780025,11045.780025,11045.780025,11048.780025
1378,amp250_freq26,250,26,11048.780025,11051.780025,11048.780025,11051.780025,11051.780025,11054.780025
1379,amp180_freq10,180,10,11054.780025,11057.780025,11054.780025,11057.780025,11057.780025,11060.780025
1380,amp250_freq5,250,5,11060.780025,11063.780025,11060.780025,11063.780025,11063.780025,11066.780025
1381,amp100_freq26,100,26,11066.780025,11069.780025,11066.780025,11069.780025,11069.780025,11072.780025
1382,amp180_freq50,180,50,11072.780025,11075.780025,11072.780025,11075.780025,11075.780025,11078.780025
1383,amp250_freq5,250,5,11078.780025,11081.780025,11078.780025,11081.780025,11081.780025,11084.780025
1384,amp100_freq26,100,26,11084.780025,11087.780025,11084.780025,11087.780025,11087.780025,11090.780025
1385,amp250_freq26,250,26,11090.780025,11093.780025,11090.780025,11093.780025,11093.780025,11096.780025
1386,amp250_freq26,250,26,11096.780025,11099.780025,11096.780025,11099.780025,11099.780025,11102.780025
1387,amp180_freq10,180,10,11102.780025,11105.780025,11102.780025,11105.780025,11105.780025,11108.780025
1388,amp250_freq50,250,50,11108.780025,11111.780025,11108.780025,11111.780025,11111.780025,11114.780025
1389,amp100_freq26,100,26,11114.780025,11117.780025,11114.780025,11117.780025,11117.780025,11120.780025
1390,amp250_freq10,250,10,11120.780025,11123.780025,11120.780025,11123.780025,11123.780025,11126.780025
1391,amp180_freq5,180,5,11126.780025,11129.780025,11126.780025,11129.780025,11129.780025,11132.780025
1392,amp180_freq5,180,5,11132.780025,11135.780025,11132.780025,11135.780025,11135.780025,11138.780025
1393,amp250_freq10,250,10,11138.780025,11141.780025,11138.780025,11141.780025,11141.780025,11144.780025
1394,amp100_freq5,100,5,11144.780025,11147.780025,11144.780025,11147.780025,11147.780025,11150.780025
1395,amp180_freq5,180,5,11150.780025,11153.780025,11150.780025,11153.780025,11153.780025,11156.780025
1396,amp180_freq26,180,26,11156.780025,11159.780025,11156.780025,11159.780025,11159.780025,11162.780025
1397,amp250_freq26,250,26,11162.780025,11165.780025,11162.780025,11165.780025,11165.780025,11168.780025
1398,amp180_freq50,180,50,11168.780025,11171.780025,11168.780025,11171.780025,11171.780025,11174.780025
1399,amp250_freq10,250,10,11174.780025,11177.780025,11174.780025,11177.780025,11177.780025,11180.780025
1400,amp180_freq10,180,10,11180.780025,11183.780025,11180.780025,11183.780025,11183.780025,11186.780025
1401,amp180_freq10,180,10,11186.780025,11189.780025,11186.780025,11189.780025,11189.780025,11192.780025
1402,amp250_freq50,250,50,11192.780025,11195.780025,11192.780025,11195.780025,11195.780025,11198.780025
1403,amp100_freq5,100,5,11198.780025,11201.780025,11198.780025,11201.780025,11201.780025,11204.780025
1404,amp100_freq50,100,50,11204.780025,11207.780025,11204.780025,11207.780025,11207.780025,11210.780025
1405,amp250_freq50,250,50,11210.780025,11213.780025,11210.780025,11213.780025,11213.780025,11216.780025
1406,amp180_freq10,180,10,11216.780025,11219.780025,11216.780025,11219.780025,11219.780025,11222.780025
1407,amp100_freq5,100,5,11222.780025,11225.780025,11222.780025,11225.780025,11225.780025,11228.780025
1408,amp250_freq5,250,5,11228.780025,11231.780025,11228.780025,11231.780025,11231.780025,11234.780025
1409,amp250_freq5,250,5,11234.780025,11237.780025,11234.780025,11237.780025,11237.780025,11240.780025
1410,amp250_freq10,250,10,11240.780025,11243.780025,11240.780025,11243.780025,11243.780025,11246.780025
1411,amp250_freq50,250,50,11246.780025,11249.780025,11246.780025,11249.780025,11249.780025,11252.780025
1412,amp250_freq10,250,10,11252.780025,11255.780025,11252.780025,11255.780025,11255.780025,11258.780025
1413,amp180_freq26,180,26,11258.780025,11261.780025,11258.780025,11261.780025,11261.780025,11264.780025
1414,amp250_freq50,250,50,11264.780025,11267.780025,11264.780025,11267.780025,11267.780025,11270.780025
1415,amp180_freq26,180,26,11270.780025,11273.780025,11270.780025,11273.780025,11273.780025,11276.780025
1416,amp250_freq50,250,50,11276.780025,11279.780025,11276.780025,11279.780025,11279.780025,11282.780025
1417,amp250_freq50,250,50,11282.780025,11285.780025,11282.780025,11285.780025,11285.780025,11288.780025
1418,amp100_freq50,100,50,11288.780025,11291.780025,11288.780025,11291.780025,11291.780025,11294.780025
1419,amp180_freq10,180,10,11294.780025,11297.780025,11294.780025,11297.780025,11297.780025,11300.780025
1420,amp100_freq50,100,50,11300.780025,11303.780025,11300.780025,11303.780025,11303.780025,11306.780025
1421,amp250_freq50,250,50,11306.780025,11309.780025,11306.780025,11309.780025,11309.780025,11312.780025
1422,amp180_freq5,180,5,11312.780025,11315.780025,11312.780025,11315.780025,11315.780025,11318.780025
1423,amp250_freq50,250,50,11318.780025,11321.780025,11318.780025,11321.780025,11321.780025,11324.780025
1424,amp100_freq10,100,10,11324.780025,11327.780025,11324.780025,11327.780025,11327.780025,11330.780025
1425,amp250_freq26,250,26,11330.780025,11333.780025,11330.780025,11333.780025,11333.780025,11336.780025
1426,amp250_freq10,250,10,11336.780025,11339.780025,11336.780025,11339.780025,11339.780025,11342.780025
1427,amp250_freq10,250,10,11342.780025,11345.780025,11342.780025,11345.780025,11345.780025,11348.780025
1428,amp250_freq10,250,10,11348.780025,11351.780025,11348.780025,11351.780025,11351.780025,11354.780025
1429,amp180_freq5,180,5,11354.780025,11357.780025,11354.780025,11357.780025,11357.780025,11360.780025
1430,amp250_freq26,250,26,11360.780025,11363.780025,11360.780025,11363.780025,11363.780025,11366.780025
1431,amp250_freq5,250,5,11366.780025,11369.780025,11366.780025,11369.780025,11369.780025,11372.780025
1432,amp180_freq26,180,26,11372.780025,11375.780025,11372.780025,11375.780025,11375.780025,11378.780025
1433,amp180_freq26,180,26,11378.780025,11381.780025,11378.780025,11381.780025,11381.780025,11384.780025
1434,amp180_freq5,180,5,11384.780025,11387.780025,11384.780025,11387.780025,11387.780025,11390.780025
1435,amp180_freq26,180,26,11390.780025,11393.780025,11390.780025,11393.780025,11393.780025,11396.780025
1436,amp180_freq50,180,50,11396.780025,11399.780025,11396.780025,11399.780025,11399.780025,11402.780025
1437,amp180_freq50,180,50,11402.780025,11405.780025,11402.780025,11405.780025,11405.780025,11408.780025
1438,amp250_freq50,250,50,11408.780025,11411.780025,11408.780025,11411.780025,11411.780025,11414.780025
1439,amp250_freq50,250,50,11414.780025,11417.780025,11414.780025,11417.780025,11417.780025,11420.780025
1440,amp180_freq26,180,26,11420.780025,11423.780025,11420.780025,11423.780025,11423.780025,11426.780025
1441,amp250_freq5,250,5,11426.780025,11429.780025,11426.780025,11429.780025,11429.780025,11432.780025
1442,amp100_freq10,100,10,11432.780025,11435.780025,11432.780025,11435.780025,11435.780025,11438.780025
1443,amp180_freq50,180,50,11438.780025,11441.780025,11438.780025,11441.780025,11441.780025,11444.780025
1444,amp180_freq10,180,10,11444.780025,11447.780025,11444.780025,11447.780025,11447.780025,11450.780025
1445,amp250_freq5,250,5,11450.780025,11453.780025,11450.780025,11453.780025,11453.780025,11456.780025
1446,amp100_freq50,100,50,11456.780025,11459.780025,11456.780025,11459.780025,11459.780025,11462.780025
1447,amp250_freq50,250,50,11462.780025,11465.780025,11462.780025,11465.780025,11465.780025,11468.780025
1448,amp250_freq10,250,10,11468.780025,11471.780025,11468.780025,11471.780025,11471.780025,11474.780025
1449,amp250_freq5,250,5,11474.780025,11477.780025,11474.780025,11477.780025,11477.780025,11480.780025
1450,amp180_freq50,180,50,11480.780025,11483.780025,11480.780025,11483.780025,11483.780025,11486.780025
1451,amp180_freq5,180,5,11486.780025,11489.780025,11486.780025,11489.780025,11489.780025,11492.780025
1452,amp250_freq10,250,10,11492.780025,11495.780025,11492.780025,11495.780025,11495.780025,11498.780025
1453,amp180_freq5,180,5,11498.780025,11501.780025,11498.780025,11501.780025,11501.780025,11504.780025
1454,amp180_freq26,180,26,11504.780025,11507.780025,11504.780025,11507.780025,11507.780025,11510.780025
1455,amp180_freq50,180,50,11510.780025,11513.780025,11510.780025,11513.780025,11513.780025,11516.780025
1456,amp250_freq5,250,5,11516.780025,11519.780025,11516.780025,11519.780025,11519.780025,11522.780025
1457,amp250_freq50,250,50,11522.780025,11525.780025,11522.780025,11525.780025,11525.780025,11528.780025
1458,amp180_freq50,180,50,11528.780025,11531.780025,11528.780025,11531.780025,11531.780025,11534.780025
1459,amp250_freq5,250,5,11534.780025,11537.780025,11534.780025,11537.780025,11537.780025,11540.780025
1460,amp100_freq10,100,10,11540.780025,11543.780025,11540.780025,11543.780025,11543.780025,11546.780025
1461,amp250_freq5,250,5,11546.780025,11549.780025,11546.780025,11549.780025,11549.780025,11552.780025
1462,amp180_freq5,180,5,11552.780025,11555.780025,11552.780025,11555.780025,11555.780025,11558.780025
1463,amp180_freq10,180,10,11558.780025,11561.780025,11558.780025,11561.780025,11561.780025,11564.780025
1464,amp180_freq10,180,10,11564.780025,11567.780025,11564.780025,11567.780025,11567.780025,11570.780025
1465,amp100_freq5,100,5,11570.780025,11573.780025,11570.780025,11573.780025,11573.780025,11576.780025
1466,amp180_freq5,180,5,11576.780025,11579.780025,11576.780025,11579.780025,11579.780025,11582.780025
1467,amp180_freq50,180,50,11582.780025,11585.780025,11582.780025,11585.780025,11585.780025,11588.780025
1468,amp100_freq10,100,10,11588.780025,11591.780025,11588.780025,11591.780025,11591.780025,11594.780025
1469,amp100_freq5,100,5,11594.780025,11597.780025,11594.780025,11597.780025,11597.780025,11600.780025
