condition,amplitude,frequency,n_trials,onset_delta_mean,onset_delta_ci_low,onset_delta_ci_high,sustained_delta_mean,sustained_delta_ci_low,sustained_delta_ci_high,offset_delta_mean,offset_delta_ci_low,offset_delta_ci_high,recovery_delta_mean,recovery_delta_ci_low,recovery_delta_ci_high,transition_index_mean,transition_index_ci_low,transition_index_ci_high
amp100_freq5,100,5,200,-2.4897207164764406,-9.106671050667764,4.314735955595965,1.5973085212707518,-3.023946925163269,6.03122820591926,4.9206600093841555,-1.9725778359174726,12.193397340178485,0.16146016120910645,-5.339747866630554,5.597635096788404,3.323351488113403,-2.4875131194591518,9.413031690239903
amp180_freq5,180,5,200,-11.879784898757935,-18.03177002763748,-6.318088854432107,-0.3404702663421631,-4.804485966920852,4.075882108211514,2.22811550617218,-4.530961739659309,9.445158189654347,2.4248877811431884,-3.534442378997803,8.375068583011625,2.5685857725143433,-2.8648480811119077,8.381755781292915
amp250_freq5,250,5,200,-8.686243433952331,-15.207707515358925,-1.8551342005729856,0.5794992828369141,-3.9148056976795194,4.927187616825103,-0.27784639835357666,-7.070699095010758,6.9732485082149465,2.9339487886428834,-2.8170239906311036,8.799287662148465,-0.8573456811904907,-6.6438692748546595,5.530641882658004
amp100_freq26,100,26,200,1.3659840488433839,-5.822689517498016,9.178031995654091,3.268682107925415,-1.3550814151763917,7.361421075582504,1.3266289329528809,-5.3437692340612415,8.31911533105373,6.412565612792969,0.7276844496726991,12.259230885028837,-1.9420531749725343,-7.5752316383123395,3.559858533263191
amp180_freq26,180,26,200,-7.71029643535614,-13.174318201780318,-2.4702832746505785,6.651756114959717,2.9094315488338474,10.372898007154465,12.579995412826538,5.964818865776063,19.519945000767706,8.372469329833985,2.9525749970674515,13.996999251961707,5.9282392978668215,-0.13543921852111815,12.169569960713378
amp250_freq26,250,26,200,-12.47105131149292,-18.94237369322777,-5.38481081545353,0.982249984741211,-2.916875072956085,4.9638808424472805,7.691533360481262,0.9245952479839326,14.218953693032256,2.676965742111206,-2.7993063807487486,8.181771122217178,6.709283375740052,1.1432985559701918,12.189443067669867
