unit_set,cluster_id,condition,n_trials,mean_on_hz,mean_off_hz,mean_delta_hz,sem_delta_hz,median_delta_hz,t_stat,p_value,q_value_bh_within_unit_set,direction,responsive_q05_within_unit_set,KSLabel,ContamPct,Amplitude,review_category,review_priority,best_raw_channel,best_channel_shank
high_confidence_19,157,amp100_freq26,200,4.276666666666667,4.178333333333334,0.09833333333333336,0.13447579014499245,0.0,0.7312344714785457,0.46549608969349004,0.6891760288968554,ON>OFF,False,good,1.4,8.9,high_confidence_ks_good,23,113,2
high_confidence_19,168,amp100_freq26,200,0.9283333333333335,1.2,-0.2716666666666667,0.20083685193300724,0.0,-1.3526733965999727,0.17769492957479482,0.504118323594804,ON<OFF,False,good,2.7,15.3,high_confidence_ks_good,24,120,2
high_confidence_19,118,amp100_freq26,200,1.1166666666666665,1.0166666666666666,0.09999999999999996,0.1300045096499088,0.0,0.7692040858374185,0.44268416835247787,0.6767302763486215,ON>OFF,False,good,1.9,19.7,high_confidence_ks_good,29,86,2
high_confidence_19,175,amp100_freq26,200,0.9483333333333335,0.7383333333333334,0.21,0.11418905440176957,0.0,1.8390554252347469,0.06739711711865479,0.3539533281143276,ON>OFF,False,good,3.5,15.1,high_confidence_ks_good,32,121,2
high_confidence_19,169,amp100_freq26,200,0.5666666666666668,0.4216666666666667,0.145,0.10293236898637845,0.0,1.408691954026518,0.16048680269632942,0.46911526942003984,ON>OFF,False,good,0.0,26.4,high_confidence_ks_good,34,119,2
high_confidence_19,181,amp100_freq26,200,0.445,0.5216666666666667,-0.07666666666666665,0.08252404349911535,0.0,-0.9290221784574636,0.35400310651317546,0.647662592951836,ON<OFF,False,good,1.8,37.5,high_confidence_ks_good,40,122,2
high_confidence_19,110,amp100_freq26,200,0.5083333333333333,0.495,0.013333333333333322,0.09498420333563586,0.0,0.14037421871317593,0.8885063081010347,0.9856743851749378,ON>OFF,False,good,3.6,27.2,high_confidence_ks_good,44,85,2
high_confidence_19,160,amp100_freq26,200,0.23,0.20666666666666667,0.023333333333333338,0.03871974062143466,0.0,0.6026211167441643,0.5474468630877194,0.7413235924019416,ON>OFF,False,good,0.0,8.8,high_confidence_ks_good,52,115,2
high_confidence_19,9,amp100_freq5,200,22.37666666666667,24.003333333333334,-1.6266666666666665,0.6320385247889724,-1.3333333333333321,-2.5736827786087644,0.01078936769963459,0.17571255967976332,ON<OFF,False,good,9.0,12.6,high_confidence_ks_good,1,10,1
high_confidence_19,177,amp100_freq5,200,14.061666666666666,14.608333333333333,-0.5466666666666665,0.4410980664065585,-0.6666666666666679,-1.2393313603030076,0.21668243733460876,0.504118323594804,ON<OFF,False,good,0.1,27.8,high_confidence_ks_good,2,120,2
high_confidence_19,191,amp100_freq5,200,11.548333333333336,11.996666666666668,-0.4483333333333334,0.41206400913817254,-0.666666666666667,-1.0880186655248483,0.27790283225240475,0.5977532618259271,ON<OFF,False,good,3.8,22.6,high_confidence_ks_good,3,124,2
high_confidence_19,112,amp100_freq5,200,10.178333333333335,10.903333333333334,-0.725,0.47939938635333856,-0.833333333333333,-1.5123089862815196,0.13204171395936865,0.41813209420466735,ON<OFF,False,good,4.1,18.8,high_confidence_ks_good,4,84,2
high_confidence_19,23,amp100_freq5,200,1.4833333333333332,1.4966666666666668,-0.013333333333333393,0.3729912886326814,0.0,-0.0357470368335169,0.9715198963888731,0.9856743851749378,ON<OFF,False,good,0.6,51.1,high_confidence_ks_good,6,15,1
high_confidence_19,158,amp100_freq5,200,13.426666666666666,13.045,0.3816666666666667,0.24125575879177563,0.3333333333333339,1.582000233188538,0.11523753864382014,0.40454771649476584,ON>OFF,False,good,8.8,14.8,high_confidence_ks_good,8,115,2
high_confidence_19,174,amp100_freq5,200,1.83,1.9016666666666668,-0.07166666666666666,0.19034303718145762,0.0,-0.3765132033610742,0.7069365379539486,0.8759865796385885,ON<OFF,False,good,0.0,27.7,high_confidence_ks_good,10,121,2
high_confidence_19,80,amp100_freq5,200,12.838333333333333,12.855,-0.016666666666666642,0.2645830448171048,0.0,-0.06299219467440785,0.9498359458631527,0.9856743851749378,ON<OFF,False,good,8.0,10.7,high_confidence_ks_good,12,61,1
high_confidence_19,0,amp100_freq5,200,8.066666666666666,7.825,0.24166666666666672,0.13989182827488691,0.16666666666666607,1.727525257528214,0.08562485787469401,0.37364873513470853,ON>OFF,False,good,8.0,10.6,high_confidence_ks_good,13,0,1
high_confidence_19,119,amp100_freq5,200,1.2966666666666669,1.1049999999999998,0.19166666666666665,0.13057099829073784,0.0,1.467911474796947,0.14370705265567255,0.44277308115531544,ON>OFF,False,good,5.6,26.5,high_confidence_ks_good,17,86,2
high_confidence_19,111,amp100_freq5,200,2.466666666666667,2.1016666666666666,0.36499999999999994,0.23191236985554614,0.0,1.5738703382978303,0.11710591793269538,0.40454771649476584,ON>OFF,False,good,0.8,27.2,high_confidence_ks_good,18,85,2
high_confidence_19,157,amp100_freq5,200,4.423333333333333,4.223333333333333,0.2,0.11838292541406639,0.33333333333333304,1.689432824036597,0.09270257916277831,0.37364873513470853,ON>OFF,False,good,1.4,8.9,high_confidence_ks_good,23,113,2
high_confidence_19,168,amp100_freq5,200,0.9483333333333333,0.6583333333333333,0.29,0.15821643396836535,0.0,1.8329322228181695,0.06830678261855445,0.3539533281143276,ON>OFF,False,good,2.7,15.3,high_confidence_ks_good,24,120,2
high_confidence_19,118,amp100_freq5,200,0.9233333333333335,0.8133333333333335,0.11,0.10691109974918993,0.0,1.0288922315648847,0.30477925551729645,0.6165275595854358,ON>OFF,False,good,1.9,19.7,high_confidence_ks_good,29,86,2
high_confidence_19,175,amp100_freq5,200,0.7183333333333334,0.8466666666666666,-0.12833333333333333,0.09838669307144303,-0.3333333333333333,-1.304376936829706,0.19361167334564708,0.504118323594804,ON<OFF,False,good,3.5,15.1,high_confidence_ks_good,32,121,2
high_confidence_19,169,amp100_freq5,200,0.6283333333333334,0.7266666666666666,-0.09833333333333334,0.15245611536879883,0.0,-0.6449943519514464,0.5196737332705691,0.7313926616400602,ON<OFF,False,good,0.0,26.4,high_confidence_ks_good,34,119,2
high_confidence_19,181,amp100_freq5,200,0.3883333333333333,0.505,-0.11666666666666668,0.09263045940753101,0.0,-1.259484919030656,0.2093304469560545,0.504118323594804,ON<OFF,False,good,1.8,37.5,high_confidence_ks_good,40,122,2
high_confidence_19,110,amp100_freq5,200,0.38666666666666666,0.46833333333333327,-0.08166666666666667,0.06550484699972854,0.0,-1.2467270806235926,0.21396303832607272,0.504118323594804,ON<OFF,False,good,3.6,27.2,high_confidence_ks_good,44,85,2
high_confidence_19,160,amp100_freq5,200,0.2633333333333333,0.3066666666666667,-0.04333333333333333,0.04242180049096913,0.0,-1.0214873680941063,0.3082637797927179,0.6165275595854358,ON<OFF,False,good,0.0,8.8,high_confidence_ks_good,52,115,2
high_confidence_19,9,amp180_freq26,200,22.62,23.17166666666667,-0.5516666666666665,0.5915116932011966,-0.33333333333333215,-0.9326386494256893,0.35213673444305754,0.647662592951836,ON<OFF,False,good,9.0,12.6,high_confidence_ks_good,1,10,1
high_confidence_19,177,amp180_freq26,200,14.171666666666667,14.47,-0.2983333333333333,0.42000769382227404,-0.833333333333333,-0.7103044485170142,0.47834692604471934,0.690272779355671,ON<OFF,False,good,0.1,27.8,high_confidence_ks_good,2,120,2
high_confidence_19,191,amp180_freq26,200,11.428333333333335,11.966666666666667,-0.5383333333333333,0.43070117672146824,-0.5,-1.2498998433929753,0.21280405079840173,0.504118323594804,ON<OFF,False,good,3.8,22.6,high_confidence_ks_good,3,124,2
high_confidence_19,112,amp180_freq26,200,10.046666666666667,10.876666666666665,-0.83,0.4363187330964845,-0.6666666666666674,-1.902279084167719,0.0585787859383432,0.3514727156300592,ON<OFF,False,good,4.1,18.8,high_confidence_ks_good,4,84,2
high_confidence_19,23,amp180_freq26,200,0.9683333333333333,1.465,-0.4966666666666666,0.2811100076557991,0.0,-1.7668053542754074,0.07879376948090129,0.37364873513470853,ON<OFF,False,good,0.6,51.1,high_confidence_ks_good,6,15,1
high_confidence_19,158,amp180_freq26,200,12.953333333333335,12.941666666666665,0.011666666666666572,0.23514939950877092,0.0,0.0496138484343925,0.9604798716505425,0.9856743851749378,ON>OFF,False,good,8.8,14.8,high_confidence_ks_good,8,115,2
high_confidence_19,174,amp180_freq26,200,1.633333333333333,1.64,-0.006666666666666661,0.18862042866115897,0.0,-0.035344351160619916,0.9718405860068892,0.9856743851749378,ON<OFF,False,good,0.0,27.7,high_confidence_ks_good,10,121,2
high_confidence_19,80,amp180_freq26,200,12.668333333333335,12.766666666666667,-0.09833333333333333,0.23792793296332138,0.0,-0.413290411548661,0.679838856140499,0.8708048269664819,ON<OFF,False,good,8.0,10.7,high_confidence_ks_good,12,61,1
high_confidence_19,0,amp180_freq26,200,8.206666666666667,7.788333333333334,0.4183333333333333,0.17268849095371902,0.0,2.4224737330378763,0.01631096053783941,0.18801693409275755,ON>OFF,False,good,8.0,10.6,high_confidence_ks_good,13,0,1
high_confidence_19,119,amp180_freq26,200,1.1466666666666667,1.2916666666666665,-0.14499999999999993,0.1307022116047377,0.0,-1.109392092296807,0.26859991910523917,0.5888536688076397,ON<OFF,False,good,5.6,26.5,high_confidence_ks_good,17,86,2
high_confidence_19,111,amp180_freq26,200,1.9483333333333335,1.778333333333333,0.17,0.20011149879162876,0.0,0.8495263941679676,0.396609302147145,0.647662592951836,ON>OFF,False,good,0.8,27.2,high_confidence_ks_good,18,85,2
high_confidence_19,157,amp180_freq26,200,4.181666666666667,4.273333333333333,-0.09166666666666665,0.11695793982165348,0.0,-0.7837575354563109,0.4341142438828936,0.6767302763486215,ON<OFF,False,good,1.4,8.9,high_confidence_ks_good,23,113,2
high_confidence_19,168,amp180_freq26,200,0.6566666666666667,0.8900000000000001,-0.23333333333333336,0.13586376070916353,0.0,-1.71740670297518,0.08746057854273076,0.37364873513470853,ON<OFF,False,good,2.7,15.3,high_confidence_ks_good,24,120,2
high_confidence_19,118,amp180_freq26,200,0.8866666666666667,0.7566666666666667,0.13000000000000006,0.12422377639565979,0.0,1.046498534917685,0.2966003543003118,0.6147716434588281,ON>OFF,False,good,1.9,19.7,high_confidence_ks_good,29,86,2
high_confidence_19,175,amp180_freq26,200,0.9133333333333334,0.7183333333333334,0.195,0.09455521962803343,0.0,2.062286997662338,0.04047942586766252,0.27754407433448397,ON>OFF,False,good,3.5,15.1,high_confidence_ks_good,32,121,2
high_confidence_19,169,amp180_freq26,200,0.455,0.6116666666666667,-0.15666666666666668,0.124787032426263,0.0,-1.2554723325057149,0.21077952843328174,0.504118323594804,ON<OFF,False,good,0.0,26.4,high_confidence_ks_good,34,119,2
high_confidence_19,181,amp180_freq26,200,0.4283333333333333,0.42666666666666664,0.0016666666666666741,0.07860088312144263,0.0,0.02120417227490413,0.9831040317467367,0.9856743851749378,ON>OFF,False,good,1.8,37.5,high_confidence_ks_good,40,122,2
high_confidence_19,110,amp180_freq26,200,0.5216666666666666,0.5166666666666666,0.005,0.06204578108386654,0.0,0.08058565647262238,0.9358524595884445,0.9856743851749378,ON>OFF,False,good,3.6,27.2,high_confidence_ks_good,44,85,2
high_confidence_19,160,amp180_freq26,200,0.2033333333333333,0.275,-0.07166666666666666,0.03273137371448527,0.0,-2.1895404480060234,0.029720487176256263,0.2606258106225549,ON<OFF,False,good,0.0,8.8,high_confidence_ks_good,52,115,2
high_confidence_19,9,amp180_freq5,200,22.51,24.16333333333333,-1.653333333333333,0.5761635957887549,-2.333333333333332,-2.8695553579187125,0.004554474946243686,0.17307004795726008,ON<OFF,False,good,9.0,12.6,high_confidence_ks_good,1,10,1
high_confidence_19,177,amp180_freq5,200,13.633333333333335,14.51,-0.8766666666666666,0.4594033345390461,-0.6666666666666661,-1.908272319238371,0.05779540233685603,0.3514727156300592,ON<OFF,False,good,0.1,27.8,high_confidence_ks_good,2,120,2
high_confidence_19,191,amp180_freq5,200,11.493333333333334,11.9,-0.40666666666666657,0.4203117611361996,-0.6666666666666661,-0.9675357776507438,0.3344506656355934,0.6462267098721636,ON<OFF,False,good,3.8,22.6,high_confidence_ks_good,3,124,2
high_confidence_19,112,amp180_freq5,200,10.391666666666667,10.66,-0.2683333333333333,0.45123255420989167,-0.6666666666666674,-0.5946674964601902,0.5527412750365354,0.7413235924019416,ON<OFF,False,good,4.1,18.8,high_confidence_ks_good,4,84,2
high_confidence_19,23,amp180_freq5,200,1.46,1.195,0.265,0.23803937547586587,0.0,1.1132611966832673,0.26693917302545794,0.5888536688076397,ON>OFF,False,good,0.6,51.1,high_confidence_ks_good,6,15,1
high_confidence_19,158,amp180_freq5,200,12.435,12.443333333333333,-0.008333333333333455,0.24408625284409335,0.0,-0.034140936805057406,0.9727989846829371,0.9856743851749378,ON<OFF,False,good,8.8,14.8,high_confidence_ks_good,8,115,2
high_confidence_19,174,amp180_freq5,200,1.84,1.9,-0.06000000000000011,0.19447649093820618,0.0,-0.30852058112805403,0.7580089681704765,0.9192874720365354,ON<OFF,False,good,0.0,27.7,high_confidence_ks_good,10,121,2
high_confidence_19,80,amp180_freq5,200,12.698333333333334,13.166666666666664,-0.46833333333333343,0.27701948704601703,-0.33333333333333304,-1.6906151199952815,0.09247599835810406,0.37364873513470853,ON<OFF,False,good,8.0,10.7,high_confidence_ks_good,12,61,1
high_confidence_19,0,amp180_freq5,200,8.19,8.028333333333334,0.16166666666666665,0.17866333999003003,0.0,0.9048675944135386,0.36662971603241284,0.647662592951836,ON>OFF,False,good,8.0,10.6,high_confidence_ks_good,13,0,1
high_confidence_19,119,amp180_freq5,200,1.24,1.2766666666666666,-0.03666666666666666,0.1451964917523736,0.0,-0.25253135405778326,0.8008910306622444,0.9520873722982492,ON<OFF,False,good,5.6,26.5,high_confidence_ks_good,17,86,2
high_confidence_19,111,amp180_freq5,200,1.9783333333333335,1.83,0.1483333333333334,0.23875839150538322,0.0,0.6212696123394221,0.5351332401914143,0.7413235924019416,ON>OFF,False,good,0.8,27.2,high_confidence_ks_good,18,85,2
high_confidence_19,157,amp180_freq5,200,4.166666666666666,4.091666666666666,0.07500000000000001,0.12450768488634169,0.33333333333333304,0.6023724565151513,0.5476120029405516,0.7413235924019416,ON>OFF,False,good,1.4,8.9,high_confidence_ks_good,23,113,2
high_confidence_19,168,amp180_freq5,200,0.86,0.8566666666666666,0.0033333333333333036,0.1854113991497647,0.0,0.017978038829429402,0.9856743851749378,0.9856743851749378,ON>OFF,False,good,2.7,15.3,high_confidence_ks_good,24,120,2
high_confidence_19,118,amp180_freq5,200,1.03,0.78,0.24999999999999997,0.14904778723977094,0.0,1.677314401171409,0.09505099402549604,0.37364873513470853,ON>OFF,False,good,1.9,19.7,high_confidence_ks_good,29,86,2
high_confidence_19,175,amp180_freq5,200,0.8216666666666665,0.9166666666666665,-0.09500000000000001,0.11104240617319382,0.0,-0.8555290116086612,0.3932872422442953,0.647662592951836,ON<OFF,False,good,3.5,15.1,high_confidence_ks_good,32,121,2
high_confidence_19,169,amp180_freq5,200,0.5533333333333333,0.5083333333333333,0.045,0.11839890131456376,0.0,0.38007109441365,0.7042979769455822,0.8759865796385885,ON>OFF,False,good,0.0,26.4,high_confidence_ks_good,34,119,2
high_confidence_19,181,amp180_freq5,200,0.47166666666666673,0.47,0.0016666666666666785,0.076293882851646,0.0,0.02184535121783648,0.9825932062119981,0.9856743851749378,ON>OFF,False,good,1.8,37.5,high_confidence_ks_good,40,122,2
high_confidence_19,110,amp180_freq5,200,0.38833333333333336,0.4466666666666667,-0.05833333333333334,0.060124452170009154,0.0,-0.9702098102846541,0.33311966195237375,0.6462267098721636,ON<OFF,False,good,3.6,27.2,high_confidence_ks_good,44,85,2
high_confidence_19,160,amp180_freq5,200,0.22666666666666668,0.26166666666666666,-0.035,0.02992616075795183,0.0,-1.1695452778953603,0.24358291167392523,0.5553690386165495,ON<OFF,False,good,0.0,8.8,high_confidence_ks_good,52,115,2
high_confidence_19,9,amp250_freq26,200,23.06,24.20333333333333,-1.1433333333333335,0.5457490664683622,-1.3333333333333357,-2.09497991582843,0.037438154532545224,0.27754407433448397,ON<OFF,False,good,9.0,12.6,high_confidence_ks_good,1,10,1
high_confidence_19,177,amp250_freq26,200,13.525,14.92,-1.395,0.43778844682841705,-1.333333333333333,-3.1864705661059713,0.0016723934241294717,0.16746520534298107,ON<OFF,False,good,0.1,27.8,high_confidence_ks_good,2,120,2
high_confidence_19,191,amp250_freq26,200,11.405,12.28,-0.875,0.39779850276182954,-1.0,-2.19960606670227,0.02898649805634025,0.2606258106225549,ON<OFF,False,good,3.8,22.6,high_confidence_ks_good,3,124,2
high_confidence_19,112,amp250_freq26,200,10.061666666666666,10.671666666666665,-0.6099999999999999,0.4265681811586467,-0.666666666666667,-1.4300175843943976,0.15428012645748543,0.46284037937245626,ON<OFF,False,good,4.1,18.8,high_confidence_ks_good,4,84,2
high_confidence_19,23,amp250_freq26,200,1.653333333333333,1.5916666666666666,0.06166666666666664,0.4358391503017943,0.0,0.14148950736519636,0.8876263796923707,0.9856743851749378,ON>OFF,False,good,0.6,51.1,high_confidence_ks_good,6,15,1
high_confidence_19,158,amp250_freq26,200,12.708333333333336,12.495,0.21333333333333349,0.24028923572697442,0.0,0.8878189349094721,0.37570995217218567,0.647662592951836,ON>OFF,False,good,8.8,14.8,high_confidence_ks_good,8,115,2
high_confidence_19,174,amp250_freq26,200,1.7966666666666669,2.243333333333333,-0.4466666666666667,0.21757559639162266,0.0,-2.0529263119320342,0.0413881514358441,0.27754407433448397,ON<OFF,False,good,0.0,27.7,high_confidence_ks_good,10,121,2
high_confidence_19,80,amp250_freq26,200,13.12,12.845,0.2749999999999999,0.2567072070922195,0.3333333333333339,1.0712593663223837,0.28535032623185436,0.6024062442672481,ON>OFF,False,good,8.0,10.7,high_confidence_ks_good,12,61,1
high_confidence_19,0,amp250_freq26,200,7.993333333333334,7.8566666666666665,0.13666666666666666,0.15516763867369046,0.0,0.8807678446023763,0.37950596809534726,0.647662592951836,ON>OFF,False,good,8.0,10.6,high_confidence_ks_good,13,0,1
high_confidence_19,119,amp250_freq26,200,1.3033333333333332,0.9333333333333335,0.36999999999999994,0.122867970793,0.0,3.0113625024649586,0.0029379860586487908,0.16746520534298107,ON>OFF,False,good,5.6,26.5,high_confidence_ks_good,17,86,2
high_confidence_19,111,amp250_freq26,200,2.035,1.9933333333333332,0.04166666666666671,0.2062525907997609,0.0,0.20201766438472787,0.8401092832761613,0.977269982586555,ON>OFF,False,good,0.8,27.2,high_confidence_ks_good,18,85,2
high_confidence_19,157,amp250_freq26,200,4.321666666666667,3.995,0.32666666666666666,0.13228144538389786,0.33333333333333337,2.469482138773414,0.01437308991964996,0.18801693409275755,ON>OFF,False,good,1.4,8.9,high_confidence_ks_good,23,113,2
high_confidence_19,168,amp250_freq26,200,0.7866666666666666,0.7133333333333333,0.07333333333333332,0.14656232012188075,0.0,0.5003559801206037,0.6173773303448112,0.8089771914863043,ON>OFF,False,good,2.7,15.3,high_confidence_ks_good,24,120,2
high_confidence_19,118,amp250_freq26,200,0.8566666666666666,0.8916666666666666,-0.03499999999999999,0.14037911299661882,0.0,-0.24932484080336798,0.8033666743740701,0.9520873722982492,ON<OFF,False,good,1.9,19.7,high_confidence_ks_good,29,86,2
high_confidence_19,175,amp250_freq26,200,0.7533333333333334,0.9366666666666668,-0.18333333333333335,0.09770538790280348,0.0,-1.8763891865995337,0.06206568664824786,0.3537744138950128,ON<OFF,False,good,3.5,15.1,high_confidence_ks_good,32,121,2
high_confidence_19,169,amp250_freq26,200,0.5366666666666666,0.7383333333333334,-0.2016666666666667,0.1550363783610115,0.0,-1.3007699792694702,0.19484143420769814,0.504118323594804,ON<OFF,False,good,0.0,26.4,high_confidence_ks_good,34,119,2
high_confidence_19,181,amp250_freq26,200,0.4933333333333333,0.5266666666666666,-0.033333333333333354,0.09839584362944956,0.0,-0.3387676969249217,0.7351419209706029,0.9011417095768681,ON<OFF,False,good,1.8,37.5,high_confidence_ks_good,40,122,2
high_confidence_19,110,amp250_freq26,200,0.42999999999999994,0.38,0.05,0.06802428377116193,0.0,0.7350316273553607,0.46318556179125064,0.6891760288968554,ON>OFF,False,good,3.6,27.2,high_confidence_ks_good,44,85,2
high_confidence_19,160,amp250_freq26,200,0.23833333333333329,0.2733333333333333,-0.03500000000000001,0.041293809113878616,0.0,-0.8475846803930884,0.39768755707568876,0.647662592951836,ON<OFF,False,good,0.0,8.8,high_confidence_ks_good,52,115,2
high_confidence_19,9,amp250_freq5,200,22.39666666666667,23.268333333333334,-0.8716666666666668,0.5329022414992968,-1.3333333333333321,-1.635697129391446,0.10348365852891657,0.3805528087837577,ON<OFF,False,good,9.0,12.6,high_confidence_ks_good,1,10,1
high_confidence_19,177,amp250_freq5,200,13.481666666666666,14.625,-1.1433333333333335,0.4384602646592871,-1.0,-2.607609914713206,0.009808712619232045,0.17571255967976332,ON<OFF,False,good,0.1,27.8,high_confidence_ks_good,2,120,2
high_confidence_19,191,amp250_freq5,200,11.26,11.888333333333332,-0.6283333333333332,0.40546364538331486,-1.0,-1.5496662659837803,0.12281050438997772,0.41177639707227826,ON<OFF,False,good,3.8,22.6,high_confidence_ks_good,3,124,2
high_confidence_19,112,amp250_freq5,200,9.533333333333333,10.34,-0.8066666666666665,0.3886752543936919,-0.6666666666666652,-2.0754258408475583,0.039232707440844616,0.27754407433448397,ON<OFF,False,good,4.1,18.8,high_confidence_ks_good,4,84,2
high_confidence_19,23,amp250_freq5,200,1.1016666666666666,1.6366666666666665,-0.535,0.3038547941068741,0.0,-1.7607094256075015,0.07982364006622499,0.37364873513470853,ON<OFF,False,good,0.6,51.1,high_confidence_ks_good,6,15,1
high_confidence_19,158,amp250_freq5,200,12.781666666666668,12.74,0.04166666666666675,0.24288809338317585,-0.3333333333333339,0.17154676495786136,0.8639681773892671,0.9849237222237645,ON>OFF,False,good,8.8,14.8,high_confidence_ks_good,8,115,2
high_confidence_19,174,amp250_freq5,200,1.72,2.225,-0.505,0.20882240751001863,0.0,-2.418322851563579,0.016492713516908557,0.18801693409275755,ON<OFF,False,good,0.0,27.7,high_confidence_ks_good,10,121,2
high_confidence_19,80,amp250_freq5,200,12.501666666666665,12.683333333333335,-0.18166666666666662,0.23749339524743207,-0.3333333333333339,-0.7649335531095404,0.44521728707146146,0.6767302763486215,ON<OFF,False,good,8.0,10.7,high_confidence_ks_good,12,61,1
high_confidence_19,0,amp250_freq5,200,8.063333333333333,7.68,0.3833333333333334,0.14434723783222667,0.3333333333333339,2.6556333123525224,0.008557327122379514,0.17571255967976332,ON>OFF,False,good,8.0,10.6,high_confidence_ks_good,13,0,1
high_confidence_19,119,amp250_freq5,200,1.23,1.32,-0.08999999999999998,0.13315964398897168,0.0,-0.675880449240716,0.4999012461305269,0.7123592757360008,ON<OFF,False,good,5.6,26.5,high_confidence_ks_good,17,86,2
high_confidence_19,111,amp250_freq5,200,2.123333333333333,2.1716666666666664,-0.04833333333333334,0.20088299635473283,0.0,-0.24060440261446045,0.8101094308151771,0.9520873722982492,ON<OFF,False,good,0.8,27.2,high_confidence_ks_good,18,85,2
high_confidence_19,157,amp250_freq5,200,4.413333333333333,4.333333333333334,0.08,0.13891660248350857,0.0,0.5758850891094689,0.5653435397104853,0.749408878220876,ON>OFF,False,good,1.4,8.9,high_confidence_ks_good,23,113,2
high_confidence_19,168,amp250_freq5,200,0.705,0.83,-0.12500000000000003,0.1622778514180535,0.0,-0.770283799715712,0.4420450405073277,0.6767302763486215,ON<OFF,False,good,2.7,15.3,high_confidence_ks_good,24,120,2
high_confidence_19,118,amp250_freq5,200,0.8266666666666665,0.8816666666666666,-0.05500000000000002,0.1179997421189774,0.0,-0.46610271355122396,0.6416517627216916,0.8312306926167369,ON<OFF,False,good,1.9,19.7,high_confidence_ks_good,29,86,2
high_confidence_19,175,amp250_freq5,200,0.825,0.785,0.04,0.10140167844194249,0.0,0.39447078800477636,0.6936559166003448,0.8759865796385885,ON>OFF,False,good,3.5,15.1,high_confidence_ks_good,32,121,2
high_confidence_19,169,amp250_freq5,200,0.61,0.6366666666666667,-0.02666666666666668,0.1413692315586768,0.0,-0.18863133351332106,0.8505740012963342,0.979448849977597,ON<OFF,False,good,0.0,26.4,high_confidence_ks_good,34,119,2
high_confidence_19,181,amp250_freq5,200,0.47166666666666673,0.3916666666666667,0.07999999999999999,0.09149298301408249,0.0,0.8743839949746364,0.382963190405126,0.647662592951836,ON>OFF,False,good,1.8,37.5,high_confidence_ks_good,40,122,2
high_confidence_19,110,amp250_freq5,200,0.33,0.38666666666666666,-0.0566666666666667,0.0666712728726973,0.0,-0.8499412749306066,0.3963791450254132,0.647662592951836,ON<OFF,False,good,3.6,27.2,high_confidence_ks_good,44,85,2
