reference_mode,condition,amplitude,frequency,channel,analysis_group,physical_shank,n_trials,pre_power,stim_power,driven_log2_power_change
raw,amp100_freq26,100,26,0,Group 0-31,Physical Shank A (0-63),200,13843564544.0,14554500096.0,0.07224982134572824
raw,amp100_freq26,100,26,1,Group 0-31,Physical Shank A (0-63),200,13485522944.0,14131075072.0,0.06745976028208758
raw,amp100_freq26,100,26,2,Group 0-31,Physical Shank A (0-63),200,13921930240.0,14525680640.0,0.06124651555664197
raw,amp100_freq26,100,26,3,Group 0-31,Physical Shank A (0-63),200,15413052416.0,15923698688.0,0.04702287489564199
raw,amp100_freq26,100,26,4,Group 0-31,Physical Shank A (0-63),200,17308502016.0,17613864960.0,0.025230639927988092
raw,amp100_freq26,100,26,8,Group 0-31,Physical Shank A (0-63),200,11791312896.0,11727127552.0,-0.007874680941953753
raw,amp100_freq26,100,26,9,Group 0-31,Physical Shank A (0-63),200,7883759104.0,8114258944.0,0.04157564878599176
raw,amp100_freq26,100,26,10,Group 0-31,Physical Shank A (0-63),200,5699567104.0,6075025408.0,0.09203809537740207
raw,amp100_freq26,100,26,11,Group 0-31,Physical Shank A (0-63),200,4896834560.0,5240996864.0,0.09799179043872784
raw,amp100_freq26,100,26,12,Group 0-31,Physical Shank A (0-63),200,4564059648.0,4868537344.0,0.09317076171069323
raw,amp100_freq26,100,26,13,Group 0-31,Physical Shank A (0-63),200,4401905664.0,4646640640.0,0.07805984703195483
raw,amp100_freq26,100,26,14,Group 0-31,Physical Shank A (0-63),200,4445288448.0,4618539520.0,0.055159676657638955
raw,amp100_freq26,100,26,15,Group 0-31,Physical Shank A (0-63),200,4619393024.0,4725517824.0,0.032769131265246366
raw,amp100_freq26,100,26,16,Group 0-31,Physical Shank A (0-63),200,3630874880.0,3402244096.0,-0.0938305639858467
raw,amp100_freq26,100,26,17,Group 0-31,Physical Shank A (0-63),200,3810618368.0,3624866048.0,-0.07209744674012526
raw,amp100_freq26,100,26,18,Group 0-31,Physical Shank A (0-63),200,4087405824.0,3949371904.0,-0.049562260797809086
raw,amp100_freq26,100,26,19,Group 0-31,Physical Shank A (0-63),200,4255612416.0,4160435200.0,-0.032632313412869166
raw,amp100_freq26,100,26,20,Group 0-31,Physical Shank A (0-63),200,4454072832.0,4418112000.0,-0.011695157187193597
raw,amp100_freq26,100,26,21,Group 0-31,Physical Shank A (0-63),200,4632167936.0,4686066176.0,0.016689769719137465
raw,amp100_freq26,100,26,22,Group 0-31,Physical Shank A (0-63),200,4867868160.0,4987810304.0,0.03511650272348474
raw,amp100_freq26,100,26,23,Group 0-31,Physical Shank A (0-63),200,5261910528.0,5460222464.0,0.05337301403499325
raw,amp100_freq26,100,26,24,Group 0-31,Physical Shank A (0-63),200,8927905792.0,9345154048.0,0.06589664212438728
raw,amp100_freq26,100,26,25,Group 0-31,Physical Shank A (0-63),200,8942746624.0,9358676992.0,0.06558659420367612
raw,amp100_freq26,100,26,26,Group 0-31,Physical Shank A (0-63),200,8914051072.0,9334625280.0,0.06651088276097371
raw,amp100_freq26,100,26,27,Group 0-31,Physical Shank A (0-63),200,8921997312.0,9338973184.0,0.06589722150895123
raw,amp100_freq26,100,26,28,Group 0-31,Physical Shank A (0-63),200,8961944576.0,9379258368.0,0.06566204683883747
raw,amp100_freq26,100,26,29,Group 0-31,Physical Shank A (0-63),200,14118961152.0,14814440448.0,0.0693701941217905
raw,amp100_freq26,100,26,30,Group 0-31,Physical Shank A (0-63),200,14711841792.0,15451547648.0,0.0707734771497829
raw,amp100_freq26,100,26,31,Group 0-31,Physical Shank A (0-63),200,14167981056.0,14908798976.0,0.0735298534042149
raw,amp100_freq26,100,26,35,Group 32-63,Physical Shank A (0-63),200,19806910464.0,19383371776.0,-0.031184310013595656
raw,amp100_freq26,100,26,36,Group 32-63,Physical Shank A (0-63),200,17779591168.0,17591142400.0,-0.0153729735356043
raw,amp100_freq26,100,26,37,Group 32-63,Physical Shank A (0-63),200,16072734720.0,16071910400.0,-7.399318747664939e-05
raw,amp100_freq26,100,26,38,Group 32-63,Physical Shank A (0-63),200,15277601792.0,15368700928.0,0.008577129845268346
raw,amp100_freq26,100,26,39,Group 32-63,Physical Shank A (0-63),200,14944516096.0,15058224128.0,0.010935454434022438
raw,amp100_freq26,100,26,40,Group 32-63,Physical Shank A (0-63),200,15056862208.0,15144492032.0,0.008372039630645757
raw,amp100_freq26,100,26,41,Group 32-63,Physical Shank A (0-63),200,15588768768.0,15590932480.0,0.0002002313333595968
raw,amp100_freq26,100,26,42,Group 32-63,Physical Shank A (0-63),200,16241593344.0,16159833088.0,-0.0072808749006105546
raw,amp100_freq26,100,26,44,Group 32-63,Physical Shank A (0-63),200,13096838144.0,13168945152.0,0.007921232199568952
raw,amp100_freq26,100,26,45,Group 32-63,Physical Shank A (0-63),200,8522390528.0,8885653504.0,0.060219721815260106
raw,amp100_freq26,100,26,46,Group 32-63,Physical Shank A (0-63),200,5004748800.0,5480162304.0,0.1309209629458932
raw,amp100_freq26,100,26,47,Group 32-63,Physical Shank A (0-63),200,3258115840.0,3697321472.0,0.18244258859554036
raw,amp100_freq26,100,26,48,Group 32-63,Physical Shank A (0-63),200,2671770624.0,2618467072.0,-0.02907369275023096
raw,amp100_freq26,100,26,49,Group 32-63,Physical Shank A (0-63),200,2277884160.0,2230531328.0,-0.030306970767630094
raw,amp100_freq26,100,26,50,Group 32-63,Physical Shank A (0-63),200,2118959104.0,2021115648.0,-0.0682038689833816
raw,amp100_freq26,100,26,51,Group 32-63,Physical Shank A (0-63),200,2176906240.0,2019199232.0,-0.10849600485331785
raw,amp100_freq26,100,26,52,Group 32-63,Physical Shank A (0-63),200,2282841856.0,2085453952.0,-0.13046946318457422
raw,amp100_freq26,100,26,53,Group 32-63,Physical Shank A (0-63),200,2407064576.0,2191471360.0,-0.1353750218899635
raw,amp100_freq26,100,26,54,Group 32-63,Physical Shank A (0-63),200,2567055616.0,2370116864.0,-0.1151563564198863
raw,amp100_freq26,100,26,55,Group 32-63,Physical Shank A (0-63),200,2842076672.0,2667504384.0,-0.09145483325105701
raw,amp100_freq26,100,26,56,Group 32-63,Physical Shank A (0-63),200,3203110656.0,3054020096.0,-0.0687640835614828
raw,amp100_freq26,100,26,57,Group 32-63,Physical Shank A (0-63),200,3628281600.0,3503340800.0,-0.050555093094403224
raw,amp100_freq26,100,26,58,Group 32-63,Physical Shank A (0-63),200,4186928384.0,4063592704.0,-0.043136434190740036
raw,amp100_freq26,100,26,59,Group 32-63,Physical Shank A (0-63),200,5201027072.0,5061038080.0,-0.03936321792417262
raw,amp100_freq26,100,26,60,Group 32-63,Physical Shank A (0-63),200,6808012288.0,6610639360.0,-0.04244382963898335
raw,amp100_freq26,100,26,61,Group 32-63,Physical Shank A (0-63),200,9211560960.0,8916622336.0,-0.04694833819266616
raw,amp100_freq26,100,26,62,Group 32-63,Physical Shank A (0-63),200,15055865856.0,14395510784.0,-0.06470669942013285
raw,amp100_freq26,100,26,63,Group 32-63,Physical Shank A (0-63),200,15027722240.0,14372093952.0,-0.0643560842119341
raw,amp100_freq26,100,26,64,Group 64-95,Physical Shank B (64-127),200,14936397824.0,14274594816.0,-0.06538246339066967
raw,amp100_freq26,100,26,65,Group 64-95,Physical Shank B (64-127),200,18771615744.0,17802637312.0,-0.07646185349238493
raw,amp100_freq26,100,26,68,Group 64-95,Physical Shank B (64-127),200,2280498944.0,2216631296.0,-0.040980683077441384
raw,amp100_freq26,100,26,69,Group 64-95,Physical Shank B (64-127),200,486519008.0,462479200.0,-0.07310768943527915
raw,amp100_freq26,100,26,70,Group 64-95,Physical Shank B (64-127),200,416748640.0,403888288.0,-0.045221179981634385
raw,amp100_freq26,100,26,71,Group 64-95,Physical Shank B (64-127),200,1623792000.0,1609118592.0,-0.013096185445644712
raw,amp100_freq26,100,26,72,Group 64-95,Physical Shank B (64-127),200,15279811584.0,15157985280.0,-0.011548742766046912
raw,amp100_freq26,100,26,73,Group 64-95,Physical Shank B (64-127),200,1568425472.0,1558991104.0,-0.008704281559327247
raw,amp100_freq26,100,26,74,Group 64-95,Physical Shank B (64-127),200,360917664.0,353796224.0,-0.028751102714606215
raw,amp100_freq26,100,26,75,Group 64-95,Physical Shank B (64-127),200,346140448.0,340952416.0,-0.02178712857671862
raw,amp100_freq26,100,26,76,Group 64-95,Physical Shank B (64-127),200,1503484032.0,1515736448.0,0.011709377937288453
raw,amp100_freq26,100,26,77,Group 64-95,Physical Shank B (64-127),200,13982627840.0,13988365312.0,0.0005918576056809588
raw,amp100_freq26,100,26,78,Group 64-95,Physical Shank B (64-127),200,8911824896.0,9231833088.0,0.05089625405978088
raw,amp100_freq26,100,26,79,Group 64-95,Physical Shank B (64-127),200,877851520.0,879070528.0,0.002001975079785911
raw,amp100_freq26,100,26,80,Group 64-95,Physical Shank B (64-127),200,323546784.0,306674464.0,-0.07726629507575482
raw,amp100_freq26,100,26,81,Group 64-95,Physical Shank B (64-127),200,2915653632.0,2820335872.0,-0.04795236095106365
raw,amp100_freq26,100,26,82,Group 64-95,Physical Shank B (64-127),200,2757575168.0,2682162432.0,-0.0400036027583401
raw,amp100_freq26,100,26,83,Group 64-95,Physical Shank B (64-127),200,2586378752.0,2538500608.0,-0.026956954774763148
raw,amp100_freq26,100,26,84,Group 64-95,Physical Shank B (64-127),200,2312113408.0,2284920064.0,-0.01706846834260782
raw,amp100_freq26,100,26,85,Group 64-95,Physical Shank B (64-127),200,1996301952.0,1946169344.0,-0.036692702730182984
raw,amp100_freq26,100,26,86,Group 64-95,Physical Shank B (64-127),200,1968315008.0,1856820096.0,-0.08412708535276198
raw,amp100_freq26,100,26,87,Group 64-95,Physical Shank B (64-127),200,2090275712.0,1896131712.0,-0.14063406712572005
raw,amp100_freq26,100,26,88,Group 64-95,Physical Shank B (64-127),200,299858304.0,276646144.0,-0.11623911094171006
raw,amp100_freq26,100,26,89,Group 64-95,Physical Shank B (64-127),200,90062736.0,87679168.0,-0.03869619729759118
raw,amp100_freq26,100,26,90,Group 64-95,Physical Shank B (64-127),200,70002672.0,69672416.0,-0.0068223988709267
raw,amp100_freq26,100,26,91,Group 64-95,Physical Shank B (64-127),200,88800064.0,82314656.0,-0.10941139316801636
raw,amp100_freq26,100,26,92,Group 64-95,Physical Shank B (64-127),200,193770144.0,183395360.0,-0.07938915975318188
raw,amp100_freq26,100,26,93,Group 64-95,Physical Shank B (64-127),200,855816384.0,823413120.0,-0.05568486232160807
raw,amp100_freq26,100,26,94,Group 64-95,Physical Shank B (64-127),200,6703924224.0,6408813568.0,-0.06494853945936392
raw,amp100_freq26,100,26,95,Group 64-95,Physical Shank B (64-127),200,9201549312.0,8815198208.0,-0.06188378695294552
raw,amp100_freq26,100,26,96,Group 96-127,Physical Shank B (64-127),200,2806831360.0,2782708992.0,-0.012452342966398931
raw,amp100_freq26,100,26,97,Group 96-127,Physical Shank B (64-127),200,3952019200.0,3918013440.0,-0.012467609445335533
raw,amp100_freq26,100,26,98,Group 96-127,Physical Shank B (64-127),200,5467190784.0,5421903872.0,-0.012000185896217846
raw,amp100_freq26,100,26,99,Group 96-127,Physical Shank B (64-127),200,7143221248.0,7076396544.0,-0.013559911414188639
raw,amp100_freq26,100,26,100,Group 96-127,Physical Shank B (64-127),200,9033561088.0,8953509888.0,-0.012841471734167994
raw,amp100_freq26,100,26,101,Group 96-127,Physical Shank B (64-127),200,10941360128.0,10818124800.0,-0.01634164577917255
raw,amp100_freq26,100,26,102,Group 96-127,Physical Shank B (64-127),200,12676756480.0,12506259456.0,-0.019535306653631384
raw,amp100_freq26,100,26,103,Group 96-127,Physical Shank B (64-127),200,12807797760.0,12736186368.0,-0.008089080407508912
raw,amp100_freq26,100,26,104,Group 96-127,Physical Shank B (64-127),200,12431367168.0,12377373696.0,-0.006279741298562961
raw,amp100_freq26,100,26,105,Group 96-127,Physical Shank B (64-127),200,11899608064.0,11880700928.0,-0.002294102831171094
raw,amp100_freq26,100,26,106,Group 96-127,Physical Shank B (64-127),200,10795499520.0,10864512000.0,0.009193374572251166
raw,amp100_freq26,100,26,107,Group 96-127,Physical Shank B (64-127),200,9356678144.0,9535248384.0,0.027274092144204752
raw,amp100_freq26,100,26,108,Group 96-127,Physical Shank B (64-127),200,7724974592.0,8006799872.0,0.05169555894628899
raw,amp100_freq26,100,26,109,Group 96-127,Physical Shank B (64-127),200,6055905792.0,6371154944.0,0.07321216127151278
raw,amp100_freq26,100,26,110,Group 96-127,Physical Shank B (64-127),200,4283779840.0,4626940928.0,0.11117434386128196
raw,amp100_freq26,100,26,111,Group 96-127,Physical Shank B (64-127),200,3119821824.0,3436372224.0,0.1394226783050922
raw,amp100_freq26,100,26,112,Group 96-127,Physical Shank B (64-127),200,2056959232.0,1981057408.0,-0.05424251266525121
raw,amp100_freq26,100,26,113,Group 96-127,Physical Shank B (64-127),200,2181597440.0,2090133888.0,-0.061789552248299046
raw,amp100_freq26,100,26,114,Group 96-127,Physical Shank B (64-127),200,845621376.0,796574720.0,-0.08620215104856474
raw,amp100_freq26,100,26,115,Group 96-127,Physical Shank B (64-127),200,2302870528.0,2176709632.0,-0.08128433400213296
raw,amp100_freq26,100,26,116,Group 96-127,Physical Shank B (64-127),200,2241823232.0,2120763648.0,-0.08008867967008448
raw,amp100_freq26,100,26,117,Group 96-127,Physical Shank B (64-127),200,2165188608.0,2067712768.0,-0.066456911935154
raw,amp100_freq26,100,26,118,Group 96-127,Physical Shank B (64-127),200,2093452416.0,2008546688.0,-0.05973212937239581
raw,amp100_freq26,100,26,119,Group 96-127,Physical Shank B (64-127),200,2022956800.0,1947646592.0,-0.05473359306722482
raw,amp100_freq26,100,26,120,Group 96-127,Physical Shank B (64-127),200,1917599104.0,1877499648.0,-0.030488502741000564
raw,amp100_freq26,100,26,121,Group 96-127,Physical Shank B (64-127),200,1583653504.0,1567824384.0,-0.014492746439371233
raw,amp100_freq26,100,26,122,Group 96-127,Physical Shank B (64-127),200,1225162880.0,1211085184.0,-0.0166732185948162
raw,amp100_freq26,100,26,123,Group 96-127,Physical Shank B (64-127),200,1075996416.0,1036866368.0,-0.053443301805328025
raw,amp100_freq26,100,26,124,Group 96-127,Physical Shank B (64-127),200,1065819648.0,997059968.0,-0.0962111510270844
raw,amp100_freq26,100,26,125,Group 96-127,Physical Shank B (64-127),200,1196898816.0,1115107712.0,-0.10211812256155335
raw,amp100_freq26,100,26,126,Group 96-127,Physical Shank B (64-127),200,2017300480.0,1989298688.0,-0.02016608226921065
raw,amp100_freq26,100,26,127,Group 96-127,Physical Shank B (64-127),200,2033780480.0,1985640192.0,-0.034559744596214345
physical_shank_median,amp100_freq26,100,26,0,Group 0-31,Physical Shank A (0-63),200,5484658176.0,5582516224.0,0.025513829450279683
physical_shank_median,amp100_freq26,100,26,1,Group 0-31,Physical Shank A (0-63),200,4943959040.0,5063450112.0,0.034453946588028014
physical_shank_median,amp100_freq26,100,26,2,Group 0-31,Physical Shank A (0-63),200,4669378048.0,4841564160.0,0.052242814479812154
physical_shank_median,amp100_freq26,100,26,3,Group 0-31,Physical Shank A (0-63),200,4857926144.0,5076891136.0,0.06360476805995469
physical_shank_median,amp100_freq26,100,26,4,Group 0-31,Physical Shank A (0-63),200,5408824832.0,5619450368.0,0.055113853284665
physical_shank_median,amp100_freq26,100,26,8,Group 0-31,Physical Shank A (0-63),200,3292571648.0,3589219584.0,0.12445535355977404
physical_shank_median,amp100_freq26,100,26,9,Group 0-31,Physical Shank A (0-63),200,2887605760.0,3241314304.0,0.16670513587481992
physical_shank_median,amp100_freq26,100,26,10,Group 0-31,Physical Shank A (0-63),200,4079760640.0,4249415680.0,0.05877996411083837
physical_shank_median,amp100_freq26,100,26,11,Group 0-31,Physical Shank A (0-63),200,5944449024.0,5801007104.0,-0.03523971032907173
physical_shank_median,amp100_freq26,100,26,12,Group 0-31,Physical Shank A (0-63),200,7622706688.0,7211718656.0,-0.07996024875844665
physical_shank_median,amp100_freq26,100,26,13,Group 0-31,Physical Shank A (0-63),200,8511834624.0,7979227136.0,-0.09322110657767702
physical_shank_median,amp100_freq26,100,26,14,Group 0-31,Physical Shank A (0-63),200,9479476224.0,8870516736.0,-0.09578919852794662
physical_shank_median,amp100_freq26,100,26,15,Group 0-31,Physical Shank A (0-63),200,10627537920.0,9974218752.0,-0.09153165737124977
physical_shank_median,amp100_freq26,100,26,16,Group 0-31,Physical Shank A (0-63),200,6658644992.0,6902420992.0,0.05187384480465241
physical_shank_median,amp100_freq26,100,26,17,Group 0-31,Physical Shank A (0-63),200,5860606464.0,6101461504.0,0.05810489322766436
physical_shank_median,amp100_freq26,100,26,18,Group 0-31,Physical Shank A (0-63),200,4951706624.0,5168049152.0,0.06169395012323287
physical_shank_median,amp100_freq26,100,26,19,Group 0-31,Physical Shank A (0-63),200,4138481152.0,4341973504.0,0.06924953530915971
physical_shank_median,amp100_freq26,100,26,20,Group 0-31,Physical Shank A (0-63),200,3075872768.0,3261538048.0,0.08455663046551976
physical_shank_median,amp100_freq26,100,26,21,Group 0-31,Physical Shank A (0-63),200,2162475008.0,2334248704.0,0.11027482265259758
physical_shank_median,amp100_freq26,100,26,22,Group 0-31,Physical Shank A (0-63),200,1421113088.0,1570451200.0,0.14415774898774364
physical_shank_median,amp100_freq26,100,26,23,Group 0-31,Physical Shank A (0-63),200,813826816.0,928991232.0,0.19094316151879567
physical_shank_median,amp100_freq26,100,26,24,Group 0-31,Physical Shank A (0-63),200,1975722880.0,1990127232.0,0.010480062530712578
physical_shank_median,amp100_freq26,100,26,25,Group 0-31,Physical Shank A (0-63),200,1982011136.0,1996165504.0,0.01026627248571539
physical_shank_median,amp100_freq26,100,26,26,Group 0-31,Physical Shank A (0-63),200,1973029888.0,1986789888.0,0.010026498572256373
physical_shank_median,amp100_freq26,100,26,27,Group 0-31,Physical Shank A (0-63),200,1979231104.0,1990325760.0,0.008064500607258192
physical_shank_median,amp100_freq26,100,26,28,Group 0-31,Physical Shank A (0-63),200,1989584000.0,2003967360.0,0.010392199823616942
physical_shank_median,amp100_freq26,100,26,29,Group 0-31,Physical Shank A (0-63),200,5918038016.0,5903675392.0,-0.003505565716065205
physical_shank_median,amp100_freq26,100,26,30,Group 0-31,Physical Shank A (0-63),200,6464621056.0,6473974784.0,0.002085941862192079
physical_shank_median,amp100_freq26,100,26,31,Group 0-31,Physical Shank A (0-63),200,6032237568.0,6078040064.0,0.010912937081079054
physical_shank_median,amp100_freq26,100,26,35,Group 32-63,Physical Shank A (0-63),200,6324439040.0,6175717888.0,-0.034330671893484765
physical_shank_median,amp100_freq26,100,26,36,Group 32-63,Physical Shank A (0-63),200,5268156416.0,5249617920.0,-0.005085757326056105
physical_shank_median,amp100_freq26,100,26,37,Group 32-63,Physical Shank A (0-63),200,4411915264.0,4477615616.0,0.02132560180820266
physical_shank_median,amp100_freq26,100,26,38,Group 32-63,Physical Shank A (0-63),200,3995731968.0,4097023744.0,0.03611644286890316
physical_shank_median,amp100_freq26,100,26,39,Group 32-63,Physical Shank A (0-63),200,3786981632.0,3886287616.0,0.03734425197577908
physical_shank_median,amp100_freq26,100,26,40,Group 32-63,Physical Shank A (0-63),200,3783905280.0,3869247232.0,0.03217694003239062
physical_shank_median,amp100_freq26,100,26,41,Group 32-63,Physical Shank A (0-63),200,3991210240.0,4043033344.0,0.018611826061918732
physical_shank_median,amp100_freq26,100,26,42,Group 32-63,Physical Shank A (0-63),200,4285360384.0,4318089728.0,0.010976687131300237
physical_shank_median,amp100_freq26,100,26,44,Group 32-63,Physical Shank A (0-63),200,2874273536.0,2985999616.0,0.05501661464875627
physical_shank_median,amp100_freq26,100,26,45,Group 32-63,Physical Shank A (0-63),200,1268256256.0,1448717696.0,0.19193021493486762
physical_shank_median,amp100_freq26,100,26,46,Group 32-63,Physical Shank A (0-63),200,912445952.0,1016219072.0,0.15540043578919882
physical_shank_median,amp100_freq26,100,26,47,Group 32-63,Physical Shank A (0-63),200,1544547584.0,1516154880.0,-0.026767180922028913
physical_shank_median,amp100_freq26,100,26,48,Group 32-63,Physical Shank A (0-63),200,10801047552.0,11219089408.0,0.05478434443917396
physical_shank_median,amp100_freq26,100,26,49,Group 32-63,Physical Shank A (0-63),200,9192828928.0,9625635840.0,0.06637295052769238
physical_shank_median,amp100_freq26,100,26,50,Group 32-63,Physical Shank A (0-63),200,7653188608.0,8024622592.0,0.06837258767712057
physical_shank_median,amp100_freq26,100,26,51,Group 32-63,Physical Shank A (0-63),200,6736152576.0,7042539008.0,0.06417083330614191
physical_shank_median,amp100_freq26,100,26,52,Group 32-63,Physical Shank A (0-63),200,5834967040.0,6040212992.0,0.04987491664101192
physical_shank_median,amp100_freq26,100,26,53,Group 32-63,Physical Shank A (0-63),200,5105611264.0,5253980160.0,0.04132705599145758
physical_shank_median,amp100_freq26,100,26,54,Group 32-63,Physical Shank A (0-63),200,4371717632.0,4485153280.0,0.03695706929744656
physical_shank_median,amp100_freq26,100,26,55,Group 32-63,Physical Shank A (0-63),200,3514965248.0,3612425472.0,0.03945739802711971
physical_shank_median,amp100_freq26,100,26,56,Group 32-63,Physical Shank A (0-63),200,2769682944.0,2857303296.0,0.04493334806419546
physical_shank_median,amp100_freq26,100,26,57,Group 32-63,Physical Shank A (0-63),200,2105395456.0,2204593152.0,0.06642119744264564
physical_shank_median,amp100_freq26,100,26,58,Group 32-63,Physical Shank A (0-63),200,1576391808.0,1676175104.0,0.08854671269857944
physical_shank_median,amp100_freq26,100,26,59,Group 32-63,Physical Shank A (0-63),200,1052404672.0,1133551744.0,0.10716068998521101
physical_shank_median,amp100_freq26,100,26,60,Group 32-63,Physical Shank A (0-63),200,875618368.0,921822912.0,0.0741874079456168
physical_shank_median,amp100_freq26,100,26,61,Group 32-63,Physical Shank A (0-63),200,1285812224.0,1272238080.0,-0.015311297058553617
physical_shank_median,amp100_freq26,100,26,62,Group 32-63,Physical Shank A (0-63),200,3587695104.0,3381216000.0,-0.08551510783047424
physical_shank_median,amp100_freq26,100,26,63,Group 32-63,Physical Shank A (0-63),200,3576194048.0,3371116288.0,-0.08519862625416437
physical_shank_median,amp100_freq26,100,26,64,Group 64-95,Physical Shank B (64-127),200,9319901184.0,8759441408.0,-0.08947578681771468
physical_shank_median,amp100_freq26,100,26,65,Group 64-95,Physical Shank B (64-127),200,12445710336.0,11582829568.0,-0.10366084197493006
physical_shank_median,amp100_freq26,100,26,68,Group 64-95,Physical Shank B (64-127),200,717070272.0,685697664.0,-0.06454190087349053
physical_shank_median,amp100_freq26,100,26,69,Group 64-95,Physical Shank B (64-127),200,380587040.0,388014304.0,0.02788340294893756
physical_shank_median,amp100_freq26,100,26,70,Group 64-95,Physical Shank B (64-127),200,408535808.0,423388256.0,0.051518716677041915
physical_shank_median,amp100_freq26,100,26,71,Group 64-95,Physical Shank B (64-127),200,492064416.0,472716640.0,-0.05787154108958805
physical_shank_median,amp100_freq26,100,26,72,Group 64-95,Physical Shank B (64-127),200,9865102336.0,9724900352.0,-0.020650549544715277
physical_shank_median,amp100_freq26,100,26,73,Group 64-95,Physical Shank B (64-127),200,456227680.0,468782112.0,0.03916354007843289
physical_shank_median,amp100_freq26,100,26,74,Group 64-95,Physical Shank B (64-127),200,444062464.0,452392800.0,0.02681334108463642
physical_shank_median,amp100_freq26,100,26,75,Group 64-95,Physical Shank B (64-127),200,443744896.0,447329824.0,0.011608422135032347
physical_shank_median,amp100_freq26,100,26,76,Group 64-95,Physical Shank B (64-127),200,413162816.0,404029760.0,-0.032248856937024666
physical_shank_median,amp100_freq26,100,26,77,Group 64-95,Physical Shank B (64-127),200,8662552576.0,8628235264.0,-0.005726688836256102
physical_shank_median,amp100_freq26,100,26,78,Group 64-95,Physical Shank B (64-127),200,4845776384.0,5062695424.0,0.06317786223009932
physical_shank_median,amp100_freq26,100,26,79,Group 64-95,Physical Shank B (64-127),200,261610144.0,273324224.0,0.06319484496861082
physical_shank_median,amp100_freq26,100,26,80,Group 64-95,Physical Shank B (64-127),200,831126528.0,891789376.0,0.10163488782808328
physical_shank_median,amp100_freq26,100,26,81,Group 64-95,Physical Shank B (64-127),200,3687299840.0,3889011712.0,0.07683884277279322
physical_shank_median,amp100_freq26,100,26,82,Group 64-95,Physical Shank B (64-127),200,3552603904.0,3764278784.0,0.08349663360741767
physical_shank_median,amp100_freq26,100,26,83,Group 64-95,Physical Shank B (64-127),200,3359767040.0,3589757440.0,0.09552516172153694
physical_shank_median,amp100_freq26,100,26,84,Group 64-95,Physical Shank B (64-127),200,2914333184.0,3151581184.0,0.11291000234308166
physical_shank_median,amp100_freq26,100,26,85,Group 64-95,Physical Shank B (64-127),200,2126000000.0,2321647104.0,0.12700709884823125
physical_shank_median,amp100_freq26,100,26,86,Group 64-95,Physical Shank B (64-127),200,1510347136.0,1614664960.0,0.09635466481149782
physical_shank_median,amp100_freq26,100,26,87,Group 64-95,Physical Shank B (64-127),200,1182535424.0,1211741952.0,0.03519909907343755
physical_shank_median,amp100_freq26,100,26,88,Group 64-95,Physical Shank B (64-127),200,694992640.0,749838144.0,0.10958151715835923
physical_shank_median,amp100_freq26,100,26,89,Group 64-95,Physical Shank B (64-127),200,844598656.0,867841536.0,0.0391656856299516
physical_shank_median,amp100_freq26,100,26,90,Group 64-95,Physical Shank B (64-127),200,869678528.0,886454144.0,0.027563787862270428
physical_shank_median,amp100_freq26,100,26,91,Group 64-95,Physical Shank B (64-127),200,806825600.0,813918080.0,0.012626735697359611
physical_shank_median,amp100_freq26,100,26,92,Group 64-95,Physical Shank B (64-127),200,570460544.0,587256448.0,0.04186354321166395
physical_shank_median,amp100_freq26,100,26,93,Group 64-95,Physical Shank B (64-127),200,225189728.0,231247856.0,0.03829896926097356
physical_shank_median,amp100_freq26,100,26,94,Group 64-95,Physical Shank B (64-127),200,2849480448.0,2653326848.0,-0.10289648973687254
physical_shank_median,amp100_freq26,100,26,95,Group 64-95,Physical Shank B (64-127),200,4670555136.0,4362667520.0,-0.09838350720082174
physical_shank_median,amp100_freq26,100,26,96,Group 96-127,Physical Shank B (64-127),200,649022016.0,646180992.0,-0.006329104833967101
physical_shank_median,amp100_freq26,100,26,97,Group 96-127,Physical Shank B (64-127),200,1172966272.0,1149904384.0,-0.028647625816014724
physical_shank_median,amp100_freq26,100,26,98,Group 96-127,Physical Shank B (64-127),200,2031245184.0,1988454016.0,-0.03071719298115144
physical_shank_median,amp100_freq26,100,26,99,Group 96-127,Physical Shank B (64-127),200,3111611648.0,3043667712.0,-0.03185114931283426
physical_shank_median,amp100_freq26,100,26,100,Group 96-127,Physical Shank B (64-127),200,4420627456.0,4335312896.0,-0.02811503573305862
physical_shank_median,amp100_freq26,100,26,101,Group 96-127,Physical Shank B (64-127),200,5810035712.0,5682460672.0,-0.032031237070879966
physical_shank_median,amp100_freq26,100,26,102,Group 96-127,Physical Shank B (64-127),200,7123965952.0,6948585472.0,-0.03596130392569638
physical_shank_median,amp100_freq26,100,26,103,Group 96-127,Physical Shank B (64-127),200,7228147200.0,7129275904.0,-0.019870332199815596
physical_shank_median,amp100_freq26,100,26,104,Group 96-127,Physical Shank B (64-127),200,6956620288.0,6871362048.0,-0.017790476690787097
physical_shank_median,amp100_freq26,100,26,105,Group 96-127,Physical Shank B (64-127),200,6572428288.0,6513985024.0,-0.012886092727472046
physical_shank_median,amp100_freq26,100,26,106,Group 96-127,Physical Shank B (64-127),200,5770196992.0,5786101248.0,0.003970995775632108
physical_shank_median,amp100_freq26,100,26,107,Group 96-127,Physical Shank B (64-127),200,4755481088.0,4853380608.0,0.029398703796735617
physical_shank_median,amp100_freq26,100,26,108,Group 96-127,Physical Shank B (64-127),200,3658109184.0,3825837824.0,0.06467758360265885
