cluster_a,cluster_b,n_spikes_a,n_spikes_b,template_similarity,n_coincident_1lag,expected_by_chance,coincidence_ratio,coincident_frac_of_smaller,flag
22,26,27385,21031,0.8102878332138062,621,63.51,9.78,0.0295,separate
60,66,19235,33924,0.3349122405052185,563,71.96,7.82,0.0293,separate
7,12,29149,57442,0.8615754246711731,845,184.65,4.58,0.029,separate
29,30,39473,7971,0.7866511344909668,231,34.7,6.66,0.029,separate
52,54,3471,18995,0.26170843839645386,100,7.27,13.75,0.0288,separate
78,83,111507,57623,0.23044554889202118,1636,708.59,2.31,0.0284,separate
90,99,22872,44162,0.15749821066856384,641,111.39,5.75,0.028,separate
12,14,57442,34095,0.8129848837852478,951,215.98,4.4,0.0279,separate
26,27,21031,19630,0.6164283752441406,547,45.53,12.01,0.0279,separate
9,11,18270,40471,0.8540217280387878,508,81.54,6.23,0.0278,separate
8,15,58480,35284,0.8102342486381531,976,227.55,4.29,0.0277,separate
11,13,40471,142000,0.9096207618713379,1117,633.77,1.76,0.0276,separate
44,49,24800,51048,0.688898503780365,682,139.61,4.88,0.0275,separate
79,81,201637,79242,0.24926720559597015,2124,1762.07,1.21,0.0268,separate
66,68,33924,13317,0.8611482977867126,347,49.82,6.96,0.0261,separate
21,29,22336,39473,0.6013657450675964,584,97.23,6.01,0.0261,separate
42,51,30083,27943,0.25004151463508606,727,92.7,7.84,0.026,separate
86,92,38822,101024,0.44085660576820374,999,432.51,2.31,0.0257,separate
37,45,31848,23233,0.33153003454208374,594,81.6,7.28,0.0256,separate
59,62,18920,28997,0.880978524684906,482,60.5,7.97,0.0255,separate
25,29,23239,39473,0.8722877502441406,593,101.16,5.86,0.0255,separate
90,101,22872,21357,0.03266202658414841,541,53.87,10.04,0.0253,separate
72,79,93525,201637,0.3903884291648865,2342,2079.67,1.13,0.025,separate
65,67,33832,13463,0.858029842376709,332,50.23,6.61,0.0247,separate
50,51,6548,27943,0.3607347905635834,160,20.18,7.93,0.0244,separate
23,31,24770,41107,0.870868980884552,597,112.29,5.32,0.0241,separate
75,77,147903,11804,0.8615177273750305,283,192.53,1.47,0.024,separate
18,31,20137,41107,0.601144552230835,479,91.29,5.25,0.0238,separate
57,60,21743,19235,0.6694619655609131,454,46.12,9.84,0.0236,separate
30,36,7971,33469,0.37834885716438293,186,29.42,6.32,0.0233,separate
58,59,21886,18920,0.6670325994491577,437,45.67,9.57,0.0231,separate
60,61,19235,28593,0.8822687864303589,436,60.65,7.19,0.0227,separate
7,15,29149,35284,0.2854912579059601,663,113.42,5.85,0.0227,separate
84,86,115873,38822,0.4625604748725891,879,496.09,1.77,0.0226,separate
48,57,27373,21743,0.4262743890285492,482,65.64,7.34,0.0222,separate
6,14,26024,34095,0.2750914692878723,573,97.85,5.86,0.022,separate
72,76,93525,10073,0.7249715328216553,220,103.89,2.12,0.0218,separate
71,79,41877,201637,0.32901453971862793,893,931.2,0.96,0.0213,separate
53,58,16051,21886,0.6987059116363525,338,38.74,8.72,0.0211,separate
90,94,22872,35051,0.6763929724693298,483,88.41,5.46,0.0211,separate
64,65,62925,33832,0.4639491140842438,709,234.77,3.02,0.021,separate
7,9,29149,18270,0.16464512050151825,375,58.73,6.39,0.0205,separate
4,6,15202,26024,0.7277692556381226,312,43.63,7.15,0.0205,separate
15,16,35284,13461,0.783487856388092,274,52.38,5.23,0.0204,separate
86,93,38822,119884,0.5362111926078796,780,513.26,1.52,0.0201,separate
61,65,28593,33832,0.2966005206108093,568,106.68,5.32,0.0199,separate
18,27,20137,19630,0.09761624783277512,391,43.59,8.97,0.0199,separate
71,75,41877,147903,0.4475118815898895,820,683.05,1.2,0.0196,separate
50,52,6548,3471,0.4879225492477417,68,2.51,27.13,0.0196,separate
44,53,24800,16051,0.3612229526042938,313,43.9,7.13,0.0195,separate
48,51,27373,27943,0.8715173006057739,532,84.35,6.31,0.0194,separate
36,42,33469,30083,0.7535059452056885,572,111.04,5.15,0.019,separate
48,52,27373,3471,0.5276898741722107,66,10.48,6.3,0.019,separate
48,50,27373,6548,0.3789173662662506,124,19.77,6.27,0.0189,separate
57,61,21743,28593,0.5141618847846985,409,68.56,5.97,0.0188,separate
45,52,23233,3471,0.22842763364315033,64,8.89,7.2,0.0184,separate
75,79,147903,201637,0.46778783202171326,2722,3288.85,0.83,0.0184,separate
28,31,8481,41107,0.7982072234153748,155,38.45,4.03,0.0183,separate
72,74,93525,1979,0.8092572093009949,36,20.41,1.76,0.0182,separate
45,54,23233,18995,0.3609980642795563,346,48.67,7.11,0.0182,separate
58,62,21886,28997,0.5145683884620667,399,69.99,5.7,0.0182,separate
75,81,147903,79242,0.12710422277450562,1431,1292.5,1.11,0.0181,separate
63,66,62281,33924,0.45609554648399353,609,233.0,2.61,0.018,separate
86,90,38822,22872,0.3091779053211212,412,97.92,4.21,0.018,separate
6,15,26024,35284,0.5168610215187073,462,101.26,4.56,0.0178,separate
87,94,125000,35051,0.1227857694029808,620,483.18,1.28,0.0177,separate
75,76,147903,10073,0.8569064140319824,177,164.3,1.08,0.0176,separate
77,79,11804,201637,0.32079243659973145,206,262.48,0.78,0.0175,separate
71,72,41877,93525,0.8514601588249207,724,431.92,1.68,0.0173,separate
76,79,10073,201637,0.41455820202827454,174,223.99,0.78,0.0173,separate
91,93,4586,119884,0.8004206418991089,79,60.63,1.3,0.0172,separate
90,100,22872,21765,0.017563333734869957,372,54.9,6.78,0.0171,separate
51,53,27943,16051,0.3336360454559326,274,49.46,5.54,0.0171,separate
31,35,41107,26062,0.5343088507652283,444,118.15,3.76,0.017,separate
90,96,22872,17004,0.08415604382753372,289,42.89,6.74,0.017,separate
15,20,35284,15082,0.38084957003593445,257,58.69,4.38,0.017,separate
72,75,93525,147903,0.4763947129249573,1579,1525.46,1.04,0.0169,separate
62,66,28997,33924,0.28886905312538147,484,108.48,4.46,0.0167,separate
