cluster_id,KSLabel,ContamPct,Amplitude,group,is_ks_good,spike_count,firing_rate_hz,isi_violations_lt_2ms,isi_violation_fraction,best_local_channel_index,best_raw_channel,best_channel_x,best_channel_y,best_channel_shank,template_peak_to_peak,max_abs_on_off_delta_hz,best_on_off_condition,best_on_off_delta_hz,n_conditions_q05,review_category,review_priority
38,good,0.2,9.5,good,True,30264,1.668758887458234,4,0.0001321746026501008,73,86,1620.0,440.0,6,5.880288124084473,,,,0,high_confidence_ks_good,1
69,good,19.3,11.5,good,True,62190,3.4291605607661766,267,0.004293363778160125,34,47,1560.0,940.0,5,4.399720668792725,,,,0,manual_review,2
71,good,3.2,21.8,good,True,41877,2.3091004470687437,25,0.0005970006686407489,32,45,1560.0,900.0,5,14.336478233337402,,,,0,high_confidence_ks_good,3
73,good,6.2,15.2,good,True,12637,0.6968049848271776,6,0.0004748338081671415,33,46,1560.0,920.0,5,10.785865783691406,,,,0,high_confidence_ks_good,4
74,good,0.0,18.3,good,True,1979,0.10912218603885293,0,0.0,33,46,1560.0,920.0,5,7.6988067626953125,,,,0,high_confidence_ks_good,5
76,good,1.8,22.3,good,True,10073,0.5554258615307557,3,0.00029785544082605245,33,46,1560.0,920.0,5,11.596685409545898,,,,0,high_confidence_ks_good,6
77,good,0.0,28.9,good,True,11804,0.6508733117749469,0,0.0,34,47,1560.0,940.0,5,13.071723937988281,,,,0,high_confidence_ks_good,7
82,good,2.4,12.5,good,True,392247,21.628524561486582,471,0.0012007770633734951,37,50,1560.0,1000.0,5,7.343828201293945,,,,0,high_confidence_ks_good,8
85,good,16.2,10.9,good,True,20159,1.1115685438894574,27,0.0013394185931143963,40,53,1560.0,1060.0,5,4.149939060211182,,,,0,manual_review,9
87,good,15.9,12.4,good,True,125000,6.892507961019008,389,0.0031120248961991697,40,53,1560.0,1060.0,5,6.549368858337402,,,,0,manual_review,10
88,good,0.0,21.4,good,True,8036,0.44310555179798994,0,0.0,40,53,1560.0,1060.0,5,10.885211944580078,,,,0,high_confidence_ks_good,11
91,good,0.0,17.6,good,True,4586,0.25287233207386534,0,0.0,42,55,1560.0,1100.0,5,7.444007873535156,,,,0,high_confidence_ks_good,12
13,mua,45.5,11.3,mua,False,142000,7.829889043717593,2335,0.01644377777308291,0,8,1560.0,160.0,5,6.588415145874023,,,,0,manual_review,13
72,mua,24.3,13.1,mua,False,93525,5.156974456434421,756,0.008083486591677003,32,45,1560.0,900.0,5,7.34425687789917,,,,0,manual_review,14
75,mua,29.8,10.2,mua,False,147903,8.155380839668753,1218,0.008235182756149342,33,46,1560.0,920.0,5,4.089420795440674,,,,0,manual_review,15
