condition,amplitude,frequency,trial_number,on_delta,off_delta,on_minus_off,condition_repeat_index,condition_repeat_fraction,epoch
amp100_freq26,100,26,140,8.194677352905273,38.472496032714844,-30.27781867980957,24,0.11557788944723618,early
amp250_freq26,250,26,141,40.86274528503418,14.592384338378906,26.270360946655273,13,0.06030150753768844,early
amp250_freq26,250,26,142,41.78369140625,-17.47352409362793,59.25721549987793,14,0.06532663316582915,early
amp180_freq26,180,26,143,3.817468643188477,10.684240341186523,-6.866771697998047,29,0.1407035175879397,early
amp250_freq26,250,26,144,-7.747535705566406,-1.4628715515136728,-6.284664154052734,15,0.07035175879396985,early
amp180_freq5,180,5,145,-2.7380676269531246,-3.001361846923828,0.2632942199707029,18,0.08542713567839195,early
amp180_freq5,180,5,146,24.022653579711914,31.1546573638916,-7.1320037841796875,19,0.09045226130653267,early
amp250_freq5,250,5,147,-0.7756156921386719,11.18911361694336,-11.964729309082031,33,0.16080402010050251,early
amp100_freq5,100,5,148,-2.8145694732666016,14.597265243530273,-17.411834716796875,28,0.135678391959799,early
amp180_freq26,180,26,149,-18.557079315185547,0.5911540985107422,-19.14823341369629,30,0.1457286432160804,early
amp180_freq5,180,5,150,3.4428558349609375,17.089506149291992,-13.646650314331055,20,0.09547738693467336,early
amp180_freq26,180,26,151,-34.619699478149414,-28.663301467895508,-5.956398010253906,31,0.1507537688442211,early
amp250_freq26,250,26,152,44.986244201660156,19.867576599121094,25.118667602539062,16,0.07537688442211055,early
amp180_freq26,180,26,153,-32.45843505859375,3.453283309936524,-35.91171836853027,32,0.15577889447236182,early
amp180_freq5,180,5,154,-74.29457473754883,-53.644798278808594,-20.649776458740234,21,0.10050251256281408,early
amp100_freq26,100,26,155,45.87815856933594,25.14487648010254,20.7332820892334,25,0.12060301507537688,early
amp250_freq5,250,5,156,27.242979049682617,9.850194931030273,17.392784118652344,34,0.1658291457286432,early
amp100_freq5,100,5,157,9.77308464050293,27.29576301574707,-17.52267837524414,29,0.1407035175879397,early
amp100_freq5,100,5,158,15.197629928588867,-2.3286914825439453,17.526321411132812,30,0.1457286432160804,early
amp100_freq26,100,26,159,0.18846893310546875,31.989582061767578,-31.80111312866211,26,0.12562814070351758,early
amp180_freq26,180,26,160,9.256654739379883,36.433942794799805,-27.177288055419922,33,0.16080402010050251,early
amp180_freq26,180,26,161,-10.269969940185547,-35.79551887512207,25.525548934936523,34,0.1658291457286432,early
amp100_freq5,100,5,162,55.64530372619629,-0.41796302795410156,56.06326675415039,31,0.1507537688442211,early
amp250_freq26,250,26,163,2.3084888458251953,65.30012321472168,-62.991634368896484,17,0.08040201005025126,early
amp250_freq5,250,5,164,-49.74445724487305,-42.60919380187988,-7.135263442993164,35,0.1708542713567839,early
amp250_freq5,250,5,165,-1.792272567749023,31.837677001953125,-33.62994956970215,36,0.17587939698492464,early
amp100_freq26,100,26,166,-5.919523239135742,-2.5477962493896475,-3.3717269897460933,27,0.1306532663316583,early
amp180_freq26,180,26,167,-12.98972511291504,21.850862503051758,-34.8405876159668,35,0.1708542713567839,early
amp180_freq5,180,5,168,-83.86123657226562,-76.03178215026855,-7.82945442199707,22,0.10552763819095477,early
amp250_freq26,250,26,169,-2.386882781982422,5.98310661315918,-8.369989395141602,18,0.08542713567839195,early
amp100_freq26,100,26,170,-4.83234405517578,22.295883178710938,-27.12822723388672,28,0.135678391959799,early
amp250_freq26,250,26,171,5.604192733764648,22.258953094482422,-16.654760360717773,19,0.09045226130653267,early
amp100_freq5,100,5,172,-12.201454162597656,11.93946647644043,-24.140920639038086,32,0.15577889447236182,early
amp180_freq5,180,5,173,-30.40518569946289,-74.36769676208496,43.96251106262207,23,0.11055276381909548,early
amp180_freq5,180,5,174,-2.806581497192383,15.253252029418947,-18.059833526611328,24,0.11557788944723618,early
amp100_freq5,100,5,175,9.795589447021484,-1.1399288177490234,10.935518264770508,33,0.16080402010050251,early
amp180_freq26,180,26,176,58.65572738647461,49.27156639099121,9.384160995483398,36,0.17587939698492464,early
amp100_freq5,100,5,177,44.15850257873535,43.8273983001709,0.3311042785644549,34,0.1658291457286432,early
amp250_freq5,250,5,178,8.289192199707031,10.151185989379883,-1.8619937896728516,37,0.18090452261306533,early
amp100_freq26,100,26,179,17.740339279174805,28.68701171875,-10.946672439575195,29,0.1407035175879397,early
amp250_freq26,250,26,180,-32.376808166503906,-29.779592514038086,-2.5972156524658203,20,0.09547738693467336,early
amp250_freq26,250,26,181,-27.775630950927734,-26.72212028503418,-1.0535106658935547,21,0.10050251256281408,early
amp100_freq5,100,5,182,11.256891250610352,28.380861282348633,-17.12397003173828,35,0.1708542713567839,early
amp250_freq5,250,5,183,-0.29937744140625,-16.56096839904785,16.2615909576416,38,0.18592964824120603,early
amp100_freq26,100,26,184,4.094608306884766,25.27898597717285,-21.184377670288086,30,0.1457286432160804,early
amp250_freq26,250,26,185,-7.16412353515625,-7.186565399169922,0.022441864013671875,22,0.10552763819095477,early
amp180_freq26,180,26,186,10.565252304077148,12.701103210449219,-2.1358509063720703,37,0.18090452261306533,early
amp100_freq26,100,26,187,-34.925241470336914,-19.400678634643555,-15.52456283569336,31,0.1507537688442211,early
amp180_freq26,180,26,188,-3.101886749267578,-30.284603118896484,27.182716369628906,38,0.18592964824120603,early
amp100_freq5,100,5,189,17.646282196044922,13.591533660888672,4.05474853515625,36,0.17587939698492464,early
amp180_freq26,180,26,190,-17.233741760253906,-4.396427154541016,-12.83731460571289,39,0.19095477386934673,early
amp250_freq26,250,26,191,-41.70858383178711,-14.62161636352539,-27.08696746826172,23,0.11055276381909548,early
amp250_freq5,250,5,192,-38.3663444519043,-36.70798110961914,-1.6583633422851567,39,0.19095477386934673,early
amp100_freq26,100,26,193,19.26688575744629,-23.61578941345215,42.88267517089844,32,0.15577889447236182,early
amp100_freq26,100,26,194,-2.1981754302978516,5.2524871826171875,-7.450662612915039,33,0.16080402010050251,early
amp250_freq26,250,26,195,15.737552642822266,25.26312828063965,-9.525575637817383,24,0.11557788944723618,early
amp250_freq26,250,26,196,-7.510845184326172,14.636087417602539,-22.14693260192871,25,0.12060301507537688,early
amp250_freq5,250,5,197,-23.925954818725586,-7.810556411743164,-16.115398406982422,40,0.19597989949748743,early
amp250_freq5,250,5,198,25.932079315185547,28.238788604736328,-2.3067092895507812,41,0.20100502512562815,early
amp100_freq5,100,5,199,-1.4344711303710942,4.164316177368164,-5.598787307739258,37,0.18090452261306533,early
amp100_freq26,100,26,200,66.37109184265137,34.969268798828125,31.401823043823242,34,0.1658291457286432,early
amp250_freq5,250,5,201,-1.9762668609619136,18.20906639099121,-20.185333251953125,42,0.20603015075376885,early
amp180_freq5,180,5,202,12.947263717651367,12.98155403137207,-0.034290313720703125,25,0.12060301507537688,early
amp180_freq26,180,26,203,-4.192955017089844,6.012590408325195,-10.205545425415039,40,0.19597989949748743,early
amp100_freq5,100,5,204,-27.569732666015625,-20.774091720581055,-6.79564094543457,38,0.18592964824120603,early
amp180_freq5,180,5,205,-14.66221046447754,0.348480224609375,-15.010690689086914,26,0.12562814070351758,early
amp100_freq26,100,26,206,21.02140235900879,32.17619514465332,-11.154792785644531,35,0.1708542713567839,early
amp100_freq26,100,26,207,-11.682580947875977,-27.923978805541992,16.241397857666016,36,0.17587939698492464,early
amp180_freq5,180,5,208,21.606054306030273,41.43772315979004,-19.831668853759766,27,0.1306532663316583,early
amp180_freq26,180,26,209,-26.063865661621094,-21.44313621520996,-4.620729446411132,41,0.20100502512562815,early
amp180_freq5,180,5,210,10.690446853637695,32.332223892211914,-21.64177703857422,28,0.135678391959799,early
amp100_freq5,100,5,211,-74.1924934387207,-13.443912506103516,-60.74858093261719,39,0.19095477386934673,early
amp180_freq26,180,26,212,32.13776779174805,11.78562927246094,20.35213851928711,42,0.20603015075376885,early
amp100_freq5,100,5,213,53.26710891723633,36.90191459655762,16.36519432067871,40,0.19597989949748743,early
amp250_freq26,250,26,214,50.41107749938965,65.27379417419434,-14.862716674804688,26,0.12562814070351758,early
amp250_freq5,250,5,215,-28.79640769958496,-38.18024253845215,9.383834838867188,43,0.21105527638190955,early
amp180_freq26,180,26,216,37.64751625061035,41.95768928527832,-4.310173034667969,43,0.21105527638190955,early
amp250_freq26,250,26,217,4.750812530517578,-27.8381290435791,32.58894157409668,27,0.1306532663316583,early
amp100_freq5,100,5,218,-28.565303802490234,-55.06950759887695,26.50420379638672,41,0.20100502512562815,early
amp250_freq5,250,5,219,4.556953430175781,33.75521659851074,-29.19826316833496,44,0.21608040201005024,early
amp250_freq5,250,5,220,-26.53740882873535,-34.613094329833984,8.075685501098633,45,0.22110552763819097,early
amp250_freq26,250,26,221,57.84346961975098,75.14432716369629,-17.300857543945312,28,0.135678391959799,early
amp100_freq5,100,5,222,-94.37656211853027,-94.41876792907715,0.042205810546875,42,0.20603015075376885,early
amp180_freq5,180,5,223,-27.7178955078125,-38.085702896118164,10.367807388305664,29,0.1407035175879397,early
amp100_freq26,100,26,224,-1.7559280395507812,5.1276702880859375,-6.883598327636719,37,0.18090452261306533,early
amp180_freq5,180,5,225,30.6169376373291,23.244028091430664,7.3729095458984375,30,0.1457286432160804,early
amp250_freq5,250,5,226,37.347490310668945,14.394378662109375,22.95311164855957,46,0.22613065326633167,early
amp180_freq26,180,26,227,13.32145881652832,24.077293395996094,-10.755834579467773,44,0.21608040201005024,early
amp100_freq5,100,5,228,23.646480560302734,10.718685150146484,12.92779541015625,43,0.21105527638190955,early
amp250_freq26,250,26,229,-0.2856121063232422,-0.44686126708984375,0.16124916076660156,29,0.1407035175879397,early
amp180_freq5,180,5,230,-10.933935165405273,29.006362915039062,-39.940298080444336,31,0.1507537688442211,early
amp180_freq5,180,5,231,-44.10916328430176,-20.799087524414062,-23.310075759887695,32,0.15577889447236182,early
amp100_freq5,100,5,232,-20.14531707763672,38.93102264404297,-59.07633972167969,44,0.21608040201005024,early
amp250_freq26,250,26,233,5.459892272949219,1.2243404388427748,4.235551834106445,30,0.1457286432160804,early
amp100_freq5,100,5,234,-5.7713470458984375,24.698013305664062,-30.4693603515625,45,0.22110552763819097,early
amp180_freq26,180,26,235,24.670635223388672,-2.3113136291503906,26.981948852539062,45,0.22110552763819097,early
amp180_freq5,180,5,236,10.158149719238281,23.521886825561523,-13.363737106323242,33,0.16080402010050251,early
amp180_freq26,180,26,237,-1.6260337829589844,43.07767868041992,-44.703712463378906,46,0.22613065326633167,early
amp250_freq5,250,5,238,-20.449316024780273,-17.047754287719727,-3.401561737060547,47,0.23115577889447236,early
amp100_freq26,100,26,239,-13.482841491699219,-17.097564697265625,3.6147232055664062,38,0.18592964824120603,early
amp100_freq5,100,5,240,3.4093093872070304,17.812387466430664,-14.403078079223633,46,0.22613065326633167,early
amp100_freq26,100,26,241,47.079246520996094,64.2379035949707,-17.15865707397461,39,0.19095477386934673,early
amp250_freq26,250,26,242,0.2914791107177743,-33.56697654724121,33.858455657958984,31,0.1507537688442211,early
amp250_freq26,250,26,243,-20.144472122192383,21.570127487182617,-41.714599609375,32,0.15577889447236182,early
amp250_freq5,250,5,244,20.92568016052246,-12.49803352355957,33.42371368408203,48,0.23618090452261306,early
amp180_freq26,180,26,245,-18.392501831054688,-45.4554386138916,27.062936782836914,47,0.23115577889447236,early
amp100_freq26,100,26,246,5.23773193359375,2.0177764892578125,3.2199554443359375,40,0.19597989949748743,early
amp100_freq26,100,26,247,-50.653812408447266,-65.7574234008789,15.10361099243164,41,0.20100502512562815,early
amp100_freq26,100,26,248,30.98568344116211,33.09146308898926,-2.1057796478271484,42,0.20603015075376885,early
amp180_freq5,180,5,249,24.297155380249023,50.490671157836914,-26.19351577758789,34,0.1658291457286432,early
amp180_freq26,180,26,250,3.5971908569335938,33.814613342285156,-30.217422485351562,48,0.23618090452261306,early
amp250_freq26,250,26,251,33.9977912902832,31.683719635009766,2.3140716552734375,33,0.16080402010050251,early
amp100_freq26,100,26,252,-73.04066276550293,-55.83527374267578,-17.20538902282715,43,0.21105527638190955,early
amp100_freq26,100,26,253,12.33942985534668,43.898902893066406,-31.559473037719727,44,0.21608040201005024,early
amp100_freq5,100,5,254,-0.06644439697265625,-16.356508255004883,16.290063858032227,47,0.23115577889447236,early
amp180_freq5,180,5,255,-4.063295364379883,36.87805366516113,-40.941349029541016,35,0.1708542713567839,early
amp100_freq26,100,26,256,31.60882568359375,-0.8008804321289062,32.409706115722656,45,0.22110552763819097,early
amp100_freq5,100,5,257,-9.462869644165039,-17.51519775390625,8.052328109741211,48,0.23618090452261306,early
amp180_freq5,180,5,258,1.3861160278320312,-30.031280517578125,31.417396545410156,36,0.17587939698492464,early
amp180_freq5,180,5,259,-6.623941421508789,-2.599294662475585,-4.024646759033203,37,0.18090452261306533,early
amp180_freq5,180,5,260,9.127466201782227,13.721778869628906,-4.594312667846681,38,0.18592964824120603,early
amp100_freq26,100,26,261,46.466346740722656,52.62722969055176,-6.160882949829102,46,0.22613065326633167,early
amp100_freq5,100,5,262,62.24470138549805,24.126646041870117,38.11805534362793,49,0.24120603015075376,early
amp250_freq5,250,5,263,-31.33348846435547,10.635042190551758,-41.96853065490723,49,0.24120603015075376,early
