trial,condition,n_on_edges,onset_ms,last_ms,span_ms,has_blip
292,amp100_freq26,8,450.20000000022264,2465.900000000147,2015.6999999999243,True
293,amp250_freq26,32,63.50000000020373,2450.449999999819,2386.949999999615,True
294,amp180_freq5,9,72.9999999998654,2073.0499999999665,2000.0500000001011,True
295,amp250_freq26,38,138.69999999997162,2403.949999999895,2265.2499999999236,True
296,amp250_freq26,38,95.20000000020445,2407.2500000002037,2312.0499999999993,True
297,amp180_freq5,4,48.549999999977445,2048.6000000000786,2000.0500000001011,True
298,amp100_freq5,9,36.25000000010914,2042.5500000001193,2006.3000000000102,True
299,amp180_freq5,7,248.59999999989668,2448.3500000001186,2199.750000000222,True
300,amp100_freq5,4,36.599999999907595,2439.1500000001543,2402.5500000002467,True
301,amp100_freq26,4,239.549999999781,2083.599999999933,1844.050000000152,True
302,amp180_freq5,6,370.75000000004366,2370.849999999791,2000.0999999997475,True
303,amp100_freq5,0,,,,False
304,amp250_freq26,23,68.45000000021173,2374.2999999999483,2305.8499999997366,True
305,amp250_freq5,6,272.5000000000364,2472.200000000157,2199.700000000121,True
306,amp250_freq5,3,545.1499999999214,1874.3500000000495,1329.200000000128,True
307,amp100_freq26,6,18.000000000029104,2323.8500000002205,2305.8500000001914,True
308,amp250_freq26,31,11.95000000006985,2448.8000000001193,2436.8500000000495,True
309,amp100_freq5,7,49.55000000018117,1753.2000000001062,1703.649999999925,True
310,amp180_freq5,10,202.60000000007494,2405.499999999847,2202.8999999997723,True
311,amp180_freq26,11,193.4000000001106,2502.350000000206,2308.9500000000953,True
312,amp180_freq26,8,309.04999999984284,2461.999999999989,2152.9500000001462,True
313,amp250_freq26,35,72.05000000021755,2377.899999999954,2305.8499999997366,True
314,amp180_freq5,1,1698.8999999998668,1698.8999999998668,0.0,True
315,amp250_freq5,5,82.80000000013388,2282.549999999901,2199.749999999767,True
316,amp100_freq26,4,332.6000000001841,2176.6499999998814,1844.0499999996973,True
317,amp250_freq5,3,8.249999999861757,2407.7000000002045,2399.4500000003427,True
318,amp180_freq26,12,61.49999999979627,2448.449999999866,2386.95000000007,True
319,amp180_freq26,18,136.55000000017026,2523.4999999997854,2386.949999999615,True
320,amp180_freq26,13,211.6000000000895,2364.549999999781,2152.9499999996915,True
321,amp100_freq26,9,93.199999999797,2405.2999999998974,2312.1000000001004,True
322,amp250_freq26,38,18.500000000130967,2511.5500000001703,2493.0500000000393,True
323,amp100_freq26,5,243.35000000019136,2396.2499999997817,2152.8999999995904,True
324,amp100_freq26,7,202.9499999998734,2511.8999999999687,2308.9500000000953,True
325,amp100_freq5,1,2346.7000000000553,2346.7000000000553,0.0,True
326,amp100_freq5,3,746.2000000000444,1551.1999999998807,804.9999999998363,True
327,amp100_freq26,3,705.8000000001812,1932.0499999998901,1226.249999999709,True
328,amp250_freq26,25,122.49999999994543,2504.2499999999563,2381.750000000011,True
329,amp100_freq5,7,84.19999999978245,2084.2499999998836,2000.0500000001011,True
330,amp250_freq26,36,6.350000000111322,2543.0999999998676,2536.7499999997563,True
331,amp100_freq26,8,109.50000000002547,2125.1499999998487,2015.6499999998232,True
332,amp180_freq5,4,855.3999999999178,1504.399999999805,648.9999999998872,True
333,amp250_freq26,33,106.69999999981883,2403.200000000197,2296.5000000003783,True
334,amp250_freq26,30,50.69999999977881,2450.1500000001215,2399.4500000003427,True
335,amp100_freq5,9,122.64999999979409,2515.849999999773,2393.199999999979,True
336,amp180_freq5,12,26.1000000000422,2372.4999999999454,2346.3999999999032,True
337,amp250_freq26,18,155.24999999979627,2080.399999999827,1925.1500000000306,True
338,amp180_freq5,9,100.30000000006112,2300.0499999998283,2199.749999999767,True
339,amp100_freq5,4,353.2000000000153,2350.1000000001113,1996.900000000096,True
340,amp180_freq26,17,106.85000000012224,2272.3000000000866,2165.4499999999643,True
341,amp100_freq5,10,478.34999999986394,2475.24999999996,1996.900000000096,True
342,amp100_freq26,10,207.04999999998108,2070.850000000064,1863.800000000083,True
343,amp250_freq5,5,601.4000000000124,1930.6000000001404,1329.200000000128,True
344,amp100_freq5,8,342.5999999999476,2501.800000000003,2159.2000000000553,True
345,amp180_freq26,17,502.9500000000553,2272.100000000137,1769.1500000000815,True
346,amp180_freq5,8,481.29999999991924,2534.400000000005,2053.100000000086,True
347,amp100_freq5,13,69.59999999980937,2472.150000000056,2402.5500000002467,True
348,amp180_freq26,15,528.400000000147,2372.4499999998443,1844.0499999996973,True
349,amp180_freq26,20,385.04999999986467,2488.1000000000313,2103.0500000001666,True
350,amp100_freq26,11,254.1999999998552,2425.850000000082,2171.650000000227,True
351,amp100_freq5,12,42.19999999986612,2535.2499999999054,2493.0500000000393,True
352,amp250_freq5,13,39.249999999810825,2554.149999999936,2514.900000000125,True
353,amp250_freq26,36,45.65000000002328,2476.29999999981,2430.649999999787,True
354,amp250_freq5,4,292.3000000000684,2292.399999999816,2000.0999999997475,True
355,amp100_freq26,8,37.699999999858846,2499.5499999999993,2461.8500000001404,True
356,amp100_freq5,6,97.15000000005602,2200.1500000001215,2103.0000000000655,True
357,amp250_freq5,7,496.70000000014625,2496.7499999997926,2000.0499999996464,True
358,amp250_freq5,4,1024.199999999837,2028.899999999794,1004.6999999999571,True
