trial_number,condition,event,start_s,end_s
482,amp180_freq26,stim_onset_margin,4425.95,4426.1
482,amp180_freq26,stim_offset_margin,4428.9,4429.2
483,amp180_freq5,stim_onset_margin,4431.95,4432.1
483,amp180_freq5,stim_offset_margin,4434.9,4435.2
484,amp250_freq5,stim_onset_margin,4437.95,4438.1
484,amp250_freq5,stim_offset_margin,4440.9,4441.2
485,amp180_freq5,stim_onset_margin,4443.95,4444.1
485,amp180_freq5,stim_offset_margin,4446.9,4447.2
486,amp100_freq5,stim_onset_margin,4449.95,4450.1
486,amp100_freq5,stim_offset_margin,4452.9,4453.2
487,amp180_freq26,stim_onset_margin,4455.95,4456.1
487,amp180_freq26,stim_offset_margin,4458.9,4459.2
488,amp100_freq26,stim_onset_margin,4461.95,4462.1
488,amp100_freq26,stim_offset_margin,4464.9,4465.2
489,amp100_freq5,stim_onset_margin,4467.95,4468.1
489,amp100_freq5,stim_offset_margin,4470.9,4471.2
490,amp180_freq5,stim_onset_margin,4473.95,4474.1
490,amp180_freq5,stim_offset_margin,4476.9,4477.2
491,amp180_freq26,stim_onset_margin,4479.95,4480.1
491,amp180_freq26,stim_offset_margin,4482.9,4483.2
492,amp180_freq5,stim_onset_margin,4485.95,4486.1
492,amp180_freq5,stim_offset_margin,4488.9,4489.2
493,amp250_freq5,stim_onset_margin,4491.95,4492.1
493,amp250_freq5,stim_offset_margin,4494.9,4495.2
494,amp100_freq26,stim_onset_margin,4497.95,4498.1
494,amp100_freq26,stim_offset_margin,4500.9,4501.2
495,amp100_freq5,stim_onset_margin,4503.95,4504.1
495,amp100_freq5,stim_offset_margin,4506.9,4507.2
496,amp180_freq26,stim_onset_margin,4509.95,4510.1
496,amp180_freq26,stim_offset_margin,4512.9,4513.2
497,amp180_freq5,stim_onset_margin,4515.95,4516.1
497,amp180_freq5,stim_offset_margin,4518.9,4519.2
498,amp250_freq5,stim_onset_margin,4521.95,4522.1
498,amp250_freq5,stim_offset_margin,4524.9,4525.2
499,amp250_freq5,stim_onset_margin,4527.95,4528.1
499,amp250_freq5,stim_offset_margin,4530.9,4531.2
500,amp250_freq26,stim_onset_margin,4533.95,4534.1
500,amp250_freq26,stim_offset_margin,4536.9,4537.2
501,amp100_freq26,stim_onset_margin,4539.95,4540.1
501,amp100_freq26,stim_offset_margin,4542.9,4543.2
502,amp250_freq26,stim_onset_margin,4545.95,4546.1
502,amp250_freq26,stim_offset_margin,4548.9,4549.2
503,amp180_freq5,stim_onset_margin,4551.95,4552.1
503,amp180_freq5,stim_offset_margin,4554.9,4555.2
504,amp100_freq26,stim_onset_margin,4557.95,4558.1
504,amp100_freq26,stim_offset_margin,4560.9,4561.2
505,amp100_freq26,stim_onset_margin,4563.95,4564.1
505,amp100_freq26,stim_offset_margin,4566.9,4567.2
506,amp180_freq5,stim_onset_margin,4569.95,4570.1
506,amp180_freq5,stim_offset_margin,4572.9,4573.2
507,amp100_freq26,stim_onset_margin,4575.95,4576.1
507,amp100_freq26,stim_offset_margin,4578.9,4579.2
508,amp180_freq26,stim_onset_margin,4581.95,4582.1
508,amp180_freq26,stim_offset_margin,4584.9,4585.2
509,amp100_freq5,stim_onset_margin,4587.95,4588.1
509,amp100_freq5,stim_offset_margin,4590.9,4591.2
510,amp250_freq26,stim_onset_margin,4593.95,4594.1
510,amp250_freq26,stim_offset_margin,4596.9,4597.2
511,amp100_freq26,stim_onset_margin,4599.95,4600.1
511,amp100_freq26,stim_offset_margin,4602.9,4603.2
512,amp100_freq5,stim_onset_margin,4605.95,4606.1
512,amp100_freq5,stim_offset_margin,4608.9,4609.2
513,amp250_freq5,stim_onset_margin,4611.95,4612.1
513,amp250_freq5,stim_offset_margin,4614.9,4615.2
514,amp180_freq26,stim_onset_margin,4617.95,4618.1
514,amp180_freq26,stim_offset_margin,4620.9,4621.2
515,amp100_freq5,stim_onset_margin,4623.95,4624.1
515,amp100_freq5,stim_offset_margin,4626.9,4627.2
516,amp250_freq26,stim_onset_margin,4629.95,4630.1
516,amp250_freq26,stim_offset_margin,4632.9,4633.2
517,amp100_freq5,stim_onset_margin,4635.95,4636.1
517,amp100_freq5,stim_offset_margin,4638.9,4639.2
518,amp100_freq26,stim_onset_margin,4641.95,4642.1
518,amp100_freq26,stim_offset_margin,4644.9,4645.2
519,amp250_freq26,stim_onset_margin,4647.95,4648.1
519,amp250_freq26,stim_offset_margin,4650.9,4651.2
520,amp180_freq26,stim_onset_margin,4653.95,4654.1
520,amp180_freq26,stim_offset_margin,4656.9,4657.2
521,amp180_freq5,stim_onset_margin,4659.95,4660.1
521,amp180_freq5,stim_offset_margin,4662.9,4663.2
522,amp100_freq26,stim_onset_margin,4665.95,4666.1
522,amp100_freq26,stim_offset_margin,4668.9,4669.2
523,amp100_freq26,stim_onset_margin,4671.95,4672.1
523,amp100_freq26,stim_offset_margin,4674.9,4675.2
524,amp180_freq5,stim_onset_margin,4677.95,4678.1
524,amp180_freq5,stim_offset_margin,4680.9,4681.2
525,amp180_freq5,stim_onset_margin,4683.95,4684.1
525,amp180_freq5,stim_offset_margin,4686.9,4687.2
526,amp180_freq26,stim_onset_margin,4689.95,4690.1
526,amp180_freq26,stim_offset_margin,4692.9,4693.2
527,amp100_freq5,stim_onset_margin,4695.95,4696.1
527,amp100_freq5,stim_offset_margin,4698.9,4699.2
528,amp250_freq5,stim_onset_margin,4701.95,4702.1
528,amp250_freq5,stim_offset_margin,4704.9,4705.2
529,amp250_freq5,stim_onset_margin,4707.95,4708.1
529,amp250_freq5,stim_offset_margin,4710.9,4711.2
530,amp250_freq26,stim_onset_margin,4713.95,4714.1
530,amp250_freq26,stim_offset_margin,4716.9,4717.2
531,amp100_freq26,stim_onset_margin,4719.95,4720.1
531,amp100_freq26,stim_offset_margin,4722.9,4723.2
532,amp180_freq5,stim_onset_margin,4725.95,4726.1
532,amp180_freq5,stim_offset_margin,4728.9,4729.2
533,amp100_freq26,stim_onset_margin,4731.95,4732.1
533,amp100_freq26,stim_offset_margin,4734.9,4735.2
534,amp100_freq5,stim_onset_margin,4737.95,4738.1
534,amp100_freq5,stim_offset_margin,4740.9,4741.2
535,amp100_freq26,stim_onset_margin,4743.95,4744.1
535,amp100_freq26,stim_offset_margin,4746.9,4747.2
536,amp100_freq5,stim_onset_margin,4749.95,4750.1
536,amp100_freq5,stim_offset_margin,4752.9,4753.2
537,amp250_freq26,stim_onset_margin,4755.95,4756.1
537,amp250_freq26,stim_offset_margin,4758.9,4759.2
538,amp250_freq5,stim_onset_margin,4761.95,4762.1
538,amp250_freq5,stim_offset_margin,4764.9,4765.2
539,amp100_freq5,stim_onset_margin,4767.95,4768.1
539,amp100_freq5,stim_offset_margin,4770.9,4771.2
540,amp100_freq26,stim_onset_margin,4773.95,4774.1
540,amp100_freq26,stim_offset_margin,4776.9,4777.2
541,amp180_freq5,stim_onset_margin,4779.95,4780.1
541,amp180_freq5,stim_offset_margin,4782.9,4783.2
542,amp250_freq5,stim_onset_margin,4785.95,4786.1
542,amp250_freq5,stim_offset_margin,4788.9,4789.2
543,amp100_freq26,stim_onset_margin,4791.95,4792.1
543,amp100_freq26,stim_offset_margin,4794.9,4795.2
544,amp180_freq5,stim_onset_margin,4797.95,4798.1
544,amp180_freq5,stim_offset_margin,4800.9,4801.2
545,amp100_freq5,stim_onset_margin,4803.95,4804.1
545,amp100_freq5,stim_offset_margin,4806.9,4807.2
546,amp180_freq26,stim_onset_margin,4809.95,4810.1
546,amp180_freq26,stim_offset_margin,4812.9,4813.2
547,amp100_freq5,stim_onset_margin,4815.95,4816.1
547,amp100_freq5,stim_offset_margin,4818.9,4819.2
548,amp180_freq26,stim_onset_margin,4821.95,4822.1
548,amp180_freq26,stim_offset_margin,4824.9,4825.2
549,amp180_freq5,stim_onset_margin,4827.95,4828.1
549,amp180_freq5,stim_offset_margin,4830.9,4831.2
550,amp250_freq5,stim_onset_margin,4833.95,4834.1
550,amp250_freq5,stim_offset_margin,4836.9,4837.2
551,amp100_freq5,stim_onset_margin,4839.95,4840.1
551,amp100_freq5,stim_offset_margin,4842.9,4843.2
552,amp180_freq5,stim_onset_margin,4845.95,4846.1
552,amp180_freq5,stim_offset_margin,4848.9,4849.2
553,amp180_freq5,stim_onset_margin,4851.95,4852.1
553,amp180_freq5,stim_offset_margin,4854.9,4855.2
554,amp250_freq5,stim_onset_margin,4857.95,4858.1
554,amp250_freq5,stim_offset_margin,4860.9,4861.2
555,amp250_freq26,stim_onset_margin,4863.95,4864.1
555,amp250_freq26,stim_offset_margin,4866.9,4867.2
556,amp100_freq5,stim_onset_margin,4869.95,4870.1
556,amp100_freq5,stim_offset_margin,4872.9,4873.2
557,amp250_freq5,stim_onset_margin,4875.95,4876.1
557,amp250_freq5,stim_offset_margin,4878.9,4879.2
558,amp180_freq26,stim_onset_margin,4881.95,4882.1
558,amp180_freq26,stim_offset_margin,4884.9,4885.2
559,amp250_freq5,stim_onset_margin,4887.95,4888.1
559,amp250_freq5,stim_offset_margin,4890.9,4891.2
560,amp100_freq26,stim_onset_margin,4893.95,4894.1
560,amp100_freq26,stim_offset_margin,4896.9,4897.2
561,amp180_freq26,stim_onset_margin,4899.95,4900.1
561,amp180_freq26,stim_offset_margin,4902.9,4903.2
562,amp180_freq5,stim_onset_margin,4905.95,4906.1
562,amp180_freq5,stim_offset_margin,4908.9,4909.2
563,amp100_freq26,stim_onset_margin,4911.95,4912.1
563,amp100_freq26,stim_offset_margin,4914.9,4915.2
564,amp180_freq26,stim_onset_margin,4917.95,4918.1
564,amp180_freq26,stim_offset_margin,4920.9,4921.2
565,amp100_freq26,stim_onset_margin,4923.95,4924.1
565,amp100_freq26,stim_offset_margin,4926.9,4927.2
566,amp180_freq5,stim_onset_margin,4929.95,4930.1
566,amp180_freq5,stim_offset_margin,4932.9,4933.2
567,amp100_freq5,stim_onset_margin,4935.95,4936.1
567,amp100_freq5,stim_offset_margin,4938.9,4939.2
568,amp250_freq5,stim_onset_margin,4941.95,4942.1
568,amp250_freq5,stim_offset_margin,4944.9,4945.2
569,amp180_freq26,stim_onset_margin,4947.95,4948.1
569,amp180_freq26,stim_offset_margin,4950.9,4951.2
570,amp250_freq26,stim_onset_margin,4953.95,4954.1
570,amp250_freq26,stim_offset_margin,4956.9,4957.2
571,amp180_freq5,stim_onset_margin,4959.95,4960.1
571,amp180_freq5,stim_offset_margin,4962.9,4963.2
572,amp180_freq5,stim_onset_margin,4965.95,4966.1
572,amp180_freq5,stim_offset_margin,4968.9,4969.2
573,amp250_freq5,stim_onset_margin,4971.95,4972.1
573,amp250_freq5,stim_offset_margin,4974.9,4975.2
574,amp100_freq26,stim_onset_margin,4977.95,4978.1
574,amp100_freq26,stim_offset_margin,4980.9,4981.2
575,amp100_freq26,stim_onset_margin,4983.95,4984.1
575,amp100_freq26,stim_offset_margin,4986.9,4987.2
576,amp180_freq5,stim_onset_margin,4989.95,4990.1
576,amp180_freq5,stim_offset_margin,4992.9,4993.2
577,amp100_freq26,stim_onset_margin,4995.95,4996.1
577,amp100_freq26,stim_offset_margin,4998.9,4999.2
578,amp180_freq5,stim_onset_margin,5001.95,5002.1
578,amp180_freq5,stim_offset_margin,5004.9,5005.2
579,amp180_freq26,stim_onset_margin,5007.95,5008.1
579,amp180_freq26,stim_offset_margin,5010.9,5011.2
580,amp180_freq26,stim_onset_margin,5013.95,5014.1
580,amp180_freq26,stim_offset_margin,5016.9,5017.2
581,amp180_freq5,stim_onset_margin,5019.95,5020.1
581,amp180_freq5,stim_offset_margin,5022.9,5023.2
582,amp250_freq26,stim_onset_margin,5025.95,5026.1
582,amp250_freq26,stim_offset_margin,5028.9,5029.2
583,amp100_freq26,stim_onset_margin,5031.95,5032.1
583,amp100_freq26,stim_offset_margin,5034.9,5035.2
584,amp250_freq26,stim_onset_margin,5037.95,5038.1
584,amp250_freq26,stim_offset_margin,5040.9,5041.2
585,amp250_freq5,stim_onset_margin,5043.95,5044.1
585,amp250_freq5,stim_offset_margin,5046.9,5047.2
586,amp100_freq5,stim_onset_margin,5049.95,5050.1
586,amp100_freq5,stim_offset_margin,5052.9,5053.2
587,amp100_freq26,stim_onset_margin,5055.95,5056.1
587,amp100_freq26,stim_offset_margin,5058.9,5059.2
588,amp250_freq26,stim_onset_margin,5061.95,5062.1
588,amp250_freq26,stim_offset_margin,5064.9,5065.2
589,amp250_freq26,stim_onset_margin,5067.95,5068.1
589,amp250_freq26,stim_offset_margin,5070.9,5071.2
590,amp100_freq5,stim_onset_margin,5073.95,5074.1
590,amp100_freq5,stim_offset_margin,5076.9,5077.2
591,amp250_freq5,stim_onset_margin,5079.95,5080.1
591,amp250_freq5,stim_offset_margin,5082.9,5083.2
592,amp100_freq5,stim_onset_margin,5085.95,5086.1
592,amp100_freq5,stim_offset_margin,5088.9,5089.2
593,amp100_freq5,stim_onset_margin,5091.95,5092.1
593,amp100_freq5,stim_offset_margin,5094.9,5095.2
594,amp250_freq5,stim_onset_margin,5097.95,5098.1
594,amp250_freq5,stim_offset_margin,5100.9,5101.2
595,amp250_freq5,stim_onset_margin,5103.95,5104.1
595,amp250_freq5,stim_offset_margin,5106.9,5107.2
596,amp100_freq26,stim_onset_margin,5109.95,5110.1
596,amp100_freq26,stim_offset_margin,5112.9,5113.2
597,amp250_freq5,stim_onset_margin,5115.95,5116.1
597,amp250_freq5,stim_offset_margin,5118.9,5119.2
598,amp250_freq5,stim_onset_margin,5121.95,5122.1
598,amp250_freq5,stim_offset_margin,5124.9,5125.2
599,amp250_freq5,stim_onset_margin,5127.95,5128.1
599,amp250_freq5,stim_offset_margin,5130.9,5131.2
600,amp180_freq5,stim_onset_margin,5133.95,5134.1
600,amp180_freq5,stim_offset_margin,5136.9,5137.2
601,amp250_freq26,stim_onset_margin,5139.95,5140.1
601,amp250_freq26,stim_offset_margin,5142.9,5143.2
602,amp180_freq26,stim_onset_margin,5145.95,5146.1
602,amp180_freq26,stim_offset_margin,5148.9,5149.2
603,amp100_freq26,stim_onset_margin,5151.95,5152.1
603,amp100_freq26,stim_offset_margin,5154.9,5155.2
604,amp100_freq26,stim_onset_margin,5157.95,5158.1
604,amp100_freq26,stim_offset_margin,5160.9,5161.2
605,amp250_freq5,stim_onset_margin,5163.95,5164.1
605,amp250_freq5,stim_offset_margin,5166.9,5167.2
606,amp250_freq5,stim_onset_margin,5169.95,5170.1
606,amp250_freq5,stim_offset_margin,5172.9,5173.2
607,amp180_freq5,stim_onset_margin,5175.95,5176.1
607,amp180_freq5,stim_offset_margin,5178.9,5179.2
608,amp250_freq5,stim_onset_margin,5181.95,5182.1
608,amp250_freq5,stim_offset_margin,5184.9,5185.2
609,amp180_freq5,stim_onset_margin,5187.95,5188.1
609,amp180_freq5,stim_offset_margin,5190.9,5191.2
610,amp100_freq26,stim_onset_margin,5193.95,5194.1
610,amp100_freq26,stim_offset_margin,5196.9,5197.2
611,amp180_freq5,stim_onset_margin,5199.95,5200.1
611,amp180_freq5,stim_offset_margin,5202.9,5203.2
612,amp250_freq26,stim_onset_margin,5205.95,5206.1
612,amp250_freq26,stim_offset_margin,5208.9,5209.2
613,amp100_freq5,stim_onset_margin,5211.95,5212.1
613,amp100_freq5,stim_offset_margin,5214.9,5215.2
614,amp100_freq26,stim_onset_margin,5217.95,5218.1
614,amp100_freq26,stim_offset_margin,5220.9,5221.2
615,amp180_freq26,stim_onset_margin,5223.95,5224.1
615,amp180_freq26,stim_offset_margin,5226.9,5227.2
616,amp100_freq26,stim_onset_margin,5229.95,5230.1
616,amp100_freq26,stim_offset_margin,5232.9,5233.2
617,amp250_freq26,stim_onset_margin,5235.95,5236.1
617,amp250_freq26,stim_offset_margin,5238.9,5239.2
618,amp250_freq5,stim_onset_margin,5241.95,5242.1
618,amp250_freq5,stim_offset_margin,5244.9,5245.2
619,amp250_freq26,stim_onset_margin,5247.95,5248.1
619,amp250_freq26,stim_offset_margin,5250.9,5251.2
620,amp100_freq26,stim_onset_margin,5253.95,5254.1
620,amp100_freq26,stim_offset_margin,5256.9,5257.2
621,amp250_freq26,stim_onset_margin,5259.95,5260.1
621,amp250_freq26,stim_offset_margin,5262.9,5263.2
622,amp100_freq5,stim_onset_margin,5265.95,5266.1
622,amp100_freq5,stim_offset_margin,5268.9,5269.2
623,amp180_freq26,stim_onset_margin,5271.95,5272.1
623,amp180_freq26,stim_offset_margin,5274.9,5275.2
624,amp250_freq5,stim_onset_margin,5277.95,5278.1
624,amp250_freq5,stim_offset_margin,5280.9,5281.2
625,amp250_freq26,stim_onset_margin,5283.95,5284.1
625,amp250_freq26,stim_offset_margin,5286.9,5287.2
626,amp180_freq5,stim_onset_margin,5289.95,5290.1
626,amp180_freq5,stim_offset_margin,5292.9,5293.2
627,amp100_freq5,stim_onset_margin,5295.95,5296.1
627,amp100_freq5,stim_offset_margin,5298.9,5299.2
628,amp250_freq26,stim_onset_margin,5301.95,5302.1
628,amp250_freq26,stim_offset_margin,5304.9,5305.2
629,amp100_freq26,stim_onset_margin,5307.95,5308.1
629,amp100_freq26,stim_offset_margin,5310.9,5311.2
630,amp180_freq26,stim_onset_margin,5313.95,5314.1
630,amp180_freq26,stim_offset_margin,5316.9,5317.2
631,amp100_freq5,stim_onset_margin,5319.95,5320.1
631,amp100_freq5,stim_offset_margin,5322.9,5323.2
632,amp100_freq5,stim_onset_margin,5325.95,5326.1
632,amp100_freq5,stim_offset_margin,5328.9,5329.2
633,amp100_freq5,stim_onset_margin,5331.95,5332.1
633,amp100_freq5,stim_offset_margin,5334.9,5335.2
634,amp100_freq26,stim_onset_margin,5337.95,5338.1
634,amp100_freq26,stim_offset_margin,5340.9,5341.2
635,amp180_freq5,stim_onset_margin,5343.95,5344.1
635,amp180_freq5,stim_offset_margin,5346.9,5347.2
636,amp100_freq26,stim_onset_margin,5349.95,5350.1
636,amp100_freq26,stim_offset_margin,5352.9,5353.2
637,amp180_freq5,stim_onset_margin,5355.95,5356.1
637,amp180_freq5,stim_offset_margin,5358.9,5359.2
638,amp180_freq26,stim_onset_margin,5361.95,5362.1
638,amp180_freq26,stim_offset_margin,5364.9,5365.2
639,amp250_freq26,stim_onset_margin,5367.95,5368.1
639,amp250_freq26,stim_offset_margin,5370.9,5371.2
640,amp250_freq26,stim_onset_margin,5373.95,5374.1
640,amp250_freq26,stim_offset_margin,5376.9,5377.2
641,amp250_freq5,stim_onset_margin,5379.95,5380.1
641,amp250_freq5,stim_offset_margin,5382.9,5383.2
642,amp100_freq5,stim_onset_margin,5385.95,5386.1
642,amp100_freq5,stim_offset_margin,5388.9,5389.2
643,amp180_freq26,stim_onset_margin,5391.95,5392.1
643,amp180_freq26,stim_offset_margin,5394.9,5395.2
644,amp250_freq26,stim_onset_margin,5397.95,5398.1
644,amp250_freq26,stim_offset_margin,5400.9,5401.2
645,amp100_freq5,stim_onset_margin,5403.95,5404.1
645,amp100_freq5,stim_offset_margin,5406.9,5407.2
646,amp100_freq5,stim_onset_margin,5409.95,5410.1
646,amp100_freq5,stim_offset_margin,5412.9,5413.2
647,amp250_freq5,stim_onset_margin,5415.95,5416.1
647,amp250_freq5,stim_offset_margin,5418.9,5419.2
648,amp100_freq26,stim_onset_margin,5421.95,5422.1
648,amp100_freq26,stim_offset_margin,5424.9,5425.2
649,amp100_freq5,stim_onset_margin,5427.95,5428.1
649,amp100_freq5,stim_offset_margin,5430.9,5431.2
650,amp100_freq26,stim_onset_margin,5433.95,5434.1
650,amp100_freq26,stim_offset_margin,5436.9,5437.2
651,amp250_freq26,stim_onset_margin,5439.95,5440.1
651,amp250_freq26,stim_offset_margin,5442.9,5443.2
652,amp180_freq5,stim_onset_margin,5445.95,5446.1
652,amp180_freq5,stim_offset_margin,5448.9,5449.2
653,amp250_freq5,stim_onset_margin,5451.95,5452.1
653,amp250_freq5,stim_offset_margin,5454.9,5455.2
654,amp180_freq26,stim_onset_margin,5457.95,5458.1
654,amp180_freq26,stim_offset_margin,5460.9,5461.2
655,amp100_freq5,stim_onset_margin,5463.95,5464.1
655,amp100_freq5,stim_offset_margin,5466.9,5467.2
656,amp100_freq26,stim_onset_margin,5469.95,5470.1
656,amp100_freq26,stim_offset_margin,5472.9,5473.2
657,amp180_freq5,stim_onset_margin,5475.95,5476.1
657,amp180_freq5,stim_offset_margin,5478.9,5479.2
658,amp250_freq5,stim_onset_margin,5481.95,5482.1
658,amp250_freq5,stim_offset_margin,5484.9,5485.2
659,amp180_freq26,stim_onset_margin,5487.95,5488.1
659,amp180_freq26,stim_offset_margin,5490.9,5491.2
660,amp100_freq26,stim_onset_margin,5493.95,5494.1
660,amp100_freq26,stim_offset_margin,5496.9,5497.2
661,amp180_freq5,stim_onset_margin,5499.95,5500.1
661,amp180_freq5,stim_offset_margin,5502.9,5503.2
662,amp250_freq26,stim_onset_margin,5505.95,5506.1
662,amp250_freq26,stim_offset_margin,5508.9,5509.2
663,amp180_freq26,stim_onset_margin,5511.95,5512.1
663,amp180_freq26,stim_offset_margin,5514.9,5515.2
664,amp180_freq5,stim_onset_margin,5517.95,5518.1
664,amp180_freq5,stim_offset_margin,5520.9,5521.2
665,amp250_freq26,stim_onset_margin,5523.95,5524.1
665,amp250_freq26,stim_offset_margin,5526.9,5527.2
666,amp100_freq26,stim_onset_margin,5529.95,5530.1
666,amp100_freq26,stim_offset_margin,5532.9,5533.2
667,amp100_freq5,stim_onset_margin,5535.95,5536.1
667,amp100_freq5,stim_offset_margin,5538.9,5539.2
668,amp180_freq26,stim_onset_margin,5541.95,5542.1
668,amp180_freq26,stim_offset_margin,5544.9,5545.2
669,amp180_freq26,stim_onset_margin,5547.95,5548.1
669,amp180_freq26,stim_offset_margin,5550.9,5551.2
670,amp100_freq26,stim_onset_margin,5553.95,5554.1
670,amp100_freq26,stim_offset_margin,5556.9,5557.2
671,amp100_freq5,stim_onset_margin,5559.95,5560.1
671,amp100_freq5,stim_offset_margin,5562.9,5563.2
672,amp100_freq5,stim_onset_margin,5565.95,5566.1
672,amp100_freq5,stim_offset_margin,5568.9,5569.2
673,amp250_freq5,stim_onset_margin,5571.95,5572.1
673,amp250_freq5,stim_offset_margin,5574.9,5575.2
674,amp180_freq26,stim_onset_margin,5577.95,5578.1
674,amp180_freq26,stim_offset_margin,5580.9,5581.2
675,amp180_freq5,stim_onset_margin,5583.95,5584.1
675,amp180_freq5,stim_offset_margin,5586.9,5587.2
676,amp100_freq26,stim_onset_margin,5589.95,5590.1
676,amp100_freq26,stim_offset_margin,5592.9,5593.2
677,amp250_freq26,stim_onset_margin,5595.95,5596.1
677,amp250_freq26,stim_offset_margin,5598.9,5599.2
678,amp100_freq5,stim_onset_margin,5601.95,5602.1
678,amp100_freq5,stim_offset_margin,5604.9,5605.2
679,amp250_freq26,stim_onset_margin,5607.95,5608.1
679,amp250_freq26,stim_offset_margin,5610.9,5611.2
680,amp250_freq5,stim_onset_margin,5613.95,5614.1
680,amp250_freq5,stim_offset_margin,5616.9,5617.2
681,amp180_freq26,stim_onset_margin,5619.95,5620.1
681,amp180_freq26,stim_offset_margin,5622.9,5623.2
682,amp180_freq26,stim_onset_margin,5625.95,5626.1
682,amp180_freq26,stim_offset_margin,5628.9,5629.2
683,amp250_freq5,stim_onset_margin,5631.95,5632.1
683,amp250_freq5,stim_offset_margin,5634.9,5635.2
684,amp250_freq5,stim_onset_margin,5637.95,5638.1
684,amp250_freq5,stim_offset_margin,5640.9,5641.2
685,amp180_freq5,stim_onset_margin,5643.95,5644.1
685,amp180_freq5,stim_offset_margin,5646.9,5647.2
686,amp100_freq26,stim_onset_margin,5649.95,5650.1
686,amp100_freq26,stim_offset_margin,5652.9,5653.2
687,amp100_freq5,stim_onset_margin,5655.95,5656.1
687,amp100_freq5,stim_offset_margin,5658.9,5659.2
688,amp100_freq26,stim_onset_margin,5661.95,5662.1
688,amp100_freq26,stim_offset_margin,5664.9,5665.2
689,amp100_freq26,stim_onset_margin,5667.95,5668.1
689,amp100_freq26,stim_offset_margin,5670.9,5671.2
690,amp180_freq5,stim_onset_margin,5673.95,5674.1
690,amp180_freq5,stim_offset_margin,5676.9,5677.2
691,amp250_freq26,stim_onset_margin,5679.95,5680.1
691,amp250_freq26,stim_offset_margin,5682.9,5683.2
692,amp100_freq26,stim_onset_margin,5685.95,5686.1
692,amp100_freq26,stim_offset_margin,5688.9,5689.2
693,amp100_freq26,stim_onset_margin,5691.95,5692.1
693,amp100_freq26,stim_offset_margin,5694.9,5695.2
694,amp180_freq26,stim_onset_margin,5697.95,5698.1
694,amp180_freq26,stim_offset_margin,5700.9,5701.2
695,amp180_freq5,stim_onset_margin,5703.95,5704.1
695,amp180_freq5,stim_offset_margin,5706.9,5707.2
696,amp180_freq26,stim_onset_margin,5709.95,5710.1
696,amp180_freq26,stim_offset_margin,5712.9,5713.2
697,amp100_freq26,stim_onset_margin,5715.95,5716.1
697,amp100_freq26,stim_offset_margin,5718.9,5719.2
698,amp100_freq5,stim_onset_margin,5721.95,5722.1
698,amp100_freq5,stim_offset_margin,5724.9,5725.2
699,amp250_freq5,stim_onset_margin,5727.95,5728.1
699,amp250_freq5,stim_offset_margin,5730.9,5731.2
700,amp100_freq26,stim_onset_margin,5733.95,5734.1
700,amp100_freq26,stim_offset_margin,5736.9,5737.2
701,amp250_freq5,stim_onset_margin,5739.95,5740.1
701,amp250_freq5,stim_offset_margin,5742.9,5743.2
702,amp250_freq26,stim_onset_margin,5745.95,5746.1
702,amp250_freq26,stim_offset_margin,5748.9,5749.2
703,amp180_freq5,stim_onset_margin,5751.95,5752.1
703,amp180_freq5,stim_offset_margin,5754.9,5755.2
704,amp180_freq5,stim_onset_margin,5757.95,5758.1
704,amp180_freq5,stim_offset_margin,5760.9,5761.2
705,amp100_freq5,stim_onset_margin,5763.95,5764.1
705,amp100_freq5,stim_offset_margin,5766.9,5767.2
706,amp180_freq26,stim_onset_margin,5769.95,5770.1
706,amp180_freq26,stim_offset_margin,5772.9,5773.2
707,amp250_freq26,stim_onset_margin,5775.95,5776.1
707,amp250_freq26,stim_offset_margin,5778.9,5779.2
708,amp100_freq5,stim_onset_margin,5781.95,5782.1
708,amp100_freq5,stim_offset_margin,5784.9,5785.2
709,amp180_freq5,stim_onset_margin,5787.95,5788.1
709,amp180_freq5,stim_offset_margin,5790.9,5791.2
710,amp250_freq5,stim_onset_margin,5793.95,5794.1
710,amp250_freq5,stim_offset_margin,5796.9,5797.2
711,amp250_freq5,stim_onset_margin,5799.95,5800.1
711,amp250_freq5,stim_offset_margin,5802.9,5803.2
712,amp180_freq26,stim_onset_margin,5805.95,5806.1
712,amp180_freq26,stim_offset_margin,5808.9,5809.2
713,amp250_freq5,stim_onset_margin,5811.95,5812.1
713,amp250_freq5,stim_offset_margin,5814.9,5815.2
714,amp100_freq5,stim_onset_margin,5817.95,5818.1
714,amp100_freq5,stim_offset_margin,5820.9,5821.2
715,amp250_freq26,stim_onset_margin,5823.95,5824.1
715,amp250_freq26,stim_offset_margin,5826.9,5827.2
716,amp180_freq26,stim_onset_margin,5829.95,5830.1
716,amp180_freq26,stim_offset_margin,5832.9,5833.2
717,amp250_freq26,stim_onset_margin,5835.95,5836.1
717,amp250_freq26,stim_offset_margin,5838.9,5839.2
718,amp250_freq5,stim_onset_margin,5841.95,5842.1
718,amp250_freq5,stim_offset_margin,5844.9,5845.2
719,amp180_freq26,stim_onset_margin,5847.95,5848.1
719,amp180_freq26,stim_offset_margin,5850.9,5851.2
720,amp100_freq26,stim_onset_margin,5853.95,5854.1
720,amp100_freq26,stim_offset_margin,5856.9,5857.2
721,amp180_freq26,stim_onset_margin,5859.95,5860.1
721,amp180_freq26,stim_offset_margin,5862.9,5863.2
722,amp180_freq5,stim_onset_margin,5865.95,5866.1
722,amp180_freq5,stim_offset_margin,5868.9,5869.2
