trial_number,condition,event,start_s,end_s
241,amp100_freq26,stim_onset_margin,2979.95,2980.1
241,amp100_freq26,stim_offset_margin,2982.9,2983.2
242,amp250_freq26,stim_onset_margin,2985.95,2986.1
242,amp250_freq26,stim_offset_margin,2988.9,2989.2
243,amp250_freq26,stim_onset_margin,2991.95,2992.1
243,amp250_freq26,stim_offset_margin,2994.9,2995.2
244,amp250_freq5,stim_onset_margin,2997.95,2998.1
244,amp250_freq5,stim_offset_margin,3000.9,3001.2
245,amp180_freq26,stim_onset_margin,3003.95,3004.1
245,amp180_freq26,stim_offset_margin,3006.9,3007.2
246,amp100_freq26,stim_onset_margin,3009.95,3010.1
246,amp100_freq26,stim_offset_margin,3012.9,3013.2
247,amp100_freq26,stim_onset_margin,3015.95,3016.1
247,amp100_freq26,stim_offset_margin,3018.9,3019.2
248,amp100_freq26,stim_onset_margin,3021.95,3022.1
248,amp100_freq26,stim_offset_margin,3024.9,3025.2
249,amp180_freq5,stim_onset_margin,3027.95,3028.1
249,amp180_freq5,stim_offset_margin,3030.9,3031.2
250,amp180_freq26,stim_onset_margin,3033.95,3034.1
250,amp180_freq26,stim_offset_margin,3036.9,3037.2
251,amp250_freq26,stim_onset_margin,3039.95,3040.1
251,amp250_freq26,stim_offset_margin,3042.9,3043.2
252,amp100_freq26,stim_onset_margin,3045.95,3046.1
252,amp100_freq26,stim_offset_margin,3048.9,3049.2
253,amp100_freq26,stim_onset_margin,3051.95,3052.1
253,amp100_freq26,stim_offset_margin,3054.9,3055.2
254,amp100_freq5,stim_onset_margin,3057.95,3058.1
254,amp100_freq5,stim_offset_margin,3060.9,3061.2
255,amp180_freq5,stim_onset_margin,3063.95,3064.1
255,amp180_freq5,stim_offset_margin,3066.9,3067.2
256,amp100_freq26,stim_onset_margin,3069.95,3070.1
256,amp100_freq26,stim_offset_margin,3072.9,3073.2
257,amp100_freq5,stim_onset_margin,3075.95,3076.1
257,amp100_freq5,stim_offset_margin,3078.9,3079.2
258,amp180_freq5,stim_onset_margin,3081.95,3082.1
258,amp180_freq5,stim_offset_margin,3084.9,3085.2
259,amp180_freq5,stim_onset_margin,3087.95,3088.1
259,amp180_freq5,stim_offset_margin,3090.9,3091.2
260,amp180_freq5,stim_onset_margin,3093.95,3094.1
260,amp180_freq5,stim_offset_margin,3096.9,3097.2
261,amp100_freq26,stim_onset_margin,3099.95,3100.1
261,amp100_freq26,stim_offset_margin,3102.9,3103.2
262,amp100_freq5,stim_onset_margin,3105.95,3106.1
262,amp100_freq5,stim_offset_margin,3108.9,3109.2
263,amp250_freq5,stim_onset_margin,3111.95,3112.1
263,amp250_freq5,stim_offset_margin,3114.9,3115.2
264,amp100_freq5,stim_onset_margin,3117.95,3118.1
264,amp100_freq5,stim_offset_margin,3120.9,3121.2
265,amp250_freq5,stim_onset_margin,3123.95,3124.1
265,amp250_freq5,stim_offset_margin,3126.9,3127.2
266,amp180_freq26,stim_onset_margin,3129.95,3130.1
266,amp180_freq26,stim_offset_margin,3132.9,3133.2
267,amp100_freq5,stim_onset_margin,3135.95,3136.1
267,amp100_freq5,stim_offset_margin,3138.9,3139.2
268,amp250_freq5,stim_onset_margin,3141.95,3142.1
268,amp250_freq5,stim_offset_margin,3144.9,3145.2
269,amp250_freq26,stim_onset_margin,3147.95,3148.1
269,amp250_freq26,stim_offset_margin,3150.9,3151.2
270,amp250_freq5,stim_onset_margin,3153.95,3154.1
270,amp250_freq5,stim_offset_margin,3156.9,3157.2
271,amp100_freq5,stim_onset_margin,3159.95,3160.1
271,amp100_freq5,stim_offset_margin,3162.9,3163.2
272,amp250_freq26,stim_onset_margin,3165.95,3166.1
272,amp250_freq26,stim_offset_margin,3168.9,3169.2
273,amp100_freq26,stim_onset_margin,3171.95,3172.1
273,amp100_freq26,stim_offset_margin,3174.9,3175.2
274,amp250_freq26,stim_onset_margin,3177.95,3178.1
274,amp250_freq26,stim_offset_margin,3180.9,3181.2
275,amp180_freq26,stim_onset_margin,3183.95,3184.1
275,amp180_freq26,stim_offset_margin,3186.9,3187.2
276,amp100_freq5,stim_onset_margin,3189.95,3190.1
276,amp100_freq5,stim_offset_margin,3192.9,3193.2
277,amp250_freq5,stim_onset_margin,3195.95,3196.1
277,amp250_freq5,stim_offset_margin,3198.9,3199.2
278,amp250_freq5,stim_onset_margin,3201.95,3202.1
278,amp250_freq5,stim_offset_margin,3204.9,3205.2
279,amp180_freq26,stim_onset_margin,3207.95,3208.1
279,amp180_freq26,stim_offset_margin,3210.9,3211.2
280,amp100_freq26,stim_onset_margin,3213.95,3214.1
280,amp100_freq26,stim_offset_margin,3216.9,3217.2
281,amp180_freq5,stim_onset_margin,3219.95,3220.1
281,amp180_freq5,stim_offset_margin,3222.9,3223.2
282,amp180_freq26,stim_onset_margin,3225.95,3226.1
282,amp180_freq26,stim_offset_margin,3228.9,3229.2
283,amp250_freq26,stim_onset_margin,3231.95,3232.1
283,amp250_freq26,stim_offset_margin,3234.9,3235.2
284,amp250_freq26,stim_onset_margin,3237.95,3238.1
284,amp250_freq26,stim_offset_margin,3240.9,3241.2
285,amp250_freq26,stim_onset_margin,3243.95,3244.1
285,amp250_freq26,stim_offset_margin,3246.9,3247.2
286,amp180_freq5,stim_onset_margin,3249.95,3250.1
286,amp180_freq5,stim_offset_margin,3252.9,3253.2
287,amp100_freq26,stim_onset_margin,3255.95,3256.1
287,amp100_freq26,stim_offset_margin,3258.9,3259.2
288,amp250_freq26,stim_onset_margin,3261.95,3262.1
288,amp250_freq26,stim_offset_margin,3264.9,3265.2
289,amp100_freq26,stim_onset_margin,3267.95,3268.1
289,amp100_freq26,stim_offset_margin,3270.9,3271.2
290,amp100_freq5,stim_onset_margin,3273.95,3274.1
290,amp100_freq5,stim_offset_margin,3276.9,3277.2
291,amp100_freq5,stim_onset_margin,3279.95,3280.1
291,amp100_freq5,stim_offset_margin,3282.9,3283.2
292,amp100_freq26,stim_onset_margin,3285.95,3286.1
292,amp100_freq26,stim_offset_margin,3288.9,3289.2
293,amp250_freq26,stim_onset_margin,3291.95,3292.1
293,amp250_freq26,stim_offset_margin,3294.9,3295.2
294,amp180_freq5,stim_onset_margin,3297.95,3298.1
294,amp180_freq5,stim_offset_margin,3300.9,3301.2
295,amp250_freq26,stim_onset_margin,3303.95,3304.1
295,amp250_freq26,stim_offset_margin,3306.9,3307.2
296,amp250_freq26,stim_onset_margin,3309.95,3310.1
296,amp250_freq26,stim_offset_margin,3312.9,3313.2
297,amp180_freq5,stim_onset_margin,3315.95,3316.1
297,amp180_freq5,stim_offset_margin,3318.9,3319.2
298,amp100_freq5,stim_onset_margin,3321.95,3322.1
298,amp100_freq5,stim_offset_margin,3324.9,3325.2
299,amp180_freq5,stim_onset_margin,3327.95,3328.1
299,amp180_freq5,stim_offset_margin,3330.9,3331.2
300,amp100_freq5,stim_onset_margin,3333.95,3334.1
300,amp100_freq5,stim_offset_margin,3336.9,3337.2
301,amp100_freq26,stim_onset_margin,3339.95,3340.1
301,amp100_freq26,stim_offset_margin,3342.9,3343.2
302,amp180_freq5,stim_onset_margin,3345.95,3346.1
302,amp180_freq5,stim_offset_margin,3348.9,3349.2
303,amp100_freq5,stim_onset_margin,3351.95,3352.1
303,amp100_freq5,stim_offset_margin,3354.9,3355.2
304,amp250_freq26,stim_onset_margin,3357.95,3358.1
304,amp250_freq26,stim_offset_margin,3360.9,3361.2
305,amp250_freq5,stim_onset_margin,3363.95,3364.1
305,amp250_freq5,stim_offset_margin,3366.9,3367.2
306,amp250_freq5,stim_onset_margin,3369.95,3370.1
306,amp250_freq5,stim_offset_margin,3372.9,3373.2
307,amp100_freq26,stim_onset_margin,3375.95,3376.1
307,amp100_freq26,stim_offset_margin,3378.9,3379.2
308,amp250_freq26,stim_onset_margin,3381.95,3382.1
308,amp250_freq26,stim_offset_margin,3384.9,3385.2
309,amp100_freq5,stim_onset_margin,3387.95,3388.1
309,amp100_freq5,stim_offset_margin,3390.9,3391.2
310,amp180_freq5,stim_onset_margin,3393.95,3394.1
310,amp180_freq5,stim_offset_margin,3396.9,3397.2
311,amp180_freq26,stim_onset_margin,3399.95,3400.1
311,amp180_freq26,stim_offset_margin,3402.9,3403.2
312,amp180_freq26,stim_onset_margin,3405.95,3406.1
312,amp180_freq26,stim_offset_margin,3408.9,3409.2
313,amp250_freq26,stim_onset_margin,3411.95,3412.1
313,amp250_freq26,stim_offset_margin,3414.9,3415.2
314,amp180_freq5,stim_onset_margin,3417.95,3418.1
314,amp180_freq5,stim_offset_margin,3420.9,3421.2
315,amp250_freq5,stim_onset_margin,3423.95,3424.1
315,amp250_freq5,stim_offset_margin,3426.9,3427.2
316,amp100_freq26,stim_onset_margin,3429.95,3430.1
316,amp100_freq26,stim_offset_margin,3432.9,3433.2
317,amp250_freq5,stim_onset_margin,3435.95,3436.1
317,amp250_freq5,stim_offset_margin,3438.9,3439.2
318,amp180_freq26,stim_onset_margin,3441.95,3442.1
318,amp180_freq26,stim_offset_margin,3444.9,3445.2
319,amp180_freq26,stim_onset_margin,3447.95,3448.1
319,amp180_freq26,stim_offset_margin,3450.9,3451.2
320,amp180_freq26,stim_onset_margin,3453.95,3454.1
320,amp180_freq26,stim_offset_margin,3456.9,3457.2
321,amp100_freq26,stim_onset_margin,3459.95,3460.1
321,amp100_freq26,stim_offset_margin,3462.9,3463.2
322,amp250_freq26,stim_onset_margin,3465.95,3466.1
322,amp250_freq26,stim_offset_margin,3468.9,3469.2
323,amp100_freq26,stim_onset_margin,3471.95,3472.1
323,amp100_freq26,stim_offset_margin,3474.9,3475.2
324,amp100_freq26,stim_onset_margin,3477.95,3478.1
324,amp100_freq26,stim_offset_margin,3480.9,3481.2
325,amp100_freq5,stim_onset_margin,3483.95,3484.1
325,amp100_freq5,stim_offset_margin,3486.9,3487.2
326,amp100_freq5,stim_onset_margin,3489.95,3490.1
326,amp100_freq5,stim_offset_margin,3492.9,3493.2
327,amp100_freq26,stim_onset_margin,3495.95,3496.1
327,amp100_freq26,stim_offset_margin,3498.9,3499.2
328,amp250_freq26,stim_onset_margin,3501.95,3502.1
328,amp250_freq26,stim_offset_margin,3504.9,3505.2
329,amp100_freq5,stim_onset_margin,3507.95,3508.1
329,amp100_freq5,stim_offset_margin,3510.9,3511.2
330,amp250_freq26,stim_onset_margin,3513.95,3514.1
330,amp250_freq26,stim_offset_margin,3516.9,3517.2
331,amp100_freq26,stim_onset_margin,3519.95,3520.1
331,amp100_freq26,stim_offset_margin,3522.9,3523.2
332,amp180_freq5,stim_onset_margin,3525.95,3526.1
332,amp180_freq5,stim_offset_margin,3528.9,3529.2
333,amp250_freq26,stim_onset_margin,3531.95,3532.1
333,amp250_freq26,stim_offset_margin,3534.9,3535.2
334,amp250_freq26,stim_onset_margin,3537.95,3538.1
334,amp250_freq26,stim_offset_margin,3540.9,3541.2
335,amp100_freq5,stim_onset_margin,3543.95,3544.1
335,amp100_freq5,stim_offset_margin,3546.9,3547.2
336,amp180_freq5,stim_onset_margin,3549.95,3550.1
336,amp180_freq5,stim_offset_margin,3552.9,3553.2
337,amp250_freq26,stim_onset_margin,3555.95,3556.1
337,amp250_freq26,stim_offset_margin,3558.9,3559.2
338,amp180_freq5,stim_onset_margin,3561.95,3562.1
338,amp180_freq5,stim_offset_margin,3564.9,3565.2
339,amp100_freq5,stim_onset_margin,3567.95,3568.1
339,amp100_freq5,stim_offset_margin,3570.9,3571.2
340,amp180_freq26,stim_onset_margin,3573.95,3574.1
340,amp180_freq26,stim_offset_margin,3576.9,3577.2
341,amp100_freq5,stim_onset_margin,3579.95,3580.1
341,amp100_freq5,stim_offset_margin,3582.9,3583.2
342,amp100_freq26,stim_onset_margin,3585.95,3586.1
342,amp100_freq26,stim_offset_margin,3588.9,3589.2
343,amp250_freq5,stim_onset_margin,3591.95,3592.1
343,amp250_freq5,stim_offset_margin,3594.9,3595.2
344,amp100_freq5,stim_onset_margin,3597.95,3598.1
344,amp100_freq5,stim_offset_margin,3600.9,3601.2
345,amp180_freq26,stim_onset_margin,3603.95,3604.1
345,amp180_freq26,stim_offset_margin,3606.9,3607.2
346,amp180_freq5,stim_onset_margin,3609.95,3610.1
346,amp180_freq5,stim_offset_margin,3612.9,3613.2
347,amp100_freq5,stim_onset_margin,3615.95,3616.1
347,amp100_freq5,stim_offset_margin,3618.9,3619.2
348,amp180_freq26,stim_onset_margin,3621.95,3622.1
348,amp180_freq26,stim_offset_margin,3624.9,3625.2
349,amp180_freq26,stim_onset_margin,3627.95,3628.1
349,amp180_freq26,stim_offset_margin,3630.9,3631.2
350,amp100_freq26,stim_onset_margin,3633.95,3634.1
350,amp100_freq26,stim_offset_margin,3636.9,3637.2
351,amp100_freq5,stim_onset_margin,3639.95,3640.1
351,amp100_freq5,stim_offset_margin,3642.9,3643.2
352,amp250_freq5,stim_onset_margin,3645.95,3646.1
352,amp250_freq5,stim_offset_margin,3648.9,3649.2
353,amp250_freq26,stim_onset_margin,3651.95,3652.1
353,amp250_freq26,stim_offset_margin,3654.9,3655.2
354,amp250_freq5,stim_onset_margin,3657.95,3658.1
354,amp250_freq5,stim_offset_margin,3660.9,3661.2
355,amp100_freq26,stim_onset_margin,3663.95,3664.1
355,amp100_freq26,stim_offset_margin,3666.9,3667.2
356,amp100_freq5,stim_onset_margin,3669.95,3670.1
356,amp100_freq5,stim_offset_margin,3672.9,3673.2
357,amp250_freq5,stim_onset_margin,3675.95,3676.1
357,amp250_freq5,stim_offset_margin,3678.9,3679.2
358,amp250_freq5,stim_onset_margin,3681.95,3682.1
358,amp250_freq5,stim_offset_margin,3684.9,3685.2
359,amp180_freq26,stim_onset_margin,3687.95,3688.1
359,amp180_freq26,stim_offset_margin,3690.9,3691.2
360,amp180_freq26,stim_onset_margin,3693.95,3694.1
360,amp180_freq26,stim_offset_margin,3696.9,3697.2
361,amp100_freq26,stim_onset_margin,3699.95,3700.1
361,amp100_freq26,stim_offset_margin,3702.9,3703.2
362,amp180_freq26,stim_onset_margin,3705.95,3706.1
362,amp180_freq26,stim_offset_margin,3708.9,3709.2
363,amp100_freq5,stim_onset_margin,3711.95,3712.1
363,amp100_freq5,stim_offset_margin,3714.9,3715.2
364,amp100_freq26,stim_onset_margin,3717.95,3718.1
364,amp100_freq26,stim_offset_margin,3720.9,3721.2
365,amp100_freq5,stim_onset_margin,3723.95,3724.1
365,amp100_freq5,stim_offset_margin,3726.9,3727.2
366,amp250_freq26,stim_onset_margin,3729.95,3730.1
366,amp250_freq26,stim_offset_margin,3732.9,3733.2
367,amp100_freq26,stim_onset_margin,3735.95,3736.1
367,amp100_freq26,stim_offset_margin,3738.9,3739.2
368,amp100_freq5,stim_onset_margin,3741.95,3742.1
368,amp100_freq5,stim_offset_margin,3744.9,3745.2
369,amp100_freq26,stim_onset_margin,3747.95,3748.1
369,amp100_freq26,stim_offset_margin,3750.9,3751.2
370,amp100_freq5,stim_onset_margin,3753.95,3754.1
370,amp100_freq5,stim_offset_margin,3756.9,3757.2
371,amp250_freq26,stim_onset_margin,3759.95,3760.1
371,amp250_freq26,stim_offset_margin,3762.9,3763.2
372,amp100_freq26,stim_onset_margin,3765.95,3766.1
372,amp100_freq26,stim_offset_margin,3768.9,3769.2
373,amp100_freq26,stim_onset_margin,3771.95,3772.1
373,amp100_freq26,stim_offset_margin,3774.9,3775.2
374,amp250_freq5,stim_onset_margin,3777.95,3778.1
374,amp250_freq5,stim_offset_margin,3780.9,3781.2
375,amp250_freq26,stim_onset_margin,3783.95,3784.1
375,amp250_freq26,stim_offset_margin,3786.9,3787.2
376,amp180_freq5,stim_onset_margin,3789.95,3790.1
376,amp180_freq5,stim_offset_margin,3792.9,3793.2
377,amp100_freq26,stim_onset_margin,3795.95,3796.1
377,amp100_freq26,stim_offset_margin,3798.9,3799.2
378,amp100_freq26,stim_onset_margin,3801.95,3802.1
378,amp100_freq26,stim_offset_margin,3804.9,3805.2
379,amp180_freq26,stim_onset_margin,3807.95,3808.1
379,amp180_freq26,stim_offset_margin,3810.9,3811.2
380,amp250_freq5,stim_onset_margin,3813.95,3814.1
380,amp250_freq5,stim_offset_margin,3816.9,3817.2
381,amp250_freq5,stim_onset_margin,3819.95,3820.1
381,amp250_freq5,stim_offset_margin,3822.9,3823.2
382,amp180_freq26,stim_onset_margin,3825.95,3826.1
382,amp180_freq26,stim_offset_margin,3828.9,3829.2
383,amp100_freq5,stim_onset_margin,3831.95,3832.1
383,amp100_freq5,stim_offset_margin,3834.9,3835.2
384,amp250_freq26,stim_onset_margin,3837.95,3838.1
384,amp250_freq26,stim_offset_margin,3840.9,3841.2
385,amp180_freq26,stim_onset_margin,3843.95,3844.1
385,amp180_freq26,stim_offset_margin,3846.9,3847.2
386,amp250_freq26,stim_onset_margin,3849.95,3850.1
386,amp250_freq26,stim_offset_margin,3852.9,3853.2
387,amp100_freq5,stim_onset_margin,3855.95,3856.1
387,amp100_freq5,stim_offset_margin,3858.9,3859.2
388,amp180_freq5,stim_onset_margin,3861.95,3862.1
388,amp180_freq5,stim_offset_margin,3864.9,3865.2
389,amp180_freq26,stim_onset_margin,3867.95,3868.1
389,amp180_freq26,stim_offset_margin,3870.9,3871.2
390,amp250_freq5,stim_onset_margin,3873.95,3874.1
390,amp250_freq5,stim_offset_margin,3876.9,3877.2
391,amp100_freq26,stim_onset_margin,3879.95,3880.1
391,amp100_freq26,stim_offset_margin,3882.9,3883.2
392,amp250_freq26,stim_onset_margin,3885.95,3886.1
392,amp250_freq26,stim_offset_margin,3888.9,3889.2
393,amp180_freq5,stim_onset_margin,3891.95,3892.1
393,amp180_freq5,stim_offset_margin,3894.9,3895.2
394,amp180_freq26,stim_onset_margin,3897.95,3898.1
394,amp180_freq26,stim_offset_margin,3900.9,3901.2
395,amp180_freq5,stim_onset_margin,3903.95,3904.1
395,amp180_freq5,stim_offset_margin,3906.9,3907.2
396,amp180_freq26,stim_onset_margin,3909.95,3910.1
396,amp180_freq26,stim_offset_margin,3912.9,3913.2
397,amp250_freq5,stim_onset_margin,3915.95,3916.1
397,amp250_freq5,stim_offset_margin,3918.9,3919.2
398,amp100_freq5,stim_onset_margin,3921.95,3922.1
398,amp100_freq5,stim_offset_margin,3924.9,3925.2
399,amp100_freq26,stim_onset_margin,3927.95,3928.1
399,amp100_freq26,stim_offset_margin,3930.9,3931.2
400,amp250_freq26,stim_onset_margin,3933.95,3934.1
400,amp250_freq26,stim_offset_margin,3936.9,3937.2
401,amp180_freq26,stim_onset_margin,3939.95,3940.1
401,amp180_freq26,stim_offset_margin,3942.9,3943.2
402,amp250_freq26,stim_onset_margin,3945.95,3946.1
402,amp250_freq26,stim_offset_margin,3948.9,3949.2
403,amp100_freq5,stim_onset_margin,3951.95,3952.1
403,amp100_freq5,stim_offset_margin,3954.9,3955.2
404,amp250_freq5,stim_onset_margin,3957.95,3958.1
404,amp250_freq5,stim_offset_margin,3960.9,3961.2
405,amp100_freq5,stim_onset_margin,3963.95,3964.1
405,amp100_freq5,stim_offset_margin,3966.9,3967.2
406,amp250_freq5,stim_onset_margin,3969.95,3970.1
406,amp250_freq5,stim_offset_margin,3972.9,3973.2
407,amp100_freq26,stim_onset_margin,3975.95,3976.1
407,amp100_freq26,stim_offset_margin,3978.9,3979.2
408,amp100_freq5,stim_onset_margin,3981.95,3982.1
408,amp100_freq5,stim_offset_margin,3984.9,3985.2
409,amp100_freq5,stim_onset_margin,3987.95,3988.1
409,amp100_freq5,stim_offset_margin,3990.9,3991.2
410,amp100_freq26,stim_onset_margin,3993.95,3994.1
410,amp100_freq26,stim_offset_margin,3996.9,3997.2
411,amp100_freq26,stim_onset_margin,3999.95,4000.1
411,amp100_freq26,stim_offset_margin,4002.9,4003.2
412,amp180_freq26,stim_onset_margin,4005.95,4006.1
412,amp180_freq26,stim_offset_margin,4008.9,4009.2
413,amp180_freq5,stim_onset_margin,4011.95,4012.1
413,amp180_freq5,stim_offset_margin,4014.9,4015.2
414,amp250_freq26,stim_onset_margin,4017.95,4018.1
414,amp250_freq26,stim_offset_margin,4020.9,4021.2
415,amp250_freq5,stim_onset_margin,4023.95,4024.1
415,amp250_freq5,stim_offset_margin,4026.9,4027.2
416,amp250_freq26,stim_onset_margin,4029.95,4030.1
416,amp250_freq26,stim_offset_margin,4032.9,4033.2
417,amp180_freq26,stim_onset_margin,4035.95,4036.1
417,amp180_freq26,stim_offset_margin,4038.9,4039.2
418,amp250_freq26,stim_onset_margin,4041.95,4042.1
418,amp250_freq26,stim_offset_margin,4044.9,4045.2
419,amp250_freq26,stim_onset_margin,4047.95,4048.1
419,amp250_freq26,stim_offset_margin,4050.9,4051.2
420,amp250_freq5,stim_onset_margin,4053.95,4054.1
420,amp250_freq5,stim_offset_margin,4056.9,4057.2
421,amp180_freq26,stim_onset_margin,4059.95,4060.1
421,amp180_freq26,stim_offset_margin,4062.9,4063.2
422,amp250_freq26,stim_onset_margin,4065.95,4066.1
422,amp250_freq26,stim_offset_margin,4068.9,4069.2
423,amp180_freq5,stim_onset_margin,4071.95,4072.1
423,amp180_freq5,stim_offset_margin,4074.9,4075.2
424,amp250_freq26,stim_onset_margin,4077.95,4078.1
424,amp250_freq26,stim_offset_margin,4080.9,4081.2
425,amp250_freq26,stim_onset_margin,4083.95,4084.1
425,amp250_freq26,stim_offset_margin,4086.9,4087.2
426,amp180_freq5,stim_onset_margin,4089.95,4090.1
426,amp180_freq5,stim_offset_margin,4092.9,4093.2
427,amp250_freq5,stim_onset_margin,4095.95,4096.1
427,amp250_freq5,stim_offset_margin,4098.9,4099.2
428,amp100_freq26,stim_onset_margin,4101.95,4102.1
428,amp100_freq26,stim_offset_margin,4104.9,4105.2
429,amp180_freq5,stim_onset_margin,4107.95,4108.1
429,amp180_freq5,stim_offset_margin,4110.9,4111.2
430,amp100_freq26,stim_onset_margin,4113.95,4114.1
430,amp100_freq26,stim_offset_margin,4116.9,4117.2
431,amp250_freq5,stim_onset_margin,4119.95,4120.1
431,amp250_freq5,stim_offset_margin,4122.9,4123.2
432,amp100_freq26,stim_onset_margin,4125.95,4126.1
432,amp100_freq26,stim_offset_margin,4128.9,4129.2
433,amp100_freq26,stim_onset_margin,4131.95,4132.1
433,amp100_freq26,stim_offset_margin,4134.9,4135.2
434,amp180_freq26,stim_onset_margin,4137.95,4138.1
434,amp180_freq26,stim_offset_margin,4140.9,4141.2
435,amp100_freq26,stim_onset_margin,4143.95,4144.1
435,amp100_freq26,stim_offset_margin,4146.9,4147.2
436,amp250_freq5,stim_onset_margin,4149.95,4150.1
436,amp250_freq5,stim_offset_margin,4152.9,4153.2
437,amp100_freq26,stim_onset_margin,4155.95,4156.1
437,amp100_freq26,stim_offset_margin,4158.9,4159.2
438,amp180_freq26,stim_onset_margin,4161.95,4162.1
438,amp180_freq26,stim_offset_margin,4164.9,4165.2
439,amp180_freq5,stim_onset_margin,4167.95,4168.1
439,amp180_freq5,stim_offset_margin,4170.9,4171.2
440,amp180_freq5,stim_onset_margin,4173.95,4174.1
440,amp180_freq5,stim_offset_margin,4176.9,4177.2
441,amp250_freq26,stim_onset_margin,4179.95,4180.1
441,amp250_freq26,stim_offset_margin,4182.9,4183.2
442,amp180_freq26,stim_onset_margin,4185.95,4186.1
442,amp180_freq26,stim_offset_margin,4188.9,4189.2
443,amp100_freq5,stim_onset_margin,4191.95,4192.1
443,amp100_freq5,stim_offset_margin,4194.9,4195.2
444,amp250_freq5,stim_onset_margin,4197.95,4198.1
444,amp250_freq5,stim_offset_margin,4200.9,4201.2
445,amp180_freq26,stim_onset_margin,4203.95,4204.1
445,amp180_freq26,stim_offset_margin,4206.9,4207.2
446,amp250_freq5,stim_onset_margin,4209.95,4210.1
446,amp250_freq5,stim_offset_margin,4212.9,4213.2
447,amp180_freq26,stim_onset_margin,4215.95,4216.1
447,amp180_freq26,stim_offset_margin,4218.9,4219.2
448,amp180_freq5,stim_onset_margin,4221.95,4222.1
448,amp180_freq5,stim_offset_margin,4224.9,4225.2
449,amp250_freq26,stim_onset_margin,4227.95,4228.1
449,amp250_freq26,stim_offset_margin,4230.9,4231.2
450,amp100_freq26,stim_onset_margin,4233.95,4234.1
450,amp100_freq26,stim_offset_margin,4236.9,4237.2
451,amp100_freq5,stim_onset_margin,4239.95,4240.1
451,amp100_freq5,stim_offset_margin,4242.9,4243.2
452,amp180_freq5,stim_onset_margin,4245.95,4246.1
452,amp180_freq5,stim_offset_margin,4248.9,4249.2
453,amp100_freq26,stim_onset_margin,4251.95,4252.1
453,amp100_freq26,stim_offset_margin,4254.9,4255.2
454,amp250_freq26,stim_onset_margin,4257.95,4258.1
454,amp250_freq26,stim_offset_margin,4260.9,4261.2
455,amp250_freq5,stim_onset_margin,4263.95,4264.1
455,amp250_freq5,stim_offset_margin,4266.9,4267.2
456,amp250_freq5,stim_onset_margin,4269.95,4270.1
456,amp250_freq5,stim_offset_margin,4272.9,4273.2
457,amp250_freq26,stim_onset_margin,4275.95,4276.1
457,amp250_freq26,stim_offset_margin,4278.9,4279.2
458,amp180_freq5,stim_onset_margin,4281.95,4282.1
458,amp180_freq5,stim_offset_margin,4284.9,4285.2
459,amp180_freq26,stim_onset_margin,4287.95,4288.1
459,amp180_freq26,stim_offset_margin,4290.9,4291.2
460,amp250_freq26,stim_onset_margin,4293.95,4294.1
460,amp250_freq26,stim_offset_margin,4296.9,4297.2
461,amp100_freq26,stim_onset_margin,4299.95,4300.1
461,amp100_freq26,stim_offset_margin,4302.9,4303.2
462,amp180_freq26,stim_onset_margin,4305.95,4306.1
462,amp180_freq26,stim_offset_margin,4308.9,4309.2
463,amp100_freq5,stim_onset_margin,4311.95,4312.1
463,amp100_freq5,stim_offset_margin,4314.9,4315.2
464,amp250_freq26,stim_onset_margin,4317.95,4318.1
464,amp250_freq26,stim_offset_margin,4320.9,4321.2
465,amp250_freq26,stim_onset_margin,4323.95,4324.1
465,amp250_freq26,stim_offset_margin,4326.9,4327.2
466,amp180_freq26,stim_onset_margin,4329.95,4330.1
466,amp180_freq26,stim_offset_margin,4332.9,4333.2
467,amp180_freq26,stim_onset_margin,4335.95,4336.1
467,amp180_freq26,stim_offset_margin,4338.9,4339.2
468,amp100_freq5,stim_onset_margin,4341.95,4342.1
468,amp100_freq5,stim_offset_margin,4344.9,4345.2
469,amp250_freq26,stim_onset_margin,4347.95,4348.1
469,amp250_freq26,stim_offset_margin,4350.9,4351.2
470,amp180_freq5,stim_onset_margin,4353.95,4354.1
470,amp180_freq5,stim_offset_margin,4356.9,4357.2
471,amp180_freq5,stim_onset_margin,4359.95,4360.1
471,amp180_freq5,stim_offset_margin,4362.9,4363.2
472,amp180_freq26,stim_onset_margin,4365.95,4366.1
472,amp180_freq26,stim_offset_margin,4368.9,4369.2
473,amp250_freq26,stim_onset_margin,4371.95,4372.1
473,amp250_freq26,stim_offset_margin,4374.9,4375.2
474,amp100_freq5,stim_onset_margin,4377.95,4378.1
474,amp100_freq5,stim_offset_margin,4380.9,4381.2
475,amp180_freq5,stim_onset_margin,4383.95,4384.1
475,amp180_freq5,stim_offset_margin,4386.9,4387.2
476,amp250_freq26,stim_onset_margin,4389.95,4390.1
476,amp250_freq26,stim_offset_margin,4392.9,4393.2
477,amp250_freq5,stim_onset_margin,4395.95,4396.1
477,amp250_freq5,stim_offset_margin,4398.9,4399.2
478,amp180_freq5,stim_onset_margin,4401.95,4402.1
478,amp180_freq5,stim_offset_margin,4404.9,4405.2
479,amp180_freq5,stim_onset_margin,4407.95,4408.1
479,amp180_freq5,stim_offset_margin,4410.9,4411.2
480,amp250_freq5,stim_onset_margin,4413.95,4414.1
480,amp250_freq5,stim_offset_margin,4416.9,4417.2
481,amp100_freq5,stim_onset_margin,4419.95,4420.1
481,amp100_freq5,stim_offset_margin,4422.9,4423.2
