trial_number,condition,amplitude,frequency,analysis_group,n_channels_used,onset_delta,sustained_delta,offset_delta,recovery_delta,transition_index
263,amp250_freq5,250,5,Group 64-95,30,-68.84992218017578,-35.92341613769531,-36.79913330078125,66.17942810058594,-0.8757171630859375
263,amp250_freq5,250,5,Group 32-63,28,-14.999588012695312,-39.15235900878906,27.699295043945312,87.42984008789062,66.85165405273438
263,amp250_freq5,250,5,Group 0-31,29,32.28253173828125,-31.296676635742188,-90.18064880371094,72.28073120117188,-58.88397216796875
264,amp100_freq5,100,5,Group 96-127,32,-42.195526123046875,-20.559494018554688,-37.20478057861328,-0.6861648559570312,-16.645286560058594
264,amp100_freq5,100,5,Group 64-95,30,-72.39065551757812,-49.52006530761719,-63.6143798828125,-64.65084838867188,-14.094314575195312
264,amp100_freq5,100,5,Group 32-63,28,-40.3973388671875,-30.694915771484375,-50.41883850097656,-30.7960205078125,-19.723922729492188
264,amp100_freq5,100,5,Group 0-31,29,-14.266586303710938,-49.25604248046875,-73.39567565917969,-9.715850830078125,-24.139633178710938
265,amp250_freq5,250,5,Group 96-127,32,8.168502807617188,7.587799072265625,-0.6403732299804688,-5.3917999267578125,-8.228172302246094
265,amp250_freq5,250,5,Group 64-95,30,-28.853538513183594,7.737998962402344,-1.9975357055664062,27.104637145996094,-9.73553466796875
265,amp250_freq5,250,5,Group 32-63,28,12.521652221679688,2.878448486328125,13.781646728515625,-1.50433349609375,10.9031982421875
265,amp250_freq5,250,5,Group 0-31,29,97.46736145019531,-34.73728942871094,-33.856231689453125,-32.3865966796875,0.8810577392578125
266,amp180_freq26,180,26,Group 96-127,32,-16.247604370117188,3.9393310546875,-6.778099060058594,-1.2063522338867188,-10.717430114746094
266,amp180_freq26,180,26,Group 64-95,30,-25.222396850585938,9.361007690429688,-26.160385131835938,-22.345352172851562,-35.521392822265625
266,amp180_freq26,180,26,Group 32-63,28,5.687591552734375,-0.402587890625,1.01300048828125,0.2301177978515625,1.41558837890625
266,amp180_freq26,180,26,Group 0-31,29,14.430419921875,-20.698623657226562,59.172332763671875,-18.694625854492188,79.87095642089844
267,amp100_freq5,100,5,Group 96-127,32,-0.5528106689453125,15.007125854492188,-1.0830001831054688,-5.93963623046875,-16.090126037597656
267,amp100_freq5,100,5,Group 64-95,30,-56.38359069824219,45.506134033203125,-17.104713439941406,-2.6067962646484375,-62.61084747314453
267,amp100_freq5,100,5,Group 32-63,28,-62.84465789794922,14.641159057617188,36.0550537109375,-9.611282348632812,21.413894653320312
267,amp100_freq5,100,5,Group 0-31,29,-68.4828872680664,60.5911865234375,94.08111572265625,0.332183837890625,33.48992919921875
268,amp250_freq5,250,5,Group 96-127,32,23.60430145263672,-12.511581420898438,-51.573822021484375,21.57762908935547,-39.06224060058594
268,amp250_freq5,250,5,Group 64-95,30,-64.67005157470703,8.328994750976562,-51.253509521484375,57.48356628417969,-59.58250427246094
268,amp250_freq5,250,5,Group 32-63,28,-53.38818359375,19.25164794921875,-41.21111297607422,25.311309814453125,-60.46276092529297
268,amp250_freq5,250,5,Group 0-31,29,-77.95347595214844,-0.29669189453125,-84.14725494384766,28.877120971679688,-83.8505630493164
269,amp250_freq26,250,26,Group 96-127,32,28.180702209472656,-2.203155517578125,7.879325866699219,11.231704711914062,10.082481384277344
269,amp250_freq26,250,26,Group 64-95,30,-4.8502044677734375,0.49462890625,8.843185424804688,-10.187347412109375,8.348556518554688
269,amp250_freq26,250,26,Group 32-63,28,14.79736328125,-1.4654769897460938,-15.761627197265625,-20.039031982421875,-14.296150207519531
269,amp250_freq26,250,26,Group 0-31,29,32.247955322265625,5.643646240234375,-37.99674987792969,2.52972412109375,-43.64039611816406
270,amp250_freq5,250,5,Group 96-127,32,6.6621551513671875,-6.426765441894531,0.6156539916992188,-5.518379211425781,7.04241943359375
270,amp250_freq5,250,5,Group 64-95,30,34.924713134765625,11.455154418945312,-61.64329528808594,-21.05628204345703,-73.09844970703125
270,amp250_freq5,250,5,Group 32-63,28,-8.469589233398438,-16.491836547851562,-50.52703094482422,-50.992431640625,-34.035194396972656
270,amp250_freq5,250,5,Group 0-31,29,21.144287109375,-9.130081176757812,-60.72673034667969,-35.897552490234375,-51.596649169921875
271,amp100_freq5,100,5,Group 96-127,32,71.73213958740234,3.1265487670898438,8.866386413574219,2.7420654296875,5.739837646484375
271,amp100_freq5,100,5,Group 64-95,30,69.61892700195312,-24.86705780029297,-43.876556396484375,-55.608001708984375,-19.009498596191406
271,amp100_freq5,100,5,Group 32-63,28,-2.2427978515625,-16.053932189941406,-55.12309265136719,-4.4585113525390625,-39.06916046142578
271,amp100_freq5,100,5,Group 0-31,29,1.2337493896484375,6.179962158203125,-19.918655395507812,-12.496810913085938,-26.098617553710938
272,amp250_freq26,250,26,Group 96-127,32,31.825897216796875,11.260574340820312,-12.517852783203125,2.9695663452148438,-23.778427124023438
272,amp250_freq26,250,26,Group 64-95,30,-29.68614959716797,28.02741241455078,25.70384979248047,19.251808166503906,-2.3235626220703125
272,amp250_freq26,250,26,Group 32-63,28,26.697982788085938,2.3325653076171875,-30.774444580078125,17.086837768554688,-33.10700988769531
272,amp250_freq26,250,26,Group 0-31,29,-42.981407165527344,49.43943786621094,19.354736328125,20.981414794921875,-30.084701538085938
273,amp100_freq26,100,26,Group 96-127,32,8.164627075195312,-5.3495635986328125,-19.13318634033203,-4.7018890380859375,-13.783622741699219
273,amp100_freq26,100,26,Group 64-95,30,-66.74202728271484,7.663787841796875,-17.998825073242188,-8.633163452148438,-25.662612915039062
273,amp100_freq26,100,26,Group 32-63,28,-18.457778930664062,14.746437072753906,-16.08942413330078,-10.565834045410156,-30.835861206054688
273,amp100_freq26,100,26,Group 0-31,29,9.069076538085938,20.569656372070312,28.168258666992188,15.49176025390625,7.598602294921875
274,amp250_freq26,250,26,Group 96-127,32,60.1590576171875,11.151382446289062,27.6695556640625,49.188385009765625,16.518173217773438
274,amp250_freq26,250,26,Group 64-95,30,1.344635009765625,28.9039306640625,-14.161903381347656,87.27295684814453,-43.065834045410156
274,amp250_freq26,250,26,Group 32-63,28,9.068702697753906,10.650276184082031,7.838981628417969,56.23316192626953,-2.8112945556640625
274,amp250_freq26,250,26,Group 0-31,29,-39.878440856933594,23.05072021484375,3.7312164306640625,75.61782836914062,-19.319503784179688
275,amp180_freq26,180,26,Group 96-127,32,40.486846923828125,12.041389465332031,5.2555999755859375,18.08948516845703,-6.785789489746094
275,amp180_freq26,180,26,Group 64-95,30,-26.11121368408203,33.12220001220703,147.95669555664062,30.805137634277344,114.8344955444336
275,amp180_freq26,180,26,Group 32-63,28,-22.044212341308594,4.088775634765625,-15.854560852050781,23.797576904296875,-19.943336486816406
275,amp180_freq26,180,26,Group 0-31,29,-51.22285461425781,28.762664794921875,81.34170532226562,30.579010009765625,52.57904052734375
276,amp100_freq5,100,5,Group 96-127,32,-10.66156005859375,-10.004730224609375,29.31781768798828,-10.315032958984375,39.322547912597656
276,amp100_freq5,100,5,Group 64-95,30,-68.0683822631836,-28.12225341796875,11.930007934570312,-27.062911987304688,40.05226135253906
276,amp100_freq5,100,5,Group 32-63,28,-53.517967224121094,-14.458938598632812,17.759750366210938,-49.60130310058594,32.21868896484375
276,amp100_freq5,100,5,Group 0-31,29,-41.46891784667969,-14.116455078125,17.974273681640625,-48.623260498046875,32.090728759765625
277,amp250_freq5,250,5,Group 96-127,32,-82.12800598144531,-15.163299560546875,-9.914443969726562,-52.95763397216797,5.2488555908203125
277,amp250_freq5,250,5,Group 64-95,30,6.5390625,-27.907424926757812,25.630142211914062,-2.72576904296875,53.537567138671875
277,amp250_freq5,250,5,Group 32-63,28,-27.6893310546875,-0.9838714599609375,65.62908935546875,-47.41596984863281,66.61296081542969
277,amp250_freq5,250,5,Group 0-31,29,-74.37361145019531,-14.462844848632812,35.94291687011719,-59.036956787109375,50.40576171875
278,amp250_freq5,250,5,Group 96-127,32,30.507736206054688,4.605812072753906,23.943862915039062,39.3128662109375,19.338050842285156
278,amp250_freq5,250,5,Group 64-95,30,45.4249267578125,-22.14136505126953,-17.516143798828125,74.75973510742188,4.625221252441406
278,amp250_freq5,250,5,Group 32-63,28,-6.3679351806640625,-5.789833068847656,-23.2188720703125,35.062957763671875,-17.429039001464844
278,amp250_freq5,250,5,Group 0-31,29,47.846435546875,11.914535522460938,32.6544189453125,73.94740295410156,20.739883422851562
279,amp180_freq26,180,26,Group 96-127,32,-23.17852783203125,-17.734481811523438,-28.073776245117188,-9.634246826171875,-10.33929443359375
279,amp180_freq26,180,26,Group 64-95,30,-3.3636627197265625,19.45703887939453,108.2307357788086,45.197547912597656,88.77369689941406
279,amp180_freq26,180,26,Group 32-63,28,-33.034332275390625,4.4183349609375,-7.610191345214844,3.0928726196289062,-12.028526306152344
279,amp180_freq26,180,26,Group 0-31,29,7.8648223876953125,24.05853271484375,37.625396728515625,51.88975524902344,13.566864013671875
280,amp100_freq26,100,26,Group 96-127,32,12.880691528320312,-14.572288513183594,45.918312072753906,-30.077774047851562,60.4906005859375
280,amp100_freq26,100,26,Group 64-95,30,-5.356109619140625,-37.963890075683594,26.680892944335938,-30.039413452148438,64.64478302001953
280,amp100_freq26,100,26,Group 32-63,28,-19.307220458984375,-2.4747085571289062,92.5059814453125,20.394027709960938,94.9806900024414
280,amp100_freq26,100,26,Group 0-31,29,81.11105346679688,-50.75871276855469,66.89413452148438,-38.847015380859375,117.65284729003906
281,amp180_freq5,180,5,Group 96-127,32,-29.57715606689453,-46.490875244140625,-39.32903289794922,-50.87684631347656,7.161842346191406
281,amp180_freq5,180,5,Group 64-95,30,-79.84867858886719,-67.61318969726562,-89.34193420410156,-57.31294250488281,-21.728744506835938
281,amp180_freq5,180,5,Group 32-63,28,-96.17131042480469,-98.8145751953125,-80.18353271484375,-89.1353759765625,18.63104248046875
281,amp180_freq5,180,5,Group 0-31,29,-69.12922668457031,-62.203094482421875,-83.39915466308594,-51.413421630859375,-21.196060180664062
282,amp180_freq26,180,26,Group 96-127,32,-9.205917358398438,-10.114891052246094,66.480712890625,2.1435546875,76.5956039428711
282,amp180_freq26,180,26,Group 64-95,30,55.017852783203125,-15.925643920898438,74.79240417480469,-10.351577758789062,90.71804809570312
282,amp180_freq26,180,26,Group 32-63,28,3.5754241943359375,-14.466239929199219,12.714080810546875,-1.022613525390625,27.180320739746094
282,amp180_freq26,180,26,Group 0-31,29,-5.9680328369140625,-27.714736938476562,39.34893798828125,-43.10186767578125,67.06367492675781
283,amp250_freq26,250,26,Group 96-127,32,-11.816001892089844,4.937355041503906,-19.112754821777344,-9.003334045410156,-24.05010986328125
283,amp250_freq26,250,26,Group 64-95,30,53.27409362792969,-4.5157012939453125,28.9940185546875,1.36895751953125,33.50971984863281
283,amp250_freq26,250,26,Group 32-63,28,40.86619567871094,6.275970458984375,-14.744659423828125,-15.237579345703125,-21.0206298828125
283,amp250_freq26,250,26,Group 0-31,29,-35.861846923828125,-4.0903778076171875,-14.433303833007812,-19.704544067382812,-10.342926025390625
284,amp250_freq26,250,26,Group 96-127,32,13.727973937988281,24.163314819335938,21.08997344970703,13.13775634765625,-3.0733413696289062
284,amp250_freq26,250,26,Group 64-95,30,69.00005340576172,45.932701110839844,89.90306854248047,31.27808380126953,43.970367431640625
284,amp250_freq26,250,26,Group 32-63,28,6.259803771972656,31.316329956054688,36.63966369628906,80.16543579101562,5.323333740234375
284,amp250_freq26,250,26,Group 0-31,29,-10.158126831054688,33.72705078125,58.81025695800781,60.57823181152344,25.083206176757812
285,amp250_freq26,250,26,Group 96-127,32,-41.010047912597656,-19.141098022460938,-11.629798889160156,-14.087326049804688,7.511299133300781
285,amp250_freq26,250,26,Group 64-95,30,-118.6934585571289,-20.557647705078125,-25.416397094726562,-61.0218505859375,-4.8587493896484375
285,amp250_freq26,250,26,Group 32-63,28,-78.71908569335938,-28.217315673828125,-59.14408874511719,-62.846214294433594,-30.926773071289062
285,amp250_freq26,250,26,Group 0-31,29,-158.83872985839844,-77.53575134277344,-164.4298858642578,-116.54261779785156,-86.89413452148438
286,amp180_freq5,180,5,Group 96-127,32,-31.577075958251953,8.856758117675781,3.4952392578125,-2.0245208740234375,-5.361518859863281
286,amp180_freq5,180,5,Group 64-95,30,-13.230842590332031,-10.165779113769531,109.15568542480469,0.9058685302734375,119.32146453857422
286,amp180_freq5,180,5,Group 32-63,28,10.154754638671875,27.111923217773438,53.06153869628906,30.655960083007812,25.949615478515625
286,amp180_freq5,180,5,Group 0-31,29,-47.877891540527344,67.07391357421875,132.2605743408203,44.21864318847656,65.18666076660156
287,amp100_freq26,100,26,Group 96-127,32,-1.3707504272460938,26.869415283203125,9.857124328613281,-1.3591995239257812,-17.012290954589844
287,amp100_freq26,100,26,Group 64-95,30,74.068115234375,25.822967529296875,-7.4947967529296875,-19.69371795654297,-33.31776428222656
287,amp100_freq26,100,26,Group 32-63,28,-8.838150024414062,46.407752990722656,19.488990783691406,-21.077163696289062,-26.91876220703125
287,amp100_freq26,100,26,Group 0-31,29,49.07084655761719,37.14595031738281,-29.022659301757812,-55.66209411621094,-66.16860961914062
288,amp250_freq26,250,26,Group 96-127,32,-30.86334228515625,-25.061729431152344,-26.322532653808594,-36.570106506347656,-1.26080322265625
288,amp250_freq26,250,26,Group 64-95,30,-8.310592651367188,-49.692047119140625,-17.62652587890625,-59.186737060546875,32.065521240234375
288,amp250_freq26,250,26,Group 32-63,28,-27.342132568359375,-32.76832580566406,-19.065414428710938,-65.41195678710938,13.702911376953125
288,amp250_freq26,250,26,Group 0-31,29,5.4223175048828125,-17.273452758789062,-38.292572021484375,-49.56230163574219,-21.019119262695312
289,amp100_freq26,100,26,Group 96-127,32,-48.687103271484375,19.382080078125,8.579399108886719,-23.75048828125,-10.802680969238281
289,amp100_freq26,100,26,Group 64-95,30,-46.504486083984375,50.873077392578125,95.71525573730469,13.9998779296875,44.84217834472656
289,amp100_freq26,100,26,Group 32-63,28,114.94347381591797,77.34174346923828,134.2086181640625,19.087608337402344,56.86687469482422
289,amp100_freq26,100,26,Group 0-31,29,45.972076416015625,67.63189697265625,85.08244323730469,23.084030151367188,17.450546264648438
290,amp100_freq5,100,5,Group 96-127,32,-7.882293701171875,-34.902305603027344,-61.38642120361328,-34.21199035644531,-26.484115600585938
290,amp100_freq5,100,5,Group 64-95,30,-32.2781982421875,-14.798843383789062,-20.389923095703125,-22.105010986328125,-5.5910797119140625
290,amp100_freq5,100,5,Group 32-63,28,-22.628753662109375,-43.6446533203125,-74.44666290283203,-42.80328369140625,-30.80200958251953
290,amp100_freq5,100,5,Group 0-31,29,35.69854736328125,-4.4568328857421875,-54.5799560546875,42.64878845214844,-50.12312316894531
291,amp100_freq5,100,5,Group 96-127,32,84.7762680053711,25.567794799804688,25.35858917236328,31.654251098632812,-0.20920562744140625
291,amp100_freq5,100,5,Group 64-95,30,138.573486328125,52.911766052246094,9.242027282714844,74.8853988647461,-43.66973876953125
291,amp100_freq5,100,5,Group 32-63,28,174.59841918945312,62.25288391113281,70.01242065429688,73.98881530761719,7.7595367431640625
291,amp100_freq5,100,5,Group 0-31,29,127.71104431152344,11.415847778320312,38.33154296875,7.51702880859375,26.915695190429688
292,amp100_freq26,100,26,Group 96-127,32,12.674850463867188,2.2499160766601562,28.851730346679688,42.946266174316406,26.60181427001953
292,amp100_freq26,100,26,Group 64-95,30,54.086151123046875,-0.7289581298828125,0.0565338134765625,73.13018798828125,0.785491943359375
292,amp100_freq26,100,26,Group 32-63,28,44.66395568847656,29.300277709960938,56.82310485839844,74.25137329101562,27.5228271484375
292,amp100_freq26,100,26,Group 0-31,29,-2.2902374267578125,-5.634857177734375,17.801071166992188,48.21141052246094,23.435928344726562
293,amp250_freq26,250,26,Group 96-127,32,23.832778930664062,25.331771850585938,-14.548973083496094,-29.540130615234375,-39.88074493408203
293,amp250_freq26,250,26,Group 64-95,30,5.498748779296875,32.493865966796875,-35.05426025390625,-9.418998718261719,-67.54812622070312
293,amp250_freq26,250,26,Group 32-63,28,-3.1955642700195312,73.6290512084961,-0.347991943359375,3.8612899780273438,-73.97704315185547
293,amp250_freq26,250,26,Group 0-31,29,-0.25732421875,67.74530029296875,-49.80035400390625,-48.55897521972656,-117.545654296875
294,amp180_freq5,180,5,Group 96-127,32,-43.59610366821289,16.965896606445312,15.217147827148438,35.1436767578125,-1.748748779296875
294,amp180_freq5,180,5,Group 64-95,30,-33.02996826171875,23.068817138671875,14.906166076660156,73.23690795898438,-8.162651062011719
294,amp180_freq5,180,5,Group 32-63,28,-34.21062469482422,36.15460968017578,104.42180633544922,68.23845672607422,68.26719665527344
294,amp180_freq5,180,5,Group 0-31,29,10.566192626953125,44.472991943359375,156.60398864746094,171.60804748535156,112.13099670410156
295,amp250_freq26,250,26,Group 96-127,32,-24.470352172851562,3.6555557250976562,-9.808853149414062,18.199981689453125,-13.464408874511719
295,amp250_freq26,250,26,Group 64-95,30,-25.862831115722656,27.903045654296875,17.3673095703125,28.69073486328125,-10.535736083984375
295,amp250_freq26,250,26,Group 32-63,28,-53.483238220214844,10.01629638671875,-14.219802856445312,54.692962646484375,-24.236099243164062
295,amp250_freq26,250,26,Group 0-31,29,-105.77020263671875,-6.0821990966796875,-23.347442626953125,53.027557373046875,-17.265243530273438
296,amp250_freq26,250,26,Group 96-127,32,7.807975769042969,52.98687744140625,-12.734779357910156,6.480247497558594,-65.7216567993164
296,amp250_freq26,250,26,Group 64-95,30,-17.596481323242188,47.331024169921875,-45.09022521972656,13.38726806640625,-92.42124938964844
296,amp250_freq26,250,26,Group 32-63,28,0.5870208740234375,33.71199035644531,-42.17169189453125,-21.590255737304688,-75.88368225097656
296,amp250_freq26,250,26,Group 0-31,29,131.45408630371094,43.32173156738281,-45.39697265625,-24.479354858398438,-88.71870422363281
297,amp180_freq5,180,5,Group 96-127,32,17.901016235351562,44.412750244140625,21.03632354736328,44.317893981933594,-23.376426696777344
297,amp180_freq5,180,5,Group 64-95,30,-1.98101806640625,37.793426513671875,6.1863250732421875,78.75616455078125,-31.607101440429688
297,amp180_freq5,180,5,Group 32-63,28,53.07696533203125,85.10591125488281,66.49639892578125,63.77362060546875,-18.609512329101562
297,amp180_freq5,180,5,Group 0-31,29,-58.98042297363281,98.37608337402344,114.07612609863281,76.23448181152344,15.700042724609375
298,amp100_freq5,100,5,Group 96-127,32,-16.254501342773438,10.89617919921875,65.02125549316406,4.054168701171875,54.12507629394531
298,amp100_freq5,100,5,Group 64-95,30,-6.9281005859375,-30.9141845703125,-15.545166015625,-41.39677429199219,15.3690185546875
298,amp100_freq5,100,5,Group 32-63,28,-43.19276428222656,40.22200012207031,84.07978820800781,6.5685272216796875,43.8577880859375
298,amp100_freq5,100,5,Group 0-31,29,17.851119995117188,4.908905029296875,-3.594146728515625,-36.35951232910156,-8.5030517578125
299,amp180_freq5,180,5,Group 96-127,32,-10.626091003417969,11.46356201171875,46.61798095703125,3.0786590576171875,35.1544189453125
299,amp180_freq5,180,5,Group 64-95,30,-13.107711791992188,13.100814819335938,117.98721313476562,-0.1824951171875,104.88639831542969
299,amp180_freq5,180,5,Group 32-63,28,-36.67915344238281,14.077110290527344,103.21318817138672,15.106285095214844,89.13607788085938
299,amp180_freq5,180,5,Group 0-31,29,15.617874145507812,35.9637451171875,90.7318115234375,17.585433959960938,54.76806640625
300,amp100_freq5,100,5,Group 96-127,32,-1.2416229248046875,9.315048217773438,-12.977249145507812,-5.4328155517578125,-22.29229736328125
300,amp100_freq5,100,5,Group 64-95,30,-5.45782470703125,-5.1183013916015625,-29.32440185546875,0.8484344482421875,-24.206100463867188
300,amp100_freq5,100,5,Group 32-63,28,10.931976318359375,-3.1195602416992188,-5.823028564453125,4.010772705078125,-2.7034683227539062
300,amp100_freq5,100,5,Group 0-31,29,-63.42566680908203,-2.8316802978515625,-30.391036987304688,1.560455322265625,-27.559356689453125
301,amp100_freq26,100,26,Group 96-127,32,-11.224052429199219,-17.439498901367188,-24.310928344726562,18.082420349121094,-6.871429443359375
301,amp100_freq26,100,26,Group 64-95,30,-18.21375274658203,-10.381561279296875,51.7315673828125,12.298828125,62.113128662109375
301,amp100_freq26,100,26,Group 32-63,28,-0.818206787109375,4.0934295654296875,-18.139907836914062,23.766372680664062,-22.23333740234375
301,amp100_freq26,100,26,Group 0-31,29,-107.98202514648438,-68.95806884765625,-72.87969970703125,-55.230072021484375,-3.921630859375
302,amp180_freq5,180,5,Group 96-127,32,13.405075073242188,36.48241424560547,31.392013549804688,-8.646965026855469,-5.090400695800781
302,amp180_freq5,180,5,Group 64-95,30,47.092491149902344,36.323814392089844,-52.491424560546875,-13.105682373046875,-88.81523895263672
302,amp180_freq5,180,5,Group 32-63,28,31.495216369628906,32.22783660888672,1.9830856323242188,-2.1823577880859375,-30.2447509765625
302,amp180_freq5,180,5,Group 0-31,29,-34.884437561035156,47.45652770996094,19.207138061523438,3.2943267822265625,-28.2493896484375
303,amp100_freq5,100,5,Group 96-127,32,10.521133422851562,29.635093688964844,8.621383666992188,18.550399780273438,-21.013710021972656
303,amp100_freq5,100,5,Group 64-95,30,32.52739715576172,30.99494171142578,54.84644317626953,35.06018829345703,23.85150146484375
303,amp100_freq5,100,5,Group 32-63,28,97.2859878540039,33.386192321777344,102.37454986572266,48.672447204589844,68.98835754394531
303,amp100_freq5,100,5,Group 0-31,29,22.416000366210938,15.306777954101562,27.624282836914062,27.68475341796875,12.3175048828125
304,amp250_freq26,250,26,Group 96-127,32,17.52332305908203,22.25481414794922,81.55882263183594,5.340187072753906,59.30400848388672
304,amp250_freq26,250,26,Group 64-95,30,45.574440002441406,43.811439514160156,44.185508728027344,38.211769104003906,0.3740692138671875
304,amp250_freq26,250,26,Group 32-63,28,64.8939437866211,54.87676239013672,113.36943817138672,13.163032531738281,58.49267578125
304,amp250_freq26,250,26,Group 0-31,29,147.21946716308594,76.11224365234375,95.45024108886719,57.06483459472656,19.337997436523438
305,amp250_freq5,250,5,Group 96-127,32,-40.0897331237793,-4.293312072753906,-7.443733215332031,-9.325485229492188,-3.150421142578125
305,amp250_freq5,250,5,Group 64-95,30,-114.51249694824219,-18.218948364257812,37.826324462890625,-26.253082275390625,56.04527282714844
305,amp250_freq5,250,5,Group 32-63,28,-55.033203125,34.16889953613281,5.8206634521484375,-13.491493225097656,-28.348236083984375
305,amp250_freq5,250,5,Group 0-31,29,-57.51094055175781,28.353652954101562,22.871551513671875,-3.1951141357421875,-5.4821014404296875
306,amp250_freq5,250,5,Group 96-127,32,-5.871589660644531,3.4824905395507812,9.94390869140625,18.62664794921875,6.461418151855469
306,amp250_freq5,250,5,Group 64-95,30,8.98297119140625,11.530410766601562,0.7700347900390625,48.54829406738281,-10.7603759765625
306,amp250_freq5,250,5,Group 32-63,28,-56.922264099121094,-7.60577392578125,-37.33533477783203,-10.8751220703125,-29.72956085205078
306,amp250_freq5,250,5,Group 0-31,29,8.401199340820312,3.09881591796875,-48.15092468261719,11.5888671875,-51.24974060058594
307,amp100_freq26,100,26,Group 96-127,32,14.530075073242188,38.88594055175781,32.045631408691406,3.754852294921875,-6.840309143066406
307,amp100_freq26,100,26,Group 64-95,30,-48.239524841308594,-10.03729248046875,-26.720794677734375,-7.74432373046875,-16.683502197265625
307,amp100_freq26,100,26,Group 32-63,28,-34.184410095214844,29.465545654296875,-23.505691528320312,-21.295944213867188,-52.97123718261719
307,amp100_freq26,100,26,Group 0-31,29,-54.87579345703125,23.554656982421875,110.32449340820312,-4.26263427734375,86.76983642578125
308,amp250_freq26,250,26,Group 96-127,32,144.22808837890625,23.223602294921875,146.98477172851562,76.8416519165039,123.76116943359375
308,amp250_freq26,250,26,Group 64-95,30,80.6260757446289,43.68860626220703,223.9630126953125,104.71350860595703,180.27440643310547
308,amp250_freq26,250,26,Group 32-63,28,352.7289123535156,19.356727600097656,175.4503173828125,135.04208374023438,156.09358978271484
308,amp250_freq26,250,26,Group 0-31,29,175.62818908691406,11.555572509765625,170.7636260986328,129.52882385253906,159.2080535888672
309,amp100_freq5,100,5,Group 96-127,32,-32.06717300415039,27.15973663330078,52.154075622558594,7.815879821777344,24.994338989257812
309,amp100_freq5,100,5,Group 64-95,30,32.78785705566406,26.938507080078125,60.87492370605469,50.75257873535156,33.93641662597656
309,amp100_freq5,100,5,Group 32-63,28,-50.23243713378906,7.651336669921875,79.41485595703125,20.595932006835938,71.76351928710938
309,amp100_freq5,100,5,Group 0-31,29,5.440582275390625,55.51216125488281,87.03617858886719,43.80732727050781,31.524017333984375
310,amp180_freq5,180,5,Group 96-127,32,99.68928527832031,21.418243408203125,-2.3605880737304688,-13.878288269042969,-23.778831481933594
310,amp180_freq5,180,5,Group 64-95,30,18.674545288085938,4.320465087890625,-78.87333679199219,-46.81556701660156,-83.19380187988281
310,amp180_freq5,180,5,Group 32-63,28,-1.27423095703125,11.969772338867188,-81.15623474121094,-40.239654541015625,-93.12600708007812
310,amp180_freq5,180,5,Group 0-31,29,-70.6866455078125,18.595611572265625,-80.97340393066406,-71.02174377441406,-99.56901550292969
311,amp180_freq26,180,26,Group 96-127,32,16.296524047851562,-21.69237518310547,-43.34422302246094,-20.330238342285156,-21.65184783935547
311,amp180_freq26,180,26,Group 64-95,30,-2.6347503662109375,-64.4809799194336,-117.07803344726562,-40.626495361328125,-52.59705352783203
311,amp180_freq26,180,26,Group 32-63,28,-31.149917602539062,-50.15044403076172,-55.192848205566406,-35.30615234375,-5.0424041748046875
311,amp180_freq26,180,26,Group 0-31,29,-57.3271484375,-34.31306457519531,-78.25321960449219,-38.31602478027344,-43.940155029296875
312,amp180_freq26,180,26,Group 96-127,32,-20.668899536132812,14.121383666992188,134.06309509277344,15.021858215332031,119.94171142578125
312,amp180_freq26,180,26,Group 64-95,30,65.85690307617188,28.425201416015625,97.6317138671875,52.81440734863281,69.20651245117188
312,amp180_freq26,180,26,Group 32-63,28,42.56153869628906,41.01350402832031,212.53367614746094,68.23521423339844,171.52017211914062
312,amp180_freq26,180,26,Group 0-31,29,77.81777954101562,33.57713317871094,33.184967041015625,98.80996704101562,-0.3921661376953125
313,amp250_freq26,250,26,Group 96-127,32,-3.42950439453125,29.28289031982422,107.99687194824219,38.16888427734375,78.71398162841797
313,amp250_freq26,250,26,Group 64-95,30,-39.657562255859375,59.411346435546875,128.1661834716797,75.83354187011719,68.75483703613281
313,amp250_freq26,250,26,Group 32-63,28,13.878646850585938,70.46701049804688,91.19485473632812,66.42929077148438,20.72784423828125
313,amp250_freq26,250,26,Group 0-31,29,-53.866607666015625,89.41415405273438,94.53146362304688,67.12420654296875,5.1173095703125
314,amp180_freq5,180,5,Group 96-127,32,-41.272674560546875,-29.050003051757812,-19.649551391601562,-52.59331512451172,9.40045166015625
314,amp180_freq5,180,5,Group 64-95,30,-8.35577392578125,-37.77906799316406,-52.41902160644531,-102.29115295410156,-14.63995361328125
314,amp180_freq5,180,5,Group 32-63,28,-131.79042053222656,-102.15678405761719,-75.10696411132812,-186.4846954345703,27.049819946289062
314,amp180_freq5,180,5,Group 0-31,29,-28.314788818359375,-120.33322143554688,-79.7049560546875,-202.7866973876953,40.628265380859375
315,amp250_freq5,250,5,Group 96-127,32,-32.30919647216797,-12.820037841796875,-13.421951293945312,-18.6318359375,-0.6019134521484375
315,amp250_freq5,250,5,Group 64-95,30,-51.078369140625,6.37451171875,16.112564086914062,15.936767578125,9.738052368164062
315,amp250_freq5,250,5,Group 32-63,28,-28.695846557617188,-13.589225769042969,-8.376571655273438,-18.48485565185547,5.212654113769531
315,amp250_freq5,250,5,Group 0-31,29,-65.79925537109375,-6.558746337890625,-11.411666870117188,-11.695907592773438,-4.8529205322265625
316,amp100_freq26,100,26,Group 96-127,32,34.9749755859375,23.37286376953125,67.71842193603516,32.45307922363281,44.345558166503906
