trial_number,condition,emg_off_raw,off_ttl_toggles,moving
580,amp180_freq26,0.4917244868403848,0,False
581,amp180_freq5,0.3574833478950613,2,False
582,amp250_freq26,0.3570411504693061,1,False
583,amp100_freq26,0.40497604473674675,8,False
584,amp250_freq26,0.32423061428102684,2,False
585,amp250_freq5,0.3223437767558179,1,False
586,amp100_freq5,0.4206763020594674,1,False
587,amp100_freq26,0.4138455488778528,12,False
588,amp250_freq26,0.3852429114922818,7,False
589,amp250_freq26,0.3360165383854972,0,False
590,amp100_freq5,0.3200632355110798,4,False
591,amp250_freq5,0.3700206440881556,4,False
592,amp100_freq5,0.2953487588648027,1,False
593,amp100_freq5,0.30337113444301445,4,False
594,amp250_freq5,0.3131352582631591,3,False
595,amp250_freq5,0.4156266825236769,4,False
596,amp100_freq26,0.25538585048347046,1,False
597,amp250_freq5,0.30493879802820195,0,False
598,amp250_freq5,0.2508931487524827,0,False
599,amp250_freq5,0.25643141776725453,1,False
600,amp180_freq5,0.2871051996694923,5,False
601,amp250_freq26,0.3690134594419226,2,False
602,amp180_freq26,0.3072630059220745,4,False
603,amp100_freq26,0.26559878358233185,0,False
