trial_number,condition,emg_on,emg_off,off_ttl_toggles,moving
91,amp180_freq26,0.619443137892537,0.5292310713309262,5,False
92,amp100_freq26,0.30765723620747504,0.2983890117362799,4,False
93,amp180_freq26,0.35542024545496037,0.30446532208040916,3,False
94,amp250_freq5,0.3181276144053718,0.5202890794294835,1,False
95,amp100_freq5,0.5675360851736279,0.4869881123185753,1,False
96,amp100_freq26,0.3299262095509085,0.3120072285972164,2,False
97,amp250_freq5,0.292969200647065,0.2618411205920979,1,False
98,amp250_freq5,0.2822864167346549,0.30324468424861556,3,False
99,amp100_freq5,0.2447601788351829,0.2778837369530656,4,False
100,amp250_freq5,0.26538588439398525,0.5264874846056226,6,False
101,amp180_freq26,0.4040239646700681,0.581311732026761,0,False
102,amp100_freq5,0.4235343554986859,0.5335859645341942,0,False
103,amp100_freq26,0.8674913790748291,0.8165559790217389,20,True
104,amp100_freq26,0.5999511628178021,0.4771552459526438,1,False
105,amp100_freq26,0.4996690746063504,0.6454685638891516,6,False
106,amp180_freq26,0.5870043307231692,0.47036377730779905,5,False
107,amp250_freq5,0.5435463508759388,0.8647446184432824,1,True
108,amp180_freq5,0.5170315745616685,0.6645391624418485,3,False
109,amp250_freq5,0.8699144609779003,0.6533452122236879,1,False
110,amp100_freq26,0.6805528286256396,0.8272347716237446,5,True
111,amp250_freq5,0.6789338336403126,0.6551145570724387,2,False
112,amp250_freq5,0.6691859910126164,0.6373882790951357,2,False
113,amp100_freq5,0.800596976798749,0.641945909826135,6,False
114,amp250_freq5,0.6965006472066316,0.5268321940229002,1,False
115,amp250_freq5,0.2842630988263632,0.28407824812663024,0,False
116,amp100_freq26,0.36989875612894213,0.48793947610427485,0,False
117,amp100_freq5,0.5720085730086083,0.45761684688414833,2,False
118,amp250_freq26,0.48278590024778983,0.38700967617034987,2,False
119,amp250_freq26,0.35368656283437977,0.28682971774310834,1,False
120,amp100_freq5,0.35044079747902107,0.36326738448365375,2,False
121,amp250_freq5,0.3425448773154984,0.3064336523773116,2,False
122,amp100_freq26,0.2841117693039195,0.48993780745712395,2,False
123,amp250_freq5,0.4295335850855584,0.40328986333796585,3,False
124,amp180_freq26,0.4268756635868188,0.29247370947965723,1,False
125,amp250_freq5,0.46248475907876213,0.6875643643733866,2,False
126,amp100_freq5,0.4673641875792314,0.36584735304737975,1,False
127,amp180_freq26,0.45844172933113797,0.31655044234033447,1,False
128,amp100_freq5,0.4384424981059285,0.589908960173035,5,False
129,amp180_freq26,0.5319486745013872,0.5074945988653815,2,False
130,amp250_freq5,0.4779140628410199,0.37521156638692305,3,False
131,amp250_freq26,0.5129965767478644,0.3596484353928093,3,False
132,amp250_freq26,0.45826714780361527,0.4587311702349217,0,False
133,amp250_freq5,0.37761396477170495,0.36878823026236035,5,False
134,amp180_freq26,0.4690586442858138,0.30428317343022276,2,False
135,amp180_freq5,0.3369760210982238,0.3405724030887762,4,False
136,amp250_freq26,0.6718571523419423,0.45619115615655126,0,False
137,amp100_freq26,0.7396201599266976,0.6916670232692294,2,False
138,amp180_freq5,0.6462098248309206,0.3892496963812331,3,False
139,amp180_freq5,0.3126128551717795,0.2927800514471212,3,False
