trial_number,condition,emg_on,emg_off,off_ttl_toggles,moving
435,amp100_freq26,0.450325852282657,0.36548722796341254,2,False
436,amp250_freq5,0.31179830718011675,0.36326748970243683,0,False
437,amp100_freq26,0.2848575718063657,0.22447366103740765,3,False
438,amp180_freq26,0.2970610464985558,0.2354596211952961,3,False
439,amp180_freq5,0.3515426182033483,0.7866955795102092,2,True
440,amp180_freq5,0.3323825547430875,0.2476626200934746,7,False
441,amp250_freq26,0.24586604516361096,0.8254126318283338,3,True
442,amp180_freq26,0.7583851950149262,0.7796392000616601,1,True
443,amp100_freq5,0.7180572631797393,0.5719132954483727,2,False
444,amp250_freq5,0.5735581808322423,0.6799828452951088,2,False
445,amp180_freq26,0.4020068523948033,0.2633738439181221,1,False
446,amp250_freq5,0.3553802051271302,0.31293543592334966,5,False
447,amp180_freq26,0.2992558176192784,0.3253476393665391,2,False
448,amp180_freq5,0.40527185606355526,0.26328318408969836,7,False
449,amp250_freq26,0.30482265539898945,0.22128864551789196,2,False
450,amp100_freq26,0.30235920745204936,0.28621314269782033,1,False
451,amp100_freq5,0.25498122702887843,0.25505532357207744,2,False
452,amp180_freq5,0.21861124667597773,0.228730677313431,1,False
453,amp100_freq26,0.25322469805666875,0.22308599180173314,4,False
454,amp250_freq26,0.2382438371313873,0.28294163861228744,1,False
455,amp250_freq5,0.42033954956839087,0.5276829556338966,2,False
456,amp250_freq5,0.30132143090169405,0.30444599296415414,10,False
457,amp250_freq26,0.2749910745204783,0.26257974545123536,4,False
458,amp180_freq5,0.2969961435102066,0.580523844139137,3,False
459,amp180_freq26,0.8900059162822043,0.7393272315385429,11,True
460,amp250_freq26,0.6129156181307363,0.7256344938817477,3,False
461,amp100_freq26,0.4441472375454602,0.40757678146467247,2,False
462,amp180_freq26,0.4953607214765888,0.3672531295666981,1,False
463,amp100_freq5,0.3507823382010429,0.33509249004041713,7,False
464,amp250_freq26,0.3570098287178462,0.33488794798490146,7,False
465,amp250_freq26,0.33080655197433323,0.47662650418273794,5,False
466,amp180_freq26,0.8669326369137614,0.7556184650515476,4,True
467,amp180_freq26,0.7493556400480518,0.7862370880520132,1,True
468,amp100_freq5,0.7292283625589547,0.7170576353135295,3,False
469,amp250_freq26,0.46375149192756365,0.3421068932060818,1,False
470,amp180_freq5,0.4314537489393839,0.43958485829388555,0,False
471,amp180_freq5,0.5044478163285656,0.41388451488994527,5,False
472,amp180_freq26,0.6525622318053285,0.8198687805998981,3,True
473,amp250_freq26,0.6722651347971876,0.40235041460371884,0,False
474,amp100_freq5,0.6145135926296196,0.35628975307588245,1,False
475,amp180_freq5,0.3967792923658297,0.4528135619507925,2,False
476,amp250_freq26,0.5086169083745508,0.3375661937680505,0,False
477,amp250_freq5,0.754568365276788,0.5667738563695909,0,False
478,amp180_freq5,0.45692053616922546,0.36730639986155755,1,False
479,amp180_freq5,0.32825138428590495,0.2805747479405311,2,False
480,amp250_freq5,0.37919498015106795,0.4490752669372065,1,False
481,amp100_freq5,0.30530744369595547,0.3005013179946168,2,False
482,amp180_freq26,0.3802092496716279,0.34635862149907265,2,False
483,amp180_freq5,0.34796376299699633,0.4293068066961266,2,False
484,amp250_freq5,0.4515650919147746,0.3272434710335968,2,False
485,amp180_freq5,0.3063265506468299,0.286599132403156,2,False
486,amp100_freq5,0.29735751642749947,0.35888442075137145,2,False
487,amp180_freq26,0.5356589743117955,0.2747110215391629,1,False
488,amp100_freq26,0.36398688346081615,0.28745448228558346,1,False
489,amp100_freq5,0.24472371226311795,0.2684082394344346,2,False
490,amp180_freq5,0.5698358468103741,0.41261182283332326,1,False
491,amp180_freq26,0.3981371982067163,0.34983976850559156,0,False
492,amp180_freq5,0.3988108743579175,0.301639539530367,0,False
493,amp250_freq5,0.29569288149329714,0.7518286165308968,0,True
494,amp100_freq26,0.7560307963601857,0.6664863710191081,0,False
495,amp100_freq5,0.5820901930417234,0.5098177059505726,2,False
496,amp180_freq26,0.5925929222261089,0.3829759699084425,2,False
497,amp180_freq5,0.5725943047291578,0.691508440886739,0,False
498,amp250_freq5,0.695836844279471,0.6101996492003356,0,False
499,amp250_freq5,0.5627008625385909,0.3905921160756973,7,False
500,amp250_freq26,0.4188476662696195,0.2754561998959226,1,False
501,amp100_freq26,0.39412151645354493,0.31190896139956825,7,False
502,amp250_freq26,0.4032829865285496,0.41181194651286873,0,False
503,amp180_freq5,0.256456403417074,0.30938847839479855,1,False
504,amp100_freq26,0.26738135508893207,0.24713079861077047,2,False
505,amp100_freq26,0.28651691314636707,0.36058618262760334,3,False
506,amp180_freq5,0.3146817920923712,0.27236350043075996,4,False
507,amp100_freq26,0.30100516278433126,0.3105024924146481,4,False
508,amp180_freq26,0.3927976550404944,0.2594867408280867,0,False
509,amp100_freq5,0.3512037387475851,0.5516573900081305,6,False
510,amp250_freq26,0.6487853339280919,0.3587924301565974,0,False
511,amp100_freq26,0.4132144523065715,0.3255676939452988,0,False
512,amp100_freq5,0.2872920616319808,0.3161163954486459,1,False
513,amp250_freq5,0.47440289874342884,0.3865727709113782,2,False
514,amp180_freq26,0.33292703156653486,0.27939935421933276,0,False
515,amp100_freq5,0.300078978437987,0.26114060320251364,4,False
516,amp250_freq26,0.4113594957462285,0.28974388602528167,1,False
517,amp100_freq5,0.29987967813041455,0.2403043323128934,0,False
518,amp100_freq26,0.3112162333693853,0.30347518199782675,4,False
519,amp250_freq26,0.38286607626540103,0.2659740021916118,3,False
520,amp180_freq26,0.4561701941798082,0.28940000329935156,3,False
521,amp180_freq5,0.3331943657352933,0.24837444324546162,1,False
522,amp100_freq26,0.27146080980753323,0.22599111255252322,3,False
523,amp100_freq26,0.27474662028324054,0.2676759285415922,3,False
524,amp180_freq5,0.3312086425095753,0.26712254277126507,4,False
525,amp180_freq5,0.34261337448933693,0.6176134253321827,4,False
526,amp180_freq26,0.6203382823959857,0.39795037326606036,3,False
527,amp100_freq5,0.37526076901666316,0.7420614647704755,2,True
528,amp250_freq5,0.6364084704775258,0.5588768272784536,1,False
529,amp250_freq5,0.5830616970330497,0.6001235036650093,2,False
530,amp250_freq26,0.9059622340891473,0.6793009544990789,1,False
531,amp100_freq26,0.5379127447142077,0.6311442034868252,1,False
532,amp180_freq5,0.4996375121975312,0.49877827997591534,0,False
533,amp100_freq26,0.4346322279198394,0.6963330833077658,5,False
534,amp100_freq5,0.6353088306080411,0.5360919069472184,2,False
535,amp100_freq26,0.780361477924167,0.5082550327814336,0,False
536,amp100_freq5,0.4634064484270562,0.4530417004604377,6,False
537,amp250_freq26,0.5742373970693151,0.2881198995009282,2,False
538,amp250_freq5,0.4971329096572641,0.672223451313839,1,False
539,amp100_freq5,0.4554474735375495,0.3397178229651587,0,False
540,amp100_freq26,0.49803968262997267,0.28173663643067276,3,False
541,amp180_freq5,0.513360774012101,0.3593869235454133,3,False
542,amp250_freq5,0.43982360595813147,0.7128015228527461,2,False
543,amp100_freq26,0.7260044281943255,0.6950078668765967,0,False
544,amp180_freq5,0.4245695528500946,0.42747921561419927,1,False
545,amp100_freq5,0.3190383698887118,0.5045333609919427,2,False
546,amp180_freq26,0.44591999110265096,0.34176372127865684,2,False
547,amp100_freq5,0.3454355141956062,0.5120486856551901,1,False
548,amp180_freq26,0.7179131695458715,0.2787282257492061,2,False
549,amp180_freq5,0.36589094909274217,0.38865624899463613,1,False
550,amp250_freq5,0.3905134926017306,0.30524268265856686,0,False
551,amp100_freq5,0.3596237241798684,0.4809925729948406,2,False
552,amp180_freq5,0.42049128458836976,0.30988517333799853,2,False
553,amp180_freq5,0.3240674520437483,0.31563037277055384,2,False
554,amp250_freq5,0.2939728799262811,0.313519928589614,3,False
555,amp250_freq26,0.38719587261972516,0.2771003060222541,1,False
556,amp100_freq5,0.3822560593614701,0.48182407061272103,3,False
557,amp250_freq5,0.4112914964274011,0.2656698190436685,2,False
558,amp180_freq26,0.3517263277800467,0.26026853930167254,1,False
559,amp250_freq5,0.2837334038737905,0.5776558650681106,1,False
560,amp100_freq26,0.6608196351899794,0.7353577330869928,7,False
561,amp180_freq26,0.7405065461235908,0.7749760861185025,5,True
562,amp180_freq5,0.7364686619198936,0.6025752780765736,0,False
563,amp100_freq26,0.5152701961889479,0.6645497878881397,3,False
564,amp180_freq26,0.7161249190294431,0.8687216238522272,0,True
565,amp100_freq26,0.4725209389996563,0.3000480414895128,0,False
566,amp180_freq5,0.3841724935958564,0.40239276635716664,0,False
567,amp100_freq5,0.3950990713853843,0.26809011661419785,2,False
568,amp250_freq5,0.3734579216729749,0.2968405726344942,2,False
569,amp180_freq26,0.46903234796722043,0.28398703302657907,7,False
570,amp250_freq26,0.509141334577293,0.35501976859986045,2,False
571,amp180_freq5,0.6929656843812096,0.6642908945676986,2,False
572,amp180_freq5,0.6753706207990001,0.40608373950033805,1,False
573,amp250_freq5,0.3816873513826778,0.3409918098344736,1,False
574,amp100_freq26,0.6272926663003199,0.6110003239825303,3,False
575,amp100_freq26,0.5248813478695759,0.43432409052835164,1,False
576,amp180_freq5,0.5347288188099463,0.881203880864266,0,True
577,amp100_freq26,0.6706842639060085,0.4517316979427064,1,False
578,amp180_freq5,0.5094722076474348,0.4917191033202128,3,False
579,amp180_freq26,0.6084997896293314,0.545417669613665,1,False
580,amp180_freq26,0.5141270145432086,0.45836059095692877,0,False
581,amp180_freq5,0.4250697920910031,0.350562289203807,2,False
582,amp250_freq26,0.6105168362961889,0.33740825260981305,1,False
583,amp100_freq26,0.46466761237221826,0.3489110437839791,8,False
584,amp250_freq26,0.5811937844149878,0.3108999106049142,2,False
585,amp250_freq5,0.3990091622065914,0.31333050040755195,1,False
586,amp100_freq5,0.3977741061009581,0.390797804321531,1,False
587,amp100_freq26,0.4326893452255873,0.3911405885611487,12,False
588,amp250_freq26,0.5080683858222433,0.3497045222094795,7,False
589,amp250_freq26,0.5233068513381501,0.32093632219943263,0,False
590,amp100_freq5,0.533004400639465,0.318134338616392,4,False
591,amp250_freq5,0.4576608201679151,0.3762340295738866,4,False
592,amp100_freq5,0.39283745215223037,0.30707691267308984,1,False
593,amp100_freq5,0.423135730991981,0.30636386268583676,4,False
594,amp250_freq5,0.36732017055745536,0.29750461872747297,3,False
595,amp250_freq5,0.35217051293988777,0.35526044175486854,4,False
596,amp100_freq26,0.3597360060512658,0.26837982511655906,1,False
597,amp250_freq5,0.3603983063200873,0.3366566879362922,0,False
598,amp250_freq5,0.40085676373464846,0.2570251686416466,0,False
599,amp250_freq5,0.34230206446828393,0.27052841780833864,1,False
600,amp180_freq5,0.32431373689466614,0.2881822480548401,5,False
601,amp250_freq26,0.5467985126990026,0.3521592898156641,2,False
602,amp180_freq26,0.4065020771296212,0.29306483351889406,4,False
603,amp100_freq26,0.3490256388862636,0.27816786485162626,0,False
604,amp100_freq26,0.3687076930899682,0.47795218216314694,4,False
605,amp250_freq5,0.45700162980924736,0.3996196576137845,0,False
606,amp250_freq5,0.3871560996062819,0.33375103334909784,3,False
607,amp180_freq5,0.3291629739529276,0.32444661303699357,4,False
608,amp250_freq5,0.32218373539669953,0.2914424333752132,4,False
609,amp180_freq5,0.3587245925624849,0.3093738991509272,3,False
610,amp100_freq26,0.3402810632967504,0.28914255706622455,3,False
611,amp180_freq5,0.3562638844411748,0.29728291597728435,5,False
612,amp250_freq26,0.4594464691752486,0.3315697343933878,1,False
613,amp100_freq5,0.7405946007063196,0.6247355777654774,0,False
614,amp100_freq26,0.5431445754536955,0.4738036232754501,6,False
615,amp180_freq26,0.6244150886236487,0.6507701101786759,3,False
616,amp100_freq26,0.3976408433831274,0.3302761672228592,5,False
617,amp250_freq26,0.5138181440165904,0.39342643051944215,3,False
618,amp250_freq5,0.3671133454379489,0.4633856646373757,4,False
619,amp250_freq26,0.5484221852793562,0.8003631789635565,2,True
620,amp100_freq26,0.5035493738224868,0.3475778008990173,5,False
621,amp250_freq26,0.6457638728706908,0.3836712044516821,0,False
622,amp100_freq5,0.3756933341551995,0.46323442313153435,0,False
623,amp180_freq26,0.6430700892899898,0.7350444520246655,2,False
624,amp250_freq5,0.7880531231262945,0.4558334448788783,6,False
625,amp250_freq26,0.5142917984849409,0.3159397086549863,2,False
626,amp180_freq5,0.35187851714114665,0.3249196316802327,0,False
627,amp100_freq5,0.37578865132318334,0.3553299956866047,5,False
628,amp250_freq26,0.38366752294177564,0.49447690472509187,2,False
629,amp100_freq26,0.8632284159983025,0.7146553176183336,1,False
630,amp180_freq26,0.7590540171675079,0.49678005281059506,1,False
631,amp100_freq5,0.6373501345886923,0.40278454810746167,1,False
632,amp100_freq5,0.3905736948701013,0.4093066696635918,1,False
633,amp100_freq5,0.6729554082727058,0.5784984601533169,2,False
634,amp100_freq26,0.4279373950453389,0.5202425441882735,0,False
635,amp180_freq5,0.41107643702691793,0.6839521259236062,0,False
636,amp100_freq26,0.4126605103174703,0.3767724774616063,2,False
637,amp180_freq5,0.43552400663281116,0.37166983243914425,5,False
638,amp180_freq26,0.37005039288591624,0.3467202794174129,7,False
639,amp250_freq26,0.40742722252310487,0.3754537546556323,8,False
640,amp250_freq26,0.34751829097290615,0.30855272878221585,1,False
641,amp250_freq5,0.5834175260195257,0.7291768224735868,2,False
642,amp100_freq5,0.7098915010824816,0.4153889649755284,2,False
643,amp180_freq26,0.43038009740363564,0.4006064943150353,2,False
644,amp250_freq26,0.6367505276410618,0.4592898738132079,0,False
645,amp100_freq5,0.4688684354609138,0.6916856627423681,1,False
646,amp100_freq5,0.797383484703246,0.6656804589276105,2,False
647,amp250_freq5,0.38947197107381054,0.38582989179570865,0,False
648,amp100_freq26,0.45136188142499467,0.4594495557864445,0,False
649,amp100_freq5,0.40934737959849254,0.6760760011136937,0,False
650,amp100_freq26,0.7850161312892797,0.7699827364684128,6,True
651,amp250_freq26,0.6458814932647259,0.31844250399026636,1,False
652,amp180_freq5,0.328637258354715,0.3035513102888103,2,False
653,amp250_freq5,0.4246063626186893,0.36332233338317893,3,False
654,amp180_freq26,0.7668406172241347,0.6852633806382501,2,False
655,amp100_freq5,0.7318315934954113,0.7026784581619161,1,False
656,amp100_freq26,0.7505568592664439,0.6262942678786393,2,False
657,amp180_freq5,0.45777305957276476,0.39641177443940667,0,False
658,amp250_freq5,0.3979812785759614,0.333306590567879,2,False
659,amp180_freq26,0.4557968779620629,0.5232817236253618,1,False
660,amp100_freq26,0.49218958516734385,0.3574952198831822,0,False
661,amp180_freq5,0.5970633210289521,0.4863092441495798,5,False
662,amp250_freq26,0.49459353038921106,0.3820360394203077,2,False
663,amp180_freq26,0.4141608434062692,0.29805312902243714,1,False
664,amp180_freq5,0.33890786033287984,0.3020675872052569,1,False
665,amp250_freq26,0.5792617103170551,0.5287962592382208,0,False
666,amp100_freq26,0.45357408348237044,0.3376268933677466,0,False
667,amp100_freq5,0.3191406672097411,0.31847676657681206,0,False
668,amp180_freq26,0.3860521111519583,0.2840031650043015,1,False
669,amp180_freq26,0.46200618299933255,0.2849801819155053,0,False
670,amp100_freq26,0.5074058896482022,0.33330315328037524,0,False
671,amp100_freq5,0.34918684567068353,0.37039592140944605,1,False
672,amp100_freq5,0.5505030370259943,0.35229088839281997,3,False
673,amp250_freq5,0.3961807235612597,0.314913146474394,5,False
674,amp180_freq26,0.46658009916024645,0.4218746109864709,2,False
675,amp180_freq5,0.5349383447534724,0.48601092667350704,2,False
676,amp100_freq26,0.4407216386632229,0.4951876854287765,6,False
677,amp250_freq26,0.449578569647442,0.35101318916322083,0,False
678,amp100_freq5,0.3663845555720681,0.34798981718534017,1,False
679,amp250_freq26,0.5914316306822724,0.5952963545428186,0,False
680,amp250_freq5,0.3871468250132973,0.32640803458544926,0,False
681,amp180_freq26,0.412830842633066,0.5080304169437685,3,False
682,amp180_freq26,0.5422363157851495,0.3279123660886548,4,False
683,amp250_freq5,0.37119069581918135,0.3430668439966118,2,False
684,amp250_freq5,0.3290061885878807,0.33415886660733357,1,False
685,amp180_freq5,0.35713001625191426,0.29340948770074693,0,False
686,amp100_freq26,0.30269735810740506,0.26463046819941133,0,False
687,amp100_freq5,0.273283296190501,0.274648786910928,0,False
688,amp100_freq26,0.2711330169841539,0.24288169194492548,2,False
689,amp100_freq26,0.28968629666410123,0.27858471366044996,1,False
690,amp180_freq5,0.30635045766904134,0.33424241284415485,2,False
691,amp250_freq26,0.36880092175579327,0.2760182879183552,2,False
692,amp100_freq26,0.2934578969150924,0.283902197728237,0,False
693,amp100_freq26,0.31630396381402553,0.32915776738487285,2,False
694,amp180_freq26,0.31374084079864484,0.33636836432881007,1,False
695,amp180_freq5,0.46377832935562696,0.3848136654237706,2,False
696,amp180_freq26,0.38880454798568703,0.27564658096304856,0,False
697,amp100_freq26,0.3268283385261913,0.34100062415514937,0,False
698,amp100_freq5,0.30548917363286404,0.23860205923713984,2,False
699,amp250_freq5,0.4654235304747472,0.8135165763041813,3,True
700,amp100_freq26,0.6978687907705391,0.6702719705055545,4,False
701,amp250_freq5,0.5028517303695178,0.3474851895567422,1,False
702,amp250_freq26,0.3988777168608319,0.4111986198013786,1,False
703,amp180_freq5,0.3575576182601122,0.32404950232349855,3,False
704,amp180_freq5,0.3311669632017193,0.3522740883891519,1,False
705,amp100_freq5,0.33401963199266915,0.3051330753802009,0,False
706,amp180_freq26,0.35133800067688514,0.5202061843216295,7,False
707,amp250_freq26,0.3416998961391515,0.26820519716679264,1,False
708,amp100_freq5,0.31040043157949815,0.284778497377951,2,False
709,amp180_freq5,0.29675583269359124,0.25764056477421,2,False
710,amp250_freq5,0.5001327983931007,0.35620260648622604,1,False
711,amp250_freq5,0.32461431907093125,0.46290637772244936,1,False
712,amp180_freq26,0.5276945851496714,0.47096470026518245,0,False
713,amp250_freq5,0.334708352187499,0.2870737373088685,1,False
714,amp100_freq5,0.42018116862748967,0.32710511535974424,2,False
715,amp250_freq26,0.4216481026743332,0.4118104659552399,1,False
716,amp180_freq26,0.4853309663348815,0.4610279872943584,5,False
717,amp250_freq26,0.454649570970268,0.31937259478614227,3,False
718,amp250_freq5,0.35330989665728985,0.3017604203052808,2,False
719,amp180_freq26,0.33951391284826254,0.2921719750701326,0,False
720,amp100_freq26,0.32113662825619965,0.2915749158880944,3,False
721,amp180_freq26,0.3074332132479764,0.3753268133593463,1,False
722,amp180_freq5,0.31441092505909896,0.2884290557966336,3,False
723,amp180_freq26,0.33695417323108434,0.2789749214418809,2,False
724,amp180_freq5,0.3306446758661871,0.30431976193291804,1,False
725,amp180_freq26,0.48081432076841635,0.47231445506083514,3,False
726,amp180_freq26,0.36674269116061003,0.3303075232604085,4,False
727,amp250_freq5,0.5802642251055633,0.44229361307629356,5,False
728,amp250_freq26,0.4743145413004151,0.340568809708984,7,False
729,amp250_freq26,0.4250775532958579,0.32589965881432903,9,False
730,amp250_freq26,0.47904347858280755,0.40041156372439063,3,False
731,amp180_freq5,0.3647261296341011,0.3672917372754689,2,False
732,amp250_freq5,0.2960852408172235,0.30682723498970216,4,False
733,amp100_freq5,0.3439720791697052,0.2633130442120062,3,False
734,amp100_freq26,0.6631402820403176,0.7390793024099819,2,True
735,amp100_freq26,0.6638169346516506,0.5260659110948737,1,False
736,amp250_freq26,0.4781107972653184,0.37520039668381194,1,False
737,amp100_freq26,0.3844405669632034,0.6317346970330838,0,False
738,amp100_freq5,0.7144574553470945,0.9120530012888054,1,True
739,amp180_freq5,0.8192044507060027,0.8896726647793239,2,True
740,amp180_freq5,0.875344348767937,0.7130756225970315,1,False
741,amp100_freq5,0.6653002594984448,0.5833367101094161,0,False
742,amp180_freq5,0.6561568188428062,0.6618336396416543,5,False
743,amp250_freq26,0.5999121927229473,0.782211948631567,1,True
744,amp250_freq5,0.48196183312068275,0.5694569973362812,2,False
745,amp100_freq5,0.6690544289814998,0.4285550518206563,1,False
746,amp250_freq5,0.3487719615320611,0.422127751536677,5,False
747,amp250_freq26,0.43061142431955995,0.32048100370131055,5,False
748,amp250_freq26,0.5985358248791123,0.4511448540262979,3,False
749,amp250_freq5,0.37161718026561746,0.2767834853935382,1,False
750,amp180_freq5,0.29931898207954816,0.26817620317003793,3,False
751,amp250_freq5,0.2683006494605407,0.30499141942285546,5,False
752,amp250_freq26,0.4355364990397969,0.2397763361899706,4,False
753,amp250_freq26,0.47449261578451307,0.2813552015757672,1,False
754,amp100_freq5,0.25123377849448997,0.30687690567450926,6,False
755,amp250_freq26,0.3797060333846672,0.2537254956865639,5,False
756,amp100_freq26,0.2978486804008818,0.3070361876286833,4,False
757,amp100_freq26,0.492961353106268,0.2876979811309977,4,False
758,amp250_freq26,0.346417618091494,0.2790728941776088,0,False
759,amp100_freq26,0.4226114278078394,0.2687595824208071,0,False
760,amp100_freq26,0.30270798261032944,0.23453797759307596,2,False
761,amp180_freq26,0.2823064787568162,0.2740497993445398,0,False
762,amp250_freq5,0.26311464331624873,0.2771109014619251,0,False
763,amp100_freq5,0.29591351889288786,0.25582559177518044,1,False
764,amp250_freq26,0.3407091899263243,0.20601216483966892,2,False
765,amp250_freq5,0.2912385870620132,0.3024908535766437,1,False
766,amp100_freq5,0.29518574801303593,0.30217323367255755,4,False
767,amp180_freq26,0.5305107025180665,0.6522501245438243,3,False
768,amp180_freq5,0.5232707291957329,0.4173929683404098,1,False
769,amp180_freq5,0.3901637680971146,0.3600256265805182,3,False
770,amp180_freq26,0.39264374533574936,0.29666975934540113,2,False
771,amp180_freq5,0.3255717078439043,0.2633250149124707,2,False
772,amp180_freq26,0.500176542197217,0.3265354735355736,1,False
773,amp180_freq5,0.3320562867838854,0.36342950135595675,2,False
774,amp180_freq5,0.35424691060894786,0.2710791290097682,1,False
775,amp180_freq5,0.4610544596128128,0.31326141684499054,1,False
776,amp100_freq26,0.42828293796499456,0.3217595429371097,0,False
777,amp100_freq5,0.3157806271004928,0.30516570988172115,2,False
778,amp250_freq5,0.32891510768797455,0.2719196615778587,0,False
779,amp100_freq5,0.34312289721060846,0.28018957795611027,5,False
780,amp180_freq26,0.34139144606481614,0.31180862924184477,3,False
781,amp250_freq26,0.6334395801769096,0.8558573438669473,6,True
782,amp250_freq26,0.7430597247223002,0.7219793356629616,2,False
783,amp100_freq5,0.31955483174201704,0.30392847096483694,1,False
784,amp180_freq26,0.4400300967668065,0.6098445150823427,3,False
785,amp250_freq5,0.6449859847311221,0.7163042379705692,12,False
786,amp180_freq26,0.7120580625411946,0.5602406888318251,6,False
787,amp250_freq26,0.5589857990305951,0.3942913627628788,1,False
788,amp250_freq5,0.5331554028631634,0.36915037655871963,0,False
789,amp100_freq26,0.4773535081565093,0.3596606531627317,1,False
790,amp180_freq5,0.5974627362045226,0.31523306237296445,1,False
791,amp100_freq26,0.36509599190207576,0.2510267320733463,0,False
792,amp250_freq5,0.29485182869992016,0.26396230881937016,0,False
793,amp180_freq5,0.38308398279538897,0.23074707993144586,0,False
794,amp250_freq5,0.2657633364199074,0.23033890418287953,1,False
795,amp250_freq5,0.36744295480075634,0.3058643640220025,3,False
796,amp250_freq26,0.514673946895487,0.2860580041482452,6,False
797,amp250_freq26,0.4261719994071196,0.29624093388114486,2,False
798,amp180_freq26,0.3528759004419671,0.23089115384900502,1,False
799,amp250_freq5,0.3055551831602263,0.2888327488939663,2,False
800,amp180_freq26,0.5313398132620707,0.395308216606445,0,False
801,amp100_freq5,0.3807846530296957,0.3775874043867458,0,False
802,amp100_freq26,0.3867195986897705,0.3396133137793935,0,False
803,amp100_freq5,0.3488351054702416,0.372156030173815,0,False
804,amp100_freq26,0.32412720570043135,0.2836457282281559,2,False
805,amp250_freq5,0.40945934414503954,0.3002693084614344,6,False
806,amp250_freq26,0.3730756281660428,0.28122157241228113,0,False
807,amp180_freq5,0.3328249349278025,0.30708194513710546,2,False
808,amp180_freq26,0.33382471628627575,0.42989324320451816,1,False
809,amp250_freq5,0.48287976092690926,0.438005884963572,1,False
810,amp100_freq5,0.3631132813520823,0.5935337617815817,1,False
811,amp180_freq5,0.7454041164882774,0.7201667886817501,5,False
812,amp250_freq26,0.5504575909417789,0.653261727104896,5,False
813,amp250_freq26,0.7416867260907702,0.683410759527978,1,False
814,amp250_freq5,0.3715888331165826,0.3099459754483078,1,False
815,amp250_freq5,0.3643378520219384,0.5743970977791255,1,False
816,amp100_freq26,0.7275905449286947,0.804763537233755,1,True
817,amp100_freq26,0.49735999709635365,0.5191591435094678,0,False
818,amp180_freq5,0.7017474323937947,0.6622869701610733,2,False
819,amp180_freq26,0.6516223655859685,0.7003500685510707,2,False
820,amp100_freq5,0.6826625146984019,0.8570987240804099,0,True
821,amp100_freq5,0.8096041480820523,0.6948701980645541,0,False
822,amp100_freq26,0.7369968121189667,0.9103859179950756,2,True
823,amp250_freq5,0.8392149395816775,0.692786653609137,2,False
824,amp180_freq26,0.8293171281952528,0.7723356595495847,3,True
825,amp250_freq26,0.7877428871501486,0.4697658376514864,3,False
826,amp180_freq26,0.5074927900649612,0.5968975428256691,2,False
827,amp250_freq26,0.6113059487408938,0.7677939695483854,2,True
828,amp180_freq26,0.773706842831649,0.7206882677873462,3,False
829,amp100_freq26,0.42258393556332213,0.5383444134971769,0,False
830,amp100_freq26,0.7740140591859682,0.5293693334240435,0,False
831,amp250_freq26,0.7929001773560583,0.5965821467201252,0,False
832,amp180_freq26,0.5002161651514418,0.530528505761925,0,False
833,amp180_freq5,0.5267462581824881,0.37562961772784403,0,False
834,amp100_freq26,0.5200667098091363,0.5900615803429701,2,False
835,amp180_freq5,0.5770377436996098,0.4423821931068304,2,False
836,amp180_freq26,0.5698918212879942,0.4039648637269035,0,False
837,amp100_freq5,0.3913581160804185,0.2632490594397352,0,False
838,amp180_freq5,0.39857202038494294,0.30374125898116255,2,False
839,amp180_freq26,0.4426686090696279,0.4987561529685638,6,False
840,amp250_freq26,0.49049961450219975,0.37271225186549134,5,False
841,amp250_freq26,0.4628856623691206,0.595958235704651,2,False
842,amp100_freq26,0.4666591128666364,0.46506617761009567,1,False
843,amp100_freq5,0.3818025218507281,0.5662430358156573,5,False
844,amp250_freq26,0.5542930020035347,0.4431879756522992,3,False
845,amp250_freq26,0.46979237598059737,0.35873052566055486,2,False
846,amp100_freq5,0.49826439261388095,0.3815390099674833,5,False
847,amp250_freq26,0.5195989962962949,0.36001230955366875,1,False
848,amp180_freq26,0.39888083828972953,0.7745612652193841,2,True
849,amp250_freq5,0.8419377885054354,0.7588472938781131,1,True
850,amp180_freq5,0.8392045406899471,0.5137049154670851,3,False
851,amp180_freq26,0.542792752801259,0.4909377194457661,0,False
852,amp180_freq5,0.8257688497368892,0.6377146904858045,1,False
853,amp100_freq5,0.5061912160255998,0.39370882847551214,2,False
854,amp100_freq5,0.40046148727236863,0.5875890924447918,2,False
855,amp180_freq5,0.6350375884413672,0.460386022577683,3,False
856,amp250_freq5,0.6140233182436156,0.6058950404417456,1,False
857,amp100_freq5,0.5774877767361732,0.5435955674215736,2,False
858,amp250_freq26,0.6292445917246279,0.40198990183271016,2,False
859,amp250_freq5,0.6597413571860421,0.45766171498945235,0,False
860,amp100_freq26,0.49733942576079687,0.4267169771287244,1,False
861,amp250_freq5,0.3829112592358475,0.3060575196145116,2,False
862,amp250_freq5,0.3342711244859408,0.4546559374602141,2,False
863,amp180_freq5,0.33705696839688243,0.4508587997563079,1,False
864,amp100_freq5,0.6084741243615379,0.4687993074710631,3,False
865,amp100_freq5,0.4541933904449464,0.6020246161279864,0,False
866,amp100_freq5,0.5986197358564885,0.4789922627355576,0,False
867,amp100_freq5,0.471401751592692,0.46295380643845707,3,False
868,amp250_freq5,0.5540712686233192,0.49422488903690515,3,False
869,amp180_freq26,0.5714790060534227,0.5935989651977623,0,False
870,amp250_freq5,0.768565193111097,0.7384585558629547,2,False
871,amp180_freq5,0.7470041010200849,0.7205254345948675,2,False
872,amp250_freq26,0.6271884580607029,0.44213329434556076,1,False
