channel,rms,mad,ptp,absmax,zero_fraction,saturation_fraction,rough_mad,common_corr,rms_rz,mad_rz,ptp_rz,rough_mad_rz,absmax_rz,exclude_reasons,exclude_auto
98,1205.2877,743.5,9289.0,7138.0,0.00059375,0.0,53.0,0.6572515,0.42556123928344886,0.282410223307746,0.30213420464067886,0.42717684166666664,0.02813275438777617,,False
99,1415.7189,877.5,10515.0,8354.0,0.000375,0.0,52.0,0.64811575,0.6744477179252659,0.5346966894626658,0.4775623528241846,0.337244875,0.36683997553169523,,False
100,1574.8062,985.0,11612.0,9360.0,0.00040625,0.0,53.0,0.64177275,0.8626074677672463,0.7370906828332171,0.6345319111906655,0.42717684166666664,0.647053350918852,,False
101,1687.4141,1057.5,12794.0,10235.0,0.0004125,0.0,52.0,0.63439584,0.9957939561452611,0.8735889574319609,0.803664106258287,0.337244875,0.8907777082386951,,False
102,1778.1292,1128.0,13252.5,11006.0,0.00040625,0.0,52.0,0.6286483,1.1030868095717286,1.0063217623866016,0.8692707995226729,0.337244875,1.1055336848028081,,False
103,1812.4231,1157.5,13596.5,11219.0,0.00045,0.0,51.0,0.6278785,1.143647815831963,1.0618624396371248,0.9184937057014055,0.24731290833333333,1.1648631569275243,,False
104,1802.9227,1143.5,13555.5,11224.0,0.0003625,0.0,51.0,0.62719107,1.1324113013439112,1.0355041521284019,0.9126270221161497,0.24731290833333333,1.1662558675407804,,False
105,1758.8752,1117.0,13271.5,11123.0,0.0003625,0.0,52.0,0.6277728,1.0803143404135778,0.9856116793440335,0.8719895065499867,0.337244875,1.1381231131530043,,False
106,1710.5554,1080.0,12860.0,10888.0,0.0003875,0.0,53.0,0.62889796,1.0231642903166656,0.9159504909281228,0.8131080359321136,0.42717684166666664,1.072665714329961,,False
107,1596.2595,1006.5,11983.5,10291.0,0.00040625,0.0,53.0,0.62991095,0.8879813415541982,0.7775694815073273,0.6876897880668258,0.42717684166666664,0.9063760671071649,,False
108,1427.6597,905.5,10870.5,8892.0,0.0004875,0.0,52.0,0.6348475,0.6885706394140386,0.5874132644801117,0.5284307922036595,0.337244875,0.5166956375180674,,False
109,1261.9448,806.0,9958.0,7486.0,0.00045625,0.0,51.5,0.63813,0.4925721693194494,0.4000811496859735,0.39786130997083,0.29227889166666665,0.1250654130704109,,False
110,1146.8895,717.0,8744.0,6668.0,0.0005,0.0,52.0,0.6362182,0.35649104438894047,0.23251775052337756,0.22415023990983823,0.337244875,-0.10278204325831096,,False
111,999.2474,641.0,7740.5,6035.0,0.00055625,0.0,46.5,0.63015735,0.1818679687554994,0.0894299040474529,0.0805595819146115,-0.15738094166666666,-0.2790992068965517,,False
112,746.69104,478.0,5876.5,4378.0,0.0007375,0.0,51.0,-0.025668148,-0.1168418766667984,-0.2174558719469644,-0.18615988644921772,0.24731290833333333,-0.7406435041296717,,False
113,751.88477,480.5,5899.0,4487.0,0.0007625,0.0,51.0,-0.028780002,-0.11069902159178419,-0.21274903489183533,-0.1829403649695041,0.24731290833333333,-0.7102824127606855,,False
114,559.2571,361.0,4249.0,3218.0,0.0010625,0.0,43.0,0.058952156,-0.33852853167481867,-0.4377358461270063,-0.4190386068151684,-0.472142825,-1.0637523664051207,,False
115,756.75806,483.0,6137.0,4548.0,0.00068125,0.0,52.0,-0.04457561,-0.10493515903262099,-0.2080421978367062,-0.14888498220631133,0.337244875,-0.6932913432789594,,False
116,751.5801,480.0,5844.0,4618.0,0.0006875,0.0,52.0,-0.060749136,-0.11105938933257051,-0.21369040230286113,-0.19081030636435958,0.337244875,-0.6737933946933718,,False
117,742.4437,471.5,5724.5,4646.0,0.000725,0.0,52.0,-0.086924925,-0.12186536832261535,-0.2296936482903001,-0.2079095426677274,0.337244875,-0.6659942152591369,,False
118,736.0401,463.0,5737.5,4776.0,0.000825,0.0,54.0,-0.10867466,-0.1294392269484323,-0.245696894277739,-0.20604937470167065,0.5171088083333334,-0.6297837393144745,,False
119,723.7229,455.5,7211.5,5444.0,0.00078125,0.0,56.0,-0.1144294,-0.14400733831249135,-0.2598174054431263,0.004865054680456112,0.6969727416666667,-0.44371760138343996,,False
120,721.045,438.5,11665.5,7967.0,0.00083125,0.0,56.0,-0.10624636,-0.1471746329092461,-0.2918238974180042,0.6421872178202068,0.6969727416666667,0.25904417406566177,,False
121,640.96387,394.25,7235.5,5916.0,0.000875,0.0,58.0,-0.055770107,-0.241890204610157,-0.37513491329378923,0.008299210925483956,0.876836675,-0.3122457194920504,,False
122,529.86487,324.5,6204.5,4589.0,0.00098125,0.0,56.0,0.109376416,-0.3732920352782923,-0.5064556671318912,-0.1392264177671705,0.6969727416666667,-0.6818711162502581,,False
123,473.89047,297.5,5216.5,3958.0,0.00106875,0.0,52.0,0.31999612,-0.4394954946883784,-0.5572895073272854,-0.28059918318748345,0.337244875,-0.8576311956431965,,False
124,458.76398,292.0,4640.0,4506.0,0.001275,0.0,52.5,0.48480064,-0.45738628758069116,-0.5676445488485694,-0.3630904779899231,0.3822108583333333,-0.7049901124303117,,False
125,486.59732,299.5,4420.0,4922.0,0.00120625,0.0,48.5,0.59276354,-0.42446652842504456,-0.5535240376831821,-0.394570243569345,0.022482991666666667,-0.5891165894073921,,False
126,714.84656,457.0,5914.5,4872.0,0.00090625,0.0,44.0,0.68241787,-0.1545057919468171,-0.2569933032100489,-0.1807224723945903,-0.3822108583333333,-0.6030436955399545,,False
127,661.3888,425.5,5606.5,5517.0,0.00088125,0.0,51.0,0.6765351,-0.2177327163264601,-0.31629945010467553,-0.22479414420578095,0.24731290833333333,-0.4233840264298988,,False
