trial_number,condition,amplitude,frequency,analysis_group,n_channels_used,onset_delta,sustained_delta,offset_delta,recovery_delta,transition_index
305,amp100_freq5,100,5,B_LEC_128-191,51,-11.216339111328125,-12.305000305175781,-26.062850952148438,-14.992286682128906,-13.757850646972656
305,amp100_freq5,100,5,B_LEC_192-255,32,-7.474897384643555,0.9143714904785156,-2.2532730102539062,-2.9286766052246094,-3.167644500732422
306,amp180_freq10,180,10,A_dHPC_0-31,32,26.7572021484375,94.11811828613281,178.694580078125,-7.7534942626953125,84.57646179199219
306,amp180_freq10,180,10,A_dHPC_32-63,32,133.1211700439453,74.84660339355469,24.86761474609375,6.1386566162109375,-49.97898864746094
306,amp180_freq10,180,10,A_dHPC_64-95,32,-8.405853271484375,75.80517578125,88.00389099121094,-0.7581863403320312,12.198715209960938
306,amp180_freq10,180,10,A_dHPC_96-127,31,42.366722106933594,84.13243103027344,113.95005798339844,14.239372253417969,29.817626953125
306,amp180_freq10,180,10,B_LEC_128-191,51,-31.003341674804688,-1.4536209106445312,6.545906066894531,-2.5287551879882812,7.9995269775390625
306,amp180_freq10,180,10,B_LEC_192-255,32,-9.841625213623047,2.823577880859375,33.528621673583984,-1.6502914428710938,30.70504379272461
307,amp180_freq50,180,50,A_dHPC_0-31,32,-43.32441711425781,-46.462738037109375,20.4027099609375,-67.68394470214844,66.86544799804688
307,amp180_freq50,180,50,A_dHPC_32-63,32,-16.1204833984375,-97.90255737304688,113.68002319335938,-46.77391052246094,211.58258056640625
307,amp180_freq50,180,50,A_dHPC_64-95,32,-33.06178283691406,-54.06005859375,59.27882385253906,-41.89356994628906,113.33888244628906
307,amp180_freq50,180,50,A_dHPC_96-127,31,43.63731384277344,-37.503814697265625,-19.714309692382812,-45.87455749511719,17.789505004882812
307,amp180_freq50,180,50,B_LEC_128-191,51,17.128585815429688,6.463554382324219,-6.455963134765625,9.982582092285156,-12.919517517089844
307,amp180_freq50,180,50,B_LEC_192-255,32,9.781074523925781,2.6380271911621094,-6.7069244384765625,-3.1990203857421875,-9.344951629638672
308,amp100_freq50,100,50,A_dHPC_0-31,32,-3.5906524658203125,-49.90361022949219,-74.83203125,-94.76968383789062,-24.928421020507812
308,amp100_freq50,100,50,A_dHPC_32-63,32,173.46189880371094,14.757965087890625,-68.50715637207031,-43.99273681640625,-83.26512145996094
308,amp100_freq50,100,50,A_dHPC_64-95,32,-30.13482666015625,-2.7725067138671875,-44.59626770019531,-53.57763671875,-41.823760986328125
308,amp100_freq50,100,50,A_dHPC_96-127,31,80.01535034179688,-3.496612548828125,-42.23328399658203,-27.66077423095703,-38.736671447753906
308,amp100_freq50,100,50,B_LEC_128-191,51,-24.05453109741211,-8.244117736816406,6.8222503662109375,-13.750968933105469,15.066368103027344
308,amp100_freq50,100,50,B_LEC_192-255,32,3.511150360107422,-0.4520912170410156,3.3677749633789062,13.268566131591797,3.819866180419922
309,amp180_freq10,180,10,A_dHPC_0-31,32,-17.98809814453125,2.1779937744140625,-10.910293579101562,2.466033935546875,-13.088287353515625
309,amp180_freq10,180,10,A_dHPC_32-63,32,-32.65320587158203,-19.727706909179688,-6.3930816650390625,-34.6912841796875,13.334625244140625
309,amp180_freq10,180,10,A_dHPC_64-95,32,2.887176513671875,-12.560943603515625,-25.915191650390625,-22.525856018066406,-13.354248046875
309,amp180_freq10,180,10,A_dHPC_96-127,31,35.04609680175781,-19.679275512695312,-24.767044067382812,-27.126754760742188,-5.0877685546875
309,amp180_freq10,180,10,B_LEC_128-191,51,17.341217041015625,3.7443695068359375,-0.7569122314453125,-2.9807205200195312,-4.50128173828125
309,amp180_freq10,180,10,B_LEC_192-255,32,-1.5288238525390625,5.195667266845703,-1.5991973876953125,-0.5569610595703125,-6.794864654541016
310,amp100_freq50,100,50,A_dHPC_0-31,32,-60.577239990234375,36.97993469238281,128.78358459472656,46.03468322753906,91.80364990234375
310,amp100_freq50,100,50,A_dHPC_32-63,32,-143.9022979736328,2.5906219482421875,20.432449340820312,15.570968627929688,17.841827392578125
310,amp100_freq50,100,50,A_dHPC_64-95,32,-37.202919006347656,7.7302703857421875,36.13819885253906,37.58099365234375,28.407928466796875
310,amp100_freq50,100,50,A_dHPC_96-127,31,-55.90602111816406,16.693504333496094,65.71680450439453,8.775581359863281,49.02330017089844
310,amp100_freq50,100,50,B_LEC_128-191,51,2.52374267578125,11.09228515625,1.7622528076171875,2.29901123046875,-9.330032348632812
310,amp100_freq50,100,50,B_LEC_192-255,32,-1.7792396545410156,-1.95556640625,-8.938800811767578,-7.167324066162109,-6.983234405517578
311,amp100_freq10,100,10,A_dHPC_0-31,32,-57.82737731933594,114.58401489257812,155.44024658203125,165.35195922851562,40.856231689453125
311,amp100_freq10,100,10,A_dHPC_32-63,32,-66.9561767578125,90.83882141113281,235.72694396972656,56.52886962890625,144.88812255859375
311,amp100_freq10,100,10,A_dHPC_64-95,32,-39.805442810058594,85.1919937133789,244.74905395507812,101.4112319946289,159.55706024169922
311,amp100_freq10,100,10,A_dHPC_96-127,31,12.622611999511719,63.85132598876953,39.703514099121094,48.09705352783203,-24.147811889648438
311,amp100_freq10,100,10,B_LEC_128-191,51,-17.30384063720703,13.601417541503906,-11.17803955078125,14.611137390136719,-24.779457092285156
311,amp100_freq10,100,10,B_LEC_192-255,32,8.998699188232422,0.08543777465820312,-0.7488021850585938,1.8028640747070312,-0.8342399597167969
312,amp180_freq5,180,5,A_dHPC_0-31,32,-12.670974731445312,78.02076721191406,72.29402160644531,39.79827880859375,-5.72674560546875
312,amp180_freq5,180,5,A_dHPC_32-63,32,23.775131225585938,35.92051696777344,75.03599548339844,-11.794845581054688,39.115478515625
312,amp180_freq5,180,5,A_dHPC_64-95,32,-36.0413818359375,46.85969543457031,78.66123962402344,42.35133361816406,31.801544189453125
312,amp180_freq5,180,5,A_dHPC_96-127,31,16.59056854248047,33.351524353027344,86.86499786376953,11.737113952636719,53.51347351074219
312,amp180_freq5,180,5,B_LEC_128-191,51,12.690879821777344,11.307380676269531,8.132606506347656,24.690170288085938,-3.174774169921875
312,amp180_freq5,180,5,B_LEC_192-255,32,55.948280334472656,-6.909580230712891,-30.968347549438477,-9.171417236328125,-24.058767318725586
313,amp250_freq50,250,50,A_dHPC_0-31,32,140.1397705078125,-70.92070007324219,-9.4774169921875,-78.73780822753906,61.44328308105469
313,amp250_freq50,250,50,A_dHPC_32-63,32,138.46697998046875,-66.395263671875,-37.192901611328125,-103.65946960449219,29.202362060546875
313,amp250_freq50,250,50,A_dHPC_64-95,32,39.2275390625,-55.058502197265625,-54.433074951171875,-80.26229095458984,0.62542724609375
313,amp250_freq50,250,50,A_dHPC_96-127,31,218.54977416992188,-19.798912048339844,-8.739677429199219,-35.199920654296875,11.059234619140625
313,amp250_freq50,250,50,B_LEC_128-191,51,-9.458175659179688,-18.730941772460938,-22.736221313476562,-20.205787658691406,-4.005279541015625
313,amp250_freq50,250,50,B_LEC_192-255,32,-7.799400329589844,0.9564361572265625,-10.719087600708008,7.945293426513672,-11.67552375793457
314,amp250_freq10,250,10,A_dHPC_0-31,32,167.47604370117188,17.269027709960938,17.004547119140625,-20.292617797851562,-0.2644805908203125
314,amp250_freq10,250,10,A_dHPC_32-63,32,370.6388244628906,2.877227783203125,-31.358901977539062,-19.7825927734375,-34.23612976074219
314,amp250_freq10,250,10,A_dHPC_64-95,32,140.86273193359375,27.966567993164062,-28.54340362548828,1.29052734375,-56.509971618652344
314,amp250_freq10,250,10,A_dHPC_96-127,31,82.50554656982422,8.109756469726562,-4.6605072021484375,1.5126113891601562,-12.770263671875
314,amp250_freq10,250,10,B_LEC_128-191,51,-12.339290618896484,6.138427734375,-15.348705291748047,7.3245849609375,-21.487133026123047
314,amp250_freq10,250,10,B_LEC_192-255,32,-3.7685508728027344,-12.920677185058594,0.8372001647949219,-1.8761329650878906,13.757877349853516
315,amp100_freq5,100,5,A_dHPC_0-31,32,-27.373321533203125,68.1204833984375,-13.092071533203125,-12.621841430664062,-81.21255493164062
315,amp100_freq5,100,5,A_dHPC_32-63,32,-40.65550231933594,49.36576843261719,-25.574508666992188,-39.69267272949219,-74.94027709960938
315,amp100_freq5,100,5,A_dHPC_64-95,32,-74.58164978027344,47.51609802246094,-34.06089782714844,16.356155395507812,-81.57699584960938
315,amp100_freq5,100,5,A_dHPC_96-127,31,-9.821708679199219,42.576438903808594,-13.348800659179688,-12.091323852539062,-55.92523956298828
315,amp100_freq5,100,5,B_LEC_128-191,51,17.777847290039062,8.388534545898438,10.994224548339844,-16.242839813232422,2.6056900024414062
315,amp100_freq5,100,5,B_LEC_192-255,32,-14.326148986816406,-0.4569511413574219,11.049976348876953,3.745128631591797,11.506927490234375
316,amp180_freq5,180,5,A_dHPC_0-31,32,-18.2728271484375,23.304229736328125,-73.37002563476562,-47.89373779296875,-96.67425537109375
316,amp180_freq5,180,5,A_dHPC_32-63,32,-51.57847595214844,30.687210083007812,-21.8756103515625,-42.09832763671875,-52.56282043457031
316,amp180_freq5,180,5,A_dHPC_64-95,32,-29.052444458007812,-18.650344848632812,-63.08055877685547,-37.38890075683594,-44.430213928222656
316,amp180_freq5,180,5,A_dHPC_96-127,31,-54.80280303955078,11.172744750976562,-3.8917236328125,-27.830421447753906,-15.064468383789062
316,amp180_freq5,180,5,B_LEC_128-191,51,24.427474975585938,-1.2245635986328125,37.590614318847656,-15.462364196777344,38.81517791748047
316,amp180_freq5,180,5,B_LEC_192-255,32,-18.91790199279785,-7.059947967529297,-15.58021354675293,7.585460662841797,-8.520265579223633
317,amp250_freq26,250,26,A_dHPC_0-31,32,162.22872924804688,48.23225402832031,117.70193481445312,8.124893188476562,69.46968078613281
317,amp250_freq26,250,26,A_dHPC_32-63,32,144.36199951171875,10.876296997070312,51.09112548828125,-35.43603515625,40.21482849121094
317,amp250_freq26,250,26,A_dHPC_64-95,32,26.170570373535156,45.12480926513672,4.521003723144531,-10.633438110351562,-40.60380554199219
317,amp250_freq26,250,26,A_dHPC_96-127,31,75.27289581298828,17.007240295410156,29.547744750976562,-2.3946456909179688,12.540504455566406
317,amp250_freq26,250,26,B_LEC_128-191,51,32.18540954589844,-3.8858718872070312,-2.354095458984375,4.266441345214844,1.5317764282226562
317,amp250_freq26,250,26,B_LEC_192-255,32,-9.886337280273438,7.292261123657227,1.8267269134521484,9.881872177124023,-5.465534210205078
318,amp180_freq5,180,5,A_dHPC_0-31,32,-54.863189697265625,-24.596588134765625,2.8681182861328125,-79.29875183105469,27.464706420898438
318,amp180_freq5,180,5,A_dHPC_32-63,32,-139.20147705078125,-53.78666687011719,-89.58685302734375,-100.61883544921875,-35.80018615722656
318,amp180_freq5,180,5,A_dHPC_64-95,32,-37.50230407714844,-46.60719299316406,-21.467681884765625,-60.78125,25.139511108398438
318,amp180_freq5,180,5,A_dHPC_96-127,31,-68.1260757446289,-49.06676483154297,-20.614715576171875,-59.56825256347656,28.452049255371094
318,amp180_freq5,180,5,B_LEC_128-191,51,24.061073303222656,12.433868408203125,15.677162170410156,7.284019470214844,3.2432937622070312
318,amp180_freq5,180,5,B_LEC_192-255,32,13.363998413085938,-8.426689147949219,-15.476875305175781,-8.511863708496094,-7.0501861572265625
319,amp100_freq5,100,5,A_dHPC_0-31,32,-24.821823120117188,45.766082763671875,108.43641662597656,25.950897216796875,62.67033386230469
319,amp100_freq5,100,5,A_dHPC_32-63,32,-25.017105102539062,-8.351287841796875,22.825332641601562,-50.055877685546875,31.176620483398438
319,amp100_freq5,100,5,A_dHPC_64-95,32,-74.65485382080078,11.011627197265625,2.2899627685546875,-7.2313079833984375,-8.721664428710938
319,amp100_freq5,100,5,A_dHPC_96-127,31,-51.642242431640625,0.1368408203125,83.17866516113281,-18.050933837890625,83.04182434082031
319,amp100_freq5,100,5,B_LEC_128-191,51,-3.9062843322753906,14.435691833496094,6.121551513671875,22.12854766845703,-8.314140319824219
319,amp100_freq5,100,5,B_LEC_192-255,32,2.2752456665039062,-16.797481536865234,-18.255252838134766,-27.360309600830078,-1.4577713012695312
320,amp180_freq50,180,50,A_dHPC_0-31,32,-8.312881469726562,15.106918334960938,26.688369750976562,-36.44895935058594,11.581451416015625
320,amp180_freq50,180,50,A_dHPC_32-63,32,-31.085205078125,-14.50311279296875,-35.211395263671875,-22.481277465820312,-20.708282470703125
320,amp180_freq50,180,50,A_dHPC_64-95,32,92.11367797851562,-0.146697998046875,-14.810333251953125,5.169647216796875,-14.66363525390625
320,amp180_freq50,180,50,A_dHPC_96-127,31,4.3005218505859375,10.1009521484375,111.0228271484375,3.988250732421875,100.921875
320,amp180_freq50,180,50,B_LEC_128-191,51,-44.30487823486328,0.2842559814453125,43.556922912597656,7.984107971191406,43.272666931152344
320,amp180_freq50,180,50,B_LEC_192-255,32,-3.597126007080078,-2.8626861572265625,-5.251873016357422,3.536346435546875,-2.3891868591308594
321,amp180_freq5,180,5,A_dHPC_0-31,32,-94.54109191894531,-33.23081970214844,-26.620849609375,13.922744750976562,6.6099700927734375
321,amp180_freq5,180,5,A_dHPC_32-63,32,-108.4833984375,-35.11351013183594,10.9332275390625,17.5496826171875,46.04673767089844
321,amp180_freq5,180,5,A_dHPC_64-95,32,0.82159423828125,11.242416381835938,-5.6596527099609375,42.459930419921875,-16.902069091796875
321,amp180_freq5,180,5,A_dHPC_96-127,31,13.493064880371094,4.795074462890625,18.84209442138672,81.0771255493164,14.047019958496094
321,amp180_freq5,180,5,B_LEC_128-191,51,-24.3033447265625,-10.485557556152344,-28.409622192382812,-6.5298919677734375,-17.92406463623047
321,amp180_freq5,180,5,B_LEC_192-255,32,-10.08022689819336,8.957664489746094,20.006275177001953,12.780357360839844,11.04861068725586
322,amp100_freq50,100,50,A_dHPC_0-31,32,-22.281997680664062,65.10374450683594,29.319747924804688,86.51222229003906,-35.78399658203125
322,amp100_freq50,100,50,A_dHPC_32-63,32,26.947418212890625,96.79840087890625,19.749969482421875,108.89469909667969,-77.04843139648438
322,amp100_freq50,100,50,A_dHPC_64-95,32,98.10682678222656,31.340469360351562,16.354324340820312,92.49974060058594,-14.98614501953125
322,amp100_freq50,100,50,A_dHPC_96-127,31,-2.2879486083984375,60.020118713378906,30.146636962890625,73.85309600830078,-29.87348175048828
322,amp100_freq50,100,50,B_LEC_128-191,51,26.72173309326172,-10.920768737792969,-6.476539611816406,-5.1883697509765625,4.4442291259765625
322,amp100_freq50,100,50,B_LEC_192-255,32,13.63082504272461,2.847118377685547,-1.6673011779785156,9.90835189819336,-4.5144195556640625
323,amp180_freq50,180,50,A_dHPC_0-31,32,1.6583709716796875,-11.489089965820312,68.604736328125,0.9279937744140625,80.09382629394531
323,amp180_freq50,180,50,A_dHPC_32-63,32,-61.432647705078125,-2.2005615234375,-24.003280639648438,22.863540649414062,-21.802719116210938
323,amp180_freq50,180,50,A_dHPC_64-95,32,-51.74090576171875,-14.337554931640625,-7.57916259765625,-2.5641632080078125,6.758392333984375
323,amp180_freq50,180,50,A_dHPC_96-127,31,-37.12042236328125,-6.4103240966796875,63.428611755371094,24.80854034423828,69.83893585205078
323,amp180_freq50,180,50,B_LEC_128-191,51,-1.9773635864257812,0.308990478515625,-10.677276611328125,0.6065216064453125,-10.98626708984375
323,amp180_freq50,180,50,B_LEC_192-255,32,17.365001678466797,1.64453125,-2.867124557495117,5.765098571777344,-4.511655807495117
324,amp250_freq26,250,26,A_dHPC_0-31,32,1.065093994140625,18.467926025390625,4.1969757080078125,34.636383056640625,-14.270950317382812
324,amp250_freq26,250,26,A_dHPC_32-63,32,64.12930297851562,8.778938293457031,-19.781761169433594,10.304595947265625,-28.560699462890625
324,amp250_freq26,250,26,A_dHPC_64-95,32,13.951507568359375,-15.72637939453125,3.844512939453125,31.115142822265625,19.570892333984375
324,amp250_freq26,250,26,A_dHPC_96-127,31,107.2989501953125,0.7632675170898438,-23.135513305664062,4.1422576904296875,-23.898780822753906
324,amp250_freq26,250,26,B_LEC_128-191,51,-27.666156768798828,6.915977478027344,-23.2998046875,16.374191284179688,-30.215782165527344
324,amp250_freq26,250,26,B_LEC_192-255,32,-18.983823776245117,6.656291961669922,2.1569252014160156,3.694549560546875,-4.499366760253906
325,amp180_freq5,180,5,A_dHPC_0-31,32,-161.27096557617188,-37.42964172363281,-9.114837646484375,37.94819641113281,28.314804077148438
325,amp180_freq5,180,5,A_dHPC_32-63,32,-121.9485092163086,-28.396224975585938,22.713180541992188,-28.897720336914062,51.109405517578125
325,amp180_freq5,180,5,A_dHPC_64-95,32,-70.8289794921875,0.5796966552734375,70.21226501464844,59.27851867675781,69.632568359375
325,amp180_freq5,180,5,A_dHPC_96-127,31,-55.74777603149414,-3.058349609375,26.9576416015625,16.429092407226562,30.0159912109375
325,amp180_freq5,180,5,B_LEC_128-191,51,76.8701400756836,1.3307876586914062,46.92644500732422,20.363037109375,45.59565734863281
325,amp180_freq5,180,5,B_LEC_192-255,32,30.37277603149414,-3.4034385681152344,-0.7273483276367188,6.568553924560547,2.6760902404785156
326,amp180_freq50,180,50,A_dHPC_0-31,32,-61.386077880859375,-28.234222412109375,-26.258453369140625,-50.863800048828125,1.97576904296875
326,amp180_freq50,180,50,A_dHPC_32-63,32,-53.88441467285156,-13.995529174804688,-46.749481201171875,-64.22577667236328,-32.75395202636719
326,amp180_freq50,180,50,A_dHPC_64-95,32,-1.0264739990234375,-32.52900695800781,-35.66510009765625,-67.51891326904297,-3.1360931396484375
326,amp180_freq50,180,50,A_dHPC_96-127,31,-25.387298583984375,-17.497657775878906,-20.744979858398438,-40.750701904296875,-3.2473220825195312
326,amp180_freq50,180,50,B_LEC_128-191,51,34.11332702636719,-21.18744659423828,-30.040874481201172,-10.703483581542969,-8.85342788696289
326,amp180_freq50,180,50,B_LEC_192-255,32,78.66143035888672,-3.1865615844726562,0.21736526489257812,-13.550533294677734,3.4039268493652344
327,amp250_freq50,250,50,A_dHPC_0-31,32,13.2010498046875,3.2141571044921875,45.27766418457031,15.653762817382812,42.063507080078125
327,amp250_freq50,250,50,A_dHPC_32-63,32,-39.96736145019531,25.858230590820312,73.29776000976562,22.0582275390625,47.43952941894531
327,amp250_freq50,250,50,A_dHPC_64-95,32,-68.0892333984375,25.556350708007812,63.664764404296875,15.736785888671875,38.10841369628906
327,amp250_freq50,250,50,A_dHPC_96-127,31,-16.984054565429688,25.854736328125,62.91633605957031,12.1583251953125,37.06159973144531
327,amp250_freq50,250,50,B_LEC_128-191,51,3.2702178955078125,-3.38592529296875,-20.556690216064453,-16.123287200927734,-17.170764923095703
327,amp250_freq50,250,50,B_LEC_192-255,32,-6.9798126220703125,-12.096817016601562,-16.299373626708984,-0.16321563720703125,-4.202556610107422
328,amp250_freq26,250,26,A_dHPC_0-31,32,-79.56916809082031,-0.52447509765625,-53.34242248535156,-64.74880981445312,-52.81794738769531
328,amp250_freq26,250,26,A_dHPC_32-63,32,-35.05339050292969,-45.68125915527344,-98.61201477050781,-87.77296447753906,-52.930755615234375
328,amp250_freq26,250,26,A_dHPC_64-95,32,33.81871032714844,-14.137054443359375,-67.9798583984375,-63.77099609375,-53.842803955078125
328,amp250_freq26,250,26,A_dHPC_96-127,31,-16.956100463867188,-0.31841278076171875,9.365066528320312,-25.73431396484375,9.683479309082031
328,amp250_freq26,250,26,B_LEC_128-191,51,-13.048919677734375,-9.892326354980469,-8.075035095214844,-23.379165649414062,1.817291259765625
328,amp250_freq26,250,26,B_LEC_192-255,32,-23.15187644958496,11.135272979736328,-13.30581283569336,-7.325595855712891,-24.441085815429688
329,amp180_freq26,180,26,A_dHPC_0-31,32,21.26904296875,-2.6619873046875,117.76605224609375,-49.53520202636719,120.42803955078125
329,amp180_freq26,180,26,A_dHPC_32-63,32,106.10008239746094,38.44728088378906,135.62596130371094,-30.457290649414062,97.17868041992188
329,amp180_freq26,180,26,A_dHPC_64-95,32,-49.09623718261719,4.9212493896484375,175.8136444091797,8.288726806640625,170.89239501953125
329,amp180_freq26,180,26,A_dHPC_96-127,31,2.0693359375,21.312286376953125,70.21836853027344,-2.777801513671875,48.90608215332031
329,amp180_freq26,180,26,B_LEC_128-191,51,-0.5386810302734375,11.855491638183594,22.3514404296875,45.51182556152344,10.495948791503906
329,amp180_freq26,180,26,B_LEC_192-255,32,0.41112518310546875,-1.5652122497558594,-2.2744979858398438,17.183238983154297,-0.7092857360839844
330,amp180_freq26,180,26,A_dHPC_0-31,32,76.45524597167969,77.77633666992188,79.27836608886719,29.320144653320312,1.5020294189453125
330,amp180_freq26,180,26,A_dHPC_32-63,32,53.25706481933594,70.77616882324219,166.15762329101562,55.093109130859375,95.38145446777344
330,amp180_freq26,180,26,A_dHPC_64-95,32,88.65087890625,71.91511535644531,107.56831359863281,54.46197509765625,35.6531982421875
330,amp180_freq26,180,26,A_dHPC_96-127,31,45.184906005859375,21.215484619140625,13.836112976074219,0.41704559326171875,-7.379371643066406
330,amp180_freq26,180,26,B_LEC_128-191,51,0.533203125,-3.8034286499023438,-21.608596801757812,-16.16590118408203,-17.80516815185547
330,amp180_freq26,180,26,B_LEC_192-255,32,-20.23197364807129,-11.158493041992188,-18.824722290039062,-13.1510009765625,-7.666229248046875
331,amp100_freq26,100,26,A_dHPC_0-31,32,51.083160400390625,56.36946105957031,44.343597412109375,-18.69970703125,-12.025863647460938
331,amp100_freq26,100,26,A_dHPC_32-63,32,255.321044921875,87.05613708496094,92.69566345214844,-5.98406982421875,5.6395263671875
331,amp100_freq26,100,26,A_dHPC_64-95,32,11.491073608398438,61.71244812011719,78.88482666015625,-46.31770324707031,17.172378540039062
331,amp100_freq26,100,26,A_dHPC_96-127,31,66.97722625732422,41.648231506347656,43.53491973876953,-16.370330810546875,1.886688232421875
331,amp100_freq26,100,26,B_LEC_128-191,51,29.6751708984375,7.5172576904296875,10.155082702636719,-8.2232666015625,2.6378250122070312
331,amp100_freq26,100,26,B_LEC_192-255,32,49.02237319946289,0.4636878967285156,-9.567874908447266,-10.90109634399414,-10.031562805175781
332,amp180_freq5,180,5,A_dHPC_0-31,32,-78.14356994628906,-29.003402709960938,-2.696197509765625,60.60649108886719,26.307205200195312
332,amp180_freq5,180,5,A_dHPC_32-63,32,-1.4526824951171875,-9.574874877929688,47.0433349609375,53.99737548828125,56.61820983886719
332,amp180_freq5,180,5,A_dHPC_64-95,32,-70.46298217773438,-43.288787841796875,4.4896392822265625,6.0334625244140625,47.77842712402344
332,amp180_freq5,180,5,A_dHPC_96-127,31,-60.18701171875,-30.926544189453125,-78.57192993164062,31.580459594726562,-47.6453857421875
332,amp180_freq5,180,5,B_LEC_128-191,51,38.792510986328125,2.8074569702148438,25.063880920410156,16.29900360107422,22.256423950195312
332,amp180_freq5,180,5,B_LEC_192-255,32,-2.35736083984375,5.692607879638672,23.539073944091797,-6.487514495849609,17.846466064453125
333,amp100_freq26,100,26,A_dHPC_0-31,32,-112.29730224609375,-74.92288208007812,20.900558471679688,-37.782501220703125,95.82344055175781
333,amp100_freq26,100,26,A_dHPC_32-63,32,-106.70339965820312,-58.68199157714844,-40.46266174316406,-47.85237121582031,18.219329833984375
333,amp100_freq26,100,26,A_dHPC_64-95,32,-169.49923706054688,-91.60400390625,-28.735870361328125,-80.69210815429688,62.868133544921875
333,amp100_freq26,100,26,A_dHPC_96-127,31,-11.338104248046875,-43.55846405029297,66.190673828125,-16.12420654296875,109.74913787841797
333,amp100_freq26,100,26,B_LEC_128-191,51,-31.05490493774414,7.275665283203125,-15.317882537841797,6.2100372314453125,-22.593547821044922
333,amp100_freq26,100,26,B_LEC_192-255,32,-10.302497863769531,-11.673686981201172,2.520000457763672,-2.0435409545898438,14.193687438964844
334,amp250_freq10,250,10,A_dHPC_0-31,32,-30.032745361328125,-174.64825439453125,-147.3258056640625,-123.398193359375,27.32244873046875
334,amp250_freq10,250,10,A_dHPC_32-63,32,-28.477401733398438,-124.17453002929688,-169.39501953125,-71.90208435058594,-45.220489501953125
334,amp250_freq10,250,10,A_dHPC_64-95,32,17.15911865234375,-142.7344512939453,-162.20083618164062,-75.57177734375,-19.466384887695312
334,amp250_freq10,250,10,A_dHPC_96-127,31,-53.1639404296875,-93.17320251464844,-113.42122650146484,-70.89514923095703,-20.248023986816406
334,amp250_freq10,250,10,B_LEC_128-191,51,26.286849975585938,-11.610580444335938,6.178131103515625,-8.489715576171875,17.788711547851562
334,amp250_freq10,250,10,B_LEC_192-255,32,-11.302976608276367,-0.5700035095214844,-9.811100006103516,10.971328735351562,-9.241096496582031
335,amp250_freq26,250,26,A_dHPC_0-31,32,158.83665466308594,-13.232925415039062,158.0897674560547,-4.816131591796875,171.32269287109375
335,amp250_freq26,250,26,A_dHPC_32-63,32,243.23178100585938,30.288406372070312,28.223785400390625,32.15437316894531,-2.0646209716796875
335,amp250_freq26,250,26,A_dHPC_64-95,32,284.699951171875,38.236083984375,149.08946228027344,71.57781982421875,110.85337829589844
335,amp250_freq26,250,26,A_dHPC_96-127,31,109.88086700439453,1.6085586547851562,51.442832946777344,7.4482879638671875,49.83427429199219
335,amp250_freq26,250,26,B_LEC_128-191,51,-9.073760986328125,-1.6978912353515625,4.989295959472656,17.233863830566406,6.687187194824219
335,amp250_freq26,250,26,B_LEC_192-255,32,-29.443910598754883,-14.202281951904297,-21.883098602294922,-15.226078033447266,-7.680816650390625
336,amp250_freq5,250,5,A_dHPC_0-31,32,-44.542030334472656,39.146697998046875,137.19110107421875,17.773696899414062,98.04440307617188
336,amp250_freq5,250,5,A_dHPC_32-63,32,-81.97809600830078,4.83441162109375,82.16314697265625,-38.46856689453125,77.3287353515625
336,amp250_freq5,250,5,A_dHPC_64-95,32,-68.23308563232422,5.8027191162109375,35.9879150390625,17.458480834960938,30.185195922851562
336,amp250_freq5,250,5,A_dHPC_96-127,31,-32.898902893066406,12.5047607421875,32.13849639892578,-13.386238098144531,19.63373565673828
336,amp250_freq5,250,5,B_LEC_128-191,51,15.844902038574219,-6.31787109375,-7.575263977050781,5.85247802734375,-1.2573928833007812
336,amp250_freq5,250,5,B_LEC_192-255,32,-1.1226005554199219,2.4209518432617188,15.026023864746094,3.0651206970214844,12.605072021484375
337,amp100_freq10,100,10,A_dHPC_0-31,32,-60.40687561035156,-28.688873291015625,-25.889862060546875,38.63818359375,2.79901123046875
337,amp100_freq10,100,10,A_dHPC_32-63,32,3.3574371337890625,47.78535461425781,-58.55469512939453,47.4075927734375,-106.34004974365234
337,amp100_freq10,100,10,A_dHPC_64-95,32,-43.122703552246094,9.0244140625,68.98159790039062,34.959197998046875,59.957183837890625
337,amp100_freq10,100,10,A_dHPC_96-127,31,-50.30763244628906,-18.9210205078125,-84.79045867919922,-29.566207885742188,-65.86943817138672
337,amp100_freq10,100,10,B_LEC_128-191,51,-8.090034484863281,7.393928527832031,12.898124694824219,-7.286712646484375,5.5041961669921875
337,amp100_freq10,100,10,B_LEC_192-255,32,-16.471023559570312,2.8256378173828125,33.62784957885742,-2.34307861328125,30.80221176147461
338,amp180_freq50,180,50,A_dHPC_0-31,32,-55.6846923828125,-29.968276977539062,-33.80232238769531,-46.65458679199219,-3.83404541015625
338,amp180_freq50,180,50,A_dHPC_32-63,32,77.94839477539062,-62.11427307128906,-53.561370849609375,-54.98713684082031,8.552902221679688
338,amp180_freq50,180,50,A_dHPC_64-95,32,-10.576889038085938,-69.23173522949219,-65.9783935546875,-39.4022216796875,3.2533416748046875
338,amp180_freq50,180,50,A_dHPC_96-127,31,-16.010887145996094,-21.20098114013672,10.305763244628906,-4.463874816894531,31.506744384765625
338,amp180_freq50,180,50,B_LEC_128-191,51,32.24742889404297,6.540313720703125,-20.56896209716797,-1.10699462890625,-27.109275817871094
338,amp180_freq50,180,50,B_LEC_192-255,32,-18.202003479003906,-19.962047576904297,-2.784313201904297,-9.773807525634766,17.177734375
