condition,amplitude,frequency,analysis_group,n_trials,onset_delta_mean,onset_delta_ci_low,onset_delta_ci_high,sustained_delta_mean,sustained_delta_ci_low,sustained_delta_ci_high,offset_delta_mean,offset_delta_ci_low,offset_delta_ci_high,recovery_delta_mean,recovery_delta_ci_low,recovery_delta_ci_high,transition_index_mean,transition_index_ci_low,transition_index_ci_high
amp100_freq5,100,5,A_dHPC_0-31,200,-4.926783638000488,-15.510767959594727,6.422966706275914,0.7605390167236328,-5.397553747177124,6.659607021331787,-0.09712757110595703,-10.128687301635741,10.494045727729796,-1.8192483520507812,-10.160097447395325,5.747612112045288,-0.8576665878295898,-9.914777513504028,8.396964222907991
amp100_freq5,100,5,A_dHPC_32-63,200,4.3944524383544925,-8.94264351940155,17.46972880268097,1.9952423095703125,-4.6315537328720096,8.52998773384094,10.35815071105957,-2.695861840248108,24.312409373283383,-0.7595415878295898,-9.654086359024047,8.225747269630428,8.362908401489257,-3.9582485618591305,21.1564000711441
amp100_freq5,100,5,A_dHPC_64-95,200,2.27557409286499,-8.89285702943802,13.361137527465818,2.1510751342773435,-3.3154790525436404,7.539362683296202,13.16592185974121,2.530765410423279,23.56889951133727,2.157523307800293,-5.075693345069886,9.682275640487669,11.014846725463867,2.0197391576766965,20.24795829963683
amp100_freq5,100,5,A_dHPC_96-127,200,-3.085049285888672,-9.956935215473175,4.117031763553616,-0.7543106079101562,-4.653382647514343,3.255275160789488,2.6146829986572264,-4.136585807323456,9.203251296997063,-1.9157796859741212,-7.1828726263046265,3.4451761903762814,3.3689936065673827,-2.7968146357536314,9.13292112588882
amp100_freq5,100,5,B_LEC_128-191,200,4.282534542083741,-0.00963407087326044,8.409847611904144,1.140228271484375,-0.41367384004592894,2.745977360725402,-1.8055648803710938,-4.710861720561981,1.2355140652656524,1.4448804092407226,-0.4830073013305664,3.4272119698524475,-2.9457931518554688,-5.828631502628327,-0.08133345603942918
amp100_freq5,100,5,B_LEC_192-255,200,-4.814304418563843,-7.0734660279750825,-2.472918320417407,-0.34860700607299805,-1.697939725637436,0.9772270236015316,-1.117144651412964,-3.283056750297546,1.1342935075759875,-1.5019850635528564,-3.238232987642288,0.4951450197696679,-0.7685376453399658,-2.699601900815964,1.3079833171367636
amp180_freq5,180,5,A_dHPC_0-31,200,2.163423385620117,-10.54760470867157,15.544478935241697,4.903375282287597,-0.7097731409072876,10.94229198360443,14.658760185241698,3.9311101179122923,25.699726212501528,8.121530494689942,0.0029904136657715147,15.753241149902335,9.755384902954102,0.5688647022247315,19.326100292205798
amp180_freq5,180,5,A_dHPC_32-63,200,1.0771440887451171,-12.115564820289611,15.381178933143604,1.2633697128295898,-5.042595930099487,7.202256272315977,13.208817348480224,0.0014845876693726269,26.270352352142332,2.4771116638183592,-6.225326270103454,10.937797699928282,11.945447635650634,1.6420695633888247,22.531037113189694
amp180_freq5,180,5,A_dHPC_64-95,200,3.931943302154541,-7.086318432331085,15.310342479228966,3.648605613708496,-1.7154582595825194,9.110530595779409,13.185910205841065,3.66700320482254,23.113698420524592,3.4539633560180665,-3.4621244764328,10.385414252281185,9.537304592132568,0.5087974843978884,18.45849970340728
amp180_freq5,180,5,A_dHPC_96-127,200,1.3944978141784667,-5.1219748311042785,8.557910371303558,3.2121772384643554,-0.12004857540130612,6.584435684204101,8.756870765686035,2.3182000613212588,15.719906158924099,6.730021514892578,1.9005496482849122,11.433555027008055,5.544693527221679,-0.5055016074180604,11.761989452838886
amp180_freq5,180,5,B_LEC_128-191,200,6.952470684051514,2.0267181091308593,12.001131975650779,2.5072266387939455,1.0851917419433594,3.8055704994201656,2.2358234405517576,-0.948195466518402,5.47886555290222,2.874230537414551,0.9671019468307496,4.801655436515806,-0.2714031982421875,-3.2038165268898013,2.7688617391586288
amp180_freq5,180,5,B_LEC_192-255,200,-2.0794635677337645,-4.651180794715882,0.5194597961902604,0.8597650051116943,-0.5924358777999877,2.1966859345436087,-0.7066773128509521,-3.25652912902832,1.784650771856308,-0.6790448760986328,-2.317544778108597,0.9321916513442966,-1.5664423179626465,-3.6574580912590027,0.6543195106983173
amp250_freq5,250,5,A_dHPC_0-31,200,6.757416267395019,-5.96022608089447,19.258840817451475,-3.2596907806396485,-9.594358798980712,3.298587310791015,-3.079529037475586,-13.356613976478576,7.136987236022945,-2.2483558654785156,-11.476253971099853,7.006633350372309,0.1801617431640625,-8.964731277465821,8.651065906524654
amp250_freq5,250,5,A_dHPC_32-63,200,2.7499915313720704,-11.463897761344908,17.426544476509086,-1.1507907867431642,-8.509111783027649,5.974277983665465,6.037239608764648,-5.922358793258667,17.39851701450347,-2.760166702270508,-12.345502137184143,6.418628531455991,7.188030395507813,-3.925935515403747,17.998931899070737
amp250_freq5,250,5,A_dHPC_64-95,200,5.182115955352783,-7.860684455394745,18.05834648942947,-5.125811843872071,-11.13693151473999,0.8935088558196987,-1.9087545776367187,-10.772171294212342,7.237774766921993,-4.785361633300782,-12.307760778427124,2.3509369544982777,3.2170572662353516,-4.435027597427368,10.911028432846066
amp250_freq5,250,5,A_dHPC_96-127,200,4.493586139678955,-1.8850715680122374,11.175737230300902,0.1098990249633789,-3.923350400924683,3.923322922706603,7.735668163299561,0.924349509239197,14.892472548007959,1.4773059463500977,-3.687272388458252,6.538663435935967,7.625769138336182,1.4519297027587892,14.41136852216719
amp250_freq5,250,5,B_LEC_128-191,200,1.9608183479309083,-1.7475086455345152,5.722811707973478,1.236907615661621,-0.02272785329818725,2.4292723717689513,0.4896488571166992,-2.355606367111206,3.4407883257865906,1.6308303833007813,-0.21198014307022092,3.4444983539581284,-0.7472587585449219,-3.271938397407532,1.8983334140777577
amp250_freq5,250,5,B_LEC_192-255,200,0.47162273406982425,-3.0196599452495576,4.455566387414931,-0.37039833068847655,-1.6372285401821136,0.9515176837444304,-0.4407544231414795,-3.047656724691391,2.261699114322661,-1.2374609565734864,-2.9559211213588714,0.40677204942703193,-0.07035609245300294,-2.4577448115348814,2.3044526121616364
amp100_freq10,100,10,A_dHPC_0-31,200,13.744290199279785,1.941491876602173,25.107106315612782,2.4131541061401367,-3.701299542427063,8.275752026557916,1.0595137405395507,-9.500857707023622,11.771776588439936,9.882797088623047,1.8912122135162355,18.250851615905756,-1.353640365600586,-10.06323484134674,7.730299227714525
amp100_freq10,100,10,A_dHPC_32-63,200,5.844456405639648,-7.282766074180603,19.56788377380371,7.544415435791016,1.0810370874404907,14.018355079650878,6.697605094909668,-5.268702836036682,18.16183447456359,9.560915794372558,1.5749460687637329,17.504235573768614,-0.8468103408813477,-11.974417294502258,9.436264331817622
amp100_freq10,100,10,A_dHPC_64-95,200,-0.9454726791381836,-12.27251153755188,10.861726656913756,2.5142518615722658,-2.866033155441284,7.488796633720397,-1.028344841003418,-10.47929251766205,8.261755947113036,3.8526442718505858,-2.425844281196594,10.096525774002064,-3.5425967025756835,-12.213629914283752,5.4106795578002895
amp100_freq10,100,10,A_dHPC_96-127,200,9.886951084136962,1.8464859199523926,18.268885994434346,3.413855514526367,0.09920108509063724,6.899415521621702,7.173909358978271,1.4391060285568238,13.390687571525572,5.575427398681641,0.8416118803024292,10.367392787933348,3.7600538444519045,-1.3714447960853575,9.497251163005823
amp100_freq10,100,10,B_LEC_128-191,200,5.14282995223999,0.6286173739433288,9.807056722164154,2.1533180618286134,0.7282834239006043,3.508727963924404,3.0662724685668947,-0.2512280349731445,6.534650429725645,2.3617499351501463,0.6690630946159363,4.088675926208494,0.9129544067382812,-2.087322796344757,4.130217011928558
amp100_freq10,100,10,B_LEC_192-255,200,-1.4899875736236572,-3.7876510717868808,0.8507599480152114,1.3769711208343507,0.16217054867744446,2.4516980216503144,2.4570560359954836,0.13182889509201054,5.1475297162532785,2.8827656364440917,0.9732619824409485,4.6886590142250055,1.080084915161133,-1.209066855430603,3.4806449096202847
amp180_freq10,180,10,A_dHPC_0-31,200,-5.955703048706055,-17.727963499069215,5.083805888175964,11.174784240722657,4.1964494972229005,17.937091243743893,21.58149360656738,9.542977243423461,33.91097163391113,10.273633728027344,1.3684174251556396,19.173113664627078,10.406709365844726,0.47114034652709963,20.33612086009979
amp180_freq10,180,10,A_dHPC_32-63,200,-1.819622917175293,-15.800803562164306,12.319135551452625,9.520567703247071,2.4690061559677123,16.539648673057556,13.929773445129394,-0.06489298343658441,27.8833832912445,8.953175468444824,-0.3399524641036987,18.95409814834594,4.4092057418823245,-8.341538778305054,16.758750609397882
