condition,amplitude,frequency,analysis_group,n_trials,onset_delta_mean,onset_delta_ci_low,onset_delta_ci_high,sustained_delta_mean,sustained_delta_ci_low,sustained_delta_ci_high,offset_delta_mean,offset_delta_ci_low,offset_delta_ci_high,recovery_delta_mean,recovery_delta_ci_low,recovery_delta_ci_high,transition_index_mean,transition_index_ci_low,transition_index_ci_high
amp180_freq10,180,10,A_dHPC_64-95,200,-0.9067720413208008,-10.999488379478453,9.835870894432068,5.585477180480957,-0.4072521991729736,11.715566967010497,15.481919593811035,5.371350039482117,26.02509501838684,7.5770579528808595,0.5374614868164063,15.027029278755181,9.896442413330078,1.2549810037612914,18.959027803421
amp180_freq10,180,10,A_dHPC_96-127,200,-2.2538240242004393,-8.759454216957092,4.212860610485073,5.920182189941406,1.6813193111419678,9.943576661109914,13.385957221984864,4.905646406173706,21.83357751178741,5.672256164550781,0.4694505414962769,11.17582622528076,7.465775032043457,0.5052100296020509,14.485478086471556
amp180_freq10,180,10,B_LEC_128-191,200,-1.4677716445922853,-5.525066641330719,2.4452223658561603,1.0486649513244628,-0.406660355091095,2.5015589036941517,0.5503118896484375,-2.671619961261749,3.9223987674713134,1.2144646453857422,-0.6678550081253051,3.206516830444336,-0.4983530616760254,-3.6725321464538574,2.888188733577727
amp180_freq10,180,10,B_LEC_192-255,200,0.030387821197509764,-2.5933306787014008,2.6319877529144278,1.764618263244629,0.44871494626998903,3.064348440170288,2.5336297702789308,-0.1950212185382843,5.321300584793089,1.7425279331207275,-0.16499856019020082,3.4489508409500114,0.7690115070343018,-1.583138961315155,3.3057850663661954
amp250_freq10,250,10,A_dHPC_0-31,200,12.165778846740723,0.6080718116760254,24.56216126537322,-0.7922398376464844,-7.096454668045045,5.721493629455565,4.382544898986817,-7.557982497215271,15.843264861106869,-5.472025413513183,-13.956650319099426,2.847788858413685,5.174784736633301,-4.899710515022278,15.796119464874264
amp250_freq10,250,10,A_dHPC_32-63,200,9.856260070800781,-5.0881100301742554,25.29253469085693,-4.580134010314941,-10.74462163734436,1.5782498521804749,-0.6940930938720703,-12.119286211967466,10.844068198204038,-9.294649848937988,-17.734947035789492,-1.1239573268890477,3.8860409164428713,-6.743327621459961,14.343668735504146
amp250_freq10,250,10,A_dHPC_64-95,200,20.953484649658204,8.907794405937194,34.39486196136475,-0.6233285522460937,-6.440343397140503,4.663389898300168,10.046043128967286,-0.3486910228729247,20.436561809539793,-6.758254699707031,-13.746472764015198,-0.13249396991729742,10.669371681213379,1.4790543966293335,19.839824961662288
amp250_freq10,250,10,A_dHPC_96-127,200,3.0438712310791014,-4.590846514225007,10.49485094165802,0.22716575622558594,-3.7285933570861816,4.071194335937497,5.782727298736572,-1.1232597527503967,12.478611424922935,-2.308843994140625,-6.976597923278809,2.4407324609756436,5.555561542510986,-0.5774024271965026,12.161001949310299
amp250_freq10,250,10,B_LEC_128-191,200,3.145430660247803,-1.1428698658943177,8.083746608257291,0.6601494789123535,-0.8962207074165344,2.2327831110954284,2.442939281463623,-0.3291736307144165,5.392450089454651,1.7980095100402833,-0.16212184381484984,3.5603450074195853,1.7827898025512696,-1.0181723427772522,4.805219026088714
amp250_freq10,250,10,B_LEC_192-255,200,0.8045775508880615,-1.8912550945281983,3.9694065425395952,1.2867292976379394,-0.24770014619827269,2.8114779355525954,-0.5800750160217285,-2.9850593852996825,1.7405748534202572,-0.6051230907440186,-2.3627861886024477,1.1525887331962568,-1.866804313659668,-3.909705761194229,0.14435565423965377
amp100_freq26,100,26,A_dHPC_0-31,200,-8.837661628723145,-20.07549474906921,3.4166566267013496,1.3450795364379884,-4.89408934211731,7.452241310119626,8.751680908203125,-1.3318687543869017,19.29251744747161,6.605023803710938,-0.9195656261444092,14.685710968017576,7.406601371765137,-1.9438222093582151,17.2829268989563
amp100_freq26,100,26,A_dHPC_32-63,200,2.546098327636719,-11.747470434188843,16.947286066055288,0.852222785949707,-6.690466671943664,8.501969141960135,10.637001152038573,-2.4143816232681274,24.575944688796987,2.8862329483032227,-5.675083971977234,11.826566639900207,9.784778366088867,-2.293368377685547,20.92419262599945
amp100_freq26,100,26,A_dHPC_64-95,200,-1.7223889350891113,-12.848580591201783,9.920301351070389,0.6150376129150391,-5.1570102424621584,6.4493478775024355,5.44374984741211,-4.2593463420867925,16.250523950576778,2.4613494873046875,-4.386447122573853,9.396354347229002,4.82871223449707,-3.812287489891052,13.558388956069923
amp100_freq26,100,26,A_dHPC_96-127,200,2.8047192001342776,-6.053336937427521,12.00036050510406,2.4097048950195314,-1.5044362983703612,6.339295379638671,5.776440601348877,-1.3000023598670958,12.853693506717681,4.691877708435059,-0.22577679634094236,9.680090641021726,3.3667357063293455,-2.817446524143219,9.661814309597013
amp100_freq26,100,26,B_LEC_128-191,200,6.437913684844971,2.139686237335205,10.527569682598111,1.3940056800842284,0.13734156227111816,2.745636616706847,-0.49271751403808595,-3.23771048784256,2.2244475636482224,1.0013608741760254,-0.7077057342529297,2.701930830478667,-1.8867231941223144,-4.518023028850555,0.768702230453491
amp100_freq26,100,26,B_LEC_192-255,200,0.883021411895752,-2.033970396757126,3.8722798318862894,0.02980607032775879,-1.4099033393859863,1.4316327447891222,1.017392406463623,-1.6356870460510253,3.8021651692390384,-0.1703994369506836,-2.0938132271766663,1.6643070073127728,0.9875863361358642,-1.4790111129283905,3.50661623430252
amp180_freq26,180,26,A_dHPC_0-31,200,1.8464485931396484,-9.251504335403443,12.837917027473441,-8.805960884094238,-14.812573405265807,-2.5984389085769664,8.34926471710205,-2.31917223739624,18.647631244659422,4.027507972717285,-3.524094087600708,11.697440715789787,17.15522560119629,7.873254668235779,26.4634357919693
amp180_freq26,180,26,A_dHPC_32-63,200,6.342003479003906,-9.106687606811523,22.32223004436493,-7.6352876281738284,-13.817858450889586,-1.3282258281707786,14.255968017578125,1.7241511240005494,26.502307372093192,5.61843936920166,-2.709523539543152,14.02709071731567,21.891255645751954,10.570419857978822,33.069316701889036
amp180_freq26,180,26,A_dHPC_64-95,200,8.863035907745362,-5.269166562557221,22.215618730068183,-6.639105567932129,-12.209736976623535,-1.360267327308655,4.3373862075805665,-5.215413126945495,14.200146558761595,2.5302862167358398,-4.155192963600159,9.411587943077084,10.976491775512695,2.3902800655364995,20.41740249252317
amp180_freq26,180,26,A_dHPC_96-127,200,8.348653659820556,0.7881109418869019,16.25448590373992,-2.404345016479492,-6.028438652038575,0.9198477354049632,7.323050746917724,0.4298699951171875,15.261176255226129,4.437742233276367,-0.05717584896087643,9.042106809616085,9.727395763397217,3.356142457962036,16.46866723871231
amp180_freq26,180,26,B_LEC_128-191,200,2.7955884742736816,-1.1413997015953063,7.060424087047574,-0.06358882904052734,-1.6246485271453857,1.447977892398832,0.12950487136840821,-2.7305400457382203,2.887140707492828,0.3741801643371582,-1.523794327735901,2.338864001750945,0.19309370040893556,-2.348712151050568,2.7225973439216604
amp180_freq26,180,26,B_LEC_192-255,200,0.33840063095092776,-2.3360791482925416,3.11724331283569,0.024311666488647462,-1.5651000454425812,1.5983461797237393,-0.8087067031860351,-3.127138607978821,1.6899541313648223,-0.9786958408355713,-2.9898179388046264,1.0647432255744924,-0.8330183696746826,-2.660021185874939,1.1552685151100153
amp250_freq26,250,26,A_dHPC_0-31,200,-2.304330101013184,-14.835149949073791,11.342107460975633,-18.53080997467041,-25.30138325691223,-11.939024558067322,5.391216773986816,-5.714361668586731,16.387895682334893,-0.08034015655517578,-7.759034853935242,7.468820237159727,23.922026748657228,13.645069360733032,34.32873998641966
amp250_freq26,250,26,A_dHPC_32-63,200,-0.7131340026855468,-15.600610930442809,14.475698827743525,-14.959323768615723,-21.841367299079895,-7.799068321228032,0.39029922485351565,-11.904630665779113,12.685985554695122,-1.6848635482788086,-10.376210850715637,6.803748022079467,15.349622993469238,4.297245392799377,26.425201822280865
amp250_freq26,250,26,A_dHPC_64-95,200,12.338802032470703,-0.909329279899597,26.91468373775482,-12.516445236206055,-18.250975797653197,-6.898477891921998,2.690985908508301,-6.65262682056427,12.286631426811214,2.0644841766357422,-5.406348364830017,9.728883305549616,15.207431144714356,6.647542518615722,23.7489185218811
amp250_freq26,250,26,A_dHPC_96-127,200,5.787681331634522,-2.4585889830589296,14.401318673133845,-6.598757133483887,-10.566433902740478,-2.9048663120269844,4.66884262084961,-1.1955402517318725,10.727130240440367,1.3875968551635742,-2.872396408081055,5.721139665603636,11.267599754333496,5.347780447006225,17.415766939163206
amp250_freq26,250,26,B_LEC_128-191,200,1.8763303565979004,-2.4558756675720215,6.276025660991667,-0.3604530143737793,-1.7430180220603944,1.0406467666625976,0.5476380729675293,-2.595534682750702,3.717629997730255,1.8892188453674317,0.21094536828994753,3.529320030212402,0.9080910873413086,-2.3015852313041685,3.884320759296417
amp250_freq26,250,26,B_LEC_192-255,200,-0.03174783706665039,-2.7673508710861205,2.9281715366840335,1.00274640083313,-0.34970054841041565,2.294273715019226,1.8231950092315674,-0.7145066821575164,4.260358210086818,1.6114733505249024,-0.13823314213752744,3.3835065896511067,0.8204486083984375,-1.444858793258667,3.219851635932921
amp100_freq50,100,50,A_dHPC_0-31,200,0.6481183242797851,-10.605939715385437,11.998040441513051,-5.381403503417968,-12.010114547729492,0.8586380271911589,12.066627922058105,2.3656827545166017,22.510072640418993,11.503416748046876,3.504249500274658,18.994793867111206,17.448031425476074,7.87364997291565,26.74572629928587
amp100_freq50,100,50,A_dHPC_32-63,200,14.304460868835449,-1.5997376098632812,30.34814782142638,-0.9516103744506836,-7.287857896804809,5.103800692558285,13.513696174621582,0.8383356685638429,26.672785573959334,17.54457489013672,9.169706381797791,25.609492079734803,14.465306549072265,2.820285387039185,26.809544527053813
amp100_freq50,100,50,A_dHPC_64-95,200,10.49456871032715,-0.9752554502487182,22.882537892341613,-3.8429489517211914,-9.190618833541869,1.6658929815292314,6.254733734130859,-3.235531627655029,15.868098600387567,9.994061279296876,3.1375698175430298,16.824410401344295,10.097682685852051,1.5423734951019288,18.557515960693344
amp100_freq50,100,50,A_dHPC_96-127,200,5.328936195373535,-2.559148290157318,13.422334645748137,-1.7229844665527343,-5.312224230766296,1.75266065788269,12.766710376739502,5.28377788066864,20.37891899442672,7.806617050170899,3.2042625207901,12.344094993591305,14.489694843292236,7.590512128829956,21.849840059757234
amp100_freq50,100,50,B_LEC_128-191,200,4.355471515655518,0.24555671596527104,8.615866647720335,-0.06139337539672852,-1.5396817398071287,1.4958942542076106,-1.1759386253356934,-4.366457258224488,2.4163539862632692,1.4165556716918946,-0.4897670545578003,3.3134656929969775,-1.1145452499389648,-4.085224235534668,1.9844747519493087
amp100_freq50,100,50,B_LEC_192-255,200,1.654183588027954,-1.1471676571369172,4.638451348781585,0.8305892944335938,-0.4943964736461639,2.0912417824268337,-0.2585048866271973,-2.446592554092407,2.147089572906494,0.8691621112823487,-0.9005096116065978,2.725914790868759,-1.089094181060791,-3.1654764754772184,1.02104031085968
amp180_freq50,180,50,A_dHPC_0-31,200,3.3784044647216795,-9.323034956932068,16.497731706619263,-26.041501541137695,-32.660598560333256,-19.53817601203919,-12.781075973510742,-23.30955797958374,-2.6821714429855397,-8.759264526367188,-17.16788454914093,-0.38557865524292745,13.260425567626953,5.250156207084656,21.825772975921627
amp180_freq50,180,50,A_dHPC_32-63,200,7.936900863647461,-7.6026882095336905,24.604724110603332,-25.933042907714842,-32.54117386627197,-18.944714690208436,-13.772410774230957,-25.561425647735593,-1.3197908945083716,-10.299316864013672,-18.28936497592926,-2.25791279125214,12.160632133483887,1.9422214784622194,22.91687794971465
amp180_freq50,180,50,A_dHPC_64-95,200,8.10227180480957,-4.636116078376769,21.223445858955376,-20.653307609558105,-26.33887327003479,-15.249015625953675,-14.66732048034668,-24.18382565784454,-5.469991092681886,-10.610813407897949,-17.4852659778595,-3.943162783622742,5.985987129211426,-1.6670178813934327,13.198063294410701
amp180_freq50,180,50,A_dHPC_96-127,200,1.9649989891052246,-5.7278423624038695,9.406771522998806,-12.661615753173828,-16.53461752128601,-8.892315109252934,-5.109288845062256,-12.01058386707306,2.3986773667335357,-5.420203323364258,-9.842207691192627,-0.9810890579223644,7.5523269081115725,1.59666815328598,13.56248152971267
amp180_freq50,180,50,B_LEC_128-191,200,3.3964587211608888,-0.6635942997932434,7.644647226810453,-0.3451633834838867,-1.8058627152442932,1.0485408048629759,-1.4966676712036133,-4.179007026672363,1.2612012181282044,2.0841858482360838,0.24363728952407837,3.9698424644470207,-1.1515042877197266,-3.4738653812408447,1.1712328400611873
amp180_freq50,180,50,B_LEC_192-255,200,0.6316428279876709,-1.901952659368515,3.3909384737014743,1.989402780532837,0.6602859139442444,3.2373804013729095,0.7160367012023926,-1.4754016110897066,3.129545278787612,2.036815299987793,0.20625101017951966,3.849882010221481,-1.2733660793304444,-3.2382623643875124,0.8782410113811452
amp250_freq50,250,50,A_dHPC_0-31,200,12.062564888000487,-0.8795334873199462,24.831424468994136,-27.679089126586913,-33.226599637031555,-21.966915909767152,-27.712568092346192,-36.61885785007477,-18.072433801651005,-18.73282371520996,-26.553935441970825,-11.303933849334717,-0.03347896575927734,-6.8238849363327025,7.2402875041961625
amp250_freq50,250,50,A_dHPC_32-63,200,10.200716552734375,-5.028346263885498,26.490162637710565,-34.83272380828858,-41.43010612487793,-28.639850765228275,-28.50728977203369,-38.913674653053285,-17.184330874443077,-21.133696403503418,-30.005989154815673,-12.269870274543763,6.325434036254883,-2.677233033180237,15.924707985877987
amp250_freq50,250,50,A_dHPC_64-95,200,22.52014673233032,9.12243296813965,36.087030545234676,-21.31785762786865,-26.274903457641603,-16.811691447257996,-27.280560207366943,-35.15433754682541,-18.8357340836525,-19.18176658630371,-25.945576335906985,-12.643461585044864,-5.962702579498291,-12.69279486322403,0.6808652834892248
amp250_freq50,250,50,A_dHPC_96-127,200,7.872972431182862,-0.9534296689033508,17.036065750122063,-11.51804714202881,-14.822492000579834,-8.399671540260316,-9.849928798675537,-15.145051271915436,-4.296907594680796,-7.24502326965332,-11.632687678337097,-2.920635449409493,1.6681183433532716,-2.8716416816711425,6.627693000793454
amp250_freq50,250,50,B_LEC_128-191,200,5.792690715789795,2.0203972992897032,9.81977386522293,-0.7549861145019531,-1.9570452899932862,0.46582089328765763,-2.1650968170166016,-4.726027183055877,0.4276672406196568,0.6379526710510254,-1.0651430172920227,2.325033241748809,-1.4101107025146484,-3.832915900230408,1.03605310773849
amp250_freq50,250,50,B_LEC_192-255,200,2.305694284439087,-0.665964727640152,5.527789996147152,3.8353250408172608,2.5707079784870146,5.05113111424446,2.963529691696167,0.7281402866840363,5.427179634094233,2.6615441608428956,0.9534382882118225,4.25492600226402,-0.8717953491210938,-2.8675590734481813,1.2816803798675533
