session,region,state,channel,slope,offset,n_windows
dec3,dHPC,baseline,0,-1.9573,6.7949,120
dec3,dHPC,baseline,1,-1.9431,6.7459,120
dec3,dHPC,baseline,2,-1.9324,6.7148,120
dec3,dHPC,baseline,3,-1.9246,6.7158,120
dec3,dHPC,baseline,4,-1.9266,6.7569,120
dec3,dHPC,baseline,8,-1.7179,6.3395,120
dec3,dHPC,baseline,9,-1.6091,6.0439,120
dec3,dHPC,baseline,10,-1.5355,5.8857,120
dec3,dHPC,baseline,11,-1.5795,6.0011,120
dec3,dHPC,baseline,12,-1.6955,6.2263,120
dec3,dHPC,baseline,13,-1.7837,6.379,120
dec3,dHPC,baseline,14,-1.8578,6.5206,120
dec3,dHPC,baseline,15,-1.9202,6.6512,120
dec3,dHPC,baseline,16,-1.8839,6.2923,120
dec3,dHPC,baseline,17,-1.8158,6.1374,120
dec3,dHPC,baseline,18,-1.7292,5.939,120
dec3,dHPC,baseline,19,-1.6517,5.7512,120
dec3,dHPC,baseline,20,-1.552,5.4921,120
dec3,dHPC,baseline,21,-1.4874,5.2812,120
dec3,dHPC,baseline,22,-1.5076,5.238,120
dec3,dHPC,baseline,23,-1.6551,5.4497,120
dec3,dHPC,baseline,24,-2.0467,6.5565,120
dec3,dHPC,baseline,25,-2.0465,6.5569,120
dec3,dHPC,baseline,26,-2.0469,6.5566,120
dec3,dHPC,baseline,27,-2.0443,6.5519,120
dec3,dHPC,baseline,28,-2.0472,6.5594,120
dec3,dHPC,baseline,29,-2.0487,6.9118,120
dec3,dHPC,baseline,30,-1.9983,6.888,120
dec3,dHPC,baseline,31,-1.9746,6.8398,120
dec3,dHPC,baseline,35,-1.9382,6.7929,120
dec3,dHPC,baseline,36,-1.9267,6.7266,120
dec3,dHPC,baseline,37,-1.9181,6.6662,120
dec3,dHPC,baseline,38,-1.921,6.6436,120
dec3,dHPC,baseline,39,-1.9306,6.6362,120
dec3,dHPC,baseline,40,-1.9484,6.6562,120
dec3,dHPC,baseline,41,-1.968,6.6908,120
dec3,dHPC,baseline,42,-1.9902,6.7388,120
dec3,dHPC,baseline,44,-1.9535,6.544,120
dec3,dHPC,baseline,45,-1.8235,6.0837,120
dec3,dHPC,baseline,46,-1.5374,5.3757,120
dec3,dHPC,baseline,47,-1.4172,5.1543,120
dec3,dHPC,baseline,48,-2.1993,6.9375,120
dec3,dHPC,baseline,49,-2.1337,6.7684,120
dec3,dHPC,baseline,50,-2.0848,6.6084,120
dec3,dHPC,baseline,51,-2.0354,6.4665,120
dec3,dHPC,baseline,52,-1.9922,6.3223,120
dec3,dHPC,baseline,53,-1.9434,6.1842,120
dec3,dHPC,baseline,54,-1.8807,6.0099,120
dec3,dHPC,baseline,55,-1.7826,5.7504,120
dec3,dHPC,baseline,56,-1.658,5.4456,120
dec3,dHPC,baseline,57,-1.5555,5.1788,120
dec3,dHPC,baseline,58,-1.5102,5.0341,120
dec3,dHPC,baseline,59,-1.6267,5.2161,120
dec3,dHPC,baseline,60,-1.8434,5.726,120
dec3,dHPC,baseline,61,-1.944,6.1475,120
dec3,dHPC,baseline,62,-1.9823,6.6243,120
dec3,dHPC,baseline,63,-1.9823,6.6236,120
dec3,dHPC,baseline,64,-1.9871,6.625,120
dec3,dHPC,baseline,65,-2.0039,6.8046,120
dec3,dHPC,baseline,68,-1.7071,5.264,120
dec3,dHPC,baseline,69,-1.9858,5.9101,120
dec3,dHPC,baseline,70,-1.9895,5.9336,120
dec3,dHPC,baseline,71,-1.6937,5.2089,120
dec3,dHPC,baseline,72,-1.9834,6.7099,120
dec3,dHPC,baseline,73,-1.7022,5.2236,120
dec3,dHPC,baseline,74,-2.0187,6.0053,120
dec3,dHPC,baseline,75,-2.0452,6.0573,120
dec3,dHPC,baseline,76,-1.8476,5.4911,120
dec3,dHPC,baseline,77,-2.0068,6.6668,120
dec3,dHPC,baseline,78,-1.9053,6.236,120
dec3,dHPC,baseline,79,-1.8545,5.5663,120
dec3,dHPC,baseline,80,-2.21,6.5181,120
dec3,dHPC,baseline,81,-2.2959,7.0723,120
dec3,dHPC,baseline,82,-2.2869,7.0502,120
dec3,dHPC,baseline,83,-2.2581,6.9969,120
dec3,dHPC,baseline,84,-2.1985,6.8756,120
dec3,dHPC,baseline,85,-2.1235,6.6775,120
dec3,dHPC,baseline,86,-2.0399,6.4439,120
dec3,dHPC,baseline,87,-2.001,6.2795,120
dec3,dHPC,baseline,88,-2.1712,6.4085,120
dec3,dHPC,baseline,89,-2.1539,6.4065,120
dec3,dHPC,baseline,90,-2.1412,6.3901,120
dec3,dHPC,baseline,91,-2.1191,6.3323,120
dec3,dHPC,baseline,92,-2.0553,6.1471,120
dec3,dHPC,baseline,93,-1.8373,5.5088,120
dec3,dHPC,baseline,94,-1.8832,5.7748,120
dec3,dHPC,baseline,95,-1.9919,6.2146,120
dec3,dHPC,baseline,96,-1.3537,4.6393,120
dec3,dHPC,baseline,97,-1.4103,4.7692,120
dec3,dHPC,baseline,98,-1.7216,5.45,120
dec3,dHPC,baseline,99,-1.8991,5.9149,120
dec3,dHPC,baseline,100,-2.0144,6.2537,120
dec3,dHPC,baseline,101,-2.0896,6.5122,120
dec3,dHPC,baseline,102,-2.1276,6.6676,120
dec3,dHPC,baseline,103,-2.138,6.6814,120
dec3,dHPC,baseline,104,-2.1381,6.6644,120
dec3,dHPC,baseline,105,-2.1364,6.6439,120
dec3,dHPC,baseline,106,-2.1002,6.5072,120
dec3,dHPC,baseline,107,-2.0488,6.3402,120
dec3,dHPC,baseline,108,-1.9696,6.1171,120
dec3,dHPC,baseline,109,-1.7701,5.6613,120
dec3,dHPC,baseline,110,-1.4485,5.0106,120
dec3,dHPC,baseline,111,-1.3084,4.7511,120
dec3,dHPC,baseline,112,-2.3063,7.0504,120
dec3,dHPC,baseline,113,-2.3018,7.0526,120
dec3,dHPC,baseline,114,-2.3172,6.9061,120
dec3,dHPC,baseline,115,-2.3122,7.0751,120
dec3,dHPC,baseline,116,-2.3221,7.0861,120
dec3,dHPC,baseline,117,-2.322,7.0865,120
dec3,dHPC,baseline,118,-2.3111,7.0734,120
dec3,dHPC,baseline,119,-2.2806,7.0307,120
dec3,dHPC,baseline,120,-2.2379,6.961,120
dec3,dHPC,baseline,121,-2.1598,6.7733,120
dec3,dHPC,baseline,122,-2.0771,6.5585,120
dec3,dHPC,baseline,123,-2.0231,6.3552,120
dec3,dHPC,baseline,124,-1.9874,6.2035,120
dec3,dHPC,baseline,125,-1.923,5.9822,120
dec3,dHPC,baseline,126,-1.6402,5.0793,120
dec3,dHPC,baseline,127,-1.6064,5.1716,120
dec3,dHPC,ON,0,-1.9787,6.7887,120
dec3,dHPC,ON,1,-1.9634,6.7372,120
dec3,dHPC,ON,2,-1.9482,6.6991,120
dec3,dHPC,ON,3,-1.943,6.7043,120
dec3,dHPC,ON,4,-1.942,6.742,120
dec3,dHPC,ON,8,-1.7079,6.2923,120
dec3,dHPC,ON,9,-1.6002,5.9966,120
dec3,dHPC,ON,10,-1.5434,5.874,120
dec3,dHPC,ON,11,-1.5993,6.005,120
dec3,dHPC,ON,12,-1.7255,6.2465,120
dec3,dHPC,ON,13,-1.8156,6.4033,120
dec3,dHPC,ON,14,-1.886,6.5379,120
dec3,dHPC,ON,15,-1.9477,6.6676,120
dec3,dHPC,ON,16,-1.8905,6.2634,120
dec3,dHPC,ON,17,-1.8223,6.1082,120
dec3,dHPC,ON,18,-1.7337,5.9099,120
dec3,dHPC,ON,19,-1.6545,5.7216,120
dec3,dHPC,ON,20,-1.5471,5.4535,120
dec3,dHPC,ON,21,-1.4823,5.2532,120
dec3,dHPC,ON,22,-1.4947,5.1978,120
dec3,dHPC,ON,23,-1.6422,5.4081,120
dec3,dHPC,ON,24,-2.0863,6.5583,120
dec3,dHPC,ON,25,-2.0862,6.5589,120
dec3,dHPC,ON,26,-2.0863,6.558,120
dec3,dHPC,ON,27,-2.0838,6.5537,120
dec3,dHPC,ON,28,-2.0867,6.5611,120
dec3,dHPC,ON,29,-2.063,6.9032,120
dec3,dHPC,ON,30,-2.0201,6.8829,120
dec3,dHPC,ON,31,-1.9971,6.8348,120
dec3,dHPC,ON,35,-1.9445,6.7746,120
dec3,dHPC,ON,36,-1.9368,6.7095,120
dec3,dHPC,ON,37,-1.9287,6.6467,120
dec3,dHPC,ON,38,-1.9284,6.6143,120
dec3,dHPC,ON,39,-1.94,6.6101,120
dec3,dHPC,ON,40,-1.9543,6.6245,120
dec3,dHPC,ON,41,-1.9711,6.6557,120
dec3,dHPC,ON,42,-1.9889,6.6977,120
dec3,dHPC,ON,44,-1.9501,6.5058,120
dec3,dHPC,ON,45,-1.816,6.0376,120
dec3,dHPC,ON,46,-1.5332,5.3386,120
dec3,dHPC,ON,47,-1.4435,5.1759,120
dec3,dHPC,ON,48,-2.1942,6.8936,120
dec3,dHPC,ON,49,-2.1277,6.7266,120
dec3,dHPC,ON,50,-2.0743,6.5575,120
dec3,dHPC,ON,51,-2.0278,6.4217,120
dec3,dHPC,ON,52,-1.9842,6.2783,120
dec3,dHPC,ON,53,-1.9313,6.1283,120
dec3,dHPC,ON,54,-1.8693,5.9538,120
dec3,dHPC,ON,55,-1.7733,5.6991,120
dec3,dHPC,ON,56,-1.6563,5.4124,120
dec3,dHPC,ON,57,-1.551,5.1412,120
dec3,dHPC,ON,58,-1.4975,4.9836,120
dec3,dHPC,ON,59,-1.6037,5.1474,120
dec3,dHPC,ON,60,-1.8173,5.6468,120
dec3,dHPC,ON,61,-1.9285,6.083,120
dec3,dHPC,ON,62,-1.9934,6.5802,120
dec3,dHPC,ON,63,-1.994,6.5805,120
dec3,dHPC,ON,64,-1.9981,6.5809,120
dec3,dHPC,ON,65,-1.9939,6.7527,120
dec3,dHPC,ON,68,-1.7163,5.2656,120
dec3,dHPC,ON,69,-1.9728,5.8612,120
dec3,dHPC,ON,70,-1.9717,5.8774,120
dec3,dHPC,ON,71,-1.6931,5.1833,120
dec3,dHPC,ON,72,-1.9911,6.6814,120
dec3,dHPC,ON,73,-1.7033,5.2014,120
dec3,dHPC,ON,74,-2.0078,5.9586,120
dec3,dHPC,ON,75,-2.0367,6.0148,120
dec3,dHPC,ON,76,-1.8547,5.482,120
dec3,dHPC,ON,77,-2.0001,6.6234,120
dec3,dHPC,ON,78,-1.887,6.168,120
dec3,dHPC,ON,79,-1.8552,5.5407,120
dec3,dHPC,ON,80,-2.1984,6.4633,120
dec3,dHPC,ON,81,-2.2938,7.0275,120
dec3,dHPC,ON,82,-2.2813,7.0009,120
dec3,dHPC,ON,83,-2.2519,6.9482,120
dec3,dHPC,ON,84,-2.1885,6.8227,120
dec3,dHPC,ON,85,-2.1081,6.6179,120
dec3,dHPC,ON,86,-2.0221,6.3794,120
dec3,dHPC,ON,87,-1.9836,6.2159,120
dec3,dHPC,ON,88,-2.1529,6.3455,120
dec3,dHPC,ON,89,-2.1395,6.3499,120
dec3,dHPC,ON,90,-2.1221,6.3265,120
dec3,dHPC,ON,91,-2.1005,6.2711,120
dec3,dHPC,ON,92,-2.0466,6.1007,120
dec3,dHPC,ON,93,-1.8282,5.4662,120
dec3,dHPC,ON,94,-1.8688,5.7174,120
dec3,dHPC,ON,95,-1.9834,6.1597,120
dec3,dHPC,ON,96,-1.3607,4.621,120
dec3,dHPC,ON,97,-1.3955,4.7051,120
dec3,dHPC,ON,98,-1.7009,5.3748,120
dec3,dHPC,ON,99,-1.8848,5.8513,120
dec3,dHPC,ON,100,-2.0097,6.2103,120
dec3,dHPC,ON,101,-2.0784,6.4495,120
dec3,dHPC,ON,102,-2.1197,6.6107,120
dec3,dHPC,ON,103,-2.1371,6.6501,120
dec3,dHPC,ON,104,-2.1344,6.6275,120
dec3,dHPC,ON,105,-2.1264,6.5893,120
dec3,dHPC,ON,106,-2.1037,6.4932,120
dec3,dHPC,ON,107,-2.0485,6.3182,120
dec3,dHPC,ON,108,-1.9476,6.0484,120
dec3,dHPC,ON,109,-1.7581,5.6184,120
dec3,dHPC,ON,110,-1.4507,4.9959,120
dec3,dHPC,ON,111,-1.3313,4.7731,120
dec3,dHPC,ON,112,-2.3079,7.011,120
dec3,dHPC,ON,113,-2.3007,7.009,120
dec3,dHPC,ON,114,-2.314,6.8601,120
dec3,dHPC,ON,115,-2.3093,7.0286,120
dec3,dHPC,ON,116,-2.3193,7.0392,120
dec3,dHPC,ON,117,-2.3184,7.0384,120
dec3,dHPC,ON,118,-2.3056,7.0239,120
dec3,dHPC,ON,119,-2.2729,6.9799,120
dec3,dHPC,ON,120,-2.227,6.9101,120
dec3,dHPC,ON,121,-2.1449,6.7362,120
dec3,dHPC,ON,122,-2.0635,6.505,120
dec3,dHPC,ON,123,-2.0068,6.3072,120
dec3,dHPC,ON,124,-1.9727,6.1469,120
dec3,dHPC,ON,125,-1.9103,5.9253,120
dec3,dHPC,ON,126,-1.6472,5.062,120
dec3,dHPC,ON,127,-1.604,5.1289,120
dec3,dHPC,OFF,0,-1.972,6.8145,120
dec3,dHPC,OFF,1,-1.9563,6.7616,120
dec3,dHPC,OFF,2,-1.936,6.716,120
dec3,dHPC,OFF,3,-1.9216,6.708,120
dec3,dHPC,OFF,4,-1.9116,6.7305,120
dec3,dHPC,OFF,8,-1.7084,6.3061,120
dec3,dHPC,OFF,9,-1.6135,6.0281,120
dec3,dHPC,OFF,10,-1.5582,5.9128,120
dec3,dHPC,OFF,11,-1.6041,6.0325,120
dec3,dHPC,OFF,12,-1.7205,6.2602,120
dec3,dHPC,OFF,13,-1.8064,6.4116,120
dec3,dHPC,OFF,14,-1.8753,6.5457,120
dec3,dHPC,OFF,15,-1.9362,6.6753,120
dec3,dHPC,OFF,16,-1.8655,6.2671,120
dec3,dHPC,OFF,17,-1.7996,6.1153,120
dec3,dHPC,OFF,18,-1.715,5.923,120
dec3,dHPC,OFF,19,-1.6412,5.7425,120
dec3,dHPC,OFF,20,-1.5434,5.4887,120
dec3,dHPC,OFF,21,-1.4845,5.294,120
dec3,dHPC,OFF,22,-1.4963,5.2302,120
dec3,dHPC,OFF,23,-1.6425,5.4312,120
dec3,dHPC,OFF,24,-2.0744,6.5754,120
dec3,dHPC,OFF,25,-2.0739,6.5753,120
dec3,dHPC,OFF,26,-2.0744,6.575,120
dec3,dHPC,OFF,27,-2.0718,6.5705,120
dec3,dHPC,OFF,28,-2.0745,6.5777,120
dec3,dHPC,OFF,29,-2.0473,6.9202,120
dec3,dHPC,OFF,30,-2.0078,6.9036,120
dec3,dHPC,OFF,31,-1.9876,6.858,120
dec3,dHPC,OFF,35,-1.9395,6.795,120
dec3,dHPC,OFF,36,-1.9321,6.7292,120
dec3,dHPC,OFF,37,-1.9238,6.6658,120
dec3,dHPC,OFF,38,-1.9227,6.6321,120
dec3,dHPC,OFF,39,-1.9315,6.6248,120
dec3,dHPC,OFF,40,-1.9431,6.6364,120
dec3,dHPC,OFF,41,-1.9559,6.6629,120
dec3,dHPC,OFF,42,-1.971,6.7017,120
dec3,dHPC,OFF,44,-1.941,6.5211,120
dec3,dHPC,OFF,45,-1.8206,6.0696,120
dec3,dHPC,OFF,46,-1.5415,5.3786,120
dec3,dHPC,OFF,47,-1.4459,5.2075,120
dec3,dHPC,OFF,48,-2.1818,6.9062,120
dec3,dHPC,OFF,49,-2.1168,6.7414,120
dec3,dHPC,OFF,50,-2.0657,6.5767,120
dec3,dHPC,OFF,51,-2.0184,6.4404,120
dec3,dHPC,OFF,52,-1.9757,6.2985,120
dec3,dHPC,OFF,53,-1.9223,6.1476,120
dec3,dHPC,OFF,54,-1.8601,5.9723,120
dec3,dHPC,OFF,55,-1.7643,5.7166,120
dec3,dHPC,OFF,56,-1.6505,5.4337,120
dec3,dHPC,OFF,57,-1.551,5.1695,120
dec3,dHPC,OFF,58,-1.5062,5.0238,120
dec3,dHPC,OFF,59,-1.6184,5.1939,120
dec3,dHPC,OFF,60,-1.8306,5.6922,120
dec3,dHPC,OFF,61,-1.9347,6.119,120
dec3,dHPC,OFF,62,-1.9893,6.6019,120
dec3,dHPC,OFF,63,-1.9894,6.6015,120
dec3,dHPC,OFF,64,-1.994,6.6025,120
dec3,dHPC,OFF,65,-1.9846,6.7677,120
dec3,dHPC,OFF,68,-1.7087,5.2684,120
dec3,dHPC,OFF,69,-1.9782,5.8928,120
dec3,dHPC,OFF,70,-1.9803,5.9148,120
dec3,dHPC,OFF,71,-1.6993,5.2113,120
dec3,dHPC,OFF,72,-1.9816,6.694,120
dec3,dHPC,OFF,73,-1.7058,5.226,120
dec3,dHPC,OFF,74,-2.0105,5.9886,120
dec3,dHPC,OFF,75,-2.0399,6.0445,120
dec3,dHPC,OFF,76,-1.8442,5.4796,120
dec3,dHPC,OFF,77,-1.992,6.6369,120
dec3,dHPC,OFF,78,-1.8954,6.2018,120
dec3,dHPC,OFF,79,-1.8534,5.5567,120
dec3,dHPC,OFF,80,-2.1938,6.4853,120
dec3,dHPC,OFF,81,-2.2837,7.0452,120
dec3,dHPC,OFF,82,-2.2725,7.0198,120
dec3,dHPC,OFF,83,-2.2454,6.9693,120
dec3,dHPC,OFF,84,-2.1853,6.8469,120
dec3,dHPC,OFF,85,-2.1081,6.6465,120
dec3,dHPC,OFF,86,-2.0214,6.4073,120
dec3,dHPC,OFF,87,-1.9827,6.2445,120
dec3,dHPC,OFF,88,-2.153,6.3743,120
dec3,dHPC,OFF,89,-2.1383,6.3757,120
dec3,dHPC,OFF,90,-2.1251,6.3587,120
dec3,dHPC,OFF,91,-2.104,6.3032,120
dec3,dHPC,OFF,92,-2.0453,6.126,120
dec3,dHPC,OFF,93,-1.8192,5.4772,120
dec3,dHPC,OFF,94,-1.8767,5.7563,120
dec3,dHPC,OFF,95,-1.9866,6.1913,120
dec3,dHPC,OFF,96,-1.3637,4.653,120
dec3,dHPC,OFF,97,-1.4134,4.7664,120
dec3,dHPC,OFF,98,-1.7067,5.4181,120
dec3,dHPC,OFF,99,-1.8836,5.8849,120
dec3,dHPC,OFF,100,-2.0039,6.2395,120
dec3,dHPC,OFF,101,-2.0671,6.4723,120
dec3,dHPC,OFF,102,-2.1072,6.631,120
dec3,dHPC,OFF,103,-2.1243,6.6692,120
dec3,dHPC,OFF,104,-2.1227,6.6462,120
dec3,dHPC,OFF,105,-2.1178,6.61,120
dec3,dHPC,OFF,106,-2.0968,6.5168,120
dec3,dHPC,OFF,107,-2.0454,6.3461,120
dec3,dHPC,OFF,108,-1.9467,6.0785,120
dec3,dHPC,OFF,109,-1.7584,5.648,120
dec3,dHPC,OFF,110,-1.4414,5.0068,120
dec3,dHPC,OFF,111,-1.2998,4.7458,120
dec3,dHPC,OFF,112,-2.2949,7.0239,120
dec3,dHPC,OFF,113,-2.2901,7.025,120
dec3,dHPC,OFF,114,-2.3081,6.8819,120
dec3,dHPC,OFF,115,-2.2988,7.0444,120
dec3,dHPC,OFF,116,-2.308,7.0535,120
dec3,dHPC,OFF,117,-2.3064,7.051,120
dec3,dHPC,OFF,118,-2.2946,7.0364,120
dec3,dHPC,OFF,119,-2.2635,6.9938,120
dec3,dHPC,OFF,120,-2.2205,6.9274,120
dec3,dHPC,OFF,121,-2.142,6.7582,120
dec3,dHPC,OFF,122,-2.0618,6.5295,120
dec3,dHPC,OFF,123,-2.0066,6.3356,120
dec3,dHPC,OFF,124,-1.9724,6.1758,120
dec3,dHPC,OFF,125,-1.9096,5.9527,120
dec3,dHPC,OFF,126,-1.6349,5.0606,120
dec3,dHPC,OFF,127,-1.5993,5.1472,120
dec3,dHPC,post,0,-1.9953,6.8069,120
dec3,dHPC,post,1,-1.9788,6.7553,120
dec3,dHPC,post,2,-1.9609,6.7153,120
dec3,dHPC,post,3,-1.9554,6.7233,120
dec3,dHPC,post,4,-1.9486,6.7589,120
dec3,dHPC,post,8,-1.708,6.3121,120
dec3,dHPC,post,9,-1.6253,6.0412,120
dec3,dHPC,post,10,-1.5908,5.9534,120
dec3,dHPC,post,11,-1.6446,6.0847,120
dec3,dHPC,post,12,-1.7611,6.3163,120
dec3,dHPC,post,13,-1.8415,6.4441,120
dec3,dHPC,post,14,-1.9139,6.5885,120
dec3,dHPC,post,15,-1.974,6.721,120
dec3,dHPC,post,16,-1.9078,6.285,120
dec3,dHPC,post,17,-1.8464,6.1391,120
dec3,dHPC,post,18,-1.7628,5.9509,120
dec3,dHPC,post,19,-1.6922,5.7783,120
dec3,dHPC,post,20,-1.5951,5.5345,120
dec3,dHPC,post,21,-1.5295,5.3288,120
dec3,dHPC,post,22,-1.5282,5.2451,120
dec3,dHPC,post,23,-1.6683,5.4404,120
dec3,dHPC,post,24,-2.0924,6.5567,120
dec3,dHPC,post,25,-2.0917,6.5565,120
dec3,dHPC,post,26,-2.0926,6.5567,120
dec3,dHPC,post,27,-2.0895,6.5514,120
dec3,dHPC,post,28,-2.0924,6.559,120
dec3,dHPC,post,29,-2.0682,6.9006,120
dec3,dHPC,post,30,-2.027,6.8892,120
dec3,dHPC,post,31,-2.0106,6.8498,120
dec3,dHPC,post,35,-1.969,6.8191,120
dec3,dHPC,post,36,-1.9608,6.7499,120
dec3,dHPC,post,37,-1.9503,6.6819,120
dec3,dHPC,post,38,-1.9476,6.644,120
dec3,dHPC,post,39,-1.9553,6.6346,120
dec3,dHPC,post,40,-1.9671,6.646,120
dec3,dHPC,post,41,-1.9782,6.6705,120
dec3,dHPC,post,42,-1.9929,6.7098,120
dec3,dHPC,post,44,-1.9488,6.5163,120
dec3,dHPC,post,45,-1.8188,6.0388,120
dec3,dHPC,post,46,-1.5603,5.3868,120
dec3,dHPC,post,47,-1.4884,5.2609,120
dec3,dHPC,post,48,-2.2016,6.8879,120
dec3,dHPC,post,49,-2.1375,6.7338,120
dec3,dHPC,post,50,-2.0839,6.5657,120
dec3,dHPC,post,51,-2.0399,6.4344,120
dec3,dHPC,post,52,-1.9964,6.2918,120
dec3,dHPC,post,53,-1.9447,6.1436,120
dec3,dHPC,post,54,-1.8843,5.9706,120
dec3,dHPC,post,55,-1.7972,5.732,120
dec3,dHPC,post,56,-1.6925,5.4694,120
dec3,dHPC,post,57,-1.6015,5.2223,120
dec3,dHPC,post,58,-1.5498,5.0597,120
dec3,dHPC,post,59,-1.6475,5.2056,120
dec3,dHPC,post,60,-1.8418,5.6704,120
dec3,dHPC,post,61,-1.9434,6.0955,120
dec3,dHPC,post,62,-1.9998,6.5831,120
dec3,dHPC,post,63,-1.9999,6.5828,120
dec3,dHPC,post,64,-2.0045,6.5837,120
dec3,dHPC,post,65,-2.0025,6.7534,120
dec3,dHPC,post,68,-1.7417,5.2956,120
dec3,dHPC,post,69,-1.9918,5.8837,120
dec3,dHPC,post,70,-1.9932,5.9035,120
dec3,dHPC,post,71,-1.709,5.2002,120
dec3,dHPC,post,72,-2.004,6.7019,120
dec3,dHPC,post,73,-1.7226,5.2231,120
dec3,dHPC,post,74,-2.021,5.9731,120
dec3,dHPC,post,75,-2.0578,6.0417,120
dec3,dHPC,post,76,-1.8722,5.5049,120
dec3,dHPC,post,77,-1.999,6.6303,120
dec3,dHPC,post,78,-1.885,6.1726,120
dec3,dHPC,post,79,-1.8715,5.5606,120
dec3,dHPC,post,80,-2.2076,6.4671,120
dec3,dHPC,post,81,-2.3038,7.0291,120
dec3,dHPC,post,82,-2.2895,7.0009,120
dec3,dHPC,post,83,-2.258,6.9478,120
dec3,dHPC,post,84,-2.1949,6.8231,120
dec3,dHPC,post,85,-2.1169,6.6257,120
dec3,dHPC,post,86,-2.0309,6.3863,120
dec3,dHPC,post,87,-1.9963,6.2331,120
dec3,dHPC,post,88,-2.1654,6.3607,120
dec3,dHPC,post,89,-2.1523,6.365,120
dec3,dHPC,post,90,-2.1386,6.3479,120
dec3,dHPC,post,91,-2.1163,6.2898,120
dec3,dHPC,post,92,-2.0584,6.1144,120
dec3,dHPC,post,93,-1.8388,5.4789,120
dec3,dHPC,post,94,-1.8847,5.7337,120
dec3,dHPC,post,95,-1.9936,6.1685,120
dec3,dHPC,post,96,-1.3791,4.6591,120
dec3,dHPC,post,97,-1.406,4.722,120
dec3,dHPC,post,98,-1.691,5.3561,120
dec3,dHPC,post,99,-1.8835,5.8582,120
dec3,dHPC,post,100,-2.0061,6.2191,120
dec3,dHPC,post,101,-2.0606,6.4252,120
dec3,dHPC,post,102,-2.1037,6.5672,120
dec3,dHPC,post,103,-2.1334,6.6447,120
dec3,dHPC,post,104,-2.133,6.6251,120
dec3,dHPC,post,105,-2.1232,6.5753,120
dec3,dHPC,post,106,-2.1047,6.4931,120
dec3,dHPC,post,107,-2.0536,6.3272,120
dec3,dHPC,post,108,-1.9531,6.0598,120
dec3,dHPC,post,109,-1.7536,5.6051,120
dec3,dHPC,post,110,-1.4536,4.9994,120
dec3,dHPC,post,111,-1.336,4.7841,120
dec3,dHPC,post,112,-2.3139,7.0085,120
dec3,dHPC,post,113,-2.3068,7.0065,120
dec3,dHPC,post,114,-2.3156,6.853,120
dec3,dHPC,post,115,-2.3124,7.023,120
dec3,dHPC,post,116,-2.3227,7.0346,120
dec3,dHPC,post,117,-2.3226,7.0348,120
dec3,dHPC,post,118,-2.3088,7.019,120
dec3,dHPC,post,119,-2.2785,6.9793,120
dec3,dHPC,post,120,-2.2294,6.9054,120
dec3,dHPC,post,121,-2.1471,6.7297,120
dec3,dHPC,post,122,-2.066,6.5027,120
dec3,dHPC,post,123,-2.0109,6.3137,120
dec3,dHPC,post,124,-1.9732,6.1478,120
dec3,dHPC,post,125,-1.9128,5.9313,120
dec3,dHPC,post,126,-1.6504,5.0697,120
dec3,dHPC,post,127,-1.6212,5.1669,120
dec4,dHPC,baseline,0,-1.9411,6.6865,120
dec4,dHPC,baseline,1,-1.9226,6.6243,120
dec4,dHPC,baseline,2,-1.9151,6.5909,120
dec4,dHPC,baseline,3,-1.9068,6.5833,120
dec4,dHPC,baseline,4,-1.9085,6.6198,120
dec4,dHPC,baseline,5,-1.9137,6.6651,120
dec4,dHPC,baseline,6,-1.877,6.6178,120
dec4,dHPC,baseline,7,-1.8092,6.4815,120
dec4,dHPC,baseline,8,-1.7194,6.2646,120
dec4,dHPC,baseline,9,-1.6178,5.998,120
dec4,dHPC,baseline,10,-1.5366,5.8224,120
dec4,dHPC,baseline,11,-1.6387,6.0739,120
dec4,dHPC,baseline,12,-1.773,6.3439,120
dec4,dHPC,baseline,13,-1.8546,6.4873,120
dec4,dHPC,baseline,14,-1.9184,6.6023,120
dec4,dHPC,baseline,15,-1.9777,6.7278,120
dec4,dHPC,baseline,16,-1.9426,6.4626,120
dec4,dHPC,baseline,17,-1.8783,6.3166,120
dec4,dHPC,baseline,18,-1.8094,6.1516,120
dec4,dHPC,baseline,19,-1.7239,5.9436,120
dec4,dHPC,baseline,20,-1.6181,5.6751,120
dec4,dHPC,baseline,21,-1.5185,5.4017,120
dec4,dHPC,baseline,22,-1.4502,5.1772,120
dec4,dHPC,baseline,23,-1.5149,5.1682,120
dec4,dHPC,baseline,24,-2.0347,6.3545,120
dec4,dHPC,baseline,25,-2.0344,6.3547,120
dec4,dHPC,baseline,26,-2.0349,6.3544,120
dec4,dHPC,baseline,27,-2.0323,6.3502,120
dec4,dHPC,baseline,28,-2.0351,6.3577,120
dec4,dHPC,baseline,29,-2.0433,6.8071,120
dec4,dHPC,baseline,30,-1.9939,6.7908,120
dec4,dHPC,baseline,31,-1.9628,6.7334,120
dec4,dHPC,baseline,32,-1.9623,6.7184,120
dec4,dHPC,baseline,33,-1.9274,6.726,120
dec4,dHPC,baseline,34,-1.9124,6.6818,120
dec4,dHPC,baseline,35,-1.9005,6.609,120
dec4,dHPC,baseline,36,-1.8847,6.5391,120
dec4,dHPC,baseline,37,-1.8711,6.4773,120
dec4,dHPC,baseline,38,-1.8706,6.442,120
