session,region,state,channel,slope,offset,n_windows
dec4,LEC,baseline,196,-1.3043,4.659,120
dec4,LEC,baseline,197,-1.4693,3.9522,120
dec4,LEC,baseline,198,-1.4742,4.0317,120
dec4,LEC,baseline,199,-1.4831,4.0486,120
dec4,LEC,baseline,200,-1.4784,4.0476,120
dec4,LEC,baseline,201,-1.4714,4.0388,120
dec4,LEC,baseline,202,-1.4796,4.056,120
dec4,LEC,baseline,203,-1.4786,4.0592,120
dec4,LEC,baseline,204,-1.464,4.0372,120
dec4,LEC,baseline,205,-1.4708,4.0447,120
dec4,LEC,baseline,206,-1.4569,3.983,120
dec4,LEC,baseline,207,-1.4842,4.1141,120
dec4,LEC,baseline,208,-1.4059,4.8393,120
dec4,LEC,baseline,209,-1.4423,3.9019,120
dec4,LEC,baseline,210,-1.4514,3.9108,120
dec4,LEC,baseline,211,-1.2661,4.7573,120
dec4,LEC,baseline,212,-1.2607,4.7532,120
dec4,LEC,baseline,213,-1.2218,4.7282,120
dec4,LEC,baseline,214,-1.2226,4.7273,120
dec4,LEC,baseline,215,-1.208,4.717,120
dec4,LEC,baseline,216,-1.3656,4.5251,120
dec4,LEC,baseline,217,-1.2085,4.726,120
dec4,LEC,baseline,218,-1.1967,4.7109,120
dec4,LEC,baseline,219,-1.2131,4.7312,120
dec4,LEC,baseline,220,-1.5205,4.0622,120
dec4,LEC,baseline,221,-1.5624,4.1861,120
dec4,LEC,baseline,222,-1.5456,4.1016,120
dec4,LEC,baseline,223,-1.2428,4.7531,120
dec4,LEC,ON,136,-1.3738,4.7689,120
dec4,LEC,ON,143,-1.7316,4.5244,120
dec4,LEC,ON,144,-1.6684,4.4105,120
dec4,LEC,ON,145,-1.613,4.308,120
dec4,LEC,ON,146,-1.6082,4.3081,120
dec4,LEC,ON,147,-1.596,4.2771,120
dec4,LEC,ON,148,-1.5941,4.274,120
dec4,LEC,ON,149,-1.6059,4.294,120
dec4,LEC,ON,150,-1.6314,4.3389,120
dec4,LEC,ON,151,-1.6864,4.4509,120
dec4,LEC,ON,152,-1.7274,4.5278,120
dec4,LEC,ON,153,-1.7438,4.5672,120
dec4,LEC,ON,154,-1.7354,4.554,120
dec4,LEC,ON,155,-1.6927,4.4749,120
dec4,LEC,ON,156,-1.6721,4.4275,120
dec4,LEC,ON,157,-1.657,4.3866,120
dec4,LEC,ON,158,-1.6117,4.3098,120
dec4,LEC,ON,159,-1.5776,4.2434,120
dec4,LEC,ON,160,-1.5424,4.1688,120
dec4,LEC,ON,161,-1.5125,4.1133,120
dec4,LEC,ON,162,-1.4837,4.0539,120
dec4,LEC,ON,163,-1.4994,4.0857,120
dec4,LEC,ON,164,-1.4939,4.0796,120
dec4,LEC,ON,165,-1.5092,4.1153,120
dec4,LEC,ON,166,-1.5117,4.1116,120
dec4,LEC,ON,167,-1.5079,4.1122,120
dec4,LEC,ON,168,-1.4929,4.0847,120
dec4,LEC,ON,169,-1.4926,4.0766,120
dec4,LEC,ON,170,-1.4851,4.0589,120
dec4,LEC,ON,171,-1.4733,4.0331,120
dec4,LEC,ON,172,-1.4136,3.9323,120
dec4,LEC,ON,173,-1.4332,5.0188,120
dec4,LEC,ON,174,-1.4051,4.9837,120
dec4,LEC,ON,175,-1.3803,4.9396,120
dec4,LEC,ON,176,-1.7205,5.3534,120
dec4,LEC,ON,177,-1.701,5.3345,120
dec4,LEC,ON,178,-1.6768,5.3041,120
dec4,LEC,ON,179,-1.6442,5.2692,120
dec4,LEC,ON,180,-1.6235,5.2516,120
dec4,LEC,ON,181,-1.5927,5.2175,120
dec4,LEC,ON,182,-1.562,5.1771,120
dec4,LEC,ON,183,-1.5431,5.1611,120
dec4,LEC,ON,184,-1.518,5.1296,120
dec4,LEC,ON,185,-1.5054,5.1135,120
dec4,LEC,ON,186,-1.4679,4.1605,120
dec4,LEC,ON,187,-1.4356,3.9911,120
dec4,LEC,ON,188,-1.5172,4.2242,120
dec4,LEC,ON,189,-1.4723,4.0373,120
dec4,LEC,ON,190,-1.4651,3.9676,120
dec4,LEC,ON,191,-1.447,4.0112,120
dec4,LEC,ON,192,-1.2528,4.7739,120
dec4,LEC,ON,193,-1.4992,4.1701,120
dec4,LEC,ON,194,-1.4958,4.0016,120
dec4,LEC,ON,195,-1.4934,4.1319,120
dec4,LEC,ON,196,-1.2999,4.6638,120
dec4,LEC,ON,197,-1.4811,3.9713,120
dec4,LEC,ON,198,-1.4907,4.0448,120
dec4,LEC,ON,199,-1.4973,4.0609,120
dec4,LEC,ON,200,-1.4896,4.0539,120
dec4,LEC,ON,201,-1.49,4.0509,120
dec4,LEC,ON,202,-1.5019,4.0774,120
dec4,LEC,ON,203,-1.4941,4.0693,120
dec4,LEC,ON,204,-1.4863,4.0589,120
dec4,LEC,ON,205,-1.4852,4.0567,120
dec4,LEC,ON,206,-1.4678,3.9899,120
dec4,LEC,ON,207,-1.5181,4.1979,120
dec4,LEC,ON,208,-1.4831,4.9472,120
dec4,LEC,ON,209,-1.4531,3.9168,120
dec4,LEC,ON,210,-1.4553,3.9151,120
dec4,LEC,ON,211,-1.3142,4.8228,120
dec4,LEC,ON,212,-1.3032,4.8194,120
dec4,LEC,ON,213,-1.2539,4.7798,120
dec4,LEC,ON,214,-1.2533,4.778,120
dec4,LEC,ON,215,-1.2313,4.7614,120
dec4,LEC,ON,216,-1.4031,4.6001,120
dec4,LEC,ON,217,-1.2265,4.7647,120
dec4,LEC,ON,218,-1.2139,4.7522,120
dec4,LEC,ON,219,-1.2254,4.7699,120
dec4,LEC,ON,220,-1.5298,4.0767,120
dec4,LEC,ON,221,-1.5673,4.1767,120
dec4,LEC,ON,222,-1.5405,4.0954,120
dec4,LEC,ON,223,-1.2552,4.7911,120
dec4,LEC,OFF,136,-1.3987,4.7914,120
dec4,LEC,OFF,143,-1.7387,4.5384,120
dec4,LEC,OFF,144,-1.6747,4.4163,120
dec4,LEC,OFF,145,-1.6322,4.3396,120
dec4,LEC,OFF,146,-1.6061,4.3076,120
dec4,LEC,OFF,147,-1.6115,4.3018,120
dec4,LEC,OFF,148,-1.6006,4.2838,120
dec4,LEC,OFF,149,-1.6162,4.317,120
dec4,LEC,OFF,150,-1.6492,4.3682,120
dec4,LEC,OFF,151,-1.7025,4.4752,120
dec4,LEC,OFF,152,-1.7377,4.5478,120
dec4,LEC,OFF,153,-1.7492,4.578,120
dec4,LEC,OFF,154,-1.7341,4.5489,120
dec4,LEC,OFF,155,-1.7082,4.4975,120
dec4,LEC,OFF,156,-1.6877,4.4529,120
dec4,LEC,OFF,157,-1.6699,4.4121,120
dec4,LEC,OFF,158,-1.6256,4.3324,120
dec4,LEC,OFF,159,-1.5879,4.2618,120
dec4,LEC,OFF,160,-1.5492,4.1801,120
dec4,LEC,OFF,161,-1.5235,4.1319,120
dec4,LEC,OFF,162,-1.5009,4.0836,120
dec4,LEC,OFF,163,-1.5017,4.0899,120
dec4,LEC,OFF,164,-1.5041,4.098,120
dec4,LEC,OFF,165,-1.5223,4.1363,120
dec4,LEC,OFF,166,-1.5238,4.1346,120
dec4,LEC,OFF,167,-1.5255,4.1414,120
dec4,LEC,OFF,168,-1.5178,4.1239,120
dec4,LEC,OFF,169,-1.4977,4.0891,120
dec4,LEC,OFF,170,-1.4972,4.0823,120
dec4,LEC,OFF,171,-1.488,4.0605,120
dec4,LEC,OFF,172,-1.4181,3.9387,120
dec4,LEC,OFF,173,-1.4668,5.0595,120
dec4,LEC,OFF,174,-1.4398,5.026,120
dec4,LEC,OFF,175,-1.4165,4.9849,120
dec4,LEC,OFF,176,-1.7583,5.4046,120
dec4,LEC,OFF,177,-1.7378,5.384,120
dec4,LEC,OFF,178,-1.7128,5.3507,120
dec4,LEC,OFF,179,-1.6798,5.3149,120
dec4,LEC,OFF,180,-1.6617,5.2992,120
dec4,LEC,OFF,181,-1.6308,5.2642,120
dec4,LEC,OFF,182,-1.6017,5.2258,120
dec4,LEC,OFF,183,-1.5805,5.2056,120
dec4,LEC,OFF,184,-1.5533,5.1713,120
dec4,LEC,OFF,185,-1.5397,5.1533,120
dec4,LEC,OFF,186,-1.4813,4.177,120
dec4,LEC,OFF,187,-1.4443,4.0045,120
dec4,LEC,OFF,188,-1.5286,4.2431,120
dec4,LEC,OFF,189,-1.4865,4.0632,120
dec4,LEC,OFF,190,-1.4775,3.9918,120
dec4,LEC,OFF,191,-1.4576,4.0081,120
dec4,LEC,OFF,192,-1.2519,4.742,120
dec4,LEC,OFF,193,-1.5014,4.1508,120
dec4,LEC,OFF,194,-1.5215,4.0463,120
dec4,LEC,OFF,195,-1.5047,4.1317,120
dec4,LEC,OFF,196,-1.3028,4.6358,120
dec4,LEC,OFF,197,-1.5021,4.0058,120
dec4,LEC,OFF,198,-1.5132,4.0878,120
dec4,LEC,OFF,199,-1.5118,4.085,120
dec4,LEC,OFF,200,-1.5061,4.0833,120
dec4,LEC,OFF,201,-1.5049,4.0806,120
dec4,LEC,OFF,202,-1.5162,4.1048,120
dec4,LEC,OFF,203,-1.5074,4.0933,120
dec4,LEC,OFF,204,-1.5043,4.0945,120
dec4,LEC,OFF,205,-1.4921,4.073,120
dec4,LEC,OFF,206,-1.4853,4.0207,120
dec4,LEC,OFF,207,-1.5267,4.1939,120
dec4,LEC,OFF,208,-1.5004,4.9564,120
dec4,LEC,OFF,209,-1.467,3.9457,120
dec4,LEC,OFF,210,-1.4699,3.9412,120
dec4,LEC,OFF,211,-1.3198,4.8096,120
dec4,LEC,OFF,212,-1.3062,4.8014,120
dec4,LEC,OFF,213,-1.2544,4.756,120
dec4,LEC,OFF,214,-1.2537,4.7538,120
dec4,LEC,OFF,215,-1.2315,4.7342,120
dec4,LEC,OFF,216,-1.409,4.5821,120
dec4,LEC,OFF,217,-1.2257,4.735,120
dec4,LEC,OFF,218,-1.2133,4.7226,120
dec4,LEC,OFF,219,-1.2236,4.7377,120
dec4,LEC,OFF,220,-1.5252,4.0629,120
dec4,LEC,OFF,221,-1.5731,4.197,120
dec4,LEC,OFF,222,-1.5539,4.1162,120
dec4,LEC,OFF,223,-1.2546,4.76,120
dec4,LEC,post,136,-1.3815,4.7713,120
dec4,LEC,post,143,-1.7234,4.4979,120
dec4,LEC,post,144,-1.6588,4.3816,120
dec4,LEC,post,145,-1.6094,4.2856,120
dec4,LEC,post,146,-1.5941,4.2717,120
dec4,LEC,post,147,-1.5856,4.2448,120
dec4,LEC,post,148,-1.5873,4.2479,120
dec4,LEC,post,149,-1.5952,4.2626,120
dec4,LEC,post,150,-1.628,4.3197,120
dec4,LEC,post,151,-1.6836,4.4299,120
dec4,LEC,post,152,-1.7162,4.4953,120
dec4,LEC,post,153,-1.739,4.5461,120
dec4,LEC,post,154,-1.7223,4.5169,120
dec4,LEC,post,155,-1.6988,4.4703,120
dec4,LEC,post,156,-1.6685,4.4053,120
dec4,LEC,post,157,-1.638,4.3417,120
dec4,LEC,post,158,-1.6064,4.2862,120
dec4,LEC,post,159,-1.5751,4.2261,120
dec4,LEC,post,160,-1.5468,4.1673,120
dec4,LEC,post,161,-1.5217,4.1154,120
dec4,LEC,post,162,-1.4939,4.0572,120
dec4,LEC,post,163,-1.4943,4.0672,120
dec4,LEC,post,164,-1.4855,4.052,120
dec4,LEC,post,165,-1.5149,4.1086,120
dec4,LEC,post,166,-1.5115,4.0999,120
dec4,LEC,post,167,-1.5152,4.1127,120
dec4,LEC,post,168,-1.5086,4.0955,120
dec4,LEC,post,169,-1.4947,4.0697,120
dec4,LEC,post,170,-1.4914,4.0579,120
dec4,LEC,post,171,-1.4632,4.0022,120
dec4,LEC,post,172,-1.4038,3.9067,120
dec4,LEC,post,173,-1.4356,5.0155,120
dec4,LEC,post,174,-1.4122,4.9875,120
dec4,LEC,post,175,-1.3853,4.9428,120
dec4,LEC,post,176,-1.7343,5.3575,120
dec4,LEC,post,177,-1.7167,5.3396,120
dec4,LEC,post,178,-1.6861,5.3031,120
dec4,LEC,post,179,-1.679,5.2967,120
dec4,LEC,post,180,-1.6414,5.2586,120
dec4,LEC,post,181,-1.6074,5.2215,120
dec4,LEC,post,182,-1.5821,5.1878,120
dec4,LEC,post,183,-1.5558,5.162,120
dec4,LEC,post,184,-1.5298,5.1314,120
dec4,LEC,post,185,-1.5129,5.1112,120
dec4,LEC,post,186,-1.4527,4.1319,120
dec4,LEC,post,187,-1.4206,3.9611,120
dec4,LEC,post,188,-1.5045,4.2162,120
dec4,LEC,post,189,-1.4679,4.025,120
dec4,LEC,post,190,-1.4663,3.9661,120
dec4,LEC,post,191,-1.4594,4.005,120
dec4,LEC,post,192,-1.2201,4.7081,120
dec4,LEC,post,193,-1.4949,4.1412,120
dec4,LEC,post,194,-1.5078,4.0074,120
dec4,LEC,post,195,-1.5055,4.1292,120
dec4,LEC,post,196,-1.2695,4.5989,120
dec4,LEC,post,197,-1.4856,3.9674,120
dec4,LEC,post,198,-1.5037,4.0547,120
dec4,LEC,post,199,-1.5182,4.0831,120
dec4,LEC,post,200,-1.5059,4.0671,120
dec4,LEC,post,201,-1.4952,4.0498,120
dec4,LEC,post,202,-1.5005,4.0628,120
dec4,LEC,post,203,-1.4991,4.0687,120
dec4,LEC,post,204,-1.5046,4.0773,120
dec4,LEC,post,205,-1.4904,4.0528,120
dec4,LEC,post,206,-1.4638,3.9721,120
dec4,LEC,post,207,-1.5295,4.198,120
dec4,LEC,post,208,-1.4851,4.9444,120
dec4,LEC,post,209,-1.4644,3.9183,120
dec4,LEC,post,210,-1.479,3.9444,120
dec4,LEC,post,211,-1.2992,4.7903,120
dec4,LEC,post,212,-1.2777,4.7757,120
dec4,LEC,post,213,-1.2344,4.7337,120
dec4,LEC,post,214,-1.2246,4.7266,120
dec4,LEC,post,215,-1.1996,4.7039,120
dec4,LEC,post,216,-1.3852,4.557,120
dec4,LEC,post,217,-1.1897,4.7007,120
dec4,LEC,post,218,-1.1792,4.6892,120
dec4,LEC,post,219,-1.1896,4.7038,120
dec4,LEC,post,220,-1.5272,4.0493,120
dec4,LEC,post,221,-1.5781,4.1837,120
dec4,LEC,post,222,-1.5513,4.0943,120
dec4,LEC,post,223,-1.2215,4.7259,120
