cluster_a,cluster_b,n_spikes_a,n_spikes_b,template_similarity,n_coincident_1lag,expected_by_chance,coincidence_ratio,coincident_frac_of_smaller,flag
162,171,26087,125268,0.08086063712835312,741,614.0,1.21,0.0284,separate
114,120,84638,24748,0.5089804530143738,701,393.56,1.78,0.0283,separate
26,29,58520,27346,0.6338655352592468,773,300.68,2.57,0.0283,separate
87,94,19381,14267,0.01358658168464899,404,51.95,7.78,0.0283,separate
99,102,496,200185,0.38007333874702454,14,18.66,0.75,0.0282,separate
161,171,23944,125268,0.1748334765434265,675,563.57,1.2,0.0282,separate
157,158,44998,137851,0.30932655930519104,1271,1165.5,1.09,0.0282,separate
6,7,28399,27245,0.6032388210296631,767,145.38,5.28,0.0282,separate
94,99,14267,496,0.13998980820178986,14,1.33,10.53,0.0282,separate
63,66,10646,12871,0.6218465566635132,299,25.75,11.61,0.0281,separate
178,183,50141,12224,0.5753857493400574,342,115.16,2.97,0.028,separate
40,45,14080,13397,0.2600514888763428,374,35.44,10.55,0.0279,separate
25,28,10547,15905,0.7959910035133362,293,31.52,9.3,0.0278,separate
75,78,10682,22127,0.4011727273464203,297,44.41,6.69,0.0278,separate
24,30,9728,15532,0.45239442586898804,269,28.39,9.48,0.0277,separate
101,103,19908,64049,0.1887422502040863,550,239.58,2.3,0.0276,separate
164,165,7034,139304,0.4078621566295624,191,184.11,1.04,0.0272,separate
148,155,16033,10920,0.16078345477581024,297,32.9,9.03,0.0272,separate
107,122,993,20481,0.5990318655967712,27,3.82,7.07,0.0272,separate
165,169,139304,6653,0.2049010992050171,180,174.14,1.03,0.0271,separate
190,193,98301,70300,0.6104464530944824,1906,1298.44,1.47,0.0271,separate
94,96,14267,4678,0.8523462414741516,127,12.54,10.13,0.0271,separate
190,192,98301,45474,0.5975620746612549,1226,839.9,1.46,0.027,separate
0,1,86111,26403,0.3127247095108032,714,427.19,1.67,0.027,separate
14,21,16329,96893,0.3718315660953522,439,297.28,1.48,0.0269,separate
80,82,137067,17753,0.3057491183280945,476,457.21,1.04,0.0268,separate
146,149,20410,17526,0.5049089789390564,470,67.21,6.99,0.0268,separate
115,122,9395,20481,0.713467538356781,252,36.15,6.97,0.0268,separate
64,67,14234,60407,0.4080579876899719,381,161.56,2.36,0.0268,separate
148,151,16033,29389,0.18191318213939667,421,88.53,4.76,0.0263,separate
78,82,22127,17753,0.8507668972015381,466,73.81,6.31,0.0262,separate
28,32,15905,9746,0.8167814612388611,251,29.13,8.62,0.0258,separate
182,185,24282,58869,0.7624014616012573,627,268.58,2.33,0.0258,separate
116,122,9930,20481,0.4400535821914673,255,38.21,6.67,0.0257,separate
151,153,29389,61940,0.8147286772727966,752,342.03,2.2,0.0256,separate
184,189,32506,42434,0.4493212103843689,827,259.17,3.19,0.0254,separate
17,23,9936,13614,0.24002233147621155,252,25.42,9.92,0.0254,separate
26,28,58520,15905,0.3040931820869446,402,174.88,2.3,0.0253,separate
138,140,162099,59904,0.5548670887947083,1509,1824.5,0.83,0.0252,separate
33,35,11646,49218,0.6058399677276611,292,107.7,2.71,0.0251,separate
70,76,7042,108183,0.19629648327827454,177,143.14,1.24,0.0251,separate
170,176,31394,27875,0.31541916728019714,701,164.43,4.26,0.0251,separate
185,188,58869,10328,0.25934678316116333,259,114.24,2.27,0.0251,separate
176,184,27875,32506,0.4853519797325134,696,170.25,4.09,0.025,separate
168,170,8465,31394,0.6923417448997498,212,49.93,4.25,0.025,separate
180,193,54352,70300,0.412632554769516,1351,717.92,1.88,0.0249,separate
180,190,54352,98301,0.7524780631065369,1355,1003.88,1.35,0.0249,separate
15,18,31110,7968,0.3614793121814728,197,46.58,4.23,0.0247,separate
0,2,86111,15663,0.23153993487358093,383,253.42,1.51,0.0245,separate
24,27,9728,21183,0.6961973309516907,237,38.72,6.12,0.0244,separate
181,184,5209,32506,0.9352066516876221,127,31.81,3.99,0.0244,separate
67,71,60407,16363,0.540235161781311,396,185.72,2.13,0.0242,separate
160,171,3026,125268,0.09818030148744583,73,71.22,1.02,0.0241,separate
140,145,59904,11696,0.34237203001976013,280,131.64,2.13,0.0239,separate
33,36,11646,22247,0.41007059812545776,278,48.68,5.71,0.0239,separate
136,140,47213,59904,0.43110188841819763,1125,531.4,2.12,0.0238,separate
35,37,49218,9479,0.560796320438385,226,87.66,2.58,0.0238,separate
186,192,9850,45474,0.6610011458396912,234,84.16,2.78,0.0238,separate
172,182,41964,24282,0.4415142834186554,575,191.46,3.0,0.0237,separate
134,135,49426,42031,0.23110730946063995,995,390.33,2.55,0.0237,separate
51,55,12041,16767,0.25941067934036255,285,37.93,7.51,0.0237,separate
172,176,41964,27875,0.9480116963386536,659,219.79,3.0,0.0236,separate
53,56,51193,7721,0.39506134390830994,181,74.27,2.44,0.0234,separate
67,69,60407,25802,0.591518223285675,605,292.85,2.07,0.0234,separate
186,189,9850,42434,0.5909110903739929,230,78.53,2.93,0.0234,separate
103,104,64049,43,0.2986432909965515,1,0.52,1.93,0.0233,separate
104,105,43,8386,0.3210029602050781,1,0.07,14.76,0.0233,separate
57,59,11595,10621,0.1929684579372406,245,23.14,10.59,0.0231,separate
178,184,50141,32506,0.6237211227416992,751,306.24,2.45,0.0231,separate
170,175,31394,8703,0.5168960094451904,200,51.34,3.9,0.023,separate
178,185,50141,58869,0.5967228412628174,1147,554.61,2.07,0.0229,separate
40,41,14080,12377,0.4761097729206085,284,32.74,8.67,0.0229,separate
109,122,3732,20481,0.8721632361412048,85,14.36,5.92,0.0228,separate
189,193,42434,70300,0.19944193959236145,966,560.5,1.72,0.0228,separate
24,32,9728,9746,0.4585486948490143,221,17.81,12.41,0.0227,separate
25,30,10547,15532,0.22245770692825317,239,30.78,7.76,0.0227,separate
178,182,50141,24282,0.6969834566116333,546,228.76,2.39,0.0225,separate
133,135,24753,42031,0.12013678252696991,555,195.48,2.84,0.0224,separate
92,94,13873,14267,0.1777629852294922,309,37.19,8.31,0.0223,separate
54,57,8612,11595,0.6238664984703064,192,18.76,10.23,0.0223,separate
159,166,8190,18039,0.2836410701274872,183,27.76,6.59,0.0223,separate
55,60,16767,57480,0.10093240439891815,372,181.08,2.05,0.0222,separate
137,142,61617,23779,0.18284699320793152,527,275.3,1.91,0.0222,separate
158,160,137851,3026,0.3325014114379883,67,78.38,0.85,0.0221,separate
19,21,4910,96893,0.6945555806159973,108,89.39,1.21,0.022,separate
52,55,14462,16767,0.5359637141227722,316,45.56,6.94,0.0219,separate
75,83,10682,34070,0.16995275020599365,234,68.38,3.42,0.0219,separate
87,90,19381,67227,0.10024718940258026,424,244.81,1.73,0.0219,separate
162,164,26087,7034,0.2298605591058731,154,34.48,4.47,0.0219,separate
74,76,9645,108183,0.2567782998085022,211,196.05,1.08,0.0219,separate
24,29,9728,27346,0.5264099836349487,213,49.98,4.26,0.0219,separate
137,140,61617,59904,0.5458951592445374,1299,693.53,1.87,0.0217,separate
187,192,102502,45474,0.2720337510108948,988,875.8,1.13,0.0217,separate
109,115,3732,9395,0.5590568780899048,81,6.59,12.3,0.0217,separate
137,143,61617,31920,0.15307411551475525,694,369.55,1.88,0.0217,separate
53,54,51193,8612,0.6031391620635986,186,82.84,2.25,0.0216,separate
174,185,18202,58869,0.6582277417182922,394,201.33,1.96,0.0216,separate
28,34,15905,14719,0.5058057904243469,313,43.99,7.12,0.0213,separate
86,87,45865,19381,0.7520883083343506,409,167.02,2.45,0.0211,separate
1,2,26403,15663,0.7554339170455933,329,77.7,4.23,0.021,separate
79,84,15861,36953,0.2139449119567871,333,110.13,3.02,0.021,separate
137,141,61617,21855,0.1103009283542633,456,253.02,1.8,0.0209,separate
111,112,20840,111417,0.5198646187782288,434,436.27,0.99,0.0208,separate
70,74,7042,9645,0.8079415559768677,146,12.76,11.44,0.0207,separate
96,101,4678,19908,0.12116672098636627,97,17.5,5.54,0.0207,separate
115,117,9395,2769,0.5742782354354858,57,4.89,11.66,0.0206,separate
129,134,80212,49426,0.19575446844100952,1016,744.91,1.36,0.0206,separate
117,122,2769,20481,0.8183410167694092,57,10.66,5.35,0.0206,separate
37,39,9479,10258,0.5067492127418518,194,18.27,10.62,0.0205,separate
28,33,15905,11646,0.33942702412605286,238,34.8,6.84,0.0204,separate
87,89,19381,91328,0.08602690696716309,395,332.57,1.19,0.0204,separate
134,140,49426,59904,0.16380789875984192,1009,556.31,1.81,0.0204,separate
7,13,27245,5739,0.13961902260780334,117,29.38,3.98,0.0204,separate
149,151,17526,29389,0.7413959503173828,355,96.78,3.67,0.0203,separate
67,72,60407,26071,0.7234209179878235,530,295.91,1.79,0.0203,separate
17,25,9936,10547,0.4281889796257019,202,19.69,10.26,0.0203,separate
49,50,7584,17393,0.32196274399757385,153,24.78,6.17,0.0202,separate
192,193,45474,70300,0.841559648513794,919,600.66,1.53,0.0202,separate
154,156,9235,7787,0.4677215814590454,157,13.51,11.62,0.0202,separate
139,141,26217,21855,0.24764198064804077,442,107.66,4.11,0.0202,separate
99,101,496,19908,0.2863752841949463,10,1.86,5.39,0.0202,separate
76,81,108183,28424,0.29711857438087463,570,577.77,0.99,0.0201,separate
108,122,9408,20481,0.36159244179725647,189,36.2,5.22,0.0201,separate
14,16,16329,48694,0.5172255635261536,328,149.4,2.2,0.0201,separate
176,183,27875,12224,0.5850727558135986,246,64.02,3.84,0.0201,separate
172,175,41964,8703,0.7172558307647705,174,68.62,2.54,0.02,separate
3,6,19211,28399,0.35632023215293884,384,102.51,3.75,0.02,separate
155,156,10920,7787,0.18565768003463745,155,15.98,9.7,0.0199,separate
150,154,14043,9235,0.5072261691093445,183,24.37,7.51,0.0198,separate
180,184,54352,32506,0.6201624274253845,642,331.96,1.93,0.0198,separate
87,91,19381,1470,0.06671630591154099,29,5.35,5.42,0.0197,separate
106,109,19178,3732,0.5005530714988708,73,13.45,5.43,0.0196,separate
154,162,9235,26087,0.20118480920791626,180,45.27,3.98,0.0195,separate
6,8,28399,20799,0.33948493003845215,404,110.98,3.64,0.0194,separate
69,75,25802,10682,0.5472584366798401,207,51.79,4.0,0.0194,separate
25,27,10547,21183,0.3333764970302582,205,41.98,4.88,0.0194,separate
68,70,5161,7042,0.8275762796401978,100,6.83,14.64,0.0194,separate
147,151,25523,29389,0.18165113031864166,495,140.94,3.51,0.0194,separate
4,6,18245,28399,0.49944648146629333,353,97.35,3.63,0.0193,separate
6,12,28399,5505,0.24834083020687103,106,29.37,3.61,0.0193,separate
50,51,17393,12041,0.8136900663375854,232,39.35,5.9,0.0193,separate
180,186,54352,9850,0.7042946815490723,190,100.59,1.89,0.0193,separate
66,67,12871,60407,0.8475258350372314,247,146.09,1.69,0.0192,separate
33,38,11646,12802,0.2625039219856262,223,28.01,7.96,0.0191,separate
188,192,10328,45474,0.22789831459522247,197,88.24,2.23,0.0191,separate
76,85,108183,23372,0.2551301419734955,447,475.08,0.94,0.0191,separate
150,155,14043,10920,0.43687161803245544,208,28.81,7.22,0.019,separate
78,79,22127,15861,0.4644300937652588,299,65.94,4.53,0.0189,separate
139,140,26217,59904,0.48830321431159973,496,295.08,1.68,0.0189,separate
167,170,7418,31394,0.4900323152542114,140,43.76,3.2,0.0189,separate
136,141,47213,21855,0.10147295147180557,411,193.87,2.12,0.0188,separate
106,108,19178,9408,0.36835169792175293,177,33.9,5.22,0.0188,separate
148,152,16033,12591,0.4270012378692627,236,37.93,6.22,0.0187,separate
103,106,64049,19178,0.7554735541343689,358,230.79,1.55,0.0187,separate
78,83,22127,34070,0.5344138145446777,412,141.65,2.91,0.0186,separate
54,55,8612,16767,0.5640202760696411,160,27.13,5.9,0.0186,separate
111,121,20840,46416,0.7402852773666382,381,181.75,2.1,0.0183,separate
159,168,8190,8465,0.1884683519601822,150,13.03,11.52,0.0183,separate
13,15,5739,31110,0.3273293972015381,105,33.55,3.13,0.0183,separate
4,5,18245,20604,0.39372241497039795,334,70.63,4.73,0.0183,separate
30,36,15532,22247,0.31456616520881653,284,64.92,4.37,0.0183,separate
72,75,26071,10682,0.24873383343219757,196,52.33,3.75,0.0183,separate
172,183,41964,12224,0.5588934421539307,222,96.38,2.3,0.0182,separate
17,21,9936,96893,0.3815036118030548,181,180.89,1.0,0.0182,separate
101,105,19908,8386,0.19586114585399628,153,31.37,4.88,0.0182,separate
142,148,23779,16033,0.4816458821296692,291,71.63,4.06,0.0182,separate
140,143,59904,31920,0.62635737657547,579,359.27,1.61,0.0181,separate
144,150,18671,14043,0.520450234413147,254,49.26,5.16,0.0181,separate
183,184,12224,32506,0.8747323155403137,221,74.66,2.96,0.0181,separate
176,182,27875,24282,0.4839945435523987,440,127.18,3.46,0.0181,separate
34,36,14719,22247,0.7626274824142456,265,61.53,4.31,0.018,separate
95,96,70155,4678,0.41695937514305115,84,61.66,1.36,0.018,separate
118,121,9389,46416,0.8903849124908447,168,81.88,2.05,0.0179,separate
188,190,10328,98301,0.3799054026603699,185,190.76,0.97,0.0179,separate
136,137,47213,61617,0.8397319912910461,843,546.6,1.54,0.0179,separate
93,95,48439,70155,0.1904357373714447,862,638.5,1.35,0.0178,separate
175,176,8703,27875,0.8035115599632263,155,45.58,3.4,0.0178,separate
50,57,17393,11595,0.8432092666625977,204,37.89,5.38,0.0176,separate
136,143,47213,31920,0.1276877373456955,561,283.16,1.98,0.0176,separate
51,54,12041,8612,0.5955826640129089,152,19.48,7.8,0.0176,separate
33,37,11646,9479,0.3880015015602112,166,20.74,8.0,0.0175,separate
20,21,459,96893,0.8609452247619629,8,8.36,0.96,0.0174,separate
66,68,12871,5161,0.3716617524623871,90,12.48,7.21,0.0174,separate
67,68,60407,5161,0.3940698206424713,89,58.58,1.52,0.0172,separate
149,154,17526,9235,0.3525058925151825,159,30.41,5.23,0.0172,separate
73,79,17297,15861,0.4814985990524292,273,51.55,5.3,0.0172,separate
17,19,9936,4910,0.18444955348968506,84,9.17,9.16,0.0171,separate
96,98,4678,5430,0.2652437388896942,80,4.77,16.76,0.0171,separate
169,171,6653,125268,0.7743701338768005,113,156.59,0.72,0.017,separate
8,13,20799,5739,0.28073108196258545,97,22.43,4.32,0.0169,separate
15,21,31110,96893,0.3312050402164459,527,566.37,0.93,0.0169,separate
105,106,8386,19178,0.2905060350894928,141,30.22,4.67,0.0168,separate
135,140,42031,59904,0.6716693639755249,707,473.08,1.49,0.0168,separate
126,134,46702,49426,0.19146433472633362,783,433.71,1.81,0.0168,separate
75,79,10682,15861,0.5955055356025696,178,31.83,5.59,0.0167,separate
120,121,24748,46416,0.8656190037727356,413,215.83,1.91,0.0167,separate
14,19,16329,4910,0.4402930438518524,82,15.06,5.44,0.0167,separate
46,52,12974,14462,0.4693089723587036,215,35.25,6.1,0.0166,separate
180,185,54352,58869,0.7305834293365479,897,601.19,1.49,0.0165,separate
174,178,18202,50141,0.43181541562080383,300,171.48,1.75,0.0165,separate
140,141,59904,21855,0.46697336435317993,361,245.99,1.47,0.0165,separate
139,142,26217,23779,0.14714299142360687,389,117.13,3.32,0.0164,separate
49,54,7584,8612,0.337173193693161,123,12.27,10.02,0.0162,separate
69,73,25802,17297,0.5965659618377686,281,83.86,3.35,0.0162,separate
99,106,496,19178,0.34600624442100525,8,1.79,4.48,0.0161,separate
140,142,59904,23779,0.5710494518280029,382,267.64,1.43,0.0161,separate
52,57,14462,11595,0.31932926177978516,187,31.51,5.94,0.0161,separate
176,181,27875,5209,0.463678240776062,84,27.28,3.08,0.0161,separate
152,153,12591,61940,0.3154253363609314,203,146.53,1.39,0.0161,separate
32,34,9746,14719,0.8040953278541565,156,26.95,5.79,0.016,separate
168,176,8465,27875,0.5621485710144043,135,44.34,3.04,0.0159,separate
182,184,24282,32506,0.8268924355506897,382,148.3,2.58,0.0157,separate
16,22,48694,25584,0.7678189873695374,400,234.07,1.71,0.0156,separate
111,118,20840,9389,0.8864959478378296,145,36.76,3.94,0.0154,separate
34,35,14719,49218,0.3745253086090088,226,136.12,1.66,0.0154,separate
25,26,10547,58520,0.45380836725234985,162,115.97,1.4,0.0154,separate
2,4,15663,18245,0.8163822293281555,239,53.69,4.45,0.0153,separate
51,57,12041,11595,0.5329751372337341,177,26.23,6.75,0.0153,separate
16,20,48694,459,0.9230437874794006,7,4.2,1.67,0.0153,separate
134,136,49426,47213,0.09988527745008469,722,438.45,1.65,0.0153,separate
16,19,48694,4910,0.6975846886634827,75,44.92,1.67,0.0153,separate
180,189,54352,42434,0.8435463309288025,643,433.35,1.48,0.0152,separate
135,137,42031,61617,0.5727078318595886,639,486.61,1.31,0.0152,separate
47,51,10400,12041,0.4057638943195343,158,23.53,6.72,0.0152,separate
132,135,18497,42031,0.08167802542448044,282,146.08,1.93,0.0152,separate
180,192,54352,45474,0.45001035928726196,687,464.39,1.48,0.0151,separate
106,107,19178,993,0.5239592790603638,15,3.58,4.19,0.0151,separate
127,134,54753,49426,0.1778182089328766,748,508.48,1.47,0.0151,separate
78,85,22127,23372,0.3469562828540802,334,97.17,3.44,0.0151,separate
149,155,17526,10920,0.25816088914871216,165,35.96,4.59,0.0151,separate
168,172,8465,41964,0.4396997094154358,128,66.74,1.92,0.0151,separate
94,101,14267,19908,0.0650111585855484,215,53.37,4.03,0.0151,separate
40,42,14080,7979,0.3182615637779236,120,21.11,5.68,0.015,separate
75,81,10682,28424,0.34770315885543823,160,57.05,2.8,0.015,separate
180,181,54352,5209,0.47692012786865234,78,53.2,1.47,0.015,separate
79,83,15861,34070,0.2656399607658386,238,101.53,2.34,0.015,separate
66,69,12871,25802,0.4426368772983551,192,62.4,3.08,0.0149,separate
135,143,42031,31920,0.33867254853248596,475,252.08,1.88,0.0149,separate
127,133,54753,24753,0.10947379469871521,367,254.65,1.44,0.0148,separate
79,82,15861,17753,0.46926769614219666,233,52.91,4.4,0.0147,separate
74,79,9645,15861,0.3986821174621582,142,28.74,4.94,0.0147,separate
27,34,21183,14719,0.40210747718811035,216,58.58,3.69,0.0147,separate
51,56,12041,7721,0.3846818506717682,113,17.47,6.47,0.0146,separate
181,182,5209,24282,0.8976880311965942,76,23.77,3.2,0.0146,separate
71,74,16363,9645,0.37214797735214233,141,29.65,4.75,0.0146,separate
48,52,8709,14462,0.6909303665161133,127,23.66,5.37,0.0146,separate
108,109,9408,3732,0.39784911274909973,54,6.6,8.19,0.0145,separate
19,23,4910,13614,0.18061397969722748,71,12.56,5.65,0.0145,separate
14,22,16329,25584,0.33445876836776733,237,78.49,3.02,0.0145,separate
153,161,61940,23944,0.1129189133644104,345,278.66,1.24,0.0144,separate
135,136,42031,47213,0.6542066335678101,605,372.85,1.62,0.0144,separate
117,120,2769,24748,0.9144613742828369,40,12.88,3.11,0.0144,separate
117,119,2769,12193,0.9006702899932861,40,6.34,6.31,0.0144,separate
110,122,4390,20481,0.5546075105667114,63,16.89,3.73,0.0144,separate
70,71,7042,16363,0.401178240776062,100,21.65,4.62,0.0142,separate
111,117,20840,2769,0.6174523830413818,39,10.84,3.6,0.0141,separate
56,57,7721,11595,0.663033664226532,109,16.82,6.48,0.0141,separate
50,56,17393,7721,0.5641981363296509,108,25.23,4.28,0.014,separate
166,175,18039,8703,0.4506092071533203,122,29.5,4.14,0.014,separate
71,75,16363,10682,0.6115477085113525,150,32.84,4.57,0.014,separate
147,149,25523,17526,0.6723869442939758,241,84.05,2.87,0.0138,separate
44,49,16109,7584,0.6545736789703369,105,22.95,4.57,0.0138,separate
153,155,61940,10920,0.5753017663955688,151,127.09,1.19,0.0138,separate
17,24,9936,9728,0.2672184109687805,134,18.16,7.38,0.0138,separate
45,48,13397,8709,0.5767676830291748,120,21.92,5.47,0.0138,separate
180,188,54352,10328,0.39313867688179016,141,105.47,1.34,0.0137,separate
68,72,5161,26071,0.26819878816604614,70,25.28,2.77,0.0136,separate
174,184,18202,32506,0.5678765177726746,248,111.17,2.23,0.0136,separate
34,37,14719,9479,0.43454790115356445,127,26.21,4.84,0.0134,separate
49,51,7584,12041,0.7021118402481079,101,17.16,5.89,0.0133,separate
42,48,7979,8709,0.2949669361114502,106,13.06,8.12,0.0133,separate
2,12,15663,5505,0.17543241381645203,73,16.2,4.51,0.0133,separate
25,29,10547,27346,0.3691876232624054,140,54.19,2.58,0.0133,separate
130,134,6138,49426,0.4437234103679657,81,57.0,1.42,0.0132,separate
75,76,10682,108183,0.4933166801929474,140,217.13,0.64,0.0131,separate
12,14,5505,16329,0.47091004252433777,72,16.89,4.26,0.0131,separate
128,133,60428,24753,0.11679979413747787,325,281.04,1.16,0.0131,separate
66,71,12871,16363,0.5781510472297668,169,39.57,4.27,0.0131,separate
66,72,12871,26071,0.5836096405982971,167,63.05,2.65,0.013,separate
87,93,19381,48439,0.028125924989581108,252,176.39,1.43,0.013,separate
126,133,46702,24753,0.1685429960489273,323,217.21,1.49,0.013,separate
115,120,9395,24748,0.5258054733276367,119,43.69,2.72,0.0127,separate
13,14,5739,16329,0.4781700372695923,73,17.61,4.15,0.0127,separate
29,32,27346,9746,0.33306342363357544,123,50.08,2.46,0.0126,separate
54,56,8612,7721,0.7224389910697937,97,12.49,7.76,0.0126,separate
52,56,14462,7721,0.2928673028945923,97,20.98,4.62,0.0126,separate
41,43,12377,10675,0.35694873332977295,134,24.83,5.4,0.0126,separate
163,167,32539,7418,0.1387908160686493,93,45.35,2.05,0.0125,separate
53,57,51193,11595,0.431877464056015,145,111.53,1.3,0.0125,separate
39,44,10258,16109,0.22351592779159546,127,31.05,4.09,0.0124,separate
148,150,16033,14043,0.8305407762527466,174,42.3,4.11,0.0124,separate
4,12,18245,5505,0.32679906487464905,68,18.87,3.6,0.0124,separate
77,78,9986,22127,0.3012092113494873,124,41.52,2.99,0.0124,separate
74,75,9645,10682,0.4604569971561432,119,19.36,6.15,0.0123,separate
73,76,17297,108183,0.5805447697639465,211,351.59,0.6,0.0122,separate
29,30,27346,15532,0.724818766117096,189,79.8,2.37,0.0122,separate
166,170,18039,31394,0.8523685932159424,220,106.41,2.07,0.0122,separate
18,19,7968,4910,0.6119124293327332,60,7.35,8.16,0.0122,separate
135,139,42031,26217,0.7670020461082458,315,207.04,1.52,0.012,separate
141,147,21855,25523,0.21034547686576843,261,104.81,2.49,0.0119,separate
82,83,17753,34070,0.8157426714897156,211,113.65,1.86,0.0119,separate
186,188,9850,10328,0.37728092074394226,117,19.11,6.12,0.0119,separate
14,18,16329,7968,0.5621393918991089,94,24.45,3.85,0.0118,separate
109,119,3732,12193,0.7330111265182495,44,8.55,5.15,0.0118,separate
14,23,16329,13614,0.22256159782409668,160,41.77,3.83,0.0118,separate
4,13,18245,5739,0.22959387302398682,67,19.67,3.41,0.0117,separate
38,41,12802,12377,0.389731228351593,145,29.77,4.87,0.0117,separate
73,81,17297,28424,0.32808247208595276,200,92.38,2.17,0.0116,separate
123,124,8813,11158,0.7744088768959045,101,18.48,5.47,0.0115,separate
76,79,108183,15861,0.5967848300933838,183,322.4,0.57,0.0115,separate
139,143,26217,31920,0.2264186292886734,299,157.24,1.9,0.0114,separate
150,151,14043,29389,0.37707504630088806,160,77.54,2.06,0.0114,separate
17,18,9936,7968,0.42556989192962646,91,14.88,6.12,0.0114,separate
136,139,47213,26217,0.4488303065299988,298,232.57,1.28,0.0114,separate
94,95,14267,70155,0.486683189868927,163,188.06,0.87,0.0114,separate
51,53,12041,51193,0.3779093325138092,137,115.82,1.18,0.0114,separate
131,133,6873,24753,0.31062623858451843,78,31.97,2.44,0.0113,separate
189,192,42434,45474,0.3112925589084625,479,362.56,1.32,0.0113,separate
16,18,48694,7968,0.5990797281265259,89,72.9,1.22,0.0112,separate
137,139,61617,26217,0.42383965849876404,293,303.52,0.97,0.0112,separate
42,46,7979,12974,0.614274799823761,89,19.45,4.58,0.0112,separate
12,15,5505,31110,0.3009291887283325,61,32.18,1.9,0.0111,separate
107,118,993,9389,0.6938616037368774,11,1.75,6.28,0.0111,separate
107,109,993,3732,0.8865653276443481,11,0.7,15.8,0.0111,separate
27,32,21183,9746,0.6061837673187256,107,38.79,2.76,0.011,separate
182,183,24282,12224,0.9281736016273499,134,55.77,2.4,0.011,separate
28,30,15905,15532,0.42921537160873413,171,46.42,3.68,0.011,separate
152,155,12591,10920,0.6985946297645569,119,25.83,4.61,0.0109,separate
30,32,15532,9746,0.6814006567001343,106,28.44,3.73,0.0109,separate
4,8,18245,20799,0.3733360171318054,199,71.3,2.79,0.0109,separate
164,166,7034,18039,0.2631351947784424,76,23.84,3.19,0.0108,separate
123,131,8813,6873,0.6667088866233826,74,11.38,6.5,0.0108,separate
172,174,41964,18202,0.8667775392532349,197,143.52,1.37,0.0108,separate
81,82,28424,17753,0.6134032011032104,191,94.81,2.01,0.0108,separate
52,54,14462,8612,0.6004016399383545,92,23.4,3.93,0.0107,separate
30,34,15532,14719,0.6599553227424622,157,42.95,3.65,0.0107,separate
157,161,44998,23944,0.05210653692483902,256,202.44,1.26,0.0107,separate
69,72,25802,26071,0.7819609642028809,273,126.39,2.16,0.0106,separate
157,160,44998,3026,0.1698959767818451,32,25.58,1.25,0.0106,separate
5,6,20604,28399,0.3560156524181366,219,109.94,1.99,0.0106,separate
77,81,9986,28424,0.3086031675338745,106,53.33,1.99,0.0106,separate
155,157,10920,44998,0.06956076622009277,116,92.33,1.26,0.0106,separate
27,30,21183,15532,0.8155667781829834,163,61.82,2.64,0.0105,separate
166,168,18039,8465,0.4600614905357361,89,28.69,3.1,0.0105,separate
98,101,5430,19908,0.24870698153972626,57,20.31,2.81,0.0105,separate
111,120,20840,24748,0.6490839719772339,218,96.9,2.25,0.0105,separate
188,189,10328,42434,0.23790805041790009,108,82.35,1.31,0.0105,separate
70,72,7042,26071,0.26649805903434753,73,34.5,2.12,0.0104,separate
150,152,14043,12591,0.8089132308959961,131,33.22,3.94,0.0104,separate
133,134,24753,49426,0.5142179131507874,254,229.87,1.1,0.0103,separate
71,73,16363,17297,0.4747420847415924,168,53.18,3.16,0.0103,separate
49,56,7584,7721,0.1417206972837448,78,11.0,7.09,0.0103,separate
154,155,9235,10920,0.6567018032073975,95,18.95,5.01,0.0103,separate
45,46,13397,12974,0.8728338479995728,133,32.66,4.07,0.0103,separate
38,40,12802,14080,0.7689212560653687,130,33.87,3.84,0.0102,separate
66,70,12871,7042,0.3889814019203186,72,17.03,4.23,0.0102,separate
119,122,12193,20481,0.8296295404434204,124,46.92,2.64,0.0102,separate
157,164,44998,7034,0.13556532561779022,72,59.47,1.21,0.0102,separate
37,38,9479,12802,0.4829791188240051,96,22.8,4.21,0.0101,separate
152,154,12591,9235,0.8333735466003418,93,21.85,4.26,0.0101,separate
73,75,17297,10682,0.8381645679473877,108,34.72,3.11,0.0101,separate
15,16,31110,48694,0.4058782756328583,315,284.63,1.11,0.0101,separate
151,155,29389,10920,0.47838687896728516,109,60.3,1.81,0.01,separate
34,38,14719,12802,0.18206444382667542,128,35.4,3.62,0.01,separate
71,72,16363,26071,0.7426390051841736,163,80.15,2.03,0.01,separate
43,49,10675,7584,0.3390616178512573,76,15.21,5.0,0.01,separate
115,119,9395,12193,0.5166465640068054,93,21.52,4.32,0.0099,separate
87,88,19381,77421,0.5784909725189209,189,281.93,0.67,0.0098,separate
55,56,16767,7721,0.6317927241325378,76,24.32,3.12,0.0098,separate
69,71,25802,16363,0.8489500880241394,161,79.33,2.03,0.0098,separate
142,145,23779,11696,0.7020010948181152,113,52.26,2.16,0.0097,separate
78,81,22127,28424,0.3453086316585541,213,118.17,1.8,0.0096,separate
8,12,20799,5505,0.2858482301235199,53,21.51,2.46,0.0096,separate
167,168,7418,8465,0.3234626054763794,71,11.8,6.02,0.0096,separate
174,181,18202,5209,0.6212010383605957,50,17.81,2.81,0.0096,separate
132,134,18497,49426,0.5593116879463196,178,171.78,1.04,0.0096,separate
130,133,6138,24753,0.3281470239162445,59,28.55,2.07,0.0096,separate
