edge,sample
rising,102006979
rising,102011035
rising,102074812
rising,102090974
rising,102103081
rising,102127106
rising,102192630
rising,102198371
rising,102207607
rising,102216842
rising,102226016
rising,102226265
rising,102232131
rising,102241554
rising,102317375
rising,102329419
rising,102365488
rising,102445427
rising,102449483
rising,102469390
rising,102489421
rising,102569423
rising,102573479
rising,102597380
rising,102690049
rising,102697850
rising,102709893
rising,102713950
rising,102794013
rising,102798819
rising,102799567
rising,102800628
rising,102801876
rising,102802750
rising,102807493
rising,102808054
rising,102809802
rising,102812048
rising,102812859
rising,102818101
rising,102820285
rising,102821097
rising,102822657
rising,102824154
rising,102825777
rising,102827961
rising,102829646
rising,102831830
rising,102834888
rising,102835949
rising,102837259
rising,102842626
rising,102844186
rising,102848055
rising,102848305
rising,102850239
rising,102912643
rising,102923459
rising,102929513
rising,102932695
rising,102934130
rising,102941869
rising,102947984
rising,102954162
rising,102955660
rising,102958842
rising,102966580
rising,103032603
rising,103033165
rising,103045646
rising,103051948
rising,103067175
rising,103070357
rising,103079531
rising,103091887
rising,103092885
rising,103165648
rising,103171951
rising,103178066
rising,103193293
rising,103202716
rising,103212638
rising,103272753
rising,103279306
rising,103303269
rising,103319306
rising,103331413
rising,103435315
rising,103443365
rising,103514567
rising,103523741
rising,103539778
rising,103543835
rising,103555629
rising,103559935
rising,103632781
rising,103635339
rising,103643264
rising,103655308
rising,103659302
rising,103691315
rising,103752720
rising,103759897
rising,103779741
rising,103795779
rising,103799835
rising,103872722
rising,103878651
rising,103887699
rising,103900055
rising,103906171
rising,103909353
rising,103915344
rising,103918901
rising,103924767
rising,103930758
rising,103993723
rising,103998279
rising,104018185
rising,104034285
rising,104038279
rising,104046080
rising,104050386
rising,104115410
rising,104118468
rising,104120090
rising,104120839
rising,104122337
rising,104125395
rising,104126144
rising,104127641
rising,104128390
rising,104129888
rising,104132322
rising,104134693
rising,104136191
rising,104136877
rising,104138562
rising,104139935
rising,104140746
rising,104141495
rising,104144553
rising,104145551
rising,104146799
rising,104153102
rising,104153788
rising,104156035
rising,104158531
rising,104160778
rising,104161464
rising,104164647
rising,104166706
rising,104167767
rising,104168516
rising,104172135
rising,104241715
rising,104249828
rising,104253073
rising,104261060
rising,104281778
rising,104284961
rising,104362840
rising,104372014
rising,104384370
rising,104393543
rising,104399659
rising,104472879
rising,104474314
rising,104475812
rising,104480492
rising,104485048
rising,104486545
rising,104502021
rising,104508074
rising,104511257
rising,104512880
rising,104520430
rising,104528168
rising,104532724
rising,104592694
rising,104596500
rising,104608919
rising,104627328
rising,104633443
rising,104712696
rising,104715691
rising,104718874
rising,104723492
rising,104728047
rising,104730356
rising,104736409
rising,104745021
rising,104757938
rising,104763430
rising,104765614
rising,104832698
rising,104832906
rising,104859427
rising,104863609
rising,104875528
rising,104954926
rising,104959606
rising,104964162
rising,104965659
rising,104968779
rising,104970277
rising,104989435
rising,105004225
rising,105008655
rising,105010278
rising,105078734
rising,105081792
rising,105084975
rising,105115740
rising,105124913
rising,105192746
rising,105192933
rising,105198674
rising,105207910
rising,105211717
rising,105214150
rising,105218706
rising,105223261
rising,105233308
rising,105238612
rising,105240984
rising,105251031
rising,105331157
rising,105371158
rising,105444794
rising,105460270
rising,105464888
rising,105469443
rising,105488664
rising,105552752
rising,105672754
rising,105673253
rising,105676873
rising,105681490
rising,105683737
rising,105686108
rising,105698464
rising,105703082
rising,105714564
rising,105718309
rising,105722240
rising,105725984
rising,105792756
rising,105805673
rising,105837624
rising,105849730
rising,105945395
rising,105953507
rising,106033010
rising,106039687
rising,106041184
rising,106048860
rising,106050358
rising,106054976
rising,106058969
rising,106062776
rising,106065272
rising,106067331
rising,106082683
rising,106083494
rising,106085054
rising,106088798
rising,106156631
rising,106175040
rising,106184276
rising,106196569
rising,106205867
rising,106272889
rising,106286617
rising,106300346
rising,106315822
rising,106326493
rising,106407555
rising,106415605
rising,106531551
rising,106632894
rising,106752896
rising,106761633
rising,106764815
rising,106786345
rising,106807811
rising,106898359
rising,106902415
rising,107002947
rising,107024476
rising,107033712
rising,107113027
rising,107120827
rising,107157021
rising,107161889
rising,107232842
rising,107233590
rising,107239020
rising,107243637
rising,107263669
rising,107268287
rising,107280580
rising,107285198
rising,107291314
rising,107353052
rising,107355111
rising,107356671
rising,107363598
rising,107368965
rising,107374456
rising,107380509
rising,107385065
rising,107389994
rising,107391305
rising,107395049
rising,107398232
rising,107406906
rising,107409215
rising,107476673
rising,107477359
rising,107478982
rising,107479793
rising,107481291
rising,107482789
rising,107485909
rising,107488155
rising,107489653
rising,107494271
rising,107496580
rising,107500511
rising,107502009
rising,107506564
rising,107511993
rising,107518234
rising,107520480
rising,107525785
rising,107526658
rising,107528406
rising,107530527
rising,107592889
rising,107712954
rising,107723125
rising,107727993
rising,107743906
rising,107745279
rising,107752018
rising,107755076
rising,107761129
rising,107769304
rising,107836700
rising,107845936
rising,107851989
rising,107872083
rising,107878136
rising,107958200
rising,107961944
rising,107965126
rising,107971179
rising,107988028
rising,107990400
rising,108008934
rising,108011991
rising,108198765
rising,108211495
rising,108219546
rising,108230716
rising,108251496
rising,108269156
rising,108585979
rising,108683016
rising,108689132
rising,108704608
rising,108729132
rising,108792909
rising,108793033
rising,108795966
rising,108800647
rising,108801520
rising,108804453
rising,108808385
rising,108809820
rising,108810694
rising,108812254
rising,108816248
rising,108816872
rising,108820865
rising,108825296
rising,108828354
rising,108833658
rising,108839774
rising,108844454
rising,108846763
rising,108924705
rising,109033037
rising,109056126
rising,109153102
rising,109161900
rising,109169638
rising,109186612
rising,109192665
rising,109212697
rising,109276161
rising,109286208
rising,109298876
rising,109316099
rising,109330951
rising,109400032
rising,109403215
rising,109409268
rising,109421936
rising,109443215
rising,109443714
rising,109452389
rising,109452825
rising,109513045
rising,109525463
rising,109549426
rising,109565526
rising,109668991
rising,109753173
rising,109761348
rising,109767463
rising,109787495
rising,109792175
rising,109875920
rising,109894454
rising,109909806
rising,109925219
rising,110011773
rising,110027873
rising,110047842
rising,110113178
rising,110113428
rising,110118919
rising,110124348
rising,110125035
rising,110129653
rising,110130464
rising,110145004
rising,110154240
rising,110162727
rising,110233055
rising,110241979
rising,110257393
rising,110262073
rising,110263570
rising,110288220
rising,110352995
rising,110367410
rising,110480922
rising,110486288
rising,110488722
rising,110499393
rising,110516367
rising,110521733
rising,110528598
rising,110614090
rising,110644855
rising,110769600
rising,110846356
rising,110850974
rising,110873938
rising,110953128
rising,110976217
rising,110996249
rising,111000929
rising,111006982
rising,111083988
rising,111099464
rising,111120806
rising,111216782
rising,111313258
rising,111433135
rising,111468580
rising,111484617
rising,111553095
rising,111556839
rising,111559897
rising,111562954
rising,111567510
rising,111579866
rising,111584484
rising,111589039
rising,111593657
rising,111610631
rising,111679524
rising,111683580
rising,111707481
rising,111719524
rising,111723518
rising,111798277
rising,111804455
rising,111813629
rising,111819744
rising,111844456
rising,111914223
rising,111918217
rising,111918965
rising,111920463
rising,111925081
rising,111930448
rising,111932694
rising,111942866
rising,111947421
rising,111961275
rising,111967453
rising,112066861
rising,112158844
rising,112162838
rising,112167393
rising,112168891
rising,112174320
rising,112184242
rising,112185865
rising,112188049
rising,112190420
rising,112193603
rising,112199718
rising,112208829
rising,112290390
rising,112310422
rising,112418629
rising,112438661
rising,112443278
rising,112444776
rising,112453138
rising,112517871
rising,112522489
rising,112539400
rising,112545516
rising,112553254
rising,112560930
rising,112564736
rising,112572474
rising,112633130
rising,112633338
rising,112654181
rising,112664852
rising,112672777
rising,112690188
rising,112753173
rising,112760849
rising,112768774
rising,112873362
rising,112897200
rising,112909244
rising,113009152
rising,113030681
rising,113046032
rising,113131525
rising,113248344
rising,113257580
rising,113285224
rising,113358361
rising,113376770
rising,113392121
rising,113407597
rising,113483293
rising,113503262
rising,113508316
rising,113519299
rising,113523293
rising,113597491
rising,113601547
rising,113603606
rising,113608224
rising,113611344
rising,113613092
rising,113613653
rising,113615900
rising,113621391
rising,113623575
rising,113628942
rising,113631313
rising,113632312
rising,113635120
rising,113641236
rising,113648911
rising,113652031
rising,113718241
rising,113727477
rising,113758242
rising,113844359
rising,113865888
rising,113875186
rising,113884359
rising,113959181
rising,113963549
rising,113969665
rising,113985078
rising,113989696
rising,114002239
rising,114011475
rising,114073816
rising,114099464
rising,114126297
rising,114197375
rising,114201806
rising,114206361
rising,114207859
rising,114212476
rising,114221899
rising,114228140
rising,114234006
rising,114238623
rising,114249419
rising,114339405
rising,114348641
rising,114370170
rising,114448548
rising,114553449
rising,114560313
rising,114600376
rising,114673263
rising,114673450
rising,114689114
rising,114692234
rising,114698474
rising,114704590
rising,114713763
rising,114717382
rising,114726056
rising,114729239
rising,114779848
rising,114793265
rising,114802688
rising,114830769
rising,114842813
rising,114850738
rising,114921129
rising,114926558
rising,114928056
rising,114930615
rising,114932674
rising,114937541
rising,114941098
rising,114944219
rising,114947214
rising,114950334
rising,114954141
rising,114961379
rising,114965997
rising,114969554
rising,114971926
rising,115049867
rising,115153395
rising,115157825
rising,115173863
rising,115193832
rising,115209870
rising,115305596
rising,115413991
rising,115418609
rising,115435520
rising,115441636
rising,115513400
rising,115515397
rising,115518018
rising,115519266
rising,115520826
rising,115527253
rising,115529250
rising,115533182
rising,115534679
rising,115539297
rising,115547035
rising,115555460
rising,115560764
rising,115563385
rising,115569251
rising,115635274
rising,115655118
rising,115691998
rising,115755899
rising,115779862
rising,115812062
rising,115879708
rising,115899739
rising,115913156
rising,115993531
rising,116019741
rising,116116778
rising,116122894
rising,116127511
rising,116146108
rising,116149041
rising,116164454
rising,116170570
rising,116242396
rising,116250259
rising,116278216
rising,116290259
rising,116365643
rising,116379684
rising,116394660
rising,116410511
rising,116479592
rising,116481838
rising,116485707
rising,116488827
rising,116493403
rising,116494152
rising,116495650
rising,116498021
rising,116498770
rising,116501890
rising,116502577
rising,116506508
rising,116508006
rising,116511064
rising,116513310
rising,116521048
rising,116522109
rising,116523357
rising,116527476
rising,116529473
rising,116604419
rising,116609037
rising,116613655
rising,116618023
rising,116622641
rising,116630316
rising,116630566
rising,116636432
rising,116639802
rising,116645855
rising,116653468
rising,116713750
rising,116717931
rising,116722549
rising,116724046
rising,116729413
rising,116730349
rising,116734904
rising,116737151
rising,116741270
rising,116743267
rising,116747884
rising,116751067
rising,116757182
rising,116758743
rising,116761738
rising,116770287
rising,116833439
rising,116852285
rising,116856342
rising,116864329
rising,116876373
rising,116953399
rising,116960264
rising,116964882
rising,116977175
rising,116981793
rising,116982043
rising,116986411
rising,116992526
rising,117003322
rising,117007940
rising,117013494
rising,117092497
rising,117095679
rising,117123262
rising,117193465
rising,117201203
rising,117207069
rising,117211687
rising,117222732
rising,117227350
rising,117233216
rising,117240954
rising,117247257
rising,117313592
rising,117332188
rising,117337243
rising,117348288
rising,117433843
rising,117442455
rising,117451690
rising,117456308
rising,117457806
rising,117479335
rising,117482518
rising,117553408
rising,117575998
rising,117579992
rising,117673430
rising,117697580
rising,117697830
rising,117702198
rising,117708314
rising,117711434
rising,117719172
rising,117720607
rising,117723790
rising,117728345
rising,117729843
rising,117794430
rising,117803666
rising,117808471
rising,117814712
rising,117823698
rising,117825195
rising,117829813
rising,117848409
rising,117851342
rising,117913434
rising,117913683
rising,117921858
rising,117935275
rising,118033747
rising,118037991
rising,118039613
rising,118041111
rising,118042109
rising,118043420
rising,118046478
rising,118046727
rising,118047414
rising,118049598
rising,118051095
rising,118051345
rising,118056525
rising,118058085
rising,118060331
rising,118061829
rising,118062640
rising,118063576
rising,118065947
rising,118069567
rising,118071127
rising,118074559
rising,118075183
rising,118077430
rising,118078116
rising,118078865
rising,118082110
rising,118084169
rising,118085230
rising,118087289
rising,118088163
rising,118090410
rising,118154997
rising,118157244
rising,118158804
rising,118161175
rising,118161862
rising,118163422
rising,118164919
rising,118165731
rising,118166479
rising,118168913
rising,118169537
rising,118170536
rising,118172845
rising,118174904
rising,118176402
rising,118178024
rising,118184140
rising,118185637
rising,118186448
rising,118187260
rising,118187946
rising,118191066
rising,118192689
rising,118195809
rising,118196683
rising,118198679
rising,118200240
rising,118203360
rising,118203609
rising,118205669
rising,118206480
rising,118208789
rising,118209038
rising,118211285
rising,118212595
rising,118213469
rising,118274770
rising,118275144
rising,118277266
rising,118278202
rising,118281322
rising,118281884
rising,118282820
rising,118284879
rising,118287313
rising,118288000
rising,118288748
rising,118291182
rising,118294115
rising,118294926
rising,118295613
rising,118297235
rising,118298671
rising,118301104
rising,118304911
rising,118308717
rising,118312524
rising,118315207
rising,118317267
rising,118321011
rising,118321261
rising,118324131
rising,118327938
rising,118329498
rising,118330434
rising,118331120
rising,118331744
rising,118333367
rising,118393669
rising,118400471
rising,118408459
rising,118416509
rising,118425557
rising,118433483
rising,118437476
rising,118441408
rising,118452453
rising,118513609
rising,118520036
rising,118529397
rising,118536136
rising,118551987
rising,118560037
rising,118568087
rising,118635545
rising,118639414
rising,118644281
rising,118647464
rising,118663377
rising,118669555
rising,118671489
rising,118687340
rising,118692207
rising,118753674
rising,118759353
rising,118765531
rising,118771896
rising,118783878
rising,118802661
rising,118811585
rising,118878918
rising,118890775
rising,118891274
rising,118894456
rising,118900322
rising,118903130
rising,118918419
rising,118999918
rising,119002477
rising,119009903
rising,119011400
rising,119014520
rising,119016018
rising,119020636
rising,119029185
rising,119033678
rising,119035301
rising,119039107
rising,119042914
rising,119047844
rising,119121417
rising,119124538
rising,119139889
rising,119164538
rising,119259329
rising,119358301
rising,119370344
rising,119374401
rising,119399362
rising,119410407
rising,119478302
rising,119514309
rising,119530347
rising,119602111
rising,119626073
rising,119634186
rising,119653406
rising,119758306
rising,119835749
rising,119837309
rising,119839867
rising,119846545
rising,119857340
rising,119858027
rising,119859088
rising,119859712
rising,119864267
rising,119864954
rising,119868323
rising,119873565
rising,119881178
rising,119886545
rising,119891849
rising,119980275
rising,119996313
rising,120000369
rising,120073630
rising,120097843
rising,120128545
rising,120204324
rising,120208380
rising,120232281
rising,120248381
rising,120315776
rising,120318085
rising,120319583
rising,120321205
rising,120324949
rising,120327258
rising,120328070
rising,120328881
rising,120333499
rising,120335059
rising,120335808
rising,120337243
rising,120340363
rising,120341861
rising,120344232
rising,120346479
rising,120348164
rising,120349599
rising,120352594
rising,120355215
rising,120356526
rising,120357524
rising,120361955
rising,120363452
rising,120364451
rising,120365761
rising,120368008
rising,120371190
rising,120373437
rising,120434842
rising,120438024
rising,120438274
rising,120441956
rising,120442705
rising,120444265
rising,120447198
rising,120449132
rising,120449631
rising,120453376
rising,120458742
rising,120460427
rising,120463423
rising,120471098
rising,120481083
rising,120481332
rising,120483641
rising,120486512
rising,120487198
rising,120488072
rising,120490568
rising,120553783
rising,120559898
rising,120579867
rising,120601271
rising,120673597
rising,120680399
rising,120688387
rising,120724393
rising,120793661
rising,120807827
rising,120823864
rising,120831914
rising,120913663
rising,120917719
rising,120919279
rising,120920839
rising,120923210
rising,120926268
rising,120927079
rising,120933132
rising,120936939
rising,120943991
rising,120944739
rising,120947048
rising,120951604
rising,120956908
rising,120962712
rising,120964771
rising,120968515
rising,120968765
rising,121036160
rising,121037970
rising,121040029
rising,121041652
rising,121047019
rising,121050076
rising,121050888
rising,121054694
rising,121055443
rising,121056129
rising,121057190
rising,121060061
rising,121064117
rising,121066988
rising,121067674
rising,121070794
rising,121072292
rising,121073914
rising,121074788
rising,121078407
rising,121081028
rising,121084211
rising,121085334
rising,121089453
rising,121090264
rising,121092323
rising,121154352
rising,121178440
rising,121202465
rising,121210453
rising,121276663
rising,121278285
rising,121279721
rising,121284526
rising,121291390
rising,121296694
rising,121298192
rising,121299752
rising,121300002
rising,121300626
rising,121302061
rising,121305867
rising,121306866
rising,121311359
rising,121315166
rising,121316788
rising,121320532
rising,121326149
rising,121329019
rising,121330517
rising,121333762
rising,121394168
rising,121397413
rising,121409831
rising,121419005
rising,121428303
rising,121437476
rising,121453639
rising,121514170
rising,121517477
rising,121535886
rising,121542002
rising,121566651
rising,121572766
rising,121635731
rising,121638976
rising,121642783
rising,121647338
rising,121647588
rising,121648212
rising,121651956
rising,121652206
rising,121657385
rising,121660443
rising,121661442
rising,121665123
rising,121674234
rising,121675233
rising,121681910
rising,121684468
rising,121685280
rising,121686528
rising,121688962
rising,121768900
rising,121775016
rising,121793487
rising,121805780
rising,121891897
rising,121895080
rising,121931898
rising,121998295
rising,122002913
rising,122008779
rising,122013396
rising,122028810
rising,122029060
rising,122033490
rising,122034926
rising,122039543
rising,122048966
rising,122050589
rising,122127532
rising,122151433
rising,122167470
rising,122262947
rising,122353682
rising,122360920
rising,122365538
rising,122366974
rising,122371591
rising,122373900
rising,122374150
rising,122376396
rising,122381576
rising,122386943
rising,122390000
rising,122393121
rising,122393370
rising,122395367
rising,122399486
rising,122400297
rising,122405476
rising,122413152
rising,122473683
rising,122499456
rising,122510002
rising,122594246
rising,122610346
rising,122645479
rising,122653717
rising,122716931
rising,122719989
rising,122724607
rising,122730660
rising,122735215
rising,122735465
rising,122739833
rising,122745949
rising,122747571
rising,122756744
rising,122756994
rising,122761425
rising,122762860
rising,122767478
rising,122833812
rising,122836870
rising,122857026
rising,122861083
rising,122953876
rising,122961178
rising,122981084
rising,122996997
rising,123000991
rising,123008978
rising,123073940
rising,123078870
rising,123084923
rising,123089728
rising,123095781
rising,123100337
rising,123100586
rising,123106452
rising,123117311
rising,123121928
rising,123126484
rising,123131164
rising,123194878
rising,123215533
rising,123219589
rising,123231446
rising,123251540
rising,123316127
rising,123323865
rising,123325550
rising,123330168
rising,123336408
rising,123340839
rising,123343959
rising,123348577
rising,123351510
rising,123354630
rising,123356315
rising,123357937
rising,123362555
rising,123366986
rising,123373039
rising,123373850
rising,123453851
rising,123457907
rising,123473820
rising,123477814
rising,123553779
rising,123569817
rising,123585855
rising,123589911
rising,123597961
rising,123606011
rising,123610005
rising,123673968
rising,123689818
rising,123693812
rising,123709912
rising,123729819
rising,123733875
rising,123803580
rising,123809757
rising,123812940
rising,123816060
rising,123825109
rising,123828291
rising,123834344
rising,123840522
rising,123843705
rising,123846825
rising,123932255
rising,123949478
rising,124033972
rising,124040088
rising,124048013
rising,124064113
rising,124083957
rising,124092007
rising,124172258
rising,124191478
rising,124204208
rising,124273933
rising,124279550
rising,124282670
rising,124284168
rising,124288723
rising,124291906
rising,124294838
rising,124299456
rising,124301079
rising,124304199
rising,124305884
rising,124310252
rising,124313435
rising,124316368
rising,124318052
rising,124322608
rising,124330221
rising,124331844
rising,124397929
rising,124399426
rising,124401111
rising,124403233
rising,124404044
rising,124405729
rising,124408599
rising,124409411
rising,124412531
rising,124414029
rising,124414840
rising,124418646
rising,124420269
rising,124421018
rising,124424013
rising,124430253
rising,124432500
rising,124433311
rising,124435807
rising,124438740
rising,124442734
rising,124445043
rising,124450098
rising,124514747
rising,124516370
rising,124519428
rising,124520925
rising,124522860
rising,124523297
rising,124524732
rising,124525793
rising,124530223
rising,124531159
rising,124532470
rising,124533531
rising,124536276
rising,124536651
rising,124537462
rising,124539397
rising,124540270
rising,124541706
rising,124543328
rising,124545450
rising,124547135
rising,124548570
rising,124550879
rising,124552377
rising,124554249
rising,124557119
rising,124559428
rising,124560115
rising,124561924
rising,124564233
rising,124566355
rising,124567104
rising,124568601
rising,124573219
rising,124634437
rising,124658275
rising,124759930
rising,124766045
rising,124786077
rising,124792192
rising,124807606
rising,124812223
rising,124873836
rising,124876457
rising,124912589
rising,124929999
rising,124933618
rising,124955959
rising,124991466
rising,124994774
rising,124995522
rising,124996958
rising,124997894
rising,125001388
rising,125002012
rising,125004758
rising,125016864
rising,125026038
rising,125027972
rising,125035523
rising,125047816
rising,125052185
rising,125052434
rising,125113860
rising,125117479
rising,125119102
rising,125121411
rising,125125966
rising,125136762
rising,125140568
rising,125142128
rising,125145249
rising,125157542
rising,125161349
rising,125235920
rising,125268121
rising,125272114
rising,125361975
rising,125383504
rising,125392677
rising,125398793
rising,125479230
rising,125503131
rising,125515175
rising,125519231
rising,125598857
rising,125608093
rising,125614333
rising,125629622
rising,125638795
rising,125648031
rising,125726347
rising,125746628
rising,125754429
rising,125766597
rising,125770529
rising,125846910
rising,125850904
rising,125863010
rising,125867004
rising,125874867
rising,125883104
rising,125887098
rising,125962481
rising,125970531
rising,125990437
rising,126002481
rising,126010469
rising,126086476
rising,126090532
rising,126114432
rising,126126476
rising,126130532
rising,126198490
rising,126200986
rising,126203357
rising,126205479
rising,126210034
rising,126210284
rising,126210970
rising,126213404
rising,126214714
rising,126216212
rising,126220081
rising,126220830
rising,126223888
rising,126225385
rising,126231626
rising,126234122
rising,126236930
rising,126237180
rising,126240050
rising,126240986
rising,126242297
rising,126243981
rising,126244793
rising,126250846
rising,126253342
rising,126313998
rising,126317680
rising,126319302
rising,126323046
rising,126324856
rising,126326104
rising,126327165
rising,126329474
rising,126331471
rising,126333031
rising,126333904
rising,126336401
rising,126340769
rising,126343889
rising,126344575
rising,126347072
rising,126348694
rising,126350691
rising,126353312
rising,126355621
rising,126356931
rising,126358554
rising,126359427
rising,126362360
rising,126363109
rising,126363858
rising,126364856
rising,126368413
rising,126369911
rising,126370785
rising,126433999
rising,126443235
rising,126449288
rising,126453843
rising,126454093
rising,126458461
rising,126458711
rising,126463079
rising,126469382
rising,126475372
rising,126479990
rising,126481488
rising,126486106
rising,126490911
rising,126560553
rising,126572597
rising,126576653
rising,126584640
rising,126604547
rising,126674127
rising,126682052
rising,126683737
rising,126694595
rising,126699025
rising,126700461
rising,126705079
rising,126709696
rising,126711319
rising,126720492
rising,126725110
rising,126726608
rising,126732037
rising,126733722
rising,126814721
rising,126819526
rising,126830696
rising,126838684
rising,126843551
rising,126851539
rising,126927171
rising,126933287
rising,126948763
rising,126957999
rising,126967172
rising,126967484
rising,127041993
rising,127050043
rising,127059279
rising,127093289
rising,127163118
rising,127172354
rising,127181527
rising,127203056
rising,127209171
rising,127273967
rising,127280269
rising,127320270
rising,127328382
rising,127332438
rising,127396526
rising,127397400
rising,127398835
rising,127402642
rising,127406012
rising,127407260
rising,127408258
rising,127412876
rising,127414311
rising,127418929
rising,127422611
rising,127433469
rising,127436777
rising,127438087
rising,127439709
rising,127446574
rising,127446823
rising,127447323
rising,127453501
rising,127531255
rising,127546668
rising,127551161
rising,127636529
rising,127645765
rising,127648822
rising,127650445
rising,127655000
rising,127656498
rising,127661116
rising,127665921
rising,127670539
rising,127672161
rising,127677341
rising,127683456
rising,127684954
rising,127689572
rising,127758402
rising,127766452
rising,127790353
rising,127794534
rising,127877842
rising,127914660
rising,127993974
rising,128018561
rising,128026923
rising,128035222
rising,128046829
rising,128050823
rising,128081151
rising,128102992
rising,128119342
rising,128122420
rising,128123044
rising,128130221
rising,128130845
rising,128140829
rising,128146258
rising,128151625
rising,128157803
rising,128159301
rising,128172343
rising,128236993
rising,128239364
rising,128241548
rising,128242422
rising,128243420
rising,128244668
rising,128246977
rising,128248163
rising,128250784
rising,128251595
rising,128254653
rising,128258522
rising,128262391
rising,128264138
rising,128266946
rising,128268756
rising,128272313
rising,128276119
rising,128286166
rising,128364732
rising,128388695
rising,128404795
rising,128480698
rising,128496798
rising,128616050
rising,128625535
rising,128634459
rising,128667595
rising,128765942
rising,128772058
rising,128855553
rising,128871404
rising,128875522
rising,128887379
rising,128891622
rising,128958269
rising,128967442
rising,128968940
rising,128972122
rising,128976678
rising,128978175
rising,128993651
rising,128998269
rising,128999767
rising,129012123
rising,129075275
rising,129091063
rising,129107100
rising,129107350
rising,129110283
rising,129118333
rising,129126258
rising,129211064
rising,129227164
rising,129324076
rising,129348725
rising,129364076
rising,129434176
rising,129453333
rising,129558420
rising,129587687
rising,129592367
rising,129596923
rising,129598441
rising,129612357
rising,129676819
rising,129679128
rising,129681562
rising,129682311
rising,129685556
rising,129688426
rising,129692483
rising,129693855
rising,129694791
rising,129696851
rising,129698348
rising,129701469
rising,129704838
rising,129709144
rising,129712951
rising,129714573
rising,129718380
rising,129720252
rising,129722249
rising,129723871
rising,129724495
rising,129726180
rising,129728302
rising,129730923
rising,129733856
rising,129798443
rising,129803061
rising,129807616
rising,129807866
rising,129812296
rising,129813732
rising,129818350
rising,129833763
rising,129835261
rising,129839879
rising,129844496
rising,129850924
rising,129919027
rising,129927576
rising,129929073
rising,129933941
rising,129936000
rising,129939120
rising,129940805
rising,129942240
rising,129945423
rising,129946858
rising,129950540
rising,129953161
rising,129959776
rising,129964706
rising,130035159
rising,130041399
rising,130042897
rising,130058373
rising,130064426
rising,130076781
rising,130086017
rising,130089075
rising,130126891
rising,130127515
rising,130174442
rising,130195971
rising,130291323
rising,130300559
rising,130315910
rising,130400528
rising,130401964
rising,130407393
rising,130407642
rising,130408266
rising,130416628
rising,130423493
rising,130428111
rising,130432791
rising,130433789
rising,130442775
rising,130445084
rising,130449640
rising,130452011
rising,130532012
rising,130536629
rising,130542745
rising,130562776
rising,130564274
rising,130568892
rising,130642902
rising,130666802
rising,130682840
rising,130767146
rising,130776382
rising,130797973
rising,130874126
rising,130889415
rising,130893408
rising,130929415
rising,130994148
rising,131002510
rising,131007127
rising,131011496
rising,131016113
rising,131028656
rising,131033274
rising,131039140
rising,131043259
rising,131050872
rising,131142916
rising,131172870
rising,131243884
rising,131247878
rising,131259922
rising,131263916
rising,131283885
rising,131356584
rising,131367380
rising,131371998
rising,131376616
rising,131376865
rising,131382731
rising,131398394
rising,131402762
rising,131408878
rising,131474360
rising,131475296
rising,131476481
rising,131481411
rising,131483408
rising,131488026
rising,131496575
rising,131498073
rising,131502691
rising,131512925
rising,131518104
rising,131521848
rising,131526778
rising,131533455
rising,131594361
rising,131596482
rising,131598791
rising,131608027
rising,131614142
rising,131622629
rising,131629618
rising,131635734
rising,131639041
rising,131643409
rising,131644158
rising,131646530
rising,131647965
rising,131654268
rising,131718043
rising,131736577
rising,131751866
rising,131761102
rising,131774269
rising,131857639
rising,131881664
rising,131954364
rising,131955612
rising,131960230
rising,131964161
rising,131968779
rising,131973397
rising,131975643
rising,131984879
rising,131986377
rising,131989746
rising,131992055
rising,131994863
rising,131998982
rising,132009528
rising,132014146
rising,132075571
rising,132081749
rising,132089425
rising,132094043
rising,132097974
rising,132099472
rising,132102529
rising,132107896
rising,132109581
rising,132115634
rising,132117132
rising,132122498
rising,132124870
rising,132125868
rising,132131110
rising,132194449
rising,132241189
rising,132314346
rising,132317903
rising,132321023
rising,132322771
rising,132324767
rising,132338683
rising,132340243
rising,132341741
rising,132346359
rising,132357092
rising,132358715
rising,132362459
rising,132363520
rising,132365579
rising,132366390
rising,132437093
rising,132440463
rising,132445080
rising,132450946
rising,132461992
rising,132470978
rising,132472475
rising,132486329
rising,132554223
rising,132561836
rising,132592414
rising,132674245
rising,132684853
rising,132696897
rising,132700953
rising,132720860
rising,132725915
rising,132795494
rising,132805042
rising,132809660
rising,132815525
rising,132820330
rising,132831189
rising,132835806
rising,132841672
rising,132846290
rising,132852718
rising,132924793
rising,132948693
rising,132952687
rising,132968538
rising,133047727
rising,133060457
rising,133159616
rising,133167790
rising,133191753
rising,133274250
rising,133284734
rising,133288790
rising,133300834
rising,133308884
rising,133316684
rising,133328541
rising,133394313
rising,133396123
rising,133405671
rising,133424267
rising,133436311
rising,133444486
rising,133452223
rising,133524549
rising,133532474
rising,133533784
rising,133540649
rising,133549884
rising,133556561
rising,133564487
rising,133567794
rising,133572661
rising,133634461
rising,133642137
rising,133644633
rising,133647815
rising,133648439
rising,133649875
rising,133652433
rising,133656801
rising,133657488
rising,133659360
rising,133661606
rising,133663042
rising,133667660
rising,133669844
rising,133673026
rising,133675959
rising,133677769
rising,133680889
rising,133685257
rising,133686942
rising,133690686
rising,133758706
rising,133782668
rising,133794837
rising,133890438
rising,133896554
rising,133902794
rising,133912030
rising,133921266
rising,133930439
rising,134025375
rising,134045219
rising,134053269
