burst_index,start_sample,end_sample,start_time_s,end_time_s,duration_s,pulse_count,estimated_freq_hz,config_index,amplitude,expected_freq_hz,pin,expected_start_time_s,start_time_error_s
967,147199753,147248927,7359.98765,7362.44635,2.4587,6,2.2413986327468343,967,180,26,12,6702.0,657.98765
968,147315032,147373442,7365.7516,7368.6721,2.9205,15,4.360623569170391,968,100,5,12,6708.0,657.7515999999996
969,147450572,147493879,7372.5286,7374.69395,2.16535,2,0.5,969,180,5,12,6714.0,658.5285999999996
970,147555222,147675056,7377.7611,7383.7528,5.9917,6,1.7325017325017324,970,100,26,12,6720.0,657.7610999999997
971,147684042,147795057,7384.2021,7389.75285,5.55075,9,4.3308791684712,971,250,26,12,6726.0,658.2021000000004
972,147796181,147921049,7389.80905,7396.05245,6.2434,19,7.2846476051721,972,100,5,12,6732.0,657.8090499999998
973,147922110,148037514,7396.1055,7401.8757,5.7702,6,1.838404265097895,973,180,5,12,6738.0,658.1054999999997
974,148047062,148163381,7402.3531,7408.16905,5.81595,6,3.2706459525756335,974,180,26,12,6744.0,658.3531000000003
975,148166563,148299420,7408.32815,7414.971,6.64285,2,0.5422846452102709,975,250,26,12,6750.0,658.3281500000003
976,148315395,148403383,7415.76975,7420.16915,4.3994,2,1.247116044147908,976,180,5,12,6756.0,659.7697500000004
977,148411433,148519141,7420.57165,7425.95705,5.3854,4,0.7401650568076681,977,180,26,12,6762.0,658.5716499999999
978,148526691,148585974,7426.33455,7429.2987,2.96415,6,2.0030045067601403,978,100,5,12,6768.0,658.3345499999996
979,148637332,148694930,7431.8666,7434.7465,2.8799,17,7.45156482861401,979,100,5,12,6774.0,657.8666000000003
980,148755211,148901608,7437.76055,7445.0804,7.31985,18,6.542361792607131,980,100,5,12,6780.0,657.76055
981,148920891,148933621,7446.04455,7446.68105,0.6365,2,2.543558438255119,981,250,5,12,6786.0,660.0445499999996
982,149006820,149115214,7450.341,7455.7607,5.4197,9,5.047318611987381,982,250,26,12,6792.0,658.3410000000003
983,149116774,149236962,7455.8387,7461.8481,6.0094,1,,983,250,26,12,6798.0,657.8387000000002
984,149243140,149294685,7462.157,7464.73425,2.57725,7,2.995132909022838,984,100,5,12,6804.0,658.1570000000002
985,149380177,149404202,7469.00885,7470.2101,1.20125,1,,985,250,5,12,6810.0,659.0088500000002
986,149495934,149525389,7474.7967,7476.26945,1.47275,2,0.8346200392271418,986,100,5,12,6816.0,658.7966999999999
987,149605202,149715177,7480.2601,7485.75885,5.49875,5,1.8473190781877797,987,250,26,12,6822.0,658.2601000000004
988,149718547,149835365,7485.92735,7491.76825,5.8409,4,1.2519561815336464,988,100,5,12,6828.0,657.9273499999999
989,149835864,149895334,7491.7932,7494.7667,2.9735,11,4.3308791684712,989,250,5,12,6834.0,657.7932000000001
990,149955200,150075284,7497.76,7503.7642,6.0042,9,3.142183817753338,990,100,26,12,6840.0,657.7600000000002
991,150076345,150195306,7503.81725,7509.7653,5.94805,6,1.5633549597436096,991,250,5,12,6846.0,657.8172500000001
992,150195493,150230751,7509.77465,7511.53755,1.7629,3,1.237432327919567,992,180,26,12,6852.0,657.7746500000003
993,150315203,150442442,7515.76015,7522.1221,6.36195,4,1.375515818431912,993,180,5,12,6858.0,657.7601500000001
994,150443753,150555225,7522.18765,7527.76125,5.5736,5,2.094789211835559,994,100,5,12,6864.0,658.1876499999998
995,150555350,150681092,7527.7675,7534.0546,6.2871,21,6.410256410256411,995,180,5,12,6870.0,657.7674999999999
996,150684462,150733511,7534.2231,7536.67555,2.45245,9,3.355704697986577,996,250,5,12,6876.0,658.2231000000002
997,150800032,150854011,7540.0016,7542.70055,2.69895,6,2.0414412575278145,997,100,5,12,6882.0,658.0015999999996
998,150916663,151042655,7545.83315,7552.13275,6.2996,8,2.484472049689441,998,180,26,12,6888.0,657.8331500000004
999,151045463,151094637,7552.27315,7554.73185,2.4587,7,2.553789184702803,999,100,26,12,6894.0,658.27315
1000,151156915,151275356,7557.84575,7563.7678,5.92205,13,4.3308791684712,1000,100,5,12,6900.0,657.8457500000004
1001,151275980,151395294,7563.799,7569.7647,5.9657,14,4.5787545787545785,1001,100,5,12,6906.0,657.799
1002,151395357,151515358,7569.76785,7575.7679,6.00005,9,2.5846471956577926,1002,100,26,12,6912.0,657.7678500000002
1003,151519164,151656825,7575.9582,7582.84125,6.88305,19,6.34719136781974,1003,180,26,12,6918.0,657.9582
1004,151661506,151769775,7583.0753,7588.48875,5.41345,3,1.2003721153557603,1004,180,26,12,6924.0,659.0753000000004
1005,151769837,151813894,7588.49185,7590.6947,2.20285,3,0.9092148929399464,1005,250,5,12,6930.0,658.4918500000003
1006,151889776,151933832,7594.4888,7596.6916,2.2028,4,1.2519561815336464,1006,180,26,12,6936.0,658.4888000000001
1007,151995424,152053396,7599.7712,7602.6698,2.8986,9,2.9953571963456644,1007,100,5,12,6942.0,657.7712000000001
1008,152117110,152173460,7605.8555,7608.673,2.8175,8,2.5233409033560434,1008,180,5,12,6948.0,657.8554999999997
1009,152236112,152293336,7611.8056,7614.6668,2.8612,7,2.143852502947797,1009,180,5,12,6954.0,657.8055999999997
1010,152355302,152475303,7617.7651,7623.76515,6.00005,24,7.122507122507122,1010,250,5,12,6960.0,657.7650999999996
1011,152475615,152596739,7623.78075,7629.83695,6.0562,8,2.484472049689441,1011,250,5,12,6966.0,657.7807499999999
1012,152602231,152655398,7630.11155,7632.7699,2.65835,7,3.253619651862697,1012,250,5,12,6972.0,658.1115499999996
1013,152715492,152772279,7635.7746,7638.61395,2.83935,22,6.818956699624957,1013,180,26,12,6978.0,657.7745999999997
1014,152835306,152955328,7641.7653,7647.7664,6.0011,11,4.273504273504273,1014,180,5,12,6984.0,657.7653
1015,152955453,153013425,7647.77265,7650.67125,2.8986,9,4.482294935006723,1015,100,26,12,6990.0,657.7726499999999
1016,153080946,153197639,7654.0473,7659.88195,5.83465,11,4.9689440993788825,1016,180,26,12,6996.0,658.0473000000002
1017,153198014,153254676,7659.9007,7662.7338,2.8331,31,13.637913399249914,1017,180,5,12,7002.0,657.9007000000001
1018,153315352,153435541,7665.7676,7671.77705,6.00945,6,2.9673590504451037,1018,100,26,12,7008.0,657.7676000000001
1019,153443278,153555375,7672.1639,7677.76875,5.60485,9,3.601332493022418,1019,180,5,12,7014.0,658.1638999999996
1020,153560555,153614658,7678.02775,7680.7329,2.70515,17,4.390779363336992,1020,250,26,12,7020.0,658.0277500000002
1021,153675563,153734971,7683.77815,7686.74855,2.9704,7,2.1438525029477975,1021,250,5,12,7026.0,657.7781500000001
1022,153795377,153915378,7689.76885,7695.7689,6.00005,7,2.5846471956577926,1022,100,5,12,7032.0,657.7688500000004
1023,153916314,153975098,7695.8157,7698.7549,2.9392,30,12.820512820512821,1023,180,26,12,7038.0,657.8157000000001
1024,154040309,154092665,7702.01545,7704.63325,2.6178,5,1.4701018045499652,1024,250,5,12,7044.0,658.0154499999999
1025,154156317,154215412,7707.81585,7710.7706,2.95475,10,4.3308791684712,1025,100,26,12,7050.0,657.81585
1026,154275506,154395508,7713.7753,7719.7754,6.0001,2,0.6271951831409934,1026,250,26,12,7056.0,657.7753000000002
1027,154397130,154516195,7719.8565,7725.80975,5.95325,9,2.627085248916327,1027,100,26,12,7062.0,657.8564999999999
1028,154517069,154575416,7725.85345,7728.7708,2.91735,8,4.3308791684712,1028,180,26,12,7068.0,657.8534499999996
1029,154635510,154877384,7731.7755,7743.8692,12.0937,48,12.322858903265558,1029,250,5,12,7074.0,657.7754999999997
1030,154902969,154906963,7745.14845,7745.34815,0.1997,1,,1030,180,26,12,7080.0,665.1484499999997
1031,154995575,155054359,7749.77875,7752.71795,2.9392,17,7.043493572812114,1031,180,26,12,7086.0,663.7787500000004
1032,155115577,155167870,7755.77885,7758.3935,2.61465,4,1.6520733520568314,1032,250,5,12,7092.0,663.7788499999997
1033,155239821,155287871,7761.99105,7764.39355,2.4025,3,1.0,1033,250,26,12,7098.0,663.9910499999996
1034,155359323,155414986,7767.96615,7770.7493,2.78315,4,1.3028467200833822,1034,250,5,12,7104.0,663.9661500000002
1035,155475476,155534696,7773.7738,7776.7348,2.961,4,1.0647359454855196,1035,250,26,12,7110.0,663.7737999999999
1036,155598659,155715603,7779.93295,7785.78015,5.8472,4,2.484472049689441,1036,250,5,12,7116.0,663.9329500000003
1037,155722592,155835666,7786.1296,7791.7833,5.6537,9,3.111387678904791,1037,250,5,12,7122.0,664.1296000000002
1038,155838662,155874856,7791.9331,7793.7428,1.8097,4,1.6605778811026237,1038,100,26,12,7128.0,663.9331000000002
1039,155955501,156015179,7797.77505,7800.75895,2.9839,25,9.861932938856016,1039,180,5,12,7134.0,663.7750500000002
1040,156097426,156133371,7804.8713,7806.66855,1.79725,4,1.6867673104495235,1040,180,5,12,7140.0,664.8712999999998
1041,156205696,156255556,7810.2848,7812.7778,2.493,4,1.3081300281247956,1041,100,5,12,7146.0,664.2848000000004
1042,156315588,156455558,7815.7794,7822.7779,6.9985,4,1.6520733520568314,1042,180,5,12,7152.0,663.7794000000004
1043,156458678,156566323,7822.9339,7828.31615,5.38225,4,2.180074122520166,1043,250,26,12,7158.0,664.9339
1044,156566573,156675612,7828.32865,7833.7806,5.45195,10,4.514672686230249,1044,180,5,12,7164.0,664.3286500000004
1045,156675674,156723288,7833.7837,7836.1644,2.3807,4,2.648655807177857,1045,100,26,12,7170.0,663.7837
1046,156799108,156915614,7839.9554,7845.7807,5.8253,5,1.254390366281987,1046,180,5,12,7176.0,663.9553999999998
1047,156923227,156966348,7846.16135,7848.3174,2.15605,3,1.079097874177188,1047,100,26,12,7182.0,664.1613500000003
1048,157058767,157155741,7852.93835,7857.78705,4.8487,3,1.2494923937150533,1048,180,26,12,7188.0,664.9383500000004
1049,157163105,157214962,7858.15525,7860.7481,2.59285,6,2.484472049689441,1049,180,5,12,7194.0,664.1552499999998
1050,157275555,157335150,7863.77775,7866.7575,2.97975,6,1.2975217334890359,1050,180,5,12,7200.0,663.7777500000002
1051,157395556,157454589,7869.7778,7872.72945,2.95165,16,4.390779363336992,1051,100,26,12,7206.0,663.7777999999998
1052,157525105,157569161,7876.25525,7878.45805,2.2028,2,1.2326656394453004,1052,100,5,12,7212.0,664.2552500000002
1053,157645543,157778087,7882.27715,7888.90435,6.6272,5,1.6913319238900635,1053,180,5,12,7218.0,664.2771499999999
1054,157778149,157815841,7888.90745,7890.79205,1.8846,5,2.143967411695342,1054,180,5,12,7224.0,664.9074499999997
1055,157880241,157924048,7894.01205,7896.2024,2.19035,4,1.2618296529968454,1055,180,26,12,7230.0,664.0120500000003
1056,158007106,158115625,7900.3553,7905.78125,5.42595,4,1.5483471394286599,1056,250,5,12,7236.0,664.3553000000002
1057,158119619,158171663,7905.98095,7908.58315,2.6022,1,,1057,180,5,12,7242.0,663.9809500000001
1058,158175595,158237249,7908.77975,7911.86245,3.0827,1,,1058,100,26,12,7248.0,660.7797499999997
1059,158238809,158294847,7911.94045,7914.74235,2.8019,22,12.322858903265558,1059,180,5,12,7254.0,657.94045
1060,158355711,158414307,7917.78555,7920.71535,2.9298,13,4.3308791684712,1060,100,5,12,7260.0,657.7855499999996
1061,158475649,158598646,7923.78245,7929.9323,6.14985,7,1.996805111821086,1061,250,5,12,7266.0,657.7824499999997
1062,158606634,158715673,7930.3317,7935.78365,5.45195,3,0.8335417187630241,1062,250,26,12,7272.0,658.3316999999997
1063,158715797,158775205,7935.78985,7938.76025,2.9704,3,0.7218392463998267,1063,180,26,12,7278.0,657.7898500000001
1064,158835632,158957568,7941.7816,7947.8784,6.0968,13,4.360623569170391,1064,180,5,12,7284.0,657.7816000000003
1065,158961686,158977786,7948.0843,7948.8893,0.805,2,2.484472049689441,1065,100,5,12,7290.0,658.0843000000004
1066,159075634,159133794,7953.7817,7956.6897,2.908,7,2.015621063240111,1066,250,5,12,7296.0,657.7816999999995
1067,159209801,159249801,7960.49005,7962.49005,2.0,5,3.1892840057407112,1067,180,26,12,7302.0,658.4900500000003
1068,159324747,159368929,7966.23735,7968.44645,2.2091,5,1.990643973325371,1068,250,5,12,7308.0,658.2373500000003
1069,159452549,159492612,7972.62745,7974.6306,2.00315,3,1.0,1069,250,5,12,7314.0,658.62745
1070,159561068,159614984,7978.0534,7980.7492,2.6958,13,4.360148245040332,1070,100,26,12,7320.0,658.0533999999998
1071,159675702,159795766,7983.7851,7989.7883,6.0032,8,2.648655807177857,1071,180,5,12,7326.0,657.7851
1072,159797888,159854862,7989.8944,7992.7431,2.8487,16,5.007511266900351,1072,100,5,12,7332.0,657.8944000000001
1073,159915705,159975674,7995.78525,7998.7837,2.99845,13,4.546487838145032,1073,180,26,12,7338.0,657.7852499999999
1074,160035706,160155790,8001.7853,8007.7895,6.0042,7,2.4843177442394886,1074,180,5,12,7344.0,657.7852999999996
1075,160157787,160215697,8007.88935,8010.78485,2.8955,28,9.713453132588635,1075,250,26,12,7350.0,657.8893500000004
1076,160284840,160395730,8014.242,8019.7865,5.5445,6,2.165674066053059,1076,180,26,12,7356.0,658.2420000000002
1077,160398226,160450395,8019.9113,8022.51975,2.60845,7,3.287040841482456,1077,250,5,12,7362.0,657.9112999999998
1078,160515731,160570022,8025.78655,8028.5011,2.71455,8,2.5037556334501754,1078,250,26,12,7368.0,657.7865499999998
1079,160637292,160695452,8031.8646,8034.7726,2.908,9,4.082465809348847,1079,100,26,12,7374.0,657.8645999999999
1080,160755796,160813020,8037.7898,8040.651,2.8612,9,3.2538843244122675,1080,180,5,12,7380.0,657.7897999999996
1081,160879916,161004348,8043.9958,8050.2174,6.2216,18,4.5787545787545785,1081,250,5,12,7386.0,657.9957999999997
1082,161004535,161052460,8050.22675,8052.623,2.39625,6,4.856726566294317,1082,100,5,12,7392.0,658.2267499999998
1083,161116673,161175395,8055.83365,8058.76975,2.9361,32,22.88329519450801,1083,100,26,12,7398.0,657.8336499999996
1084,161236113,161360046,8061.80565,8068.0023,6.19665,6,4.930966469428007,1084,180,26,12,7404.0,657.8056500000002
1085,161360233,161482605,8068.01165,8074.13025,6.1186,6,2.543558438255119,1085,250,5,12,7410.0,658.0116500000004
1086,161485726,161595742,8074.2863,8079.7871,5.5008,7,2.5846471956577926,1086,250,26,12,7416.0,658.2862999999998
1087,161595930,161715931,8079.7965,8085.79655,6.00005,8,1.9784350578692256,1087,180,5,12,7422.0,657.7965000000004
1088,161723232,161772156,8086.1616,8088.6078,2.4462,6,2.484472049689441,1088,250,5,12,7428.0,658.1616000000004
1089,161835766,161895673,8091.7883,8094.78365,2.99535,16,4.514672686230249,1089,100,26,12,7434.0,657.7883000000002
1090,161956266,162010994,8097.8133,8100.5497,2.7364,6,3.17359568390987,1090,100,5,12,7440.0,657.8132999999998
1091,162075831,162126627,8103.79155,8106.33135,2.5398,6,4.929751047572098,1091,180,5,12,7446.0,657.7915499999999
1092,162195790,162318413,8109.7895,8115.92065,6.13115,9,4.3308791684712,1092,180,26,12,7452.0,657.7894999999999
1093,162332266,162369146,8116.6133,8118.4573,1.844,6,4.3308791684712,1093,100,26,12,7458.0,658.6133
1094,162436417,162564281,8121.82085,8128.21405,6.3932,4,1.3353809174066902,1094,180,5,12,7464.0,657.8208500000001
1095,162564468,162615077,8128.2234,8130.75385,2.53045,16,4.513653802753329,1095,180,26,12,7470.0,658.2233999999999
1096,162675858,162795859,8133.7929,8139.79295,6.00005,18,5.254860746190226,1096,180,26,12,7476.0,657.7929000000004
1097,162803035,162915798,8140.15175,8145.7899,5.63815,7,3.1419370041630668,1097,180,5,12,7482.0,658.15175
1098,162915860,163047094,8145.793,8152.3547,6.5617,8,2.1803117845851956,1098,180,26,12,7488.0,657.7929999999997
1099,163051088,163155925,8152.5544,8157.79625,5.24185,6,4.217629692113032,1099,180,26,12,7494.0,658.5544
1100,163170902,163210965,8158.5451,8160.54825,2.00315,4,1.2568340350656697,1100,100,5,12,7500.0,658.5451000000003
1101,163275989,163397675,8163.79945,8169.88375,6.0843,7,2.1728502362974633,1101,100,26,12,7506.0,657.7994500000004
1102,163397863,163518488,8169.89315,8175.9244,6.03125,27,9.711094925952901,1102,180,5,12,7512.0,657.8931499999999
1103,163518675,163636617,8175.93375,8181.83085,5.8971,17,5.128205128205128,1103,100,5,12,7518.0,657.9337500000001
1104,163653404,163756993,8182.6702,8187.84965,5.17945,5,2.5136680701313394,1104,100,26,12,7524.0,658.6701999999996
1105,163764981,163882111,8188.24905,8194.10555,5.8565,6,2.4654832347140037,1105,250,26,12,7530.0,658.2490500000004
1106,163882798,163935903,8194.1399,8196.79515,2.65525,23,9.157509157509159,1106,180,26,12,7536.0,658.1399000000001
1107,163995935,164051786,8199.79675,8202.5893,2.79255,4,1.6869095816464237,1107,180,5,12,7542.0,657.7967499999995
1108,164115936,164235937,8205.7968,8211.79685,6.00005,21,7.043493572812114,1108,100,5,12,7548.0,657.7968000000001
1109,164237123,164357187,8211.85615,8217.85935,6.0032,50,18.85014137606032,1109,250,26,12,7554.0,657.8561499999996
1110,164361805,164479310,8218.09025,8223.9655,5.87525,7,2.513826043237808,1110,180,5,12,7560.0,658.0902499999993
1111,164481369,164602182,8224.06845,8230.1091,6.04065,11,3.6010082823190492,1111,180,26,12,7566.0,658.0684500000007
1112,164606176,164717940,8230.3088,8235.897,5.5882,6,4.930966469428007,1112,250,26,12,7572.0,658.3088000000007
1113,164718002,164837005,8235.9001,8241.85025,5.95015,5,1.5408320493066254,1113,250,5,12,7578.0,657.9001000000007
1114,164837192,164895602,8241.8596,8244.7801,2.9205,35,13.35113484646195,1114,100,5,12,7584.0,657.8595999999998
1115,164957693,165013731,8247.88465,8250.68655,2.8019,5,3.142183817753339,1115,180,5,12,7590.0,657.88465
1116,165077257,165125994,8253.86285,8256.2997,2.43685,4,1.6605778811026237,1116,100,5,12,7596.0,657.8628499999995
1117,165212360,165255418,8260.618,8262.7709,2.1529,3,1.0864251181487317,1117,250,26,12,7602.0,658.6180000000004
1118,165320817,165372986,8266.04085,8268.6493,2.60845,5,1.8525379770285288,1118,100,5,12,7608.0,658.0408499999994
1119,165440069,165496170,8272.00345,8274.8085,2.80505,6,2.1654395842356,1119,180,5,12,7614.0,658.0034500000002
1120,165555973,165616005,8277.79865,8280.80025,3.0016,15,6.222775357809582,1120,100,26,12,7620.0,657.7986500000006
1121,165676161,165735881,8283.80805,8286.79405,2.986,6,1.713796058269066,1121,100,26,12,7626.0,657.8080499999996
1122,165796183,165847354,8289.80915,8292.3677,2.55855,3,0.9236168837166343,1122,100,26,12,7632.0,657.8091499999991
1123,165916081,166036020,8295.80405,8301.801,5.99695,21,6.747638326585695,1123,250,26,12,7638.0,657.8040500000006
1124,166036519,166156083,8301.82595,8307.80415,5.9782,8,2.9403116730373418,1124,180,5,12,7644.0,657.8259500000004
1125,166159765,166215990,8307.98825,8310.7995,2.81125,14,6.047777441790142,1125,250,5,12,7650.0,657.9882500000003
1126,166276085,166396336,8313.80425,8319.8168,6.01255,7,1.990743044841487,1126,250,26,12,7656.0,657.8042499999992
1127,166397147,166516087,8319.85735,8325.80435,5.947,8,2.484472049689441,1127,100,26,12,7662.0,657.8573500000002
1128,166519083,166574310,8325.95415,8328.7155,2.76135,5,1.8525379770285288,1128,180,26,12,7668.0,657.9541499999996
1129,166648133,166694311,8332.40665,8334.71555,2.3089,5,2.5846471956577926,1129,180,5,12,7674.0,658.4066500000008
1130,166757900,166886450,8337.895,8344.3225,6.4275,7,2.0811654526534857,1130,100,5,12,7680.0,657.8950000000004
1131,166887636,166919774,8344.3818,8345.9887,1.6069,4,2.4654832347140037,1131,100,26,12,7686.0,658.3817999999992
1132,167002208,167118091,8350.1104,8355.90455,5.79415,5,1.4906461951255872,1132,100,26,12,7692.0,658.1103999999996
1133,167122335,167237468,8356.11675,8361.8734,5.75665,5,1.3028467200833822,1133,100,5,12,7698.0,658.1167499999992
1134,167246517,167278530,8362.32585,8363.9265,1.60065,1,,1134,100,5,12,7704.0,658.3258499999993
1135,167356055,167477117,8367.80275,8373.85585,6.0531,19,8.663634394628547,1135,250,5,12,7710.0,657.8027500000007
1136,167480113,167598554,8374.00565,8379.9277,5.92205,15,4.9689440993788825,1136,250,5,12,7716.0,658.0056499999992
1137,167598741,167655466,8379.93705,8382.7733,2.83625,12,4.3308791684712,1137,100,5,12,7722.0,657.9370500000005
1138,167716933,167836248,8385.84665,8391.8124,5.96575,15,5.169294391315585,1138,250,26,12,7728.0,657.8466499999995
1139,167836934,167956062,8391.8467,8397.8031,5.9564,9,4.3308791684712,1139,250,26,12,7734.0,657.8467
1140,167956124,168015345,8397.8062,8400.76725,2.96105,4,1.2618296529968454,1140,180,26,12,7740.0,657.8062000000009
1141,168076147,168135929,8403.80735,8406.79645,2.9891,7,2.0414412575278145,1141,180,26,12,7746.0,657.8073499999991
1142,168196148,168316087,8409.8074,8415.80435,5.99695,30,12.812299807815505,1142,180,26,12,7752.0,657.8073999999997
1143,168317959,168366696,8415.89795,8418.3348,2.43685,5,2.391772303276728,1143,100,5,12,7758.0,657.8979500000005
1144,168450441,168490441,8422.52205,8424.52205,2.0,2,0.7154099298898269,1144,250,5,12,7764.0,658.5220499999996
1145,168557899,168676840,8427.89495,8433.842,5.94705,5,1.614595947364172,1145,250,26,12,7770.0,657.8949499999999
1146,168680958,168733002,8434.0479,8436.6501,2.6022,4,1.2568340350656697,1146,100,5,12,7776.0,658.0478999999996
1147,168798339,168856145,8439.91695,8442.80725,2.8903,16,6.163328197226502,1147,250,5,12,7782.0,657.9169500000007
1148,168916135,169036323,8445.80675,8451.81615,6.0094,26,11.876484560570072,1148,100,26,12,7788.0,657.8067499999997
1149,169036511,169156138,8451.82555,8457.8069,5.98135,21,10.175527855507504,1149,250,5,12,7794.0,657.8255499999996
1150,169156200,169276160,8457.81,8463.808,5.998,25,10.33858878263117,1150,250,26,12,7800.0,657.8099999999995
1151,169279218,169327330,8463.9609,8466.3665,2.4056,4,1.2374706100730106,1151,250,26,12,7806.0,657.9609
1152,169400654,169449578,8470.0327,8472.4789,2.4462,13,6.223743581764431,1152,250,26,12,7812.0,658.0326999999997
1153,169517410,169649955,8475.8705,8482.49775,6.62725,4,1.2094092036040394,1153,250,26,12,7818.0,657.8705000000009
1154,169653949,169694011,8482.69745,8484.70055,2.0031,3,1.0,1154,180,5,12,7824.0,658.6974499999997
1155,169757288,169878475,8487.8644,8493.92375,6.05935,3,0.75947444368497,1155,250,26,12,7830.0,657.8644000000004
1156,169881720,169935449,8494.086,8496.77245,2.68645,15,5.62271577171774,1156,180,5,12,7836.0,658.0859999999993
1157,169996292,170119476,8499.8146,8505.9738,6.1592,7,2.553789184702803,1157,180,5,12,7842.0,657.8145999999997
1158,170124219,170236316,8506.21095,8511.8158,5.60485,5,1.2470771628994544,1158,180,5,12,7848.0,658.2109500000006
1159,170243991,170356255,8512.19955,8517.81275,5.6132,4,1.2326656394453004,1159,250,26,12,7854.0,658.1995499999994
1160,170360685,170416224,8518.03425,8520.8112,2.77695,14,4.389815627743634,1160,180,5,12,7860.0,658.0342500000006
1161,170476318,170535913,8523.8159,8526.79565,2.97975,13,4.244932611694789,1161,100,5,12,7866.0,657.8158999999996
1162,170604432,170653855,8530.2216,8532.69275,2.47115,6,2.1803117845851956,1162,250,5,12,7872.0,658.2216000000008
1163,170730611,170766639,8536.53055,8538.33195,1.8014,4,1.6605778811026237,1163,250,26,12,7878.0,658.5305499999995
1164,170841086,170893442,8542.0543,8544.6721,2.6178,3,0.8124136810463889,1164,250,26,12,7884.0,658.0542999999998
1165,170985112,171084645,8549.2556,8554.23225,4.97665,2,0.8367850717543199,1165,100,26,12,7890.0,659.2556000000004
1166,171096689,171128702,8554.83445,8556.4351,1.60065,2,0.6259780907668232,1166,180,5,12,7896.0,658.8344500000003
1167,171200840,171339437,8560.042,8566.97185,6.92985,21,9.567089213106911,1167,100,26,12,7902.0,658.0419999999995
1168,171350670,171371450,8567.5335,8568.5725,1.039,2,1.5633549597436096,1168,180,5,12,7908.0,659.5334999999995
1169,171439470,171479720,8571.9735,8573.986,2.0125,3,1.1051555506437531,1169,250,5,12,7914.0,657.9735000000001
1170,171556476,171678973,8577.8238,8583.94865,6.12485,8,3.081664098613251,1170,250,26,12,7920.0,657.8238000000001
1171,171680596,171735823,8584.0298,8586.79115,2.76135,24,9.157509157509157,1171,100,5,12,7926.0,658.0298000000003
1172,171797290,171854576,8589.8645,8592.7288,2.8643,21,8.547008547008547,1172,180,5,12,7932.0,657.8644999999997
1173,171917354,171973953,8595.8677,8598.69765,2.82995,5,1.942407614237848,1173,100,26,12,7938.0,657.8677000000007
1174,172037604,172166405,8601.8802,8608.32025,6.44005,8,2.484472049689441,1174,250,26,12,7944.0,657.8801999999996
1175,172166592,172276422,8608.3296,8613.8211,5.4915,7,2.1728502362974633,1175,250,26,12,7950.0,658.3295999999991
1176,172276609,172332023,8613.83045,8616.60115,2.7707,6,1.6867673104495235,1176,180,5,12,7956.0,657.8304499999995
1177,172401041,172516362,8620.05205,8625.8181,5.76605,7,2.616260056249591,1177,100,5,12,7962.0,658.0520500000002
1178,172517797,172636446,8625.88985,8631.8223,5.93245,31,11.869436201780415,1178,100,26,12,7968.0,657.8898499999996
1179,172640128,172756385,8632.0064,8637.81925,5.81285,19,6.410256410256411,1179,250,5,12,7974.0,658.0064000000002
1180,172759630,172876387,8637.9815,8643.81935,5.83785,7,2.494076568150642,1180,100,26,12,7980.0,657.9814999999999
1181,172876449,172996471,8643.82245,8649.82355,6.0011,8,2.5037556334501754,1181,250,26,12,7986.0,657.8224499999997
1182,173011698,173116348,8650.5849,8655.8174,5.2325,6,4.856726566294317,1182,180,26,12,7992.0,658.5848999999998
1183,173116431,173173343,8655.82155,8658.66715,2.8456,19,6.474587245063127,1183,180,5,12,7998.0,657.8215500000006
1184,173236557,173294967,8661.82785,8664.74835,2.9205,42,16.025641025641026,1184,180,5,12,8004.0,657.8278499999997
1185,173356371,173415405,8667.81855,8670.77025,2.9517,44,16.025641025641026,1185,180,5,12,8010.0,657.81855
1186,173476373,173598184,8673.81865,8679.9092,6.09055,7,2.8490028490028494,1186,180,26,12,8016.0,657.8186499999993
1187,173604424,173717624,8680.2212,8685.8812,5.66,9,3.287040841482456,1187,250,26,12,8022.0,658.2212
1188,173726672,173773350,8686.3336,8688.6675,2.3339,6,2.5040691123074996,1188,250,26,12,8028.0,658.3335999999999
1189,173841806,173956503,8692.0903,8697.82515,5.73485,21,9.861932938856015,1189,180,5,12,8034.0,658.0902999999998
1190,173956565,174012229,8697.82825,8700.61145,2.7832,6,2.484472049689441,1190,100,26,12,8040.0,657.8282500000005
1191,174076567,174207551,8703.82835,8710.37755,6.5492,9,2.6707618348133804,1191,100,5,12,8046.0,657.8283499999998
1192,174227645,174316569,8711.38225,8715.82845,4.4462,3,1.4308198597796538,1192,180,26,12,8052.0,659.3822500000006
1193,174316757,174374979,8715.83785,8718.74895,2.9111,8,2.5037556334501754,1193,180,5,12,8058.0,657.8378499999999
1194,174436633,174494793,8721.83165,8724.73965,2.908,19,6.6082934082273255,1194,100,26,12,8064.0,657.8316500000001
1195,174561440,174677634,8728.072,8733.8817,5.8097,7,2.494232088295816,1195,250,5,12,8070.0,658.0720000000001
1196,174679194,179562123,8733.9597,8978.10615,244.14645,12,4.162330905306972,1196,100,5,12,8076.0,657.9596999999994
1197,179562185,180563446,8978.10925,9028.1723,50.06305,1,,1197,180,26,12,8082.0,896.1092499999995
1198,180563508,201967342,9028.1754,10098.3671,1070.1917,4,2.6705835224996664,1198,100,5,12,8088.0,940.1754000000001
1199,201974830,204465969,10098.7415,10223.29845,124.55695,1,,1199,180,26,12,8094.0,2004.7415
1200,212796235,212796319,10639.81175,10639.81595,0.0042,1,,,,,,,
